[2023-02-07 12:03:23] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-07 12:03:23] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 100
- args.num_epochs_noisy  : 0
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0100-0000_lr-0.0000001_mo-0.99_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 12:03:57] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  2.739e+05, trn/neg_log_likelihood  9.260e+04, trn/neg_log_prior  1.813e+05, trn/lr  9.999e-08, trn/temperature  0.000e+00, val/acc 2.600e-01, val/nll 1.933e+00
[2023-02-07 12:04:01] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  2.522e+05, trn/neg_log_likelihood  7.370e+04, trn/neg_log_prior  1.785e+05, trn/lr  9.994e-08, trn/temperature  0.000e+00, val/acc 3.656e-01, val/nll 1.688e+00
[2023-02-07 12:04:06] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  2.449e+05, trn/neg_log_likelihood  6.869e+04, trn/neg_log_prior  1.762e+05, trn/lr  9.984e-08, trn/temperature  0.000e+00, val/acc 4.100e-01, val/nll 1.605e+00
[2023-02-07 12:04:10] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  2.357e+05, trn/neg_log_likelihood  6.128e+04, trn/neg_log_prior  1.744e+05, trn/lr  9.970e-08, trn/temperature  0.000e+00, val/acc 4.491e-01, val/nll 1.481e+00
[2023-02-07 12:04:14] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  2.281e+05, trn/neg_log_likelihood  5.503e+04, trn/neg_log_prior  1.731e+05, trn/lr  9.950e-08, trn/temperature  0.000e+00, val/acc 5.439e-01, val/nll 1.248e+00
[2023-02-07 12:04:18] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  2.250e+05, trn/neg_log_likelihood  5.272e+04, trn/neg_log_prior  1.723e+05, trn/lr  9.925e-08, trn/temperature  0.000e+00, val/acc 4.948e-01, val/nll 1.382e+00
[2023-02-07 12:04:22] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  2.193e+05, trn/neg_log_likelihood  4.740e+04, trn/neg_log_prior  1.719e+05, trn/lr  9.896e-08, trn/temperature  0.000e+00, val/acc 6.033e-01, val/nll 1.096e+00
[2023-02-07 12:04:26] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  2.157e+05, trn/neg_log_likelihood  4.433e+04, trn/neg_log_prior  1.714e+05, trn/lr  9.862e-08, trn/temperature  0.000e+00, val/acc 6.085e-01, val/nll 1.082e+00
[2023-02-07 12:04:30] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  2.114e+05, trn/neg_log_likelihood  4.027e+04, trn/neg_log_prior  1.711e+05, trn/lr  9.823e-08, trn/temperature  0.000e+00, val/acc 6.436e-01, val/nll 1.014e+00
[2023-02-07 12:04:34] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  2.101e+05, trn/neg_log_likelihood  3.910e+04, trn/neg_log_prior  1.710e+05, trn/lr  9.779e-08, trn/temperature  0.000e+00, val/acc 6.642e-01, val/nll 9.370e-01
[2023-02-07 12:04:39] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  2.080e+05, trn/neg_log_likelihood  3.694e+04, trn/neg_log_prior  1.711e+05, trn/lr  9.730e-08, trn/temperature  0.000e+00, val/acc 6.532e-01, val/nll 9.642e-01
[2023-02-07 12:04:43] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  2.060e+05, trn/neg_log_likelihood  3.490e+04, trn/neg_log_prior  1.711e+05, trn/lr  9.677e-08, trn/temperature  0.000e+00, val/acc 6.722e-01, val/nll 9.199e-01
[2023-02-07 12:04:47] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  2.033e+05, trn/neg_log_likelihood  3.201e+04, trn/neg_log_prior  1.713e+05, trn/lr  9.619e-08, trn/temperature  0.000e+00, val/acc 7.055e-01, val/nll 8.420e-01
[2023-02-07 12:04:51] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  2.020e+05, trn/neg_log_likelihood  3.062e+04, trn/neg_log_prior  1.714e+05, trn/lr  9.557e-08, trn/temperature  0.000e+00, val/acc 7.160e-01, val/nll 8.167e-01
[2023-02-07 12:04:55] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  1.997e+05, trn/neg_log_likelihood  2.818e+04, trn/neg_log_prior  1.715e+05, trn/lr  9.490e-08, trn/temperature  0.000e+00, val/acc 7.280e-01, val/nll 7.825e-01
[2023-02-07 12:04:59] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  1.990e+05, trn/neg_log_likelihood  2.735e+04, trn/neg_log_prior  1.716e+05, trn/lr  9.419e-08, trn/temperature  0.000e+00, val/acc 7.511e-01, val/nll 7.278e-01
[2023-02-07 12:05:04] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  1.985e+05, trn/neg_log_likelihood  2.669e+04, trn/neg_log_prior  1.718e+05, trn/lr  9.343e-08, trn/temperature  0.000e+00, val/acc 7.477e-01, val/nll 7.456e-01
[2023-02-07 12:05:08] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  1.966e+05, trn/neg_log_likelihood  2.463e+04, trn/neg_log_prior  1.720e+05, trn/lr  9.263e-08, trn/temperature  0.000e+00, val/acc 7.580e-01, val/nll 7.110e-01
[2023-02-07 12:05:12] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  1.958e+05, trn/neg_log_likelihood  2.367e+04, trn/neg_log_prior  1.721e+05, trn/lr  9.179e-08, trn/temperature  0.000e+00, val/acc 7.426e-01, val/nll 7.447e-01
[2023-02-07 12:05:16] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  1.955e+05, trn/neg_log_likelihood  2.318e+04, trn/neg_log_prior  1.723e+05, trn/lr  9.091e-08, trn/temperature  0.000e+00, val/acc 7.559e-01, val/nll 7.246e-01
[2023-02-07 12:05:20] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  1.963e+05, trn/neg_log_likelihood  2.374e+04, trn/neg_log_prior  1.726e+05, trn/lr  8.998e-08, trn/temperature  0.000e+00, val/acc 7.586e-01, val/nll 7.102e-01
[2023-02-07 12:05:24] [Cycle   1/ 30][Epoch  22/100] trn/posterior_energy  1.952e+05, trn/neg_log_likelihood  2.222e+04, trn/neg_log_prior  1.730e+05, trn/lr  8.902e-08, trn/temperature  0.000e+00, val/acc 7.690e-01, val/nll 6.741e-01
[2023-02-07 12:05:28] [Cycle   1/ 30][Epoch  23/100] trn/posterior_energy  1.939e+05, trn/neg_log_likelihood  2.075e+04, trn/neg_log_prior  1.732e+05, trn/lr  8.802e-08, trn/temperature  0.000e+00, val/acc 7.713e-01, val/nll 6.829e-01
[2023-02-07 12:05:32] [Cycle   1/ 30][Epoch  24/100] trn/posterior_energy  1.928e+05, trn/neg_log_likelihood  1.945e+04, trn/neg_log_prior  1.733e+05, trn/lr  8.698e-08, trn/temperature  0.000e+00, val/acc 7.684e-01, val/nll 6.641e-01
[2023-02-07 12:05:36] [Cycle   1/ 30][Epoch  25/100] trn/posterior_energy  1.922e+05, trn/neg_log_likelihood  1.886e+04, trn/neg_log_prior  1.734e+05, trn/lr  8.591e-08, trn/temperature  0.000e+00, val/acc 7.720e-01, val/nll 6.648e-01
[2023-02-07 12:05:40] [Cycle   1/ 30][Epoch  26/100] trn/posterior_energy  1.915e+05, trn/neg_log_likelihood  1.794e+04, trn/neg_log_prior  1.736e+05, trn/lr  8.480e-08, trn/temperature  0.000e+00, val/acc 7.677e-01, val/nll 6.971e-01
[2023-02-07 12:05:45] [Cycle   1/ 30][Epoch  27/100] trn/posterior_energy  1.912e+05, trn/neg_log_likelihood  1.751e+04, trn/neg_log_prior  1.737e+05, trn/lr  8.365e-08, trn/temperature  0.000e+00, val/acc 7.761e-01, val/nll 6.628e-01
[2023-02-07 12:05:49] [Cycle   1/ 30][Epoch  28/100] trn/posterior_energy  1.899e+05, trn/neg_log_likelihood  1.609e+04, trn/neg_log_prior  1.738e+05, trn/lr  8.247e-08, trn/temperature  0.000e+00, val/acc 7.673e-01, val/nll 6.900e-01
[2023-02-07 12:05:53] [Cycle   1/ 30][Epoch  29/100] trn/posterior_energy  1.920e+05, trn/neg_log_likelihood  1.799e+04, trn/neg_log_prior  1.740e+05, trn/lr  8.126e-08, trn/temperature  0.000e+00, val/acc 7.781e-01, val/nll 6.721e-01
[2023-02-07 12:05:57] [Cycle   1/ 30][Epoch  30/100] trn/posterior_energy  1.905e+05, trn/neg_log_likelihood  1.618e+04, trn/neg_log_prior  1.744e+05, trn/lr  8.002e-08, trn/temperature  0.000e+00, val/acc 7.744e-01, val/nll 6.763e-01
[2023-02-07 12:06:01] [Cycle   1/ 30][Epoch  31/100] trn/posterior_energy  1.897e+05, trn/neg_log_likelihood  1.520e+04, trn/neg_log_prior  1.745e+05, trn/lr  7.875e-08, trn/temperature  0.000e+00, val/acc 7.827e-01, val/nll 6.514e-01
[2023-02-07 12:06:05] [Cycle   1/ 30][Epoch  32/100] trn/posterior_energy  1.891e+05, trn/neg_log_likelihood  1.448e+04, trn/neg_log_prior  1.746e+05, trn/lr  7.745e-08, trn/temperature  0.000e+00, val/acc 7.834e-01, val/nll 6.563e-01
[2023-02-07 12:06:09] [Cycle   1/ 30][Epoch  33/100] trn/posterior_energy  1.871e+05, trn/neg_log_likelihood  1.245e+04, trn/neg_log_prior  1.747e+05, trn/lr  7.613e-08, trn/temperature  0.000e+00, val/acc 7.763e-01, val/nll 6.785e-01
[2023-02-07 12:06:13] [Cycle   1/ 30][Epoch  34/100] trn/posterior_energy  1.872e+05, trn/neg_log_likelihood  1.263e+04, trn/neg_log_prior  1.746e+05, trn/lr  7.477e-08, trn/temperature  0.000e+00, val/acc 7.585e-01, val/nll 7.645e-01
[2023-02-07 12:06:17] [Cycle   1/ 30][Epoch  35/100] trn/posterior_energy  1.886e+05, trn/neg_log_likelihood  1.389e+04, trn/neg_log_prior  1.748e+05, trn/lr  7.340e-08, trn/temperature  0.000e+00, val/acc 7.702e-01, val/nll 7.132e-01
[2023-02-07 12:06:21] [Cycle   1/ 30][Epoch  36/100] trn/posterior_energy  1.877e+05, trn/neg_log_likelihood  1.270e+04, trn/neg_log_prior  1.750e+05, trn/lr  7.200e-08, trn/temperature  0.000e+00, val/acc 7.701e-01, val/nll 7.138e-01
[2023-02-07 12:06:25] [Cycle   1/ 30][Epoch  37/100] trn/posterior_energy  1.869e+05, trn/neg_log_likelihood  1.183e+04, trn/neg_log_prior  1.751e+05, trn/lr  7.058e-08, trn/temperature  0.000e+00, val/acc 7.490e-01, val/nll 8.352e-01
[2023-02-07 12:06:29] [Cycle   1/ 30][Epoch  38/100] trn/posterior_energy  1.878e+05, trn/neg_log_likelihood  1.258e+04, trn/neg_log_prior  1.752e+05, trn/lr  6.913e-08, trn/temperature  0.000e+00, val/acc 7.753e-01, val/nll 7.116e-01
[2023-02-07 12:06:33] [Cycle   1/ 30][Epoch  39/100] trn/posterior_energy  1.855e+05, trn/neg_log_likelihood  1.028e+04, trn/neg_log_prior  1.753e+05, trn/lr  6.767e-08, trn/temperature  0.000e+00, val/acc 7.821e-01, val/nll 7.424e-01
[2023-02-07 12:06:37] [Cycle   1/ 30][Epoch  40/100] trn/posterior_energy  1.847e+05, trn/neg_log_likelihood  9.496e+03, trn/neg_log_prior  1.752e+05, trn/lr  6.620e-08, trn/temperature  0.000e+00, val/acc 7.977e-01, val/nll 6.458e-01
[2023-02-07 12:06:42] [Cycle   1/ 30][Epoch  41/100] trn/posterior_energy  1.860e+05, trn/neg_log_likelihood  1.084e+04, trn/neg_log_prior  1.751e+05, trn/lr  6.470e-08, trn/temperature  0.000e+00, val/acc 7.729e-01, val/nll 7.539e-01
[2023-02-07 12:06:46] [Cycle   1/ 30][Epoch  42/100] trn/posterior_energy  1.851e+05, trn/neg_log_likelihood  9.765e+03, trn/neg_log_prior  1.753e+05, trn/lr  6.319e-08, trn/temperature  0.000e+00, val/acc 7.864e-01, val/nll 7.021e-01
[2023-02-07 12:06:50] [Cycle   1/ 30][Epoch  43/100] trn/posterior_energy  1.850e+05, trn/neg_log_likelihood  9.746e+03, trn/neg_log_prior  1.753e+05, trn/lr  6.167e-08, trn/temperature  0.000e+00, val/acc 7.717e-01, val/nll 7.621e-01
[2023-02-07 12:06:54] [Cycle   1/ 30][Epoch  44/100] trn/posterior_energy  1.836e+05, trn/neg_log_likelihood  8.339e+03, trn/neg_log_prior  1.753e+05, trn/lr  6.014e-08, trn/temperature  0.000e+00, val/acc 7.826e-01, val/nll 7.214e-01
[2023-02-07 12:06:58] [Cycle   1/ 30][Epoch  45/100] trn/posterior_energy  1.841e+05, trn/neg_log_likelihood  8.859e+03, trn/neg_log_prior  1.752e+05, trn/lr  5.860e-08, trn/temperature  0.000e+00, val/acc 7.681e-01, val/nll 8.179e-01
[2023-02-07 12:07:02] [Cycle   1/ 30][Epoch  46/100] trn/posterior_energy  1.840e+05, trn/neg_log_likelihood  8.647e+03, trn/neg_log_prior  1.754e+05, trn/lr  5.705e-08, trn/temperature  0.000e+00, val/acc 7.846e-01, val/nll 7.237e-01
[2023-02-07 12:07:06] [Cycle   1/ 30][Epoch  47/100] trn/posterior_energy  1.820e+05, trn/neg_log_likelihood  6.769e+03, trn/neg_log_prior  1.752e+05, trn/lr  5.549e-08, trn/temperature  0.000e+00, val/acc 7.877e-01, val/nll 7.236e-01
[2023-02-07 12:07:10] [Cycle   1/ 30][Epoch  48/100] trn/posterior_energy  1.814e+05, trn/neg_log_likelihood  6.394e+03, trn/neg_log_prior  1.750e+05, trn/lr  5.392e-08, trn/temperature  0.000e+00, val/acc 7.927e-01, val/nll 7.223e-01
[2023-02-07 12:07:14] [Cycle   1/ 30][Epoch  49/100] trn/posterior_energy  1.819e+05, trn/neg_log_likelihood  7.041e+03, trn/neg_log_prior  1.749e+05, trn/lr  5.236e-08, trn/temperature  0.000e+00, val/acc 7.885e-01, val/nll 7.448e-01
[2023-02-07 12:07:18] [Cycle   1/ 30][Epoch  50/100] trn/posterior_energy  1.807e+05, trn/neg_log_likelihood  5.989e+03, trn/neg_log_prior  1.748e+05, trn/lr  5.079e-08, trn/temperature  0.000e+00, val/acc 7.801e-01, val/nll 7.668e-01
[2023-02-07 12:07:22] [Cycle   1/ 30][Epoch  51/100] trn/posterior_energy  1.806e+05, trn/neg_log_likelihood  6.018e+03, trn/neg_log_prior  1.746e+05, trn/lr  4.922e-08, trn/temperature  0.000e+00, val/acc 7.954e-01, val/nll 7.314e-01
[2023-02-07 12:07:26] [Cycle   1/ 30][Epoch  52/100] trn/posterior_energy  1.803e+05, trn/neg_log_likelihood  5.801e+03, trn/neg_log_prior  1.745e+05, trn/lr  4.765e-08, trn/temperature  0.000e+00, val/acc 7.958e-01, val/nll 7.184e-01
[2023-02-07 12:07:30] [Cycle   1/ 30][Epoch  53/100] trn/posterior_energy  1.791e+05, trn/neg_log_likelihood  4.849e+03, trn/neg_log_prior  1.742e+05, trn/lr  4.608e-08, trn/temperature  0.000e+00, val/acc 7.992e-01, val/nll 7.200e-01
[2023-02-07 12:07:34] [Cycle   1/ 30][Epoch  54/100] trn/posterior_energy  1.783e+05, trn/neg_log_likelihood  4.275e+03, trn/neg_log_prior  1.740e+05, trn/lr  4.452e-08, trn/temperature  0.000e+00, val/acc 7.806e-01, val/nll 8.134e-01
[2023-02-07 12:07:39] [Cycle   1/ 30][Epoch  55/100] trn/posterior_energy  1.785e+05, trn/neg_log_likelihood  4.741e+03, trn/neg_log_prior  1.738e+05, trn/lr  4.296e-08, trn/temperature  0.000e+00, val/acc 7.931e-01, val/nll 7.541e-01
[2023-02-07 12:07:43] [Cycle   1/ 30][Epoch  56/100] trn/posterior_energy  1.775e+05, trn/neg_log_likelihood  3.944e+03, trn/neg_log_prior  1.736e+05, trn/lr  4.141e-08, trn/temperature  0.000e+00, val/acc 7.946e-01, val/nll 7.534e-01
[2023-02-07 12:07:47] [Cycle   1/ 30][Epoch  57/100] trn/posterior_energy  1.771e+05, trn/neg_log_likelihood  3.786e+03, trn/neg_log_prior  1.733e+05, trn/lr  3.986e-08, trn/temperature  0.000e+00, val/acc 7.884e-01, val/nll 7.968e-01
