[2023-02-05 10:02:22] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 10:02:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 10:02:28] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 10:03:11] [Epoch     1/  500] trn/posterior_energy  2.663e+06, trn/neg_log_likelihood  7.725e+04, trn/neg_log_prior  2.585e+06, trn/lr  3.000e-07, val/acc 4.034e-01, val/nll 1.638e+00 (best_acc: 0.000e+00 -> 4.034e-01, test_acc: 4.005e-01, test_nll: 1.637e+00)
[2023-02-05 10:03:24] [Epoch     2/  500] trn/posterior_energy  2.641e+06, trn/neg_log_likelihood  6.063e+04, trn/neg_log_prior  2.580e+06, trn/lr  3.000e-07, val/acc 5.052e-01, val/nll 1.340e+00 (best_acc: 4.034e-01 -> 5.052e-01, test_acc: 5.067e-01, test_nll: 1.342e+00)
[2023-02-05 10:03:38] [Epoch     3/  500] trn/posterior_energy  2.628e+06, trn/neg_log_likelihood  5.254e+04, trn/neg_log_prior  2.576e+06, trn/lr  3.000e-07, val/acc 5.726e-01, val/nll 1.177e+00 (best_acc: 5.052e-01 -> 5.726e-01, test_acc: 5.743e-01, test_nll: 1.186e+00)
[2023-02-05 10:03:52] [Epoch     4/  500] trn/posterior_energy  2.616e+06, trn/neg_log_likelihood  4.518e+04, trn/neg_log_prior  2.571e+06, trn/lr  3.000e-07, val/acc 6.105e-01, val/nll 1.077e+00 (best_acc: 5.726e-01 -> 6.105e-01, test_acc: 5.964e-01, test_nll: 1.097e+00)
[2023-02-05 10:04:07] [Epoch     5/  500] trn/posterior_energy  2.608e+06, trn/neg_log_likelihood  4.031e+04, trn/neg_log_prior  2.567e+06, trn/lr  2.999e-07, val/acc 6.361e-01, val/nll 9.991e-01 (best_acc: 6.105e-01 -> 6.361e-01, test_acc: 6.285e-01, test_nll: 1.024e+00)
[2023-02-05 10:04:21] [Epoch     6/  500] trn/posterior_energy  2.599e+06, trn/neg_log_likelihood  3.584e+04, trn/neg_log_prior  2.563e+06, trn/lr  2.999e-07, val/acc 6.405e-01, val/nll 9.847e-01 (best_acc: 6.361e-01 -> 6.405e-01, test_acc: 6.367e-01, test_nll: 1.005e+00)
[2023-02-05 10:04:34] [Epoch     7/  500] trn/posterior_energy  2.592e+06, trn/neg_log_likelihood  3.234e+04, trn/neg_log_prior  2.560e+06, trn/lr  2.999e-07, val/acc 6.790e-01, val/nll 9.201e-01 (best_acc: 6.405e-01 -> 6.790e-01, test_acc: 6.743e-01, test_nll: 9.341e-01)
[2023-02-05 10:04:48] [Epoch     8/  500] trn/posterior_energy  2.585e+06, trn/neg_log_likelihood  2.859e+04, trn/neg_log_prior  2.557e+06, trn/lr  2.998e-07, val/acc 7.299e-01, val/nll 7.766e-01 (best_acc: 6.790e-01 -> 7.299e-01, test_acc: 7.329e-01, test_nll: 7.776e-01)
[2023-02-05 10:05:00] [Epoch     9/  500] trn/posterior_energy  2.579e+06, trn/neg_log_likelihood  2.571e+04, trn/neg_log_prior  2.554e+06, trn/lr  2.998e-07, val/acc 7.169e-01, val/nll 8.191e-01
[2023-02-05 10:05:14] [Epoch    10/  500] trn/posterior_energy  2.574e+06, trn/neg_log_likelihood  2.317e+04, trn/neg_log_prior  2.551e+06, trn/lr  2.997e-07, val/acc 7.595e-01, val/nll 6.823e-01 (best_acc: 7.299e-01 -> 7.595e-01, test_acc: 7.573e-01, test_nll: 6.939e-01)
[2023-02-05 10:05:28] [Epoch    11/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  2.080e+04, trn/neg_log_prior  2.548e+06, trn/lr  2.997e-07, val/acc 7.614e-01, val/nll 7.052e-01 (best_acc: 7.595e-01 -> 7.614e-01, test_acc: 7.565e-01, test_nll: 7.173e-01)
