[2023-02-05 12:03:28] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 12:03:28] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 12:03:42] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 12:04:25] [Epoch     1/  500] trn/posterior_energy  4.197e+06, trn/neg_log_likelihood  9.354e+04, trn/neg_log_prior  4.103e+06, trn/lr  3.000e-06, val/acc 2.333e-01, val/nll 2.045e+00 (best_acc: 0.000e+00 -> 2.333e-01, test_acc: 2.406e-01, test_nll: 2.044e+00)
[2023-02-05 12:04:40] [Epoch     2/  500] trn/posterior_energy  4.101e+06, trn/neg_log_likelihood  7.850e+04, trn/neg_log_prior  4.023e+06, trn/lr  3.000e-06, val/acc 3.403e-01, val/nll 1.793e+00 (best_acc: 2.333e-01 -> 3.403e-01, test_acc: 3.573e-01, test_nll: 1.777e+00)
[2023-02-05 12:04:53] [Epoch     3/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  7.151e+04, trn/neg_log_prior  4.001e+06, trn/lr  3.000e-06, val/acc 3.850e-01, val/nll 1.661e+00 (best_acc: 3.403e-01 -> 3.850e-01, test_acc: 3.937e-01, test_nll: 1.639e+00)
[2023-02-05 12:05:07] [Epoch     4/  500] trn/posterior_energy  4.063e+06, trn/neg_log_likelihood  6.695e+04, trn/neg_log_prior  3.997e+06, trn/lr  3.000e-06, val/acc 4.265e-01, val/nll 1.547e+00 (best_acc: 3.850e-01 -> 4.265e-01, test_acc: 4.204e-01, test_nll: 1.562e+00)
[2023-02-05 12:05:21] [Epoch     5/  500] trn/posterior_energy  4.059e+06, trn/neg_log_likelihood  6.230e+04, trn/neg_log_prior  3.997e+06, trn/lr  2.999e-06, val/acc 4.465e-01, val/nll 1.467e+00 (best_acc: 4.265e-01 -> 4.465e-01, test_acc: 4.417e-01, test_nll: 1.466e+00)
[2023-02-05 12:05:35] [Epoch     6/  500] trn/posterior_energy  4.056e+06, trn/neg_log_likelihood  5.714e+04, trn/neg_log_prior  3.998e+06, trn/lr  2.999e-06, val/acc 5.202e-01, val/nll 1.303e+00 (best_acc: 4.465e-01 -> 5.202e-01, test_acc: 5.226e-01, test_nll: 1.309e+00)
[2023-02-05 12:05:49] [Epoch     7/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  5.146e+04, trn/neg_log_prior  4.001e+06, trn/lr  2.999e-06, val/acc 5.902e-01, val/nll 1.138e+00 (best_acc: 5.202e-01 -> 5.902e-01, test_acc: 5.857e-01, test_nll: 1.157e+00)
[2023-02-05 12:06:01] [Epoch     8/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  4.694e+04, trn/neg_log_prior  4.003e+06, trn/lr  2.998e-06, val/acc 5.730e-01, val/nll 1.174e+00
[2023-02-05 12:06:15] [Epoch     9/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  4.248e+04, trn/neg_log_prior  4.005e+06, trn/lr  2.998e-06, val/acc 6.119e-01, val/nll 1.119e+00 (best_acc: 5.902e-01 -> 6.119e-01, test_acc: 6.222e-01, test_nll: 1.115e+00)
[2023-02-05 12:06:29] [Epoch    10/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  4.036e+04, trn/neg_log_prior  4.006e+06, trn/lr  2.997e-06, val/acc 6.699e-01, val/nll 9.434e-01 (best_acc: 6.119e-01 -> 6.699e-01, test_acc: 6.681e-01, test_nll: 9.570e-01)
[2023-02-05 12:06:43] [Epoch    11/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.831e+04, trn/neg_log_prior  4.008e+06, trn/lr  2.997e-06, val/acc 7.023e-01, val/nll 8.563e-01 (best_acc: 6.699e-01 -> 7.023e-01, test_acc: 6.995e-01, test_nll: 8.590e-01)
