[2023-02-05 22:18:22] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 22:18:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 22:18:36] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 22:19:20] [Epoch     1/  500] trn/posterior_energy  4.195e+06, trn/neg_log_likelihood  9.279e+04, trn/neg_log_prior  4.102e+06, trn/lr  1.000e-06, val/acc 2.602e-01, val/nll 2.012e+00 (best_acc: 0.000e+00 -> 2.602e-01, test_acc: 2.585e-01, test_nll: 2.006e+00)
[2023-02-05 22:38:54] [Epoch    96/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.151e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.127e-07, val/acc 7.175e-01, val/nll 8.319e-01
[2023-02-05 22:39:06] [Epoch    97/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.232e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.109e-07, val/acc 7.385e-01, val/nll 7.745e-01
[2023-02-05 22:39:18] [Epoch    98/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.133e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.091e-07, val/acc 7.169e-01, val/nll 8.459e-01
[2023-02-05 22:39:30] [Epoch    99/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.148e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.073e-07, val/acc 7.034e-01, val/nll 8.781e-01
[2023-02-05 22:39:42] [Epoch   100/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.143e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.054e-07, val/acc 7.293e-01, val/nll 7.997e-01
[2023-02-05 22:39:54] [Epoch   101/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.200e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.036e-07, val/acc 7.081e-01, val/nll 8.584e-01
[2023-02-05 22:40:05] [Epoch   102/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.125e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.017e-07, val/acc 7.289e-01, val/nll 8.159e-01
[2023-02-05 22:40:17] [Epoch   103/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.133e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.998e-07, val/acc 7.364e-01, val/nll 7.801e-01
[2023-02-05 22:40:29] [Epoch   104/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.215e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.979e-07, val/acc 7.382e-01, val/nll 7.816e-01
[2023-02-05 22:40:41] [Epoch   105/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.116e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.960e-07, val/acc 7.228e-01, val/nll 8.392e-01
[2023-02-05 22:40:52] [Epoch   106/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.092e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.941e-07, val/acc 7.227e-01, val/nll 8.166e-01
[2023-02-05 22:41:04] [Epoch   107/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.126e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.922e-07, val/acc 7.274e-01, val/nll 7.951e-01
[2023-02-05 22:41:15] [Epoch   108/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.155e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.902e-07, val/acc 6.781e-01, val/nll 1.002e+00
[2023-02-05 22:41:27] [Epoch   109/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.075e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.882e-07, val/acc 7.252e-01, val/nll 8.168e-01
[2023-02-05 22:41:39] [Epoch   110/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.088e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.863e-07, val/acc 7.207e-01, val/nll 8.275e-01
[2023-02-05 22:41:51] [Epoch   111/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.093e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.843e-07, val/acc 7.126e-01, val/nll 8.441e-01
[2023-02-05 22:42:03] [Epoch   112/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.044e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.822e-07, val/acc 7.213e-01, val/nll 8.298e-01
[2023-02-05 22:42:14] [Epoch   113/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.069e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.802e-07, val/acc 7.280e-01, val/nll 8.234e-01
[2023-02-05 22:42:26] [Epoch   114/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.042e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.782e-07, val/acc 7.489e-01, val/nll 7.337e-01
[2023-02-05 22:42:38] [Epoch   115/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.065e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.761e-07, val/acc 7.204e-01, val/nll 8.302e-01
[2023-02-05 22:42:49] [Epoch   116/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.128e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.740e-07, val/acc 7.429e-01, val/nll 7.493e-01
[2023-02-05 22:43:01] [Epoch   117/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.052e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.719e-07, val/acc 7.059e-01, val/nll 8.660e-01
[2023-02-05 22:43:13] [Epoch   118/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.039e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.698e-07, val/acc 7.281e-01, val/nll 8.274e-01
[2023-02-05 22:43:25] [Epoch   119/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.027e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.677e-07, val/acc 7.373e-01, val/nll 7.753e-01
[2023-02-05 22:43:36] [Epoch   120/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.074e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.656e-07, val/acc 7.404e-01, val/nll 7.709e-01
[2023-02-05 22:43:48] [Epoch   121/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.107e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.634e-07, val/acc 7.285e-01, val/nll 8.141e-01
[2023-02-05 22:44:00] [Epoch   122/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.092e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.612e-07, val/acc 7.192e-01, val/nll 8.516e-01
[2023-02-05 22:44:12] [Epoch   123/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.170e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.591e-07, val/acc 7.290e-01, val/nll 8.076e-01
[2023-02-05 22:44:24] [Epoch   124/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  2.983e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.569e-07, val/acc 7.066e-01, val/nll 8.775e-01
[2023-02-05 22:44:36] [Epoch   125/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.022e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.547e-07, val/acc 7.567e-01, val/nll 7.289e-01
[2023-02-05 22:44:48] [Epoch   126/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.938e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.524e-07, val/acc 7.381e-01, val/nll 7.733e-01
[2023-02-05 22:45:00] [Epoch   127/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.008e+04, trn/neg_log_prior  4.014e+06, trn/lr  8.502e-07, val/acc 7.134e-01, val/nll 8.834e-01
[2023-02-05 22:45:12] [Epoch   128/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.059e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.480e-07, val/acc 7.142e-01, val/nll 8.206e-01
[2023-02-05 22:45:24] [Epoch   129/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.157e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.457e-07, val/acc 7.070e-01, val/nll 8.630e-01
[2023-02-05 22:45:36] [Epoch   130/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  2.954e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.434e-07, val/acc 7.303e-01, val/nll 7.979e-01
[2023-02-05 22:45:48] [Epoch   131/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.005e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.411e-07, val/acc 7.312e-01, val/nll 8.031e-01
[2023-02-05 22:46:00] [Epoch   132/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.953e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.388e-07, val/acc 7.360e-01, val/nll 7.883e-01
[2023-02-05 22:46:12] [Epoch   133/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.945e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.365e-07, val/acc 7.311e-01, val/nll 7.845e-01
[2023-02-05 22:46:24] [Epoch   134/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.006e+04, trn/neg_log_prior  4.014e+06, trn/lr  8.342e-07, val/acc 7.396e-01, val/nll 7.954e-01
[2023-02-05 22:46:35] [Epoch   135/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.024e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.318e-07, val/acc 7.445e-01, val/nll 7.506e-01
[2023-02-05 22:46:48] [Epoch   136/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  3.007e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.295e-07, val/acc 7.244e-01, val/nll 8.259e-01
[2023-02-05 22:47:00] [Epoch   137/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.952e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.271e-07, val/acc 7.133e-01, val/nll 8.271e-01
[2023-02-05 22:47:11] [Epoch   138/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.956e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.247e-07, val/acc 7.194e-01, val/nll 8.171e-01
[2023-02-05 22:47:23] [Epoch   139/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.943e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.223e-07, val/acc 7.082e-01, val/nll 8.618e-01
[2023-02-05 22:47:35] [Epoch   140/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.904e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.199e-07, val/acc 7.065e-01, val/nll 8.591e-01
[2023-02-05 22:47:47] [Epoch   141/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  2.983e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.175e-07, val/acc 7.096e-01, val/nll 8.413e-01
[2023-02-05 22:47:59] [Epoch   142/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.928e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.151e-07, val/acc 7.421e-01, val/nll 7.635e-01
[2023-02-05 22:48:11] [Epoch   143/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  2.973e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.126e-07, val/acc 7.538e-01, val/nll 7.289e-01
[2023-02-05 22:48:23] [Epoch   144/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.876e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.102e-07, val/acc 7.353e-01, val/nll 7.685e-01
[2023-02-05 22:48:35] [Epoch   145/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.938e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.077e-07, val/acc 7.298e-01, val/nll 7.978e-01
[2023-02-05 22:48:48] [Epoch   146/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  2.966e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.052e-07, val/acc 7.617e-01, val/nll 7.006e-01 (best_acc: 7.605e-01 -> 7.617e-01, test_acc: 7.587e-01, test_nll: 7.146e-01)
[2023-02-05 22:49:01] [Epoch   147/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.899e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.027e-07, val/acc 7.517e-01, val/nll 7.532e-01
[2023-02-05 22:49:13] [Epoch   148/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.937e+04, trn/neg_log_prior  4.015e+06, trn/lr  8.002e-07, val/acc 7.515e-01, val/nll 7.335e-01
[2023-02-05 22:49:25] [Epoch   149/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.887e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.977e-07, val/acc 7.478e-01, val/nll 7.492e-01
[2023-02-05 22:49:37] [Epoch   150/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.815e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.952e-07, val/acc 7.556e-01, val/nll 7.258e-01
[2023-02-05 22:49:49] [Epoch   151/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.831e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.926e-07, val/acc 7.251e-01, val/nll 8.229e-01
[2023-02-05 22:50:01] [Epoch   152/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.898e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.901e-07, val/acc 7.449e-01, val/nll 7.693e-01
[2023-02-05 22:50:13] [Epoch   153/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.842e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.875e-07, val/acc 7.528e-01, val/nll 7.348e-01
[2023-02-05 22:50:25] [Epoch   154/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.929e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.849e-07, val/acc 7.569e-01, val/nll 7.203e-01
[2023-02-05 22:50:39] [Epoch   155/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.805e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.823e-07, val/acc 7.717e-01, val/nll 6.777e-01 (best_acc: 7.617e-01 -> 7.717e-01, test_acc: 7.632e-01, test_nll: 7.018e-01)
[2023-02-05 22:50:51] [Epoch   156/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.917e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.797e-07, val/acc 7.347e-01, val/nll 8.180e-01
[2023-02-05 22:51:04] [Epoch   157/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  2.880e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.771e-07, val/acc 7.571e-01, val/nll 7.265e-01
[2023-02-05 22:51:15] [Epoch   158/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.842e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.745e-07, val/acc 7.414e-01, val/nll 7.748e-01
[2023-02-05 22:51:27] [Epoch   159/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.885e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.719e-07, val/acc 7.466e-01, val/nll 7.482e-01
[2023-02-05 22:51:39] [Epoch   160/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.817e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.692e-07, val/acc 7.709e-01, val/nll 6.886e-01
[2023-02-05 22:51:51] [Epoch   161/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.836e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.666e-07, val/acc 7.486e-01, val/nll 7.409e-01
[2023-02-05 22:52:03] [Epoch   162/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.840e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.639e-07, val/acc 7.272e-01, val/nll 8.077e-01
[2023-02-05 22:52:15] [Epoch   163/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.878e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.613e-07, val/acc 7.468e-01, val/nll 7.646e-01
[2023-02-05 22:52:27] [Epoch   164/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.852e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.586e-07, val/acc 7.576e-01, val/nll 7.331e-01
[2023-02-05 22:52:39] [Epoch   165/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.843e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.559e-07, val/acc 7.225e-01, val/nll 8.180e-01
[2023-02-05 22:52:51] [Epoch   166/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.774e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.532e-07, val/acc 7.197e-01, val/nll 8.546e-01
[2023-02-05 22:53:03] [Epoch   167/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.829e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.505e-07, val/acc 7.079e-01, val/nll 8.831e-01
[2023-02-05 22:53:15] [Epoch   168/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.808e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.477e-07, val/acc 7.707e-01, val/nll 6.988e-01
[2023-02-05 22:53:28] [Epoch   169/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.764e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.450e-07, val/acc 7.446e-01, val/nll 7.423e-01
[2023-02-05 22:53:39] [Epoch   170/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.734e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.423e-07, val/acc 7.319e-01, val/nll 8.036e-01
[2023-02-05 22:53:51] [Epoch   171/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.785e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.395e-07, val/acc 7.550e-01, val/nll 7.387e-01
[2023-02-05 22:54:03] [Epoch   172/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.855e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.367e-07, val/acc 7.558e-01, val/nll 7.274e-01
[2023-02-05 22:54:15] [Epoch   173/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.740e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.340e-07, val/acc 7.288e-01, val/nll 8.231e-01
[2023-02-05 22:54:27] [Epoch   174/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.697e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.312e-07, val/acc 7.530e-01, val/nll 7.267e-01
[2023-02-05 22:54:39] [Epoch   175/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.765e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.284e-07, val/acc 7.552e-01, val/nll 7.379e-01
[2023-02-05 22:54:51] [Epoch   176/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.686e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.256e-07, val/acc 7.449e-01, val/nll 7.563e-01
[2023-02-05 22:55:03] [Epoch   177/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.742e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.228e-07, val/acc 7.358e-01, val/nll 7.796e-01
[2023-02-05 22:55:15] [Epoch   178/  500] trn/posterior_energy  4.043e+06, trn/neg_log_likelihood  2.794e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.200e-07, val/acc 7.520e-01, val/nll 7.476e-01
[2023-02-05 22:55:27] [Epoch   179/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.727e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.171e-07, val/acc 7.400e-01, val/nll 7.884e-01
[2023-02-05 22:55:41] [Epoch   180/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.715e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.143e-07, val/acc 7.756e-01, val/nll 6.833e-01 (best_acc: 7.717e-01 -> 7.756e-01, test_acc: 7.685e-01, test_nll: 6.994e-01)
[2023-02-05 22:55:53] [Epoch   181/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.688e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.115e-07, val/acc 7.576e-01, val/nll 7.345e-01
[2023-02-05 22:56:05] [Epoch   182/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.634e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.086e-07, val/acc 7.697e-01, val/nll 6.788e-01
[2023-02-05 22:56:19] [Epoch   183/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.759e+04, trn/neg_log_prior  4.014e+06, trn/lr  7.058e-07, val/acc 7.798e-01, val/nll 6.460e-01 (best_acc: 7.756e-01 -> 7.798e-01, test_acc: 7.731e-01, test_nll: 6.643e-01)
[2023-02-05 22:56:31] [Epoch   184/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.730e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.029e-07, val/acc 7.594e-01, val/nll 7.098e-01
[2023-02-05 22:56:43] [Epoch   185/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  2.731e+04, trn/neg_log_prior  4.015e+06, trn/lr  7.000e-07, val/acc 7.430e-01, val/nll 7.655e-01
[2023-02-05 22:56:55] [Epoch   186/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.680e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.971e-07, val/acc 7.697e-01, val/nll 6.827e-01
[2023-02-05 22:57:07] [Epoch   187/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.675e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.942e-07, val/acc 7.753e-01, val/nll 6.684e-01
[2023-02-05 22:57:19] [Epoch   188/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.707e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.913e-07, val/acc 7.476e-01, val/nll 7.523e-01
[2023-02-05 22:57:31] [Epoch   189/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.695e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.884e-07, val/acc 7.541e-01, val/nll 7.268e-01
[2023-02-05 22:57:43] [Epoch   190/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.700e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.855e-07, val/acc 7.488e-01, val/nll 7.377e-01
[2023-02-05 22:57:55] [Epoch   191/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.626e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.826e-07, val/acc 7.730e-01, val/nll 6.738e-01
[2023-02-05 22:58:07] [Epoch   192/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.676e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.797e-07, val/acc 7.759e-01, val/nll 6.613e-01
[2023-02-05 22:58:19] [Epoch   193/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.643e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.767e-07, val/acc 7.550e-01, val/nll 7.475e-01
[2023-02-05 22:58:32] [Epoch   194/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.666e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.738e-07, val/acc 7.396e-01, val/nll 7.679e-01
[2023-02-05 22:58:44] [Epoch   195/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.644e+04, trn/neg_log_prior  4.015e+06, trn/lr  6.708e-07, val/acc 7.785e-01, val/nll 6.623e-01
[2023-02-05 22:58:56] [Epoch   196/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.589e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.679e-07, val/acc 7.520e-01, val/nll 7.493e-01
[2023-02-05 22:59:08] [Epoch   197/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.552e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.649e-07, val/acc 7.244e-01, val/nll 7.997e-01
[2023-02-05 22:59:20] [Epoch   198/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.638e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.620e-07, val/acc 7.681e-01, val/nll 6.890e-01
[2023-02-05 22:59:32] [Epoch   199/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.569e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.590e-07, val/acc 7.577e-01, val/nll 7.197e-01
[2023-02-05 22:59:44] [Epoch   200/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.574e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.560e-07, val/acc 7.736e-01, val/nll 6.803e-01
[2023-02-05 22:59:56] [Epoch   201/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.569e+04, trn/neg_log_prior  4.015e+06, trn/lr  6.530e-07, val/acc 7.554e-01, val/nll 7.132e-01
[2023-02-05 23:00:08] [Epoch   202/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  2.665e+04, trn/neg_log_prior  4.015e+06, trn/lr  6.500e-07, val/acc 7.514e-01, val/nll 7.449e-01
[2023-02-05 23:00:20] [Epoch   203/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.567e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.470e-07, val/acc 7.545e-01, val/nll 7.231e-01
[2023-02-05 23:00:32] [Epoch   204/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  2.553e+04, trn/neg_log_prior  4.014e+06, trn/lr  6.440e-07, val/acc 7.636e-01, val/nll 7.057e-01
