[2023-02-05 13:43:12] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 13:43:12] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.90_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 13:43:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 13:44:11] [Epoch     1/  500] trn/posterior_energy  5.924e+06, trn/neg_log_likelihood  8.112e+04, trn/neg_log_prior  5.843e+06, trn/lr  1.000e-07, val/acc 3.927e-01, val/nll 1.671e+00 (best_acc: 0.000e+00 -> 3.927e-01, test_acc: 3.843e-01, test_nll: 1.672e+00)
[2023-02-05 13:44:25] [Epoch     2/  500] trn/posterior_energy  5.880e+06, trn/neg_log_likelihood  6.537e+04, trn/neg_log_prior  5.815e+06, trn/lr  1.000e-07, val/acc 4.735e-01, val/nll 1.481e+00 (best_acc: 3.927e-01 -> 4.735e-01, test_acc: 4.677e-01, test_nll: 1.482e+00)
[2023-02-05 13:44:39] [Epoch     3/  500] trn/posterior_energy  5.847e+06, trn/neg_log_likelihood  5.813e+04, trn/neg_log_prior  5.789e+06, trn/lr  9.999e-08, val/acc 5.110e-01, val/nll 1.340e+00 (best_acc: 4.735e-01 -> 5.110e-01, test_acc: 5.091e-01, test_nll: 1.335e+00)
[2023-02-05 13:44:53] [Epoch     4/  500] trn/posterior_energy  5.818e+06, trn/neg_log_likelihood  5.277e+04, trn/neg_log_prior  5.765e+06, trn/lr  9.999e-08, val/acc 5.275e-01, val/nll 1.292e+00 (best_acc: 5.110e-01 -> 5.275e-01, test_acc: 5.238e-01, test_nll: 1.297e+00)
[2023-02-05 13:45:08] [Epoch     5/  500] trn/posterior_energy  5.792e+06, trn/neg_log_likelihood  4.902e+04, trn/neg_log_prior  5.743e+06, trn/lr  9.998e-08, val/acc 5.709e-01, val/nll 1.175e+00 (best_acc: 5.275e-01 -> 5.709e-01, test_acc: 5.699e-01, test_nll: 1.178e+00)
[2023-02-05 13:45:22] [Epoch     6/  500] trn/posterior_energy  5.769e+06, trn/neg_log_likelihood  4.528e+04, trn/neg_log_prior  5.723e+06, trn/lr  9.997e-08, val/acc 6.011e-01, val/nll 1.116e+00 (best_acc: 5.709e-01 -> 6.011e-01, test_acc: 5.966e-01, test_nll: 1.129e+00)
[2023-02-05 13:45:34] [Epoch     7/  500] trn/posterior_energy  5.746e+06, trn/neg_log_likelihood  4.163e+04, trn/neg_log_prior  5.705e+06, trn/lr  9.996e-08, val/acc 5.566e-01, val/nll 1.223e+00
[2023-02-05 13:45:48] [Epoch     8/  500] trn/posterior_energy  5.726e+06, trn/neg_log_likelihood  3.853e+04, trn/neg_log_prior  5.688e+06, trn/lr  9.994e-08, val/acc 6.494e-01, val/nll 9.764e-01 (best_acc: 6.011e-01 -> 6.494e-01, test_acc: 6.492e-01, test_nll: 9.836e-01)
[2023-02-05 13:46:00] [Epoch     9/  500] trn/posterior_energy  5.708e+06, trn/neg_log_likelihood  3.574e+04, trn/neg_log_prior  5.672e+06, trn/lr  9.993e-08, val/acc 6.456e-01, val/nll 1.032e+00
[2023-02-05 13:46:14] [Epoch    10/  500] trn/posterior_energy  5.691e+06, trn/neg_log_likelihood  3.300e+04, trn/neg_log_prior  5.658e+06, trn/lr  9.991e-08, val/acc 6.830e-01, val/nll 8.932e-01 (best_acc: 6.494e-01 -> 6.830e-01, test_acc: 6.689e-01, test_nll: 9.151e-01)
[2023-02-05 13:46:27] [Epoch    11/  500] trn/posterior_energy  5.675e+06, trn/neg_log_likelihood  3.062e+04, trn/neg_log_prior  5.645e+06, trn/lr  9.989e-08, val/acc 7.220e-01, val/nll 8.004e-01 (best_acc: 6.830e-01 -> 7.220e-01, test_acc: 7.159e-01, test_nll: 8.169e-01)
[2023-02-05 13:46:41] [Epoch    12/  500] trn/posterior_energy  5.661e+06, trn/neg_log_likelihood  2.849e+04, trn/neg_log_prior  5.633e+06, trn/lr  9.987e-08, val/acc 7.280e-01, val/nll 7.770e-01 (best_acc: 7.220e-01 -> 7.280e-01, test_acc: 7.269e-01, test_nll: 7.777e-01)
[2023-02-05 13:46:53] [Epoch    13/  500] trn/posterior_energy  5.648e+06, trn/neg_log_likelihood  2.648e+04, trn/neg_log_prior  5.622e+06, trn/lr  9.985e-08, val/acc 7.206e-01, val/nll 8.208e-01
[2023-02-05 13:47:06] [Epoch    14/  500] trn/posterior_energy  5.636e+06, trn/neg_log_likelihood  2.478e+04, trn/neg_log_prior  5.611e+06, trn/lr  9.982e-08, val/acc 7.393e-01, val/nll 7.721e-01 (best_acc: 7.280e-01 -> 7.393e-01, test_acc: 7.347e-01, test_nll: 7.863e-01)
[2023-02-05 13:47:20] [Epoch    15/  500] trn/posterior_energy  5.625e+06, trn/neg_log_likelihood  2.307e+04, trn/neg_log_prior  5.602e+06, trn/lr  9.979e-08, val/acc 7.623e-01, val/nll 6.939e-01 (best_acc: 7.393e-01 -> 7.623e-01, test_acc: 7.537e-01, test_nll: 7.094e-01)
[2023-02-05 13:47:33] [Epoch    16/  500] trn/posterior_energy  5.615e+06, trn/neg_log_likelihood  2.161e+04, trn/neg_log_prior  5.594e+06, trn/lr  9.976e-08, val/acc 7.761e-01, val/nll 6.643e-01 (best_acc: 7.623e-01 -> 7.761e-01, test_acc: 7.717e-01, test_nll: 6.702e-01)
[2023-02-05 13:47:45] [Epoch    17/  500] trn/posterior_energy  5.606e+06, trn/neg_log_likelihood  2.025e+04, trn/neg_log_prior  5.586e+06, trn/lr  9.973e-08, val/acc 7.583e-01, val/nll 7.183e-01
[2023-02-05 13:47:57] [Epoch    18/  500] trn/posterior_energy  5.597e+06, trn/neg_log_likelihood  1.863e+04, trn/neg_log_prior  5.579e+06, trn/lr  9.970e-08, val/acc 7.520e-01, val/nll 7.353e-01
[2023-02-05 13:48:09] [Epoch    19/  500] trn/posterior_energy  5.589e+06, trn/neg_log_likelihood  1.733e+04, trn/neg_log_prior  5.572e+06, trn/lr  9.966e-08, val/acc 7.751e-01, val/nll 6.864e-01
[2023-02-05 13:48:21] [Epoch    20/  500] trn/posterior_energy  5.582e+06, trn/neg_log_likelihood  1.604e+04, trn/neg_log_prior  5.566e+06, trn/lr  9.963e-08, val/acc 7.570e-01, val/nll 7.384e-01
[2023-02-05 13:48:33] [Epoch    21/  500] trn/posterior_energy  5.576e+06, trn/neg_log_likelihood  1.511e+04, trn/neg_log_prior  5.561e+06, trn/lr  9.959e-08, val/acc 7.662e-01, val/nll 7.202e-01
[2023-02-05 13:48:45] [Epoch    22/  500] trn/posterior_energy  5.570e+06, trn/neg_log_likelihood  1.424e+04, trn/neg_log_prior  5.556e+06, trn/lr  9.954e-08, val/acc 7.679e-01, val/nll 7.063e-01
[2023-02-05 13:48:57] [Epoch    23/  500] trn/posterior_energy  5.564e+06, trn/neg_log_likelihood  1.305e+04, trn/neg_log_prior  5.551e+06, trn/lr  9.950e-08, val/acc 7.457e-01, val/nll 8.213e-01
[2023-02-05 13:49:09] [Epoch    24/  500] trn/posterior_energy  5.559e+06, trn/neg_log_likelihood  1.206e+04, trn/neg_log_prior  5.547e+06, trn/lr  9.946e-08, val/acc 7.719e-01, val/nll 7.065e-01
[2023-02-05 13:49:23] [Epoch    25/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  1.209e+04, trn/neg_log_prior  5.543e+06, trn/lr  9.941e-08, val/acc 7.889e-01, val/nll 6.728e-01 (best_acc: 7.761e-01 -> 7.889e-01, test_acc: 7.894e-01, test_nll: 6.704e-01)
