[2023-02-06 01:25:33] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 01:25:33] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 01:25:39] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 01:26:22] [Epoch     1/  500] trn/posterior_energy -1.889e+06, trn/neg_log_likelihood  8.345e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 3.377e-01, val/nll 1.759e+00 (best_acc: 0.000e+00 -> 3.377e-01, test_acc: 3.435e-01, test_nll: 1.748e+00)
[2023-02-06 01:26:36] [Epoch     2/  500] trn/posterior_energy -1.907e+06, trn/neg_log_likelihood  6.604e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-07, val/acc 4.259e-01, val/nll 1.521e+00 (best_acc: 3.377e-01 -> 4.259e-01, test_acc: 4.357e-01, test_nll: 1.512e+00)
[2023-02-06 01:26:50] [Epoch     3/  500] trn/posterior_energy -1.915e+06, trn/neg_log_likelihood  5.763e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-07, val/acc 5.201e-01, val/nll 1.292e+00 (best_acc: 4.259e-01 -> 5.201e-01, test_acc: 5.179e-01, test_nll: 1.298e+00)
[2023-02-06 01:27:04] [Epoch     4/  500] trn/posterior_energy -1.924e+06, trn/neg_log_likelihood  4.953e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-07, val/acc 5.681e-01, val/nll 1.197e+00 (best_acc: 5.201e-01 -> 5.681e-01, test_acc: 5.701e-01, test_nll: 1.193e+00)
[2023-02-06 01:27:18] [Epoch     5/  500] trn/posterior_energy -1.930e+06, trn/neg_log_likelihood  4.302e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 6.190e-01, val/nll 1.056e+00 (best_acc: 5.681e-01 -> 6.190e-01, test_acc: 6.223e-01, test_nll: 1.076e+00)
[2023-02-06 01:27:32] [Epoch     6/  500] trn/posterior_energy -1.936e+06, trn/neg_log_likelihood  3.715e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 6.918e-01, val/nll 8.777e-01 (best_acc: 6.190e-01 -> 6.918e-01, test_acc: 6.835e-01, test_nll: 8.891e-01)
[2023-02-06 01:27:46] [Epoch     7/  500] trn/posterior_energy -1.942e+06, trn/neg_log_likelihood  3.060e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 7.192e-01, val/nll 7.942e-01 (best_acc: 6.918e-01 -> 7.192e-01, test_acc: 7.200e-01, test_nll: 7.932e-01)
[2023-02-06 01:28:00] [Epoch     8/  500] trn/posterior_energy -1.946e+06, trn/neg_log_likelihood  2.717e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-07, val/acc 7.298e-01, val/nll 7.654e-01 (best_acc: 7.192e-01 -> 7.298e-01, test_acc: 7.316e-01, test_nll: 7.740e-01)
[2023-02-06 01:28:14] [Epoch     9/  500] trn/posterior_energy -1.949e+06, trn/neg_log_likelihood  2.384e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-07, val/acc 7.791e-01, val/nll 6.487e-01 (best_acc: 7.298e-01 -> 7.791e-01, test_acc: 7.730e-01, test_nll: 6.648e-01)
[2023-02-06 01:28:26] [Epoch    10/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  1.876e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.997e-07, val/acc 7.649e-01, val/nll 7.118e-01
[2023-02-06 01:28:40] [Epoch    11/  500] trn/posterior_energy -1.956e+06, trn/neg_log_likelihood  1.673e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-07, val/acc 7.799e-01, val/nll 6.721e-01 (best_acc: 7.791e-01 -> 7.799e-01, test_acc: 7.748e-01, test_nll: 6.745e-01)
[2023-02-06 01:28:54] [Epoch    12/  500] trn/posterior_energy -1.959e+06, trn/neg_log_likelihood  1.324e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.996e-07, val/acc 7.982e-01, val/nll 6.146e-01 (best_acc: 7.799e-01 -> 7.982e-01, test_acc: 7.981e-01, test_nll: 6.235e-01)
[2023-02-06 01:29:06] [Epoch    13/  500] trn/posterior_energy -1.961e+06, trn/neg_log_likelihood  1.042e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.995e-07, val/acc 7.890e-01, val/nll 6.688e-01
[2023-02-06 01:29:18] [Epoch    14/  500] trn/posterior_energy -1.962e+06, trn/neg_log_likelihood  9.484e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.995e-07, val/acc 7.846e-01, val/nll 7.146e-01
[2023-02-06 01:29:32] [Epoch    15/  500] trn/posterior_energy -1.963e+06, trn/neg_log_likelihood  8.279e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.994e-07, val/acc 8.041e-01, val/nll 6.454e-01 (best_acc: 7.982e-01 -> 8.041e-01, test_acc: 8.058e-01, test_nll: 6.508e-01)
[2023-02-06 01:29:44] [Epoch    16/  500] trn/posterior_energy -1.965e+06, trn/neg_log_likelihood  5.950e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.993e-07, val/acc 7.863e-01, val/nll 7.415e-01
[2023-02-06 01:29:56] [Epoch    17/  500] trn/posterior_energy -1.964e+06, trn/neg_log_likelihood  6.194e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.992e-07, val/acc 8.019e-01, val/nll 7.287e-01
[2023-02-06 01:30:10] [Epoch    18/  500] trn/posterior_energy -1.965e+06, trn/neg_log_likelihood  5.042e+03, trn/neg_log_prior -1.970e+06, trn/lr  2.991e-07, val/acc 8.050e-01, val/nll 7.343e-01 (best_acc: 8.041e-01 -> 8.050e-01, test_acc: 8.080e-01, test_nll: 7.300e-01)
[2023-02-06 01:30:24] [Epoch    19/  500] trn/posterior_energy -1.966e+06, trn/neg_log_likelihood  3.812e+03, trn/neg_log_prior -1.970e+06, trn/lr  2.990e-07, val/acc 8.135e-01, val/nll 6.980e-01 (best_acc: 8.050e-01 -> 8.135e-01, test_acc: 8.170e-01, test_nll: 7.030e-01)
[2023-02-06 01:30:36] [Epoch    20/  500] trn/posterior_energy -1.967e+06, trn/neg_log_likelihood  3.379e+03, trn/neg_log_prior -1.970e+06, trn/lr  2.989e-07, val/acc 8.117e-01, val/nll 7.187e-01
[2023-02-06 01:30:48] [Epoch    21/  500] trn/posterior_energy -1.967e+06, trn/neg_log_likelihood  3.337e+03, trn/neg_log_prior -1.970e+06, trn/lr  2.988e-07, val/acc 8.110e-01, val/nll 6.750e-01
[2023-02-06 01:31:00] [Epoch    22/  500] trn/posterior_energy -1.967e+06, trn/neg_log_likelihood  3.032e+03, trn/neg_log_prior -1.970e+06, trn/lr  2.986e-07, val/acc 8.083e-01, val/nll 7.446e-01
[2023-02-06 01:31:12] [Epoch    23/  500] trn/posterior_energy -1.967e+06, trn/neg_log_likelihood  3.475e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.985e-07, val/acc 8.031e-01, val/nll 8.341e-01
[2023-02-06 01:31:25] [Epoch    24/  500] trn/posterior_energy -1.968e+06, trn/neg_log_likelihood  2.463e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.984e-07, val/acc 8.111e-01, val/nll 7.770e-01
[2023-02-06 01:31:37] [Epoch    25/  500] trn/posterior_energy -1.968e+06, trn/neg_log_likelihood  2.505e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.982e-07, val/acc 8.024e-01, val/nll 7.775e-01
[2023-02-06 01:31:49] [Epoch    26/  500] trn/posterior_energy -1.968e+06, trn/neg_log_likelihood  3.288e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.981e-07, val/acc 8.070e-01, val/nll 8.004e-01
[2023-02-06 01:32:01] [Epoch    27/  500] trn/posterior_energy -1.969e+06, trn/neg_log_likelihood  1.843e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.979e-07, val/acc 8.114e-01, val/nll 7.885e-01
[2023-02-06 01:32:13] [Epoch    28/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  1.568e+03, trn/neg_log_prior -1.971e+06, trn/lr  2.978e-07, val/acc 8.123e-01, val/nll 7.870e-01
[2023-02-06 01:32:25] [Epoch    29/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  1.924e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.976e-07, val/acc 8.041e-01, val/nll 7.753e-01
[2023-02-06 01:32:39] [Epoch    30/  500] trn/posterior_energy -1.969e+06, trn/neg_log_likelihood  2.410e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.974e-07, val/acc 8.164e-01, val/nll 7.637e-01 (best_acc: 8.135e-01 -> 8.164e-01, test_acc: 8.134e-01, test_nll: 7.898e-01)
[2023-02-06 01:32:51] [Epoch    31/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.047e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.973e-07, val/acc 8.086e-01, val/nll 7.803e-01
[2023-02-06 01:33:03] [Epoch    32/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.085e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.971e-07, val/acc 8.051e-01, val/nll 8.152e-01
[2023-02-06 01:33:16] [Epoch    33/  500] trn/posterior_energy -1.969e+06, trn/neg_log_likelihood  2.581e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.969e-07, val/acc 8.105e-01, val/nll 7.392e-01
[2023-02-06 01:33:28] [Epoch    34/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.068e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.967e-07, val/acc 7.956e-01, val/nll 8.362e-01
[2023-02-06 01:33:39] [Epoch    35/  500] trn/posterior_energy -1.969e+06, trn/neg_log_likelihood  2.823e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.965e-07, val/acc 7.973e-01, val/nll 8.331e-01
[2023-02-06 01:33:51] [Epoch    36/  500] trn/posterior_energy -1.969e+06, trn/neg_log_likelihood  2.892e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.963e-07, val/acc 8.097e-01, val/nll 7.522e-01
[2023-02-06 01:34:06] [Epoch    37/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  1.967e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.961e-07, val/acc 8.165e-01, val/nll 7.695e-01 (best_acc: 8.164e-01 -> 8.165e-01, test_acc: 8.129e-01, test_nll: 7.808e-01)
[2023-02-06 01:34:18] [Epoch    38/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  1.435e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.959e-07, val/acc 8.155e-01, val/nll 7.863e-01
[2023-02-06 01:34:30] [Epoch    39/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.477e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.956e-07, val/acc 8.045e-01, val/nll 8.146e-01
[2023-02-06 01:34:42] [Epoch    40/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.031e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.954e-07, val/acc 7.961e-01, val/nll 8.861e-01
[2023-02-06 01:34:54] [Epoch    41/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  1.732e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.952e-07, val/acc 8.031e-01, val/nll 7.756e-01
[2023-02-06 01:35:08] [Epoch    42/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  1.522e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.949e-07, val/acc 8.180e-01, val/nll 7.376e-01 (best_acc: 8.165e-01 -> 8.180e-01, test_acc: 8.164e-01, test_nll: 7.548e-01)
[2023-02-06 01:35:20] [Epoch    43/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  1.862e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.947e-07, val/acc 8.098e-01, val/nll 7.506e-01
[2023-02-06 01:35:33] [Epoch    44/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  2.165e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.944e-07, val/acc 8.002e-01, val/nll 8.412e-01
[2023-02-06 01:35:45] [Epoch    45/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.322e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.942e-07, val/acc 8.096e-01, val/nll 7.478e-01
[2023-02-06 01:35:59] [Epoch    46/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.514e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.939e-07, val/acc 8.201e-01, val/nll 7.118e-01 (best_acc: 8.180e-01 -> 8.201e-01, test_acc: 8.132e-01, test_nll: 7.333e-01)
[2023-02-06 01:36:11] [Epoch    47/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.214e+03, trn/neg_log_prior -1.973e+06, trn/lr  2.936e-07, val/acc 8.073e-01, val/nll 7.768e-01
[2023-02-06 01:36:23] [Epoch    48/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.476e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.934e-07, val/acc 8.010e-01, val/nll 7.682e-01
[2023-02-06 01:36:35] [Epoch    49/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.289e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.931e-07, val/acc 8.115e-01, val/nll 7.560e-01
[2023-02-06 01:36:50] [Epoch    50/  500] trn/posterior_energy -1.970e+06, trn/neg_log_likelihood  2.023e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.928e-07, val/acc 8.285e-01, val/nll 6.611e-01 (best_acc: 8.201e-01 -> 8.285e-01, test_acc: 8.235e-01, test_nll: 6.983e-01)
[2023-02-06 01:37:02] [Epoch    51/  500] trn/posterior_energy -1.971e+06, trn/neg_log_likelihood  1.289e+03, trn/neg_log_prior -1.972e+06, trn/lr  2.925e-07, val/acc 8.218e-01, val/nll 8.172e-01
[2023-02-06 01:37:14] [Epoch    52/  500] trn/posterior_energy -1.972e+06, trn/neg_log_likelihood  9.727e+02, trn/neg_log_prior -1.973e+06, trn/lr  2.922e-07, val/acc 8.053e-01, val/nll 8.892e-01
