[2023-02-05 17:02:31] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 17:02:31] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.97_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 17:02:45] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 17:03:27] [Epoch     1/  500] trn/posterior_energy -3.869e+05, trn/neg_log_likelihood  8.137e+04, trn/neg_log_prior -4.683e+05, trn/lr  1.000e-07, val/acc 3.782e-01, val/nll 1.662e+00 (best_acc: 0.000e+00 -> 3.782e-01, test_acc: 3.765e-01, test_nll: 1.659e+00)
[2023-02-05 17:03:42] [Epoch     2/  500] trn/posterior_energy -4.054e+05, trn/neg_log_likelihood  6.312e+04, trn/neg_log_prior -4.685e+05, trn/lr  1.000e-07, val/acc 4.945e-01, val/nll 1.383e+00 (best_acc: 3.782e-01 -> 4.945e-01, test_acc: 4.938e-01, test_nll: 1.381e+00)
[2023-02-05 17:03:54] [Epoch     3/  500] trn/posterior_energy -4.141e+05, trn/neg_log_likelihood  5.472e+04, trn/neg_log_prior -4.688e+05, trn/lr  9.999e-08, val/acc 4.506e-01, val/nll 1.484e+00
[2023-02-05 17:04:08] [Epoch     4/  500] trn/posterior_energy -4.205e+05, trn/neg_log_likelihood  4.856e+04, trn/neg_log_prior -4.690e+05, trn/lr  9.999e-08, val/acc 5.778e-01, val/nll 1.194e+00 (best_acc: 4.945e-01 -> 5.778e-01, test_acc: 5.791e-01, test_nll: 1.205e+00)
[2023-02-05 17:04:22] [Epoch     5/  500] trn/posterior_energy -4.269e+05, trn/neg_log_likelihood  4.236e+04, trn/neg_log_prior -4.693e+05, trn/lr  9.998e-08, val/acc 6.175e-01, val/nll 1.040e+00 (best_acc: 5.778e-01 -> 6.175e-01, test_acc: 6.220e-01, test_nll: 1.045e+00)
[2023-02-05 17:04:36] [Epoch     6/  500] trn/posterior_energy -4.312e+05, trn/neg_log_likelihood  3.825e+04, trn/neg_log_prior -4.695e+05, trn/lr  9.997e-08, val/acc 6.757e-01, val/nll 9.115e-01 (best_acc: 6.175e-01 -> 6.757e-01, test_acc: 6.682e-01, test_nll: 9.270e-01)
[2023-02-05 17:04:50] [Epoch     7/  500] trn/posterior_energy -4.355e+05, trn/neg_log_likelihood  3.419e+04, trn/neg_log_prior -4.697e+05, trn/lr  9.996e-08, val/acc 7.044e-01, val/nll 8.360e-01 (best_acc: 6.757e-01 -> 7.044e-01, test_acc: 7.030e-01, test_nll: 8.444e-01)
[2023-02-05 17:05:04] [Epoch     8/  500] trn/posterior_energy -4.389e+05, trn/neg_log_likelihood  3.097e+04, trn/neg_log_prior -4.699e+05, trn/lr  9.994e-08, val/acc 7.070e-01, val/nll 8.300e-01 (best_acc: 7.044e-01 -> 7.070e-01, test_acc: 7.030e-01, test_nll: 8.322e-01)
[2023-02-05 17:05:18] [Epoch     9/  500] trn/posterior_energy -4.427e+05, trn/neg_log_likelihood  2.732e+04, trn/neg_log_prior -4.700e+05, trn/lr  9.993e-08, val/acc 7.264e-01, val/nll 7.779e-01 (best_acc: 7.070e-01 -> 7.264e-01, test_acc: 7.200e-01, test_nll: 7.983e-01)
[2023-02-05 17:05:31] [Epoch    10/  500] trn/posterior_energy -4.459e+05, trn/neg_log_likelihood  2.435e+04, trn/neg_log_prior -4.702e+05, trn/lr  9.991e-08, val/acc 7.468e-01, val/nll 7.281e-01 (best_acc: 7.264e-01 -> 7.468e-01, test_acc: 7.454e-01, test_nll: 7.308e-01)
[2023-02-05 17:05:43] [Epoch    11/  500] trn/posterior_energy -4.480e+05, trn/neg_log_likelihood  2.243e+04, trn/neg_log_prior -4.704e+05, trn/lr  9.989e-08, val/acc 7.449e-01, val/nll 7.291e-01
