[2023-02-05 03:35:17] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 03:35:17] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 03:35:23] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 03:36:06] [Epoch     1/  500] trn/posterior_energy  5.827e+06, trn/neg_log_likelihood  8.794e+04, trn/neg_log_prior  5.739e+06, trn/lr  3.000e-06, val/acc 2.923e-01, val/nll 1.847e+00 (best_acc: 0.000e+00 -> 2.923e-01, test_acc: 2.978e-01, test_nll: 1.836e+00)
[2023-02-05 03:36:20] [Epoch     2/  500] trn/posterior_energy  5.668e+06, trn/neg_log_likelihood  7.081e+04, trn/neg_log_prior  5.597e+06, trn/lr  3.000e-06, val/acc 4.165e-01, val/nll 1.560e+00 (best_acc: 2.923e-01 -> 4.165e-01, test_acc: 4.218e-01, test_nll: 1.557e+00)
[2023-02-05 03:36:32] [Epoch     3/  500] trn/posterior_energy  5.600e+06, trn/neg_log_likelihood  6.346e+04, trn/neg_log_prior  5.537e+06, trn/lr  3.000e-06, val/acc 3.381e-01, val/nll 1.870e+00
[2023-02-05 03:36:46] [Epoch     4/  500] trn/posterior_energy  5.570e+06, trn/neg_log_likelihood  5.855e+04, trn/neg_log_prior  5.512e+06, trn/lr  3.000e-06, val/acc 5.083e-01, val/nll 1.364e+00 (best_acc: 4.165e-01 -> 5.083e-01, test_acc: 4.953e-01, test_nll: 1.385e+00)
[2023-02-05 03:37:00] [Epoch     5/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.369e+04, trn/neg_log_prior  5.502e+06, trn/lr  2.999e-06, val/acc 5.550e-01, val/nll 1.226e+00 (best_acc: 5.083e-01 -> 5.550e-01, test_acc: 5.468e-01, test_nll: 1.233e+00)
[2023-02-05 03:37:13] [Epoch     6/  500] trn/posterior_energy  5.549e+06, trn/neg_log_likelihood  4.965e+04, trn/neg_log_prior  5.499e+06, trn/lr  2.999e-06, val/acc 6.075e-01, val/nll 1.118e+00 (best_acc: 5.550e-01 -> 6.075e-01, test_acc: 6.077e-01, test_nll: 1.130e+00)
[2023-02-05 03:37:27] [Epoch     7/  500] trn/posterior_energy  5.543e+06, trn/neg_log_likelihood  4.489e+04, trn/neg_log_prior  5.498e+06, trn/lr  2.999e-06, val/acc 6.314e-01, val/nll 1.030e+00 (best_acc: 6.075e-01 -> 6.314e-01, test_acc: 6.310e-01, test_nll: 1.041e+00)
[2023-02-05 03:37:41] [Epoch     8/  500] trn/posterior_energy  5.540e+06, trn/neg_log_likelihood  4.151e+04, trn/neg_log_prior  5.499e+06, trn/lr  2.998e-06, val/acc 6.607e-01, val/nll 9.864e-01 (best_acc: 6.314e-01 -> 6.607e-01, test_acc: 6.569e-01, test_nll: 9.863e-01)
[2023-02-05 03:37:54] [Epoch     9/  500] trn/posterior_energy  5.539e+06, trn/neg_log_likelihood  3.893e+04, trn/neg_log_prior  5.500e+06, trn/lr  2.998e-06, val/acc 6.971e-01, val/nll 8.919e-01 (best_acc: 6.607e-01 -> 6.971e-01, test_acc: 6.974e-01, test_nll: 8.903e-01)
[2023-02-05 03:38:08] [Epoch    10/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  3.641e+04, trn/neg_log_prior  5.501e+06, trn/lr  2.997e-06, val/acc 7.178e-01, val/nll 8.295e-01 (best_acc: 6.971e-01 -> 7.178e-01, test_acc: 7.232e-01, test_nll: 8.342e-01)
[2023-02-05 03:38:20] [Epoch    11/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  3.446e+04, trn/neg_log_prior  5.502e+06, trn/lr  2.997e-06, val/acc 7.116e-01, val/nll 8.613e-01
[2023-02-05 03:38:33] [Epoch    12/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  3.311e+04, trn/neg_log_prior  5.502e+06, trn/lr  2.996e-06, val/acc 7.378e-01, val/nll 7.781e-01 (best_acc: 7.178e-01 -> 7.378e-01, test_acc: 7.354e-01, test_nll: 7.932e-01)
[2023-02-05 03:38:47] [Epoch    13/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  3.158e+04, trn/neg_log_prior  5.503e+06, trn/lr  2.995e-06, val/acc 7.487e-01, val/nll 7.491e-01 (best_acc: 7.378e-01 -> 7.487e-01, test_acc: 7.425e-01, test_nll: 7.557e-01)
[2023-02-05 03:38:59] [Epoch    14/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  3.083e+04, trn/neg_log_prior  5.504e+06, trn/lr  2.995e-06, val/acc 7.303e-01, val/nll 8.178e-01
[2023-02-05 03:39:12] [Epoch    15/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  3.005e+04, trn/neg_log_prior  5.504e+06, trn/lr  2.994e-06, val/acc 7.643e-01, val/nll 7.020e-01 (best_acc: 7.487e-01 -> 7.643e-01, test_acc: 7.626e-01, test_nll: 7.153e-01)
[2023-02-05 03:39:26] [Epoch    16/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.893e+04, trn/neg_log_prior  5.504e+06, trn/lr  2.993e-06, val/acc 7.678e-01, val/nll 7.217e-01 (best_acc: 7.643e-01 -> 7.678e-01, test_acc: 7.560e-01, test_nll: 7.360e-01)
[2023-02-05 03:39:38] [Epoch    17/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.839e+04, trn/neg_log_prior  5.505e+06, trn/lr  2.992e-06, val/acc 7.090e-01, val/nll 9.080e-01
[2023-02-05 03:39:50] [Epoch    18/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.765e+04, trn/neg_log_prior  5.505e+06, trn/lr  2.991e-06, val/acc 7.145e-01, val/nll 8.635e-01
[2023-02-05 03:40:02] [Epoch    19/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.764e+04, trn/neg_log_prior  5.506e+06, trn/lr  2.990e-06, val/acc 7.373e-01, val/nll 8.146e-01
[2023-02-05 03:40:16] [Epoch    20/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.696e+04, trn/neg_log_prior  5.506e+06, trn/lr  2.989e-06, val/acc 7.826e-01, val/nll 6.658e-01 (best_acc: 7.678e-01 -> 7.826e-01, test_acc: 7.809e-01, test_nll: 6.653e-01)
[2023-02-05 03:40:27] [Epoch    21/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.663e+04, trn/neg_log_prior  5.506e+06, trn/lr  2.988e-06, val/acc 7.510e-01, val/nll 7.651e-01
[2023-02-05 03:40:39] [Epoch    22/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.619e+04, trn/neg_log_prior  5.506e+06, trn/lr  2.986e-06, val/acc 7.459e-01, val/nll 7.674e-01
[2023-02-05 03:40:53] [Epoch    23/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.587e+04, trn/neg_log_prior  5.507e+06, trn/lr  2.985e-06, val/acc 7.897e-01, val/nll 6.486e-01 (best_acc: 7.826e-01 -> 7.897e-01, test_acc: 7.818e-01, test_nll: 6.558e-01)
[2023-02-05 03:41:05] [Epoch    24/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.556e+04, trn/neg_log_prior  5.507e+06, trn/lr  2.984e-06, val/acc 7.623e-01, val/nll 7.368e-01
[2023-02-05 03:41:17] [Epoch    25/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.523e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.982e-06, val/acc 7.876e-01, val/nll 6.398e-01
[2023-02-05 03:41:29] [Epoch    26/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.539e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.981e-06, val/acc 7.744e-01, val/nll 7.017e-01
[2023-02-05 03:41:41] [Epoch    27/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.510e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.979e-06, val/acc 7.712e-01, val/nll 7.048e-01
[2023-02-05 03:41:53] [Epoch    28/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.513e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.978e-06, val/acc 7.475e-01, val/nll 7.774e-01
[2023-02-05 03:42:04] [Epoch    29/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.446e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.976e-06, val/acc 7.662e-01, val/nll 7.066e-01
[2023-02-05 03:42:17] [Epoch    30/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.440e+04, trn/neg_log_prior  5.508e+06, trn/lr  2.974e-06, val/acc 7.736e-01, val/nll 6.978e-01
