[2023-02-05 00:09:12] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 00:09:12] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 00:09:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 00:10:07] [Epoch     1/  500] trn/posterior_energy  2.668e+06, trn/neg_log_likelihood  8.084e+04, trn/neg_log_prior  2.587e+06, trn/lr  3.000e-07, val/acc 4.080e-01, val/nll 1.644e+00 (best_acc: 0.000e+00 -> 4.080e-01, test_acc: 4.065e-01, test_nll: 1.646e+00)
[2023-02-05 00:10:21] [Epoch     2/  500] trn/posterior_energy  2.650e+06, trn/neg_log_likelihood  6.516e+04, trn/neg_log_prior  2.585e+06, trn/lr  3.000e-07, val/acc 4.421e-01, val/nll 1.548e+00 (best_acc: 4.080e-01 -> 4.421e-01, test_acc: 4.415e-01, test_nll: 1.559e+00)
[2023-02-05 00:10:34] [Epoch     3/  500] trn/posterior_energy  2.642e+06, trn/neg_log_likelihood  5.824e+04, trn/neg_log_prior  2.584e+06, trn/lr  3.000e-07, val/acc 4.813e-01, val/nll 1.413e+00 (best_acc: 4.421e-01 -> 4.813e-01, test_acc: 4.773e-01, test_nll: 1.412e+00)
[2023-02-05 00:10:48] [Epoch     4/  500] trn/posterior_energy  2.635e+06, trn/neg_log_likelihood  5.355e+04, trn/neg_log_prior  2.582e+06, trn/lr  3.000e-07, val/acc 5.348e-01, val/nll 1.306e+00 (best_acc: 4.813e-01 -> 5.348e-01, test_acc: 5.269e-01, test_nll: 1.316e+00)
[2023-02-05 00:11:02] [Epoch     5/  500] trn/posterior_energy  2.629e+06, trn/neg_log_likelihood  4.922e+04, trn/neg_log_prior  2.580e+06, trn/lr  2.999e-07, val/acc 5.527e-01, val/nll 1.248e+00 (best_acc: 5.348e-01 -> 5.527e-01, test_acc: 5.530e-01, test_nll: 1.255e+00)
[2023-02-05 00:11:15] [Epoch     6/  500] trn/posterior_energy  2.625e+06, trn/neg_log_likelihood  4.595e+04, trn/neg_log_prior  2.579e+06, trn/lr  2.999e-07, val/acc 5.965e-01, val/nll 1.137e+00 (best_acc: 5.527e-01 -> 5.965e-01, test_acc: 5.905e-01, test_nll: 1.145e+00)
[2023-02-05 00:11:29] [Epoch     7/  500] trn/posterior_energy  2.620e+06, trn/neg_log_likelihood  4.245e+04, trn/neg_log_prior  2.577e+06, trn/lr  2.999e-07, val/acc 6.102e-01, val/nll 1.068e+00 (best_acc: 5.965e-01 -> 6.102e-01, test_acc: 5.971e-01, test_nll: 1.084e+00)
[2023-02-05 00:11:43] [Epoch     8/  500] trn/posterior_energy  2.615e+06, trn/neg_log_likelihood  3.985e+04, trn/neg_log_prior  2.576e+06, trn/lr  2.998e-07, val/acc 6.550e-01, val/nll 9.591e-01 (best_acc: 6.102e-01 -> 6.550e-01, test_acc: 6.565e-01, test_nll: 9.671e-01)
[2023-02-05 00:11:54] [Epoch     9/  500] trn/posterior_energy  2.611e+06, trn/neg_log_likelihood  3.657e+04, trn/neg_log_prior  2.574e+06, trn/lr  2.998e-07, val/acc 6.533e-01, val/nll 9.732e-01
[2023-02-05 00:12:08] [Epoch    10/  500] trn/posterior_energy  2.607e+06, trn/neg_log_likelihood  3.440e+04, trn/neg_log_prior  2.573e+06, trn/lr  2.997e-07, val/acc 6.632e-01, val/nll 9.506e-01 (best_acc: 6.550e-01 -> 6.632e-01, test_acc: 6.641e-01, test_nll: 9.594e-01)
[2023-02-05 00:12:21] [Epoch    11/  500] trn/posterior_energy  2.603e+06, trn/neg_log_likelihood  3.204e+04, trn/neg_log_prior  2.571e+06, trn/lr  2.997e-07, val/acc 6.768e-01, val/nll 9.026e-01 (best_acc: 6.632e-01 -> 6.768e-01, test_acc: 6.760e-01, test_nll: 9.123e-01)
