[2023-02-14 23:20:51] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-14 23:20:51] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.9
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.1
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.900_b2-0.999_wd-0.0010_eps-1e-1_rho-0.1000_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-14 23:20:57] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-14 23:22:07] [Epoch     1/  200] trn/loss 4.253e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 1.178e-01, val/nll 3.808e+00 (best_acc: 0.000e+00 -> 1.178e-01, test_acc: 1.201e-01, test_nll: 3.794e+00)
[2023-02-14 23:22:16] [Epoch     2/  200] trn/loss 3.608e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 1.545e-01, val/nll 3.609e+00 (best_acc: 1.178e-01 -> 1.545e-01, test_acc: 1.600e-01, test_nll: 3.578e+00)
[2023-02-14 23:22:26] [Epoch     3/  200] trn/loss 3.201e+00, trn/lr 2.999e+00, trn/scale 7.046e-01, val/acc 2.317e-01, val/nll 3.109e+00 (best_acc: 1.545e-01 -> 2.317e-01, test_acc: 2.300e-01, test_nll: 3.074e+00)
[2023-02-14 23:22:34] [Epoch     4/  200] trn/loss 2.862e+00, trn/lr 2.998e+00, trn/scale 6.154e-01, val/acc 1.897e-01, val/nll 3.426e+00
[2023-02-14 23:22:43] [Epoch     5/  200] trn/loss 2.610e+00, trn/lr 2.996e+00, trn/scale 5.393e-01, val/acc 2.830e-01, val/nll 2.813e+00 (best_acc: 2.317e-01 -> 2.830e-01, test_acc: 2.848e-01, test_nll: 2.800e+00)
[2023-02-14 23:22:51] [Epoch     6/  200] trn/loss 2.505e+00, trn/lr 2.994e+00, trn/scale 4.746e-01, val/acc 2.264e-01, val/nll 3.511e+00
[2023-02-14 23:23:00] [Epoch     7/  200] trn/loss 2.458e+00, trn/lr 2.992e+00, trn/scale 4.194e-01, val/acc 2.081e-01, val/nll 3.533e+00
[2023-02-14 23:23:08] [Epoch     8/  200] trn/loss 2.477e+00, trn/lr 2.990e+00, trn/scale 3.723e-01, val/acc 2.179e-01, val/nll 3.176e+00
[2023-02-14 23:23:16] [Epoch     9/  200] trn/loss 2.512e+00, trn/lr 2.987e+00, trn/scale 3.322e-01, val/acc 1.392e-01, val/nll 4.728e+00
[2023-02-14 23:23:24] [Epoch    10/  200] trn/loss 2.587e+00, trn/lr 2.983e+00, trn/scale 2.981e-01, val/acc 2.124e-01, val/nll 3.516e+00
[2023-02-14 23:23:33] [Epoch    11/  200] trn/loss 2.670e+00, trn/lr 2.980e+00, trn/scale 2.690e-01, val/acc 1.800e-01, val/nll 3.581e+00
[2023-02-14 23:23:41] [Epoch    12/  200] trn/loss 2.732e+00, trn/lr 2.976e+00, trn/scale 2.442e-01, val/acc 2.317e-01, val/nll 3.216e+00
[2023-02-14 23:23:49] [Epoch    13/  200] trn/loss 2.858e+00, trn/lr 2.971e+00, trn/scale 2.230e-01, val/acc 1.461e-01, val/nll 4.101e+00
[2023-02-14 23:23:57] [Epoch    14/  200] trn/loss 2.910e+00, trn/lr 2.966e+00, trn/scale 2.050e-01, val/acc 1.327e-01, val/nll 3.838e+00
[2023-02-14 23:24:06] [Epoch    15/  200] trn/loss 3.014e+00, trn/lr 2.961e+00, trn/scale 1.897e-01, val/acc 6.704e-02, val/nll 6.295e+00
[2023-02-14 23:24:14] [Epoch    16/  200] trn/loss 3.142e+00, trn/lr 2.956e+00, trn/scale 1.766e-01, val/acc 8.009e-02, val/nll 4.849e+00
[2023-02-14 23:24:22] [Epoch    17/  200] trn/loss 3.261e+00, trn/lr 2.950e+00, trn/scale 1.654e-01, val/acc 1.190e-01, val/nll 3.890e+00
[2023-02-14 23:24:30] [Epoch    18/  200] trn/loss 3.272e+00, trn/lr 2.944e+00, trn/scale 1.559e-01, val/acc 7.987e-02, val/nll 4.100e+00
[2023-02-14 23:24:39] [Epoch    19/  200] trn/loss 3.398e+00, trn/lr 2.937e+00, trn/scale 1.478e-01, val/acc 3.042e-02, val/nll 5.762e+00
[2023-02-14 23:24:47] [Epoch    20/  200] trn/loss 3.545e+00, trn/lr 2.930e+00, trn/scale 1.409e-01, val/acc 2.412e-02, val/nll 6.413e+00
