[2023-02-05 10:20:14] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 10:20:14] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 10:20:20] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 10:21:03] [Epoch     1/  500] trn/posterior_energy  2.661e+06, trn/neg_log_likelihood  9.195e+04, trn/neg_log_prior  2.569e+06, trn/lr  3.000e-06, val/acc 2.704e-01, val/nll 1.916e+00 (best_acc: 0.000e+00 -> 2.704e-01, test_acc: 2.655e-01, test_nll: 1.922e+00)
[2023-02-05 10:21:17] [Epoch     2/  500] trn/posterior_energy  2.607e+06, trn/neg_log_likelihood  7.034e+04, trn/neg_log_prior  2.537e+06, trn/lr  3.000e-06, val/acc 4.400e-01, val/nll 1.535e+00 (best_acc: 2.704e-01 -> 4.400e-01, test_acc: 4.329e-01, test_nll: 1.540e+00)
[2023-02-05 10:21:31] [Epoch     3/  500] trn/posterior_energy  2.583e+06, trn/neg_log_likelihood  6.203e+04, trn/neg_log_prior  2.521e+06, trn/lr  3.000e-06, val/acc 4.993e-01, val/nll 1.349e+00 (best_acc: 4.400e-01 -> 4.993e-01, test_acc: 4.961e-01, test_nll: 1.360e+00)
[2023-02-05 10:21:45] [Epoch     4/  500] trn/posterior_energy  2.567e+06, trn/neg_log_likelihood  5.359e+04, trn/neg_log_prior  2.513e+06, trn/lr  3.000e-06, val/acc 5.337e-01, val/nll 1.308e+00 (best_acc: 4.993e-01 -> 5.337e-01, test_acc: 5.322e-01, test_nll: 1.325e+00)
[2023-02-05 10:21:59] [Epoch     5/  500] trn/posterior_energy  2.556e+06, trn/neg_log_likelihood  4.518e+04, trn/neg_log_prior  2.511e+06, trn/lr  2.999e-06, val/acc 6.439e-01, val/nll 9.718e-01 (best_acc: 5.337e-01 -> 6.439e-01, test_acc: 6.459e-01, test_nll: 9.815e-01)
[2023-02-05 10:22:13] [Epoch     6/  500] trn/posterior_energy  2.549e+06, trn/neg_log_likelihood  3.868e+04, trn/neg_log_prior  2.510e+06, trn/lr  2.999e-06, val/acc 6.812e-01, val/nll 9.052e-01 (best_acc: 6.439e-01 -> 6.812e-01, test_acc: 6.818e-01, test_nll: 9.190e-01)
[2023-02-05 10:22:27] [Epoch     7/  500] trn/posterior_energy  2.545e+06, trn/neg_log_likelihood  3.430e+04, trn/neg_log_prior  2.511e+06, trn/lr  2.999e-06, val/acc 7.295e-01, val/nll 7.785e-01 (best_acc: 6.812e-01 -> 7.295e-01, test_acc: 7.212e-01, test_nll: 8.050e-01)
[2023-02-05 10:22:41] [Epoch     8/  500] trn/posterior_energy  2.543e+06, trn/neg_log_likelihood  3.169e+04, trn/neg_log_prior  2.511e+06, trn/lr  2.998e-06, val/acc 7.326e-01, val/nll 7.813e-01 (best_acc: 7.295e-01 -> 7.326e-01, test_acc: 7.322e-01, test_nll: 7.822e-01)
[2023-02-05 10:22:53] [Epoch     9/  500] trn/posterior_energy  2.541e+06, trn/neg_log_likelihood  2.925e+04, trn/neg_log_prior  2.512e+06, trn/lr  2.998e-06, val/acc 7.270e-01, val/nll 8.019e-01
[2023-02-05 10:23:07] [Epoch    10/  500] trn/posterior_energy  2.540e+06, trn/neg_log_likelihood  2.742e+04, trn/neg_log_prior  2.513e+06, trn/lr  2.997e-06, val/acc 7.334e-01, val/nll 7.688e-01 (best_acc: 7.326e-01 -> 7.334e-01, test_acc: 7.283e-01, test_nll: 7.947e-01)
[2023-02-05 10:23:21] [Epoch    11/  500] trn/posterior_energy  2.540e+06, trn/neg_log_likelihood  2.626e+04, trn/neg_log_prior  2.513e+06, trn/lr  2.997e-06, val/acc 7.796e-01, val/nll 6.507e-01 (best_acc: 7.334e-01 -> 7.796e-01, test_acc: 7.705e-01, test_nll: 6.734e-01)
