[2023-02-21 03:23:56] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-21 03:23:56] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 0.3
- args.optim_momentum     : 0.99
- args.optim_weight_decay : 0.003
- args.rho                : 3.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/ASAM/bs-0256_ne-0200_lr-0.30_mo-0.99_wd-0.0030_rho-3.0000_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-21 03:24:01] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-21 03:25:04] [Epoch     1/  200] trn/loss 4.812e+00, trn/lr 3.000e-01, val/acc 1.438e-02, val/nll 4.977e+00 (best_acc: 0.000e+00 -> 1.438e-02, test_acc: 1.270e-02, test_nll: 4.976e+00)
[2023-02-21 03:25:12] [Epoch     2/  200] trn/loss 4.847e+00, trn/lr 3.000e-01, val/acc 9.403e-03, val/nll 4.758e+00
[2023-02-21 03:25:19] [Epoch     3/  200] trn/loss 4.847e+00, trn/lr 2.999e-01, val/acc 1.173e-02, val/nll 6.231e+00
[2023-02-21 03:25:26] [Epoch     4/  200] trn/loss 4.928e+00, trn/lr 2.998e-01, val/acc 9.071e-03, val/nll 4.988e+00
[2023-02-21 03:25:33] [Epoch     5/  200] trn/loss 4.950e+00, trn/lr 2.996e-01, val/acc 5.752e-03, val/nll 2.325e+01
[2023-02-21 03:25:41] [Epoch     6/  200] trn/loss 5.115e+00, trn/lr 2.994e-01, val/acc 9.624e-03, val/nll 2.602e+03
[2023-02-21 03:25:48] [Epoch     7/  200] trn/loss 5.080e+00, trn/lr 2.992e-01, val/acc 1.206e-02, val/nll 4.839e+00
[2023-02-21 03:25:55] [Epoch     8/  200] trn/loss 5.842e+00, trn/lr 2.990e-01, val/acc 1.128e-02, val/nll 8.224e+04
[2023-02-21 03:26:02] [Epoch     9/  200] trn/loss 5.891e+00, trn/lr 2.987e-01, val/acc 9.735e-03, val/nll 7.105e+00
[2023-02-21 03:26:09] [Epoch    10/  200] trn/loss 5.407e+00, trn/lr 2.983e-01, val/acc 9.735e-03, val/nll 5.060e+00
[2023-02-21 03:26:17] [Epoch    11/  200] trn/loss 5.518e+00, trn/lr 2.980e-01, val/acc 8.407e-03, val/nll 1.766e+03
[2023-02-21 03:26:24] [Epoch    12/  200] trn/loss 5.555e+00, trn/lr 2.976e-01, val/acc 8.407e-03, val/nll 5.413e+00
[2023-02-21 03:26:31] [Epoch    13/  200] trn/loss 5.431e+00, trn/lr 2.971e-01, val/acc 1.139e-02, val/nll 5.091e+01
[2023-02-21 03:26:38] [Epoch    14/  200] trn/loss 5.418e+00, trn/lr 2.966e-01, val/acc 1.128e-02, val/nll 6.534e+00
[2023-02-21 03:26:46] [Epoch    15/  200] trn/loss 5.317e+00, trn/lr 2.961e-01, val/acc 8.960e-03, val/nll 5.817e+00
[2023-02-21 03:26:53] [Epoch    16/  200] trn/loss 5.548e+00, trn/lr 2.956e-01, val/acc 9.513e-03, val/nll 2.515e+02
