[2023-02-06 01:37:10] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 01:37:10] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 01:37:16] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 01:37:59] [Epoch     1/  500] trn/posterior_energy -1.889e+06, trn/neg_log_likelihood  8.388e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-07, val/acc 3.608e-01, val/nll 1.712e+00 (best_acc: 0.000e+00 -> 3.608e-01, test_acc: 3.629e-01, test_nll: 1.707e+00)
[2023-02-06 01:38:13] [Epoch     2/  500] trn/posterior_energy -1.907e+06, trn/neg_log_likelihood  6.590e+04, trn/neg_log_prior -1.973e+06, trn/lr  1.000e-07, val/acc 4.274e-01, val/nll 1.567e+00 (best_acc: 3.608e-01 -> 4.274e-01, test_acc: 4.349e-01, test_nll: 1.552e+00)
[2023-02-06 01:38:27] [Epoch     3/  500] trn/posterior_energy -1.916e+06, trn/neg_log_likelihood  5.687e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.999e-08, val/acc 5.024e-01, val/nll 1.379e+00 (best_acc: 4.274e-01 -> 5.024e-01, test_acc: 5.033e-01, test_nll: 1.372e+00)
[2023-02-06 01:38:41] [Epoch     4/  500] trn/posterior_energy -1.923e+06, trn/neg_log_likelihood  4.958e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.999e-08, val/acc 5.564e-01, val/nll 1.209e+00 (best_acc: 5.024e-01 -> 5.564e-01, test_acc: 5.549e-01, test_nll: 1.212e+00)
[2023-02-06 01:38:56] [Epoch     5/  500] trn/posterior_energy -1.928e+06, trn/neg_log_likelihood  4.469e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.998e-08, val/acc 6.147e-01, val/nll 1.050e+00 (best_acc: 5.564e-01 -> 6.147e-01, test_acc: 6.172e-01, test_nll: 1.057e+00)
[2023-02-06 01:39:10] [Epoch     6/  500] trn/posterior_energy -1.935e+06, trn/neg_log_likelihood  3.807e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.997e-08, val/acc 6.690e-01, val/nll 9.200e-01 (best_acc: 6.147e-01 -> 6.690e-01, test_acc: 6.629e-01, test_nll: 9.388e-01)
[2023-02-06 01:39:24] [Epoch     7/  500] trn/posterior_energy -1.939e+06, trn/neg_log_likelihood  3.352e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.996e-08, val/acc 7.111e-01, val/nll 8.253e-01 (best_acc: 6.690e-01 -> 7.111e-01, test_acc: 6.993e-01, test_nll: 8.444e-01)
[2023-02-06 01:39:38] [Epoch     8/  500] trn/posterior_energy -1.944e+06, trn/neg_log_likelihood  2.909e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.994e-08, val/acc 7.279e-01, val/nll 7.663e-01 (best_acc: 7.111e-01 -> 7.279e-01, test_acc: 7.294e-01, test_nll: 7.692e-01)
[2023-02-06 01:39:52] [Epoch     9/  500] trn/posterior_energy -1.948e+06, trn/neg_log_likelihood  2.487e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.993e-08, val/acc 7.612e-01, val/nll 6.924e-01 (best_acc: 7.279e-01 -> 7.612e-01, test_acc: 7.541e-01, test_nll: 7.048e-01)
[2023-02-06 01:40:04] [Epoch    10/  500] trn/posterior_energy -1.950e+06, trn/neg_log_likelihood  2.292e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.991e-08, val/acc 7.476e-01, val/nll 7.314e-01
[2023-02-06 01:40:19] [Epoch    11/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.990e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.989e-08, val/acc 7.841e-01, val/nll 6.467e-01 (best_acc: 7.612e-01 -> 7.841e-01, test_acc: 7.752e-01, test_nll: 6.673e-01)
