[2023-02-04 19:13:37] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 19:13:37] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 19:13:44] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 19:14:26] [Epoch     1/  500] trn/posterior_energy -1.886e+06, trn/neg_log_likelihood  8.596e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-07, val/acc 3.119e-01, val/nll 1.867e+00 (best_acc: 0.000e+00 -> 3.119e-01, test_acc: 3.092e-01, test_nll: 1.865e+00)
[2023-02-04 19:14:40] [Epoch     2/  500] trn/posterior_energy -1.901e+06, trn/neg_log_likelihood  7.182e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-07, val/acc 3.910e-01, val/nll 1.682e+00 (best_acc: 3.119e-01 -> 3.910e-01, test_acc: 3.876e-01, test_nll: 1.686e+00)
[2023-02-04 19:14:53] [Epoch     3/  500] trn/posterior_energy -1.907e+06, trn/neg_log_likelihood  6.492e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.999e-08, val/acc 4.507e-01, val/nll 1.519e+00 (best_acc: 3.910e-01 -> 4.507e-01, test_acc: 4.458e-01, test_nll: 1.515e+00)
[2023-02-04 19:15:07] [Epoch     4/  500] trn/posterior_energy -1.912e+06, trn/neg_log_likelihood  6.050e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.999e-08, val/acc 4.644e-01, val/nll 1.463e+00 (best_acc: 4.507e-01 -> 4.644e-01, test_acc: 4.609e-01, test_nll: 1.474e+00)
[2023-02-04 19:15:21] [Epoch     5/  500] trn/posterior_energy -1.915e+06, trn/neg_log_likelihood  5.696e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.998e-08, val/acc 4.882e-01, val/nll 1.401e+00 (best_acc: 4.644e-01 -> 4.882e-01, test_acc: 4.877e-01, test_nll: 1.407e+00)
[2023-02-04 19:15:35] [Epoch     6/  500] trn/posterior_energy -1.918e+06, trn/neg_log_likelihood  5.451e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.997e-08, val/acc 5.246e-01, val/nll 1.311e+00 (best_acc: 4.882e-01 -> 5.246e-01, test_acc: 5.223e-01, test_nll: 1.316e+00)
[2023-02-04 19:15:49] [Epoch     7/  500] trn/posterior_energy -1.921e+06, trn/neg_log_likelihood  5.151e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.996e-08, val/acc 5.378e-01, val/nll 1.287e+00 (best_acc: 5.246e-01 -> 5.378e-01, test_acc: 5.317e-01, test_nll: 1.299e+00)
[2023-02-04 19:16:02] [Epoch     8/  500] trn/posterior_energy -1.923e+06, trn/neg_log_likelihood  4.967e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.994e-08, val/acc 5.611e-01, val/nll 1.225e+00 (best_acc: 5.378e-01 -> 5.611e-01, test_acc: 5.544e-01, test_nll: 1.228e+00)
[2023-02-04 19:16:16] [Epoch     9/  500] trn/posterior_energy -1.925e+06, trn/neg_log_likelihood  4.716e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.993e-08, val/acc 5.787e-01, val/nll 1.198e+00 (best_acc: 5.611e-01 -> 5.787e-01, test_acc: 5.759e-01, test_nll: 1.198e+00)
[2023-02-04 19:16:27] [Epoch    10/  500] trn/posterior_energy -1.927e+06, trn/neg_log_likelihood  4.526e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.991e-08, val/acc 5.722e-01, val/nll 1.193e+00
[2023-02-04 19:16:41] [Epoch    11/  500] trn/posterior_energy -1.929e+06, trn/neg_log_likelihood  4.328e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.989e-08, val/acc 6.097e-01, val/nll 1.109e+00 (best_acc: 5.787e-01 -> 6.097e-01, test_acc: 5.999e-01, test_nll: 1.111e+00)
