[2023-02-05 01:55:08] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 01:55:08] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 01:55:22] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 01:56:04] [Epoch     1/  500] trn/posterior_energy  4.260e+06, trn/neg_log_likelihood  8.610e+04, trn/neg_log_prior  4.174e+06, trn/lr  1.000e-07, val/acc 3.108e-01, val/nll 1.870e+00 (best_acc: 0.000e+00 -> 3.108e-01, test_acc: 3.109e-01, test_nll: 1.869e+00)
[2023-02-05 01:56:17] [Epoch     2/  500] trn/posterior_energy  4.244e+06, trn/neg_log_likelihood  7.202e+04, trn/neg_log_prior  4.172e+06, trn/lr  1.000e-07, val/acc 3.853e-01, val/nll 1.687e+00 (best_acc: 3.108e-01 -> 3.853e-01, test_acc: 3.828e-01, test_nll: 1.692e+00)
[2023-02-05 01:56:30] [Epoch     3/  500] trn/posterior_energy  4.234e+06, trn/neg_log_likelihood  6.521e+04, trn/neg_log_prior  4.169e+06, trn/lr  9.999e-08, val/acc 4.445e-01, val/nll 1.536e+00 (best_acc: 3.853e-01 -> 4.445e-01, test_acc: 4.416e-01, test_nll: 1.532e+00)
[2023-02-05 01:56:44] [Epoch     4/  500] trn/posterior_energy  4.228e+06, trn/neg_log_likelihood  6.079e+04, trn/neg_log_prior  4.167e+06, trn/lr  9.999e-08, val/acc 4.621e-01, val/nll 1.472e+00 (best_acc: 4.445e-01 -> 4.621e-01, test_acc: 4.567e-01, test_nll: 1.482e+00)
[2023-02-05 01:56:57] [Epoch     5/  500] trn/posterior_energy  4.222e+06, trn/neg_log_likelihood  5.724e+04, trn/neg_log_prior  4.164e+06, trn/lr  9.998e-08, val/acc 4.848e-01, val/nll 1.404e+00 (best_acc: 4.621e-01 -> 4.848e-01, test_acc: 4.877e-01, test_nll: 1.410e+00)
[2023-02-05 01:57:11] [Epoch     6/  500] trn/posterior_energy  4.217e+06, trn/neg_log_likelihood  5.471e+04, trn/neg_log_prior  4.162e+06, trn/lr  9.997e-08, val/acc 5.209e-01, val/nll 1.327e+00 (best_acc: 4.848e-01 -> 5.209e-01, test_acc: 5.147e-01, test_nll: 1.330e+00)
[2023-02-05 01:57:24] [Epoch     7/  500] trn/posterior_energy  4.211e+06, trn/neg_log_likelihood  5.155e+04, trn/neg_log_prior  4.160e+06, trn/lr  9.996e-08, val/acc 5.395e-01, val/nll 1.277e+00 (best_acc: 5.209e-01 -> 5.395e-01, test_acc: 5.322e-01, test_nll: 1.288e+00)
[2023-02-05 01:57:38] [Epoch     8/  500] trn/posterior_energy  4.207e+06, trn/neg_log_likelihood  4.975e+04, trn/neg_log_prior  4.158e+06, trn/lr  9.994e-08, val/acc 5.668e-01, val/nll 1.221e+00 (best_acc: 5.395e-01 -> 5.668e-01, test_acc: 5.556e-01, test_nll: 1.225e+00)
[2023-02-05 01:57:52] [Epoch     9/  500] trn/posterior_energy  4.202e+06, trn/neg_log_likelihood  4.705e+04, trn/neg_log_prior  4.155e+06, trn/lr  9.993e-08, val/acc 5.804e-01, val/nll 1.185e+00 (best_acc: 5.668e-01 -> 5.804e-01, test_acc: 5.763e-01, test_nll: 1.187e+00)
[2023-02-05 01:58:04] [Epoch    10/  500] trn/posterior_energy  4.198e+06, trn/neg_log_likelihood  4.514e+04, trn/neg_log_prior  4.153e+06, trn/lr  9.991e-08, val/acc 5.800e-01, val/nll 1.181e+00
[2023-02-05 01:58:18] [Epoch    11/  500] trn/posterior_energy  4.194e+06, trn/neg_log_likelihood  4.311e+04, trn/neg_log_prior  4.151e+06, trn/lr  9.989e-08, val/acc 6.155e-01, val/nll 1.085e+00 (best_acc: 5.804e-01 -> 6.155e-01, test_acc: 6.075e-01, test_nll: 1.094e+00)
