[2023-02-05 08:36:47] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 08:36:47] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 08:36:53] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 08:37:36] [Epoch     1/  500] trn/posterior_energy  1.136e+06, trn/neg_log_likelihood  9.150e+04, trn/neg_log_prior  1.044e+06, trn/lr  3.000e-06, val/acc 2.744e-01, val/nll 1.947e+00 (best_acc: 0.000e+00 -> 2.744e-01, test_acc: 2.805e-01, test_nll: 1.948e+00)
[2023-02-05 08:57:24] [Epoch    96/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.841e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.738e-06, val/acc 8.077e-01, val/nll 6.627e-01
[2023-02-05 08:57:37] [Epoch    97/  500] trn/posterior_energy  1.033e+06, trn/neg_log_likelihood  5.972e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.733e-06, val/acc 8.062e-01, val/nll 6.555e-01
[2023-02-05 08:57:49] [Epoch    98/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.855e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.727e-06, val/acc 8.152e-01, val/nll 6.336e-01
[2023-02-05 08:58:01] [Epoch    99/  500] trn/posterior_energy  1.033e+06, trn/neg_log_likelihood  5.898e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.722e-06, val/acc 8.023e-01, val/nll 6.797e-01
[2023-02-05 08:58:13] [Epoch   100/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.806e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.716e-06, val/acc 8.131e-01, val/nll 6.403e-01
[2023-02-05 08:58:26] [Epoch   101/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.860e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.711e-06, val/acc 8.253e-01, val/nll 5.808e-01
[2023-02-05 08:58:38] [Epoch   102/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.666e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.705e-06, val/acc 8.134e-01, val/nll 6.324e-01
[2023-02-05 08:58:50] [Epoch   103/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.619e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.700e-06, val/acc 8.133e-01, val/nll 6.423e-01
[2023-02-05 08:59:03] [Epoch   104/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.674e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.694e-06, val/acc 8.186e-01, val/nll 6.257e-01
[2023-02-05 08:59:15] [Epoch   105/  500] trn/posterior_energy  1.033e+06, trn/neg_log_likelihood  6.213e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.688e-06, val/acc 8.091e-01, val/nll 6.701e-01
[2023-02-05 08:59:27] [Epoch   106/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.545e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.682e-06, val/acc 8.273e-01, val/nll 5.933e-01
[2023-02-05 08:59:39] [Epoch   107/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.742e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.677e-06, val/acc 8.146e-01, val/nll 6.255e-01
[2023-02-05 08:59:51] [Epoch   108/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.847e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.671e-06, val/acc 8.060e-01, val/nll 6.737e-01
[2023-02-05 09:00:03] [Epoch   109/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.579e+03, trn/neg_log_prior  1.027e+06, trn/lr  2.665e-06, val/acc 8.173e-01, val/nll 6.143e-01
[2023-02-05 09:00:15] [Epoch   110/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.687e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.659e-06, val/acc 8.055e-01, val/nll 6.730e-01
[2023-02-05 09:00:29] [Epoch   111/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.517e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.653e-06, val/acc 8.280e-01, val/nll 5.908e-01 (best_acc: 8.279e-01 -> 8.280e-01, test_acc: 8.252e-01, test_nll: 6.013e-01)
[2023-02-05 09:00:42] [Epoch   112/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.682e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.647e-06, val/acc 8.259e-01, val/nll 5.738e-01
[2023-02-05 09:00:54] [Epoch   113/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.388e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.641e-06, val/acc 8.206e-01, val/nll 6.050e-01
[2023-02-05 09:01:06] [Epoch   114/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.743e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.634e-06, val/acc 8.220e-01, val/nll 6.109e-01
[2023-02-05 09:01:17] [Epoch   115/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.681e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.628e-06, val/acc 8.195e-01, val/nll 6.002e-01
[2023-02-05 09:01:30] [Epoch   116/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.496e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.622e-06, val/acc 8.070e-01, val/nll 6.445e-01
[2023-02-05 09:01:42] [Epoch   117/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.354e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.616e-06, val/acc 8.273e-01, val/nll 5.827e-01
[2023-02-05 09:01:54] [Epoch   118/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.504e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.609e-06, val/acc 8.274e-01, val/nll 5.990e-01
[2023-02-05 09:02:07] [Epoch   119/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.819e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.603e-06, val/acc 8.221e-01, val/nll 5.850e-01
[2023-02-05 09:02:18] [Epoch   120/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.186e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.597e-06, val/acc 8.087e-01, val/nll 6.922e-01
[2023-02-05 09:02:30] [Epoch   121/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  5.722e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.590e-06, val/acc 8.137e-01, val/nll 6.640e-01
[2023-02-05 09:02:44] [Epoch   122/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.155e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.584e-06, val/acc 8.303e-01, val/nll 5.606e-01 (best_acc: 8.280e-01 -> 8.303e-01, test_acc: 8.315e-01, test_nll: 5.637e-01)
[2023-02-05 09:02:56] [Epoch   123/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.243e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.577e-06, val/acc 8.066e-01, val/nll 6.629e-01
[2023-02-05 09:03:08] [Epoch   124/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.575e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.571e-06, val/acc 8.181e-01, val/nll 6.047e-01
[2023-02-05 09:03:20] [Epoch   125/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.141e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.564e-06, val/acc 8.225e-01, val/nll 6.147e-01
[2023-02-05 09:03:32] [Epoch   126/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.202e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.557e-06, val/acc 8.274e-01, val/nll 6.104e-01
[2023-02-05 09:03:44] [Epoch   127/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.124e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.551e-06, val/acc 8.134e-01, val/nll 6.360e-01
[2023-02-05 09:03:56] [Epoch   128/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.472e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.544e-06, val/acc 8.041e-01, val/nll 6.281e-01
[2023-02-05 09:04:08] [Epoch   129/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.395e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.537e-06, val/acc 7.873e-01, val/nll 7.545e-01
[2023-02-05 09:04:20] [Epoch   130/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.200e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.530e-06, val/acc 8.136e-01, val/nll 6.708e-01
[2023-02-05 09:04:32] [Epoch   131/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.196e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.523e-06, val/acc 8.100e-01, val/nll 6.604e-01
[2023-02-05 09:04:45] [Epoch   132/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.145e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.516e-06, val/acc 8.107e-01, val/nll 6.633e-01
[2023-02-05 09:04:57] [Epoch   133/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.079e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.510e-06, val/acc 8.250e-01, val/nll 5.788e-01
[2023-02-05 09:05:09] [Epoch   134/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.519e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.503e-06, val/acc 8.171e-01, val/nll 6.218e-01
[2023-02-05 09:05:21] [Epoch   135/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.065e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.496e-06, val/acc 8.177e-01, val/nll 6.176e-01
[2023-02-05 09:05:34] [Epoch   136/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.361e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.488e-06, val/acc 8.112e-01, val/nll 6.976e-01
[2023-02-05 09:05:48] [Epoch   137/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.220e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.481e-06, val/acc 8.315e-01, val/nll 5.590e-01 (best_acc: 8.303e-01 -> 8.315e-01, test_acc: 8.285e-01, test_nll: 5.553e-01)
[2023-02-05 09:06:00] [Epoch   138/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.192e+03, trn/neg_log_prior  1.026e+06, trn/lr  2.474e-06, val/acc 8.093e-01, val/nll 6.549e-01
[2023-02-05 09:06:12] [Epoch   139/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  4.704e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.467e-06, val/acc 8.215e-01, val/nll 5.928e-01
[2023-02-05 09:06:24] [Epoch   140/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.134e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.460e-06, val/acc 8.168e-01, val/nll 5.898e-01
[2023-02-05 09:06:36] [Epoch   141/  500] trn/posterior_energy  1.031e+06, trn/neg_log_likelihood  5.254e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.453e-06, val/acc 8.004e-01, val/nll 6.945e-01
[2023-02-05 09:06:49] [Epoch   142/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.047e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.445e-06, val/acc 8.280e-01, val/nll 6.179e-01
[2023-02-05 09:07:01] [Epoch   143/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  4.632e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.438e-06, val/acc 8.061e-01, val/nll 6.993e-01
[2023-02-05 09:07:14] [Epoch   144/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.237e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.430e-06, val/acc 8.213e-01, val/nll 6.177e-01
[2023-02-05 09:07:26] [Epoch   145/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  4.821e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.423e-06, val/acc 8.223e-01, val/nll 6.223e-01
[2023-02-05 09:07:38] [Epoch   146/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  4.939e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.416e-06, val/acc 8.168e-01, val/nll 6.424e-01
[2023-02-05 09:07:51] [Epoch   147/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  4.747e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.408e-06, val/acc 8.311e-01, val/nll 5.643e-01
[2023-02-05 09:08:03] [Epoch   148/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.053e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.401e-06, val/acc 7.895e-01, val/nll 7.670e-01
[2023-02-05 09:08:15] [Epoch   149/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.721e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.393e-06, val/acc 8.206e-01, val/nll 6.488e-01
[2023-02-05 09:08:27] [Epoch   150/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.025e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.385e-06, val/acc 8.199e-01, val/nll 6.400e-01
[2023-02-05 09:08:39] [Epoch   151/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.827e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.378e-06, val/acc 8.265e-01, val/nll 6.251e-01
[2023-02-05 09:08:52] [Epoch   152/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.690e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.370e-06, val/acc 7.933e-01, val/nll 7.407e-01
[2023-02-05 09:09:04] [Epoch   153/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.038e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.363e-06, val/acc 8.247e-01, val/nll 5.999e-01
[2023-02-05 09:09:16] [Epoch   154/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.519e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.355e-06, val/acc 8.004e-01, val/nll 7.229e-01
[2023-02-05 09:09:28] [Epoch   155/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.912e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.347e-06, val/acc 8.269e-01, val/nll 5.940e-01
[2023-02-05 09:09:40] [Epoch   156/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.835e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.339e-06, val/acc 8.264e-01, val/nll 6.039e-01
[2023-02-05 09:09:52] [Epoch   157/  500] trn/posterior_energy  1.030e+06, trn/neg_log_likelihood  5.046e+03, trn/neg_log_prior  1.025e+06, trn/lr  2.331e-06, val/acc 8.269e-01, val/nll 6.212e-01
[2023-02-05 09:10:04] [Epoch   158/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.476e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.324e-06, val/acc 8.067e-01, val/nll 6.757e-01
[2023-02-05 09:10:16] [Epoch   159/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.693e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.316e-06, val/acc 8.157e-01, val/nll 6.144e-01
[2023-02-05 09:10:29] [Epoch   160/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.566e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.308e-06, val/acc 8.253e-01, val/nll 6.044e-01
[2023-02-05 09:10:41] [Epoch   161/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.856e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.300e-06, val/acc 7.945e-01, val/nll 6.989e-01
[2023-02-05 09:10:53] [Epoch   162/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.504e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.292e-06, val/acc 8.258e-01, val/nll 6.102e-01
[2023-02-05 09:11:05] [Epoch   163/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.619e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.284e-06, val/acc 8.173e-01, val/nll 6.481e-01
[2023-02-05 09:11:17] [Epoch   164/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.512e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.276e-06, val/acc 8.177e-01, val/nll 6.631e-01
[2023-02-05 09:11:29] [Epoch   165/  500] trn/posterior_energy  1.029e+06, trn/neg_log_likelihood  4.504e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.268e-06, val/acc 8.274e-01, val/nll 6.056e-01
[2023-02-05 09:11:42] [Epoch   166/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.374e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.260e-06, val/acc 8.084e-01, val/nll 7.376e-01
[2023-02-05 09:11:54] [Epoch   167/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.608e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.251e-06, val/acc 7.996e-01, val/nll 6.920e-01
[2023-02-05 09:12:06] [Epoch   168/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.309e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.243e-06, val/acc 8.291e-01, val/nll 6.114e-01
[2023-02-05 09:12:19] [Epoch   169/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.335e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.235e-06, val/acc 8.314e-01, val/nll 5.868e-01
[2023-02-05 09:12:31] [Epoch   170/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.806e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.227e-06, val/acc 8.133e-01, val/nll 6.311e-01
[2023-02-05 09:12:43] [Epoch   171/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.477e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.219e-06, val/acc 8.060e-01, val/nll 7.017e-01
[2023-02-05 09:12:55] [Epoch   172/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.202e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.210e-06, val/acc 8.156e-01, val/nll 6.562e-01
[2023-02-05 09:13:07] [Epoch   173/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.351e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.202e-06, val/acc 8.170e-01, val/nll 6.238e-01
[2023-02-05 09:13:20] [Epoch   174/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.346e+03, trn/neg_log_prior  1.024e+06, trn/lr  2.194e-06, val/acc 8.252e-01, val/nll 6.268e-01
[2023-02-05 09:13:32] [Epoch   175/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.365e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.185e-06, val/acc 8.263e-01, val/nll 6.140e-01
[2023-02-05 09:13:44] [Epoch   176/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.412e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.177e-06, val/acc 8.144e-01, val/nll 6.384e-01
[2023-02-05 09:13:56] [Epoch   177/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.380e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.168e-06, val/acc 8.171e-01, val/nll 6.329e-01
[2023-02-05 09:14:08] [Epoch   178/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.331e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.160e-06, val/acc 8.007e-01, val/nll 7.014e-01
[2023-02-05 09:14:20] [Epoch   179/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.503e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.151e-06, val/acc 8.192e-01, val/nll 6.548e-01
[2023-02-05 09:14:32] [Epoch   180/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  3.997e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.143e-06, val/acc 8.062e-01, val/nll 7.444e-01
[2023-02-05 09:14:44] [Epoch   181/  500] trn/posterior_energy  1.028e+06, trn/neg_log_likelihood  4.343e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.134e-06, val/acc 8.073e-01, val/nll 6.715e-01
[2023-02-05 09:14:56] [Epoch   182/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.189e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.126e-06, val/acc 8.210e-01, val/nll 6.499e-01
[2023-02-05 09:15:09] [Epoch   183/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  3.794e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.117e-06, val/acc 8.143e-01, val/nll 6.735e-01
[2023-02-05 09:15:21] [Epoch   184/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.077e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.109e-06, val/acc 8.209e-01, val/nll 6.111e-01
[2023-02-05 09:15:33] [Epoch   185/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.376e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.100e-06, val/acc 8.232e-01, val/nll 6.321e-01
[2023-02-05 09:15:46] [Epoch   186/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.829e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.091e-06, val/acc 8.107e-01, val/nll 6.759e-01
[2023-02-05 09:15:58] [Epoch   187/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.337e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.083e-06, val/acc 8.285e-01, val/nll 6.052e-01
[2023-02-05 09:16:10] [Epoch   188/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.197e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.074e-06, val/acc 8.252e-01, val/nll 6.285e-01
[2023-02-05 09:16:24] [Epoch   189/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.077e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.065e-06, val/acc 8.323e-01, val/nll 5.989e-01 (best_acc: 8.315e-01 -> 8.323e-01, test_acc: 8.348e-01, test_nll: 5.957e-01)
[2023-02-05 09:16:36] [Epoch   190/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.574e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.057e-06, val/acc 8.280e-01, val/nll 6.371e-01
[2023-02-05 09:16:48] [Epoch   191/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.376e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.048e-06, val/acc 8.038e-01, val/nll 7.290e-01
[2023-02-05 09:17:00] [Epoch   192/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.119e+03, trn/neg_log_prior  1.023e+06, trn/lr  2.039e-06, val/acc 8.262e-01, val/nll 6.097e-01
[2023-02-05 09:17:12] [Epoch   193/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  4.101e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.030e-06, val/acc 8.103e-01, val/nll 7.091e-01
[2023-02-05 09:17:24] [Epoch   194/  500] trn/posterior_energy  1.027e+06, trn/neg_log_likelihood  4.297e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.021e-06, val/acc 8.200e-01, val/nll 6.128e-01
[2023-02-05 09:17:37] [Epoch   195/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.551e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.013e-06, val/acc 8.199e-01, val/nll 6.693e-01
[2023-02-05 09:17:50] [Epoch   196/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  4.192e+03, trn/neg_log_prior  1.022e+06, trn/lr  2.004e-06, val/acc 8.329e-01, val/nll 5.861e-01 (best_acc: 8.323e-01 -> 8.329e-01, test_acc: 8.335e-01, test_nll: 5.861e-01)
[2023-02-05 09:18:03] [Epoch   197/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.533e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.995e-06, val/acc 8.191e-01, val/nll 6.801e-01
[2023-02-05 09:18:15] [Epoch   198/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  4.119e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.986e-06, val/acc 8.162e-01, val/nll 6.888e-01
[2023-02-05 09:18:27] [Epoch   199/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.962e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.977e-06, val/acc 7.993e-01, val/nll 7.187e-01
[2023-02-05 09:18:41] [Epoch   200/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.872e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.968e-06, val/acc 8.330e-01, val/nll 5.751e-01 (best_acc: 8.329e-01 -> 8.330e-01, test_acc: 8.363e-01, test_nll: 5.845e-01)
[2023-02-05 09:18:53] [Epoch   201/  500] trn/posterior_energy  1.026e+06, trn/neg_log_likelihood  3.684e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.959e-06, val/acc 8.221e-01, val/nll 6.170e-01
[2023-02-05 09:19:06] [Epoch   202/  500] trn/posterior_energy  1.025e+06, trn/neg_log_likelihood  3.675e+03, trn/neg_log_prior  1.022e+06, trn/lr  1.950e-06, val/acc 8.315e-01, val/nll 6.136e-01
