[2023-02-12 14:45:09] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-12 14:45:09] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 1.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.03
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-1.00_b1-0.970_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0300_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-12 14:45:15] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-12 14:46:26] [Epoch     1/  200] trn/loss 4.399e+00, trn/lr 1.000e+00, trn/scale 9.322e-01, val/acc 9.668e-02, val/nll 3.968e+00 (best_acc: 0.000e+00 -> 9.668e-02, test_acc: 9.860e-02, test_nll: 3.945e+00)
[2023-02-12 14:46:35] [Epoch     2/  200] trn/loss 3.673e+00, trn/lr 9.999e-01, trn/scale 8.094e-01, val/acc 1.598e-01, val/nll 3.503e+00 (best_acc: 9.668e-02 -> 1.598e-01, test_acc: 1.683e-01, test_nll: 3.486e+00)
[2023-02-12 14:46:45] [Epoch     3/  200] trn/loss 3.275e+00, trn/lr 9.996e-01, trn/scale 7.047e-01, val/acc 2.238e-01, val/nll 3.192e+00 (best_acc: 1.598e-01 -> 2.238e-01, test_acc: 2.314e-01, test_nll: 3.150e+00)
[2023-02-12 14:46:54] [Epoch     4/  200] trn/loss 2.905e+00, trn/lr 9.992e-01, trn/scale 6.155e-01, val/acc 2.647e-01, val/nll 2.999e+00 (best_acc: 2.238e-01 -> 2.647e-01, test_acc: 2.671e-01, test_nll: 2.989e+00)
[2023-02-12 14:47:03] [Epoch     5/  200] trn/loss 2.625e+00, trn/lr 9.987e-01, trn/scale 5.395e-01, val/acc 3.354e-01, val/nll 2.575e+00 (best_acc: 2.647e-01 -> 3.354e-01, test_acc: 3.392e-01, test_nll: 2.560e+00)
[2023-02-12 14:47:12] [Epoch     6/  200] trn/loss 2.386e+00, trn/lr 9.981e-01, trn/scale 4.747e-01, val/acc 3.709e-01, val/nll 2.363e+00 (best_acc: 3.354e-01 -> 3.709e-01, test_acc: 3.883e-01, test_nll: 2.310e+00)
[2023-02-12 14:47:21] [Epoch     7/  200] trn/loss 2.221e+00, trn/lr 9.974e-01, trn/scale 4.195e-01, val/acc 3.728e-01, val/nll 2.388e+00 (best_acc: 3.709e-01 -> 3.728e-01, test_acc: 3.818e-01, test_nll: 2.352e+00)
[2023-02-12 14:47:30] [Epoch     8/  200] trn/loss 2.133e+00, trn/lr 9.965e-01, trn/scale 3.725e-01, val/acc 3.360e-01, val/nll 2.552e+00
[2023-02-12 14:47:39] [Epoch     9/  200] trn/loss 2.078e+00, trn/lr 9.955e-01, trn/scale 3.324e-01, val/acc 3.863e-01, val/nll 2.335e+00 (best_acc: 3.728e-01 -> 3.863e-01, test_acc: 3.985e-01, test_nll: 2.293e+00)
[2023-02-12 14:47:47] [Epoch    10/  200] trn/loss 2.069e+00, trn/lr 9.944e-01, trn/scale 2.983e-01, val/acc 3.530e-01, val/nll 2.507e+00
[2023-02-12 14:47:55] [Epoch    11/  200] trn/loss 2.059e+00, trn/lr 9.932e-01, trn/scale 2.692e-01, val/acc 3.283e-01, val/nll 2.839e+00
[2023-02-12 14:48:03] [Epoch    12/  200] trn/loss 2.078e+00, trn/lr 9.919e-01, trn/scale 2.444e-01, val/acc 3.664e-01, val/nll 2.488e+00
[2023-02-12 14:48:11] [Epoch    13/  200] trn/loss 2.090e+00, trn/lr 9.904e-01, trn/scale 2.233e-01, val/acc 3.263e-01, val/nll 2.726e+00
[2023-02-12 14:48:20] [Epoch    14/  200] trn/loss 2.115e+00, trn/lr 9.888e-01, trn/scale 2.053e-01, val/acc 3.259e-01, val/nll 2.774e+00
[2023-02-12 14:48:28] [Epoch    15/  200] trn/loss 2.158e+00, trn/lr 9.871e-01, trn/scale 1.900e-01, val/acc 2.952e-01, val/nll 2.952e+00
[2023-02-12 14:48:36] [Epoch    16/  200] trn/loss 2.175e+00, trn/lr 9.853e-01, trn/scale 1.769e-01, val/acc 3.272e-01, val/nll 2.641e+00
[2023-02-12 14:48:44] [Epoch    17/  200] trn/loss 2.225e+00, trn/lr 9.833e-01, trn/scale 1.658e-01, val/acc 3.299e-01, val/nll 2.678e+00
[2023-02-12 14:48:52] [Epoch    18/  200] trn/loss 2.261e+00, trn/lr 9.812e-01, trn/scale 1.563e-01, val/acc 2.601e-01, val/nll 3.232e+00
[2023-02-12 14:49:01] [Epoch    19/  200] trn/loss 2.277e+00, trn/lr 9.790e-01, trn/scale 1.482e-01, val/acc 3.209e-01, val/nll 2.650e+00
[2023-02-12 14:49:09] [Epoch    20/  200] trn/loss 2.333e+00, trn/lr 9.767e-01, trn/scale 1.413e-01, val/acc 2.583e-01, val/nll 3.121e+00
[2023-02-12 14:49:17] [Epoch    21/  200] trn/loss 2.346e+00, trn/lr 9.743e-01, trn/scale 1.354e-01, val/acc 3.171e-01, val/nll 2.708e+00
[2023-02-12 14:49:25] [Epoch    22/  200] trn/loss 2.371e+00, trn/lr 9.718e-01, trn/scale 1.304e-01, val/acc 2.767e-01, val/nll 3.023e+00
[2023-02-12 14:49:33] [Epoch    23/  200] trn/loss 2.406e+00, trn/lr 9.691e-01, trn/scale 1.261e-01, val/acc 2.577e-01, val/nll 3.086e+00
[2023-02-12 14:49:41] [Epoch    24/  200] trn/loss 2.443e+00, trn/lr 9.663e-01, trn/scale 1.225e-01, val/acc 1.944e-01, val/nll 3.634e+00
[2023-02-12 14:49:50] [Epoch    25/  200] trn/loss 2.455e+00, trn/lr 9.634e-01, trn/scale 1.193e-01, val/acc 2.647e-01, val/nll 3.103e+00
[2023-02-12 14:49:58] [Epoch    26/  200] trn/loss 2.470e+00, trn/lr 9.604e-01, trn/scale 1.167e-01, val/acc 2.631e-01, val/nll 3.142e+00
[2023-02-12 14:50:06] [Epoch    27/  200] trn/loss 2.501e+00, trn/lr 9.573e-01, trn/scale 1.144e-01, val/acc 1.753e-01, val/nll 3.993e+00
[2023-02-12 14:50:14] [Epoch    28/  200] trn/loss 2.505e+00, trn/lr 9.541e-01, trn/scale 1.125e-01, val/acc 2.496e-01, val/nll 3.113e+00
[2023-02-12 14:50:22] [Epoch    29/  200] trn/loss 2.525e+00, trn/lr 9.507e-01, trn/scale 1.109e-01, val/acc 2.256e-01, val/nll 3.407e+00
[2023-02-12 14:50:30] [Epoch    30/  200] trn/loss 2.537e+00, trn/lr 9.473e-01, trn/scale 1.095e-01, val/acc 2.219e-01, val/nll 3.363e+00
[2023-02-12 14:50:39] [Epoch    31/  200] trn/loss 2.566e+00, trn/lr 9.437e-01, trn/scale 1.083e-01, val/acc 1.996e-01, val/nll 3.776e+00
[2023-02-12 14:50:47] [Epoch    32/  200] trn/loss 2.581e+00, trn/lr 9.400e-01, trn/scale 1.072e-01, val/acc 2.392e-01, val/nll 3.408e+00
[2023-02-12 14:50:55] [Epoch    33/  200] trn/loss 2.599e+00, trn/lr 9.363e-01, trn/scale 1.064e-01, val/acc 2.611e-01, val/nll 2.905e+00
[2023-02-12 14:51:03] [Epoch    34/  200] trn/loss 2.569e+00, trn/lr 9.324e-01, trn/scale 1.056e-01, val/acc 1.055e-01, val/nll 5.615e+00
[2023-02-12 14:51:11] [Epoch    35/  200] trn/loss 2.615e+00, trn/lr 9.284e-01, trn/scale 1.050e-01, val/acc 1.146e-01, val/nll 4.935e+00
[2023-02-12 14:51:19] [Epoch    36/  200] trn/loss 2.608e+00, trn/lr 9.243e-01, trn/scale 1.044e-01, val/acc 2.579e-01, val/nll 2.980e+00
[2023-02-12 14:51:28] [Epoch    37/  200] trn/loss 2.608e+00, trn/lr 9.201e-01, trn/scale 1.040e-01, val/acc 1.601e-01, val/nll 3.792e+00
[2023-02-12 14:51:36] [Epoch    38/  200] trn/loss 2.604e+00, trn/lr 9.157e-01, trn/scale 1.036e-01, val/acc 1.195e-01, val/nll 5.313e+00
[2023-02-12 14:51:44] [Epoch    39/  200] trn/loss 2.603e+00, trn/lr 9.113e-01, trn/scale 1.032e-01, val/acc 1.350e-01, val/nll 4.321e+00
[2023-02-12 14:51:52] [Epoch    40/  200] trn/loss 2.608e+00, trn/lr 9.068e-01, trn/scale 1.030e-01, val/acc 2.049e-01, val/nll 3.502e+00
[2023-02-12 14:52:00] [Epoch    41/  200] trn/loss 2.616e+00, trn/lr 9.022e-01, trn/scale 1.027e-01, val/acc 2.320e-01, val/nll 3.295e+00
[2023-02-12 14:52:08] [Epoch    42/  200] trn/loss 2.629e+00, trn/lr 8.975e-01, trn/scale 1.025e-01, val/acc 2.150e-01, val/nll 3.204e+00
[2023-02-12 14:52:17] [Epoch    43/  200] trn/loss 2.633e+00, trn/lr 8.927e-01, trn/scale 1.023e-01, val/acc 1.935e-01, val/nll 3.595e+00
[2023-02-12 14:52:25] [Epoch    44/  200] trn/loss 2.597e+00, trn/lr 8.878e-01, trn/scale 1.022e-01, val/acc 1.906e-01, val/nll 3.952e+00
[2023-02-12 14:52:33] [Epoch    45/  200] trn/loss 2.616e+00, trn/lr 8.828e-01, trn/scale 1.020e-01, val/acc 1.972e-01, val/nll 3.701e+00
[2023-02-12 14:52:41] [Epoch    46/  200] trn/loss 2.607e+00, trn/lr 8.777e-01, trn/scale 1.019e-01, val/acc 1.071e-01, val/nll 5.520e+00
[2023-02-12 14:52:49] [Epoch    47/  200] trn/loss 2.599e+00, trn/lr 8.725e-01, trn/scale 1.018e-01, val/acc 2.571e-01, val/nll 3.034e+00
[2023-02-12 14:52:57] [Epoch    48/  200] trn/loss 2.600e+00, trn/lr 8.672e-01, trn/scale 1.017e-01, val/acc 1.521e-01, val/nll 4.951e+00
[2023-02-12 14:53:05] [Epoch    49/  200] trn/loss 2.592e+00, trn/lr 8.618e-01, trn/scale 1.017e-01, val/acc 2.029e-01, val/nll 3.354e+00
[2023-02-12 14:53:14] [Epoch    50/  200] trn/loss 2.602e+00, trn/lr 8.563e-01, trn/scale 1.016e-01, val/acc 2.295e-01, val/nll 3.293e+00
[2023-02-12 14:53:22] [Epoch    51/  200] trn/loss 2.601e+00, trn/lr 8.508e-01, trn/scale 1.016e-01, val/acc 2.587e-01, val/nll 3.031e+00
[2023-02-12 14:53:30] [Epoch    52/  200] trn/loss 2.609e+00, trn/lr 8.451e-01, trn/scale 1.015e-01, val/acc 1.679e-01, val/nll 4.035e+00
[2023-02-12 14:53:38] [Epoch    53/  200] trn/loss 2.600e+00, trn/lr 8.394e-01, trn/scale 1.015e-01, val/acc 1.388e-01, val/nll 4.870e+00
[2023-02-12 14:53:46] [Epoch    54/  200] trn/loss 2.601e+00, trn/lr 8.336e-01, trn/scale 1.014e-01, val/acc 2.154e-01, val/nll 3.500e+00
[2023-02-12 14:53:54] [Epoch    55/  200] trn/loss 2.584e+00, trn/lr 8.277e-01, trn/scale 1.014e-01, val/acc 1.767e-01, val/nll 3.773e+00
[2023-02-12 14:54:03] [Epoch    56/  200] trn/loss 2.584e+00, trn/lr 8.217e-01, trn/scale 1.014e-01, val/acc 2.199e-01, val/nll 3.430e+00
[2023-02-12 14:54:11] [Epoch    57/  200] trn/loss 2.581e+00, trn/lr 8.157e-01, trn/scale 1.014e-01, val/acc 2.576e-01, val/nll 3.008e+00
[2023-02-12 14:54:19] [Epoch    58/  200] trn/loss 2.570e+00, trn/lr 8.096e-01, trn/scale 1.013e-01, val/acc 2.080e-01, val/nll 3.444e+00
[2023-02-12 14:54:27] [Epoch    59/  200] trn/loss 2.566e+00, trn/lr 8.034e-01, trn/scale 1.013e-01, val/acc 1.866e-01, val/nll 3.642e+00
[2023-02-12 14:54:35] [Epoch    60/  200] trn/loss 2.570e+00, trn/lr 7.971e-01, trn/scale 1.013e-01, val/acc 2.042e-01, val/nll 3.765e+00
[2023-02-12 14:54:43] [Epoch    61/  200] trn/loss 2.563e+00, trn/lr 7.907e-01, trn/scale 1.013e-01, val/acc 2.455e-01, val/nll 3.111e+00
[2023-02-12 14:54:51] [Epoch    62/  200] trn/loss 2.561e+00, trn/lr 7.843e-01, trn/scale 1.013e-01, val/acc 2.338e-01, val/nll 3.184e+00
[2023-02-12 14:55:00] [Epoch    63/  200] trn/loss 2.567e+00, trn/lr 7.778e-01, trn/scale 1.013e-01, val/acc 2.177e-01, val/nll 3.487e+00
[2023-02-12 14:55:08] [Epoch    64/  200] trn/loss 2.563e+00, trn/lr 7.712e-01, trn/scale 1.013e-01, val/acc 1.696e-01, val/nll 3.793e+00
[2023-02-12 14:55:16] [Epoch    65/  200] trn/loss 2.568e+00, trn/lr 7.646e-01, trn/scale 1.013e-01, val/acc 1.808e-01, val/nll 3.726e+00
[2023-02-12 14:55:24] [Epoch    66/  200] trn/loss 2.558e+00, trn/lr 7.579e-01, trn/scale 1.013e-01, val/acc 2.046e-01, val/nll 3.760e+00
[2023-02-12 14:55:32] [Epoch    67/  200] trn/loss 2.542e+00, trn/lr 7.512e-01, trn/scale 1.013e-01, val/acc 2.334e-01, val/nll 3.515e+00
[2023-02-12 14:55:41] [Epoch    68/  200] trn/loss 2.532e+00, trn/lr 7.443e-01, trn/scale 1.013e-01, val/acc 2.011e-01, val/nll 3.728e+00
[2023-02-12 14:55:49] [Epoch    69/  200] trn/loss 2.543e+00, trn/lr 7.374e-01, trn/scale 1.012e-01, val/acc 2.678e-01, val/nll 3.024e+00
[2023-02-12 14:55:57] [Epoch    70/  200] trn/loss 2.500e+00, trn/lr 7.305e-01, trn/scale 1.012e-01, val/acc 2.648e-01, val/nll 3.045e+00
[2023-02-12 14:56:05] [Epoch    71/  200] trn/loss 2.541e+00, trn/lr 7.235e-01, trn/scale 1.012e-01, val/acc 2.146e-01, val/nll 3.569e+00
[2023-02-12 14:56:13] [Epoch    72/  200] trn/loss 2.504e+00, trn/lr 7.165e-01, trn/scale 1.012e-01, val/acc 2.567e-01, val/nll 3.009e+00
[2023-02-12 14:56:21] [Epoch    73/  200] trn/loss 2.494e+00, trn/lr 7.093e-01, trn/scale 1.012e-01, val/acc 2.478e-01, val/nll 3.155e+00
[2023-02-12 14:56:29] [Epoch    74/  200] trn/loss 2.477e+00, trn/lr 7.022e-01, trn/scale 1.012e-01, val/acc 1.243e-01, val/nll 4.982e+00
[2023-02-12 14:56:38] [Epoch    75/  200] trn/loss 2.498e+00, trn/lr 6.950e-01, trn/scale 1.012e-01, val/acc 2.008e-01, val/nll 3.999e+00
[2023-02-12 14:56:46] [Epoch    76/  200] trn/loss 2.485e+00, trn/lr 6.877e-01, trn/scale 1.012e-01, val/acc 2.762e-01, val/nll 2.867e+00
[2023-02-12 14:56:54] [Epoch    77/  200] trn/loss 2.479e+00, trn/lr 6.804e-01, trn/scale 1.012e-01, val/acc 2.020e-01, val/nll 3.491e+00
[2023-02-12 14:57:02] [Epoch    78/  200] trn/loss 2.467e+00, trn/lr 6.731e-01, trn/scale 1.012e-01, val/acc 2.594e-01, val/nll 3.121e+00
[2023-02-12 14:57:10] [Epoch    79/  200] trn/loss 2.475e+00, trn/lr 6.657e-01, trn/scale 1.012e-01, val/acc 2.898e-01, val/nll 2.980e+00
[2023-02-12 14:57:18] [Epoch    80/  200] trn/loss 2.464e+00, trn/lr 6.583e-01, trn/scale 1.012e-01, val/acc 2.164e-01, val/nll 3.905e+00
[2023-02-12 14:57:27] [Epoch    81/  200] trn/loss 2.481e+00, trn/lr 6.508e-01, trn/scale 1.012e-01, val/acc 2.119e-01, val/nll 3.369e+00
[2023-02-12 14:57:35] [Epoch    82/  200] trn/loss 2.464e+00, trn/lr 6.433e-01, trn/scale 1.012e-01, val/acc 2.593e-01, val/nll 3.059e+00
[2023-02-12 14:57:43] [Epoch    83/  200] trn/loss 2.437e+00, trn/lr 6.357e-01, trn/scale 1.012e-01, val/acc 2.582e-01, val/nll 3.147e+00
[2023-02-12 14:57:51] [Epoch    84/  200] trn/loss 2.419e+00, trn/lr 6.282e-01, trn/scale 1.012e-01, val/acc 2.080e-01, val/nll 3.432e+00
[2023-02-12 14:57:59] [Epoch    85/  200] trn/loss 2.436e+00, trn/lr 6.206e-01, trn/scale 1.012e-01, val/acc 2.363e-01, val/nll 3.420e+00
[2023-02-12 14:58:07] [Epoch    86/  200] trn/loss 2.419e+00, trn/lr 6.129e-01, trn/scale 1.012e-01, val/acc 1.598e-01, val/nll 4.148e+00
