[2023-02-06 08:26:41] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 08:26:41] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 08:26:46] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 08:27:29] [Epoch     1/  500] trn/posterior_energy  4.236e+06, trn/neg_log_likelihood  8.458e+04, trn/neg_log_prior  4.152e+06, trn/lr  1.000e-07, val/acc 3.217e-01, val/nll 1.791e+00 (best_acc: 0.000e+00 -> 3.217e-01, test_acc: 3.312e-01, test_nll: 1.783e+00)
[2023-02-06 08:27:44] [Epoch     2/  500] trn/posterior_energy  4.166e+06, trn/neg_log_likelihood  6.703e+04, trn/neg_log_prior  4.099e+06, trn/lr  1.000e-07, val/acc 3.908e-01, val/nll 1.625e+00 (best_acc: 3.217e-01 -> 3.908e-01, test_acc: 3.962e-01, test_nll: 1.615e+00)
[2023-02-06 08:27:58] [Epoch     3/  500] trn/posterior_energy  4.123e+06, trn/neg_log_likelihood  5.980e+04, trn/neg_log_prior  4.063e+06, trn/lr  9.999e-08, val/acc 4.863e-01, val/nll 1.375e+00 (best_acc: 3.908e-01 -> 4.863e-01, test_acc: 4.935e-01, test_nll: 1.373e+00)
[2023-02-06 08:28:12] [Epoch     4/  500] trn/posterior_energy  4.094e+06, trn/neg_log_likelihood  5.383e+04, trn/neg_log_prior  4.040e+06, trn/lr  9.999e-08, val/acc 5.082e-01, val/nll 1.344e+00 (best_acc: 4.863e-01 -> 5.082e-01, test_acc: 5.157e-01, test_nll: 1.334e+00)
[2023-02-06 08:28:26] [Epoch     5/  500] trn/posterior_energy  4.075e+06, trn/neg_log_likelihood  4.887e+04, trn/neg_log_prior  4.026e+06, trn/lr  9.998e-08, val/acc 5.895e-01, val/nll 1.135e+00 (best_acc: 5.082e-01 -> 5.895e-01, test_acc: 5.821e-01, test_nll: 1.145e+00)
[2023-02-06 08:28:40] [Epoch     6/  500] trn/posterior_energy  4.061e+06, trn/neg_log_likelihood  4.409e+04, trn/neg_log_prior  4.017e+06, trn/lr  9.997e-08, val/acc 6.235e-01, val/nll 1.087e+00 (best_acc: 5.895e-01 -> 6.235e-01, test_acc: 6.143e-01, test_nll: 1.094e+00)
[2023-02-06 08:28:55] [Epoch     7/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  3.957e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.996e-08, val/acc 6.777e-01, val/nll 9.205e-01 (best_acc: 6.235e-01 -> 6.777e-01, test_acc: 6.669e-01, test_nll: 9.430e-01)
[2023-02-06 08:29:09] [Epoch     8/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  3.569e+04, trn/neg_log_prior  4.009e+06, trn/lr  9.994e-08, val/acc 6.993e-01, val/nll 8.737e-01 (best_acc: 6.777e-01 -> 6.993e-01, test_acc: 6.946e-01, test_nll: 8.833e-01)
[2023-02-06 08:29:21] [Epoch     9/  500] trn/posterior_energy  4.039e+06, trn/neg_log_likelihood  3.225e+04, trn/neg_log_prior  4.007e+06, trn/lr  9.993e-08, val/acc 6.926e-01, val/nll 8.873e-01
[2023-02-06 08:29:34] [Epoch    10/  500] trn/posterior_energy  4.037e+06, trn/neg_log_likelihood  3.083e+04, trn/neg_log_prior  4.007e+06, trn/lr  9.991e-08, val/acc 6.956e-01, val/nll 8.940e-01
[2023-02-06 08:29:48] [Epoch    11/  500] trn/posterior_energy  4.034e+06, trn/neg_log_likelihood  2.809e+04, trn/neg_log_prior  4.006e+06, trn/lr  9.989e-08, val/acc 7.535e-01, val/nll 7.128e-01 (best_acc: 6.993e-01 -> 7.535e-01, test_acc: 7.594e-01, test_nll: 7.177e-01)
