[2023-02-05 03:35:03] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 03:35:03] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 03:35:08] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 03:35:51] [Epoch     1/  500] trn/posterior_energy  5.894e+06, trn/neg_log_likelihood  8.348e+04, trn/neg_log_prior  5.811e+06, trn/lr  1.000e-06, val/acc 3.594e-01, val/nll 1.713e+00 (best_acc: 0.000e+00 -> 3.594e-01, test_acc: 3.633e-01, test_nll: 1.713e+00)
[2023-02-05 03:36:05] [Epoch     2/  500] trn/posterior_energy  5.798e+06, trn/neg_log_likelihood  6.543e+04, trn/neg_log_prior  5.733e+06, trn/lr  1.000e-06, val/acc 4.350e-01, val/nll 1.579e+00 (best_acc: 3.594e-01 -> 4.350e-01, test_acc: 4.276e-01, test_nll: 1.593e+00)
[2023-02-05 03:36:17] [Epoch     3/  500] trn/posterior_energy  5.732e+06, trn/neg_log_likelihood  5.748e+04, trn/neg_log_prior  5.674e+06, trn/lr  9.999e-07, val/acc 3.947e-01, val/nll 1.644e+00
[2023-02-05 03:36:30] [Epoch     4/  500] trn/posterior_energy  5.682e+06, trn/neg_log_likelihood  5.209e+04, trn/neg_log_prior  5.630e+06, trn/lr  9.999e-07, val/acc 5.626e-01, val/nll 1.224e+00 (best_acc: 4.350e-01 -> 5.626e-01, test_acc: 5.517e-01, test_nll: 1.234e+00)
[2023-02-05 03:36:44] [Epoch     5/  500] trn/posterior_energy  5.643e+06, trn/neg_log_likelihood  4.676e+04, trn/neg_log_prior  5.597e+06, trn/lr  9.998e-07, val/acc 6.062e-01, val/nll 1.096e+00 (best_acc: 5.626e-01 -> 6.062e-01, test_acc: 6.009e-01, test_nll: 1.106e+00)
[2023-02-05 03:36:58] [Epoch     6/  500] trn/posterior_energy  5.614e+06, trn/neg_log_likelihood  4.282e+04, trn/neg_log_prior  5.572e+06, trn/lr  9.997e-07, val/acc 6.344e-01, val/nll 1.030e+00 (best_acc: 6.062e-01 -> 6.344e-01, test_acc: 6.375e-01, test_nll: 1.035e+00)
[2023-02-05 03:37:12] [Epoch     7/  500] trn/posterior_energy  5.591e+06, trn/neg_log_likelihood  3.842e+04, trn/neg_log_prior  5.553e+06, trn/lr  9.996e-07, val/acc 6.463e-01, val/nll 9.789e-01 (best_acc: 6.344e-01 -> 6.463e-01, test_acc: 6.425e-01, test_nll: 9.972e-01)
[2023-02-05 03:37:25] [Epoch     8/  500] trn/posterior_energy  5.574e+06, trn/neg_log_likelihood  3.528e+04, trn/neg_log_prior  5.539e+06, trn/lr  9.994e-07, val/acc 7.158e-01, val/nll 8.312e-01 (best_acc: 6.463e-01 -> 7.158e-01, test_acc: 7.168e-01, test_nll: 8.221e-01)
[2023-02-05 03:37:37] [Epoch     9/  500] trn/posterior_energy  5.561e+06, trn/neg_log_likelihood  3.220e+04, trn/neg_log_prior  5.529e+06, trn/lr  9.993e-07, val/acc 7.107e-01, val/nll 8.512e-01
[2023-02-05 03:37:51] [Epoch    10/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  2.965e+04, trn/neg_log_prior  5.521e+06, trn/lr  9.991e-07, val/acc 7.612e-01, val/nll 7.200e-01 (best_acc: 7.158e-01 -> 7.612e-01, test_acc: 7.625e-01, test_nll: 7.186e-01)
[2023-02-05 03:38:03] [Epoch    11/  500] trn/posterior_energy  5.543e+06, trn/neg_log_likelihood  2.800e+04, trn/neg_log_prior  5.515e+06, trn/lr  9.989e-07, val/acc 7.591e-01, val/nll 7.180e-01
