[2023-02-06 05:07:46] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 05:07:46] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.99_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 05:07:52] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 05:08:35] [Epoch     1/  500] trn/posterior_energy  1.149e+06, trn/neg_log_likelihood  9.610e+04, trn/neg_log_prior  1.053e+06, trn/lr  1.000e-06, val/acc 2.219e-01, val/nll 2.077e+00 (best_acc: 0.000e+00 -> 2.219e-01, test_acc: 2.310e-01, test_nll: 2.072e+00)
[2023-02-06 05:08:49] [Epoch     2/  500] trn/posterior_energy  1.109e+06, trn/neg_log_likelihood  8.239e+04, trn/neg_log_prior  1.026e+06, trn/lr  1.000e-06, val/acc 2.617e-01, val/nll 1.969e+00 (best_acc: 2.219e-01 -> 2.617e-01, test_acc: 2.774e-01, test_nll: 1.956e+00)
[2023-02-06 05:09:03] [Epoch     3/  500] trn/posterior_energy  1.087e+06, trn/neg_log_likelihood  7.406e+04, trn/neg_log_prior  1.013e+06, trn/lr  9.999e-07, val/acc 3.801e-01, val/nll 1.686e+00 (best_acc: 2.617e-01 -> 3.801e-01, test_acc: 3.930e-01, test_nll: 1.681e+00)
[2023-02-06 05:09:15] [Epoch     4/  500] trn/posterior_energy  1.083e+06, trn/neg_log_likelihood  7.211e+04, trn/neg_log_prior  1.010e+06, trn/lr  9.999e-07, val/acc 3.260e-01, val/nll 1.815e+00
[2023-02-06 05:09:29] [Epoch     5/  500] trn/posterior_energy  1.077e+06, trn/neg_log_likelihood  6.659e+04, trn/neg_log_prior  1.010e+06, trn/lr  9.998e-07, val/acc 4.435e-01, val/nll 1.501e+00 (best_acc: 3.801e-01 -> 4.435e-01, test_acc: 4.455e-01, test_nll: 1.500e+00)
[2023-02-06 05:09:43] [Epoch     6/  500] trn/posterior_energy  1.072e+06, trn/neg_log_likelihood  6.219e+04, trn/neg_log_prior  1.010e+06, trn/lr  9.997e-07, val/acc 4.553e-01, val/nll 1.448e+00 (best_acc: 4.435e-01 -> 4.553e-01, test_acc: 4.656e-01, test_nll: 1.441e+00)
[2023-02-06 05:09:57] [Epoch     7/  500] trn/posterior_energy  1.070e+06, trn/neg_log_likelihood  5.903e+04, trn/neg_log_prior  1.011e+06, trn/lr  9.996e-07, val/acc 4.879e-01, val/nll 1.378e+00 (best_acc: 4.553e-01 -> 4.879e-01, test_acc: 4.844e-01, test_nll: 1.390e+00)
[2023-02-06 05:10:09] [Epoch     8/  500] trn/posterior_energy  1.071e+06, trn/neg_log_likelihood  5.742e+04, trn/neg_log_prior  1.014e+06, trn/lr  9.994e-07, val/acc 4.501e-01, val/nll 1.483e+00
[2023-02-06 05:10:23] [Epoch     9/  500] trn/posterior_energy  1.068e+06, trn/neg_log_likelihood  5.339e+04, trn/neg_log_prior  1.014e+06, trn/lr  9.993e-07, val/acc 5.027e-01, val/nll 1.321e+00 (best_acc: 4.879e-01 -> 5.027e-01, test_acc: 5.067e-01, test_nll: 1.329e+00)
[2023-02-06 05:10:36] [Epoch    10/  500] trn/posterior_energy  1.066e+06, trn/neg_log_likelihood  5.081e+04, trn/neg_log_prior  1.015e+06, trn/lr  9.991e-07, val/acc 5.581e-01, val/nll 1.252e+00 (best_acc: 5.027e-01 -> 5.581e-01, test_acc: 5.614e-01, test_nll: 1.242e+00)
[2023-02-06 05:10:50] [Epoch    11/  500] trn/posterior_energy  1.064e+06, trn/neg_log_likelihood  4.722e+04, trn/neg_log_prior  1.016e+06, trn/lr  9.989e-07, val/acc 5.666e-01, val/nll 1.194e+00 (best_acc: 5.581e-01 -> 5.666e-01, test_acc: 5.679e-01, test_nll: 1.197e+00)
[2023-02-06 05:11:04] [Epoch    12/  500] trn/posterior_energy  1.062e+06, trn/neg_log_likelihood  4.565e+04, trn/neg_log_prior  1.017e+06, trn/lr  9.987e-07, val/acc 6.173e-01, val/nll 1.084e+00 (best_acc: 5.666e-01 -> 6.173e-01, test_acc: 6.116e-01, test_nll: 1.090e+00)
[2023-02-06 05:11:16] [Epoch    13/  500] trn/posterior_energy  1.064e+06, trn/neg_log_likelihood  4.524e+04, trn/neg_log_prior  1.018e+06, trn/lr  9.985e-07, val/acc 5.879e-01, val/nll 1.124e+00
[2023-02-06 05:11:30] [Epoch    14/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  4.031e+04, trn/neg_log_prior  1.019e+06, trn/lr  9.982e-07, val/acc 6.260e-01, val/nll 1.045e+00 (best_acc: 6.173e-01 -> 6.260e-01, test_acc: 6.269e-01, test_nll: 1.044e+00)
[2023-02-06 05:11:44] [Epoch    15/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  4.012e+04, trn/neg_log_prior  1.019e+06, trn/lr  9.979e-07, val/acc 6.418e-01, val/nll 1.013e+00 (best_acc: 6.260e-01 -> 6.418e-01, test_acc: 6.413e-01, test_nll: 1.016e+00)
[2023-02-06 05:11:56] [Epoch    16/  500] trn/posterior_energy  1.061e+06, trn/neg_log_likelihood  4.045e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.976e-07, val/acc 6.376e-01, val/nll 1.036e+00
[2023-02-06 05:12:10] [Epoch    17/  500] trn/posterior_energy  1.060e+06, trn/neg_log_likelihood  3.863e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.973e-07, val/acc 6.590e-01, val/nll 9.812e-01 (best_acc: 6.418e-01 -> 6.590e-01, test_acc: 6.498e-01, test_nll: 9.942e-01)
[2023-02-06 05:12:22] [Epoch    18/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  3.736e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.970e-07, val/acc 6.392e-01, val/nll 1.044e+00
[2023-02-06 05:12:36] [Epoch    19/  500] trn/posterior_energy  1.056e+06, trn/neg_log_likelihood  3.521e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.966e-07, val/acc 7.110e-01, val/nll 8.469e-01 (best_acc: 6.590e-01 -> 7.110e-01, test_acc: 7.069e-01, test_nll: 8.486e-01)
[2023-02-06 05:12:48] [Epoch    20/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  3.696e+04, trn/neg_log_prior  1.022e+06, trn/lr  9.963e-07, val/acc 6.894e-01, val/nll 8.998e-01
[2023-02-06 05:13:00] [Epoch    21/  500] trn/posterior_energy  1.057e+06, trn/neg_log_likelihood  3.372e+04, trn/neg_log_prior  1.023e+06, trn/lr  9.959e-07, val/acc 6.791e-01, val/nll 9.177e-01
[2023-02-06 05:13:11] [Epoch    22/  500] trn/posterior_energy  1.057e+06, trn/neg_log_likelihood  3.429e+04, trn/neg_log_prior  1.023e+06, trn/lr  9.954e-07, val/acc 7.065e-01, val/nll 8.574e-01
[2023-02-06 05:13:24] [Epoch    23/  500] trn/posterior_energy  1.057e+06, trn/neg_log_likelihood  3.329e+04, trn/neg_log_prior  1.023e+06, trn/lr  9.950e-07, val/acc 6.939e-01, val/nll 9.064e-01
[2023-02-06 05:13:36] [Epoch    24/  500] trn/posterior_energy  1.056e+06, trn/neg_log_likelihood  3.226e+04, trn/neg_log_prior  1.024e+06, trn/lr  9.946e-07, val/acc 6.983e-01, val/nll 8.841e-01
