[2023-02-05 08:40:03] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 08:40:03] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 08:40:09] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 08:40:53] [Epoch     1/  500] trn/posterior_energy  1.131e+06, trn/neg_log_likelihood  8.533e+04, trn/neg_log_prior  1.046e+06, trn/lr  1.000e-06, val/acc 3.189e-01, val/nll 1.804e+00 (best_acc: 0.000e+00 -> 3.189e-01, test_acc: 3.262e-01, test_nll: 1.795e+00)
[2023-02-05 08:41:07] [Epoch     2/  500] trn/posterior_energy  1.109e+06, trn/neg_log_likelihood  6.699e+04, trn/neg_log_prior  1.042e+06, trn/lr  1.000e-06, val/acc 4.565e-01, val/nll 1.453e+00 (best_acc: 3.189e-01 -> 4.565e-01, test_acc: 4.649e-01, test_nll: 1.445e+00)
[2023-02-05 08:41:21] [Epoch     3/  500] trn/posterior_energy  1.096e+06, trn/neg_log_likelihood  5.754e+04, trn/neg_log_prior  1.039e+06, trn/lr  9.999e-07, val/acc 5.222e-01, val/nll 1.288e+00 (best_acc: 4.565e-01 -> 5.222e-01, test_acc: 5.194e-01, test_nll: 1.293e+00)
[2023-02-05 08:41:35] [Epoch     4/  500] trn/posterior_energy  1.086e+06, trn/neg_log_likelihood  4.984e+04, trn/neg_log_prior  1.036e+06, trn/lr  9.999e-07, val/acc 5.742e-01, val/nll 1.159e+00 (best_acc: 5.222e-01 -> 5.742e-01, test_acc: 5.713e-01, test_nll: 1.173e+00)
[2023-02-05 08:41:49] [Epoch     5/  500] trn/posterior_energy  1.078e+06, trn/neg_log_likelihood  4.451e+04, trn/neg_log_prior  1.034e+06, trn/lr  9.998e-07, val/acc 6.025e-01, val/nll 1.084e+00 (best_acc: 5.742e-01 -> 6.025e-01, test_acc: 5.978e-01, test_nll: 1.111e+00)
[2023-02-05 08:42:03] [Epoch     6/  500] trn/posterior_energy  1.070e+06, trn/neg_log_likelihood  3.896e+04, trn/neg_log_prior  1.031e+06, trn/lr  9.997e-07, val/acc 6.621e-01, val/nll 9.344e-01 (best_acc: 6.025e-01 -> 6.621e-01, test_acc: 6.684e-01, test_nll: 9.360e-01)
[2023-02-05 08:42:17] [Epoch     7/  500] trn/posterior_energy  1.064e+06, trn/neg_log_likelihood  3.468e+04, trn/neg_log_prior  1.030e+06, trn/lr  9.996e-07, val/acc 6.886e-01, val/nll 8.842e-01 (best_acc: 6.621e-01 -> 6.886e-01, test_acc: 6.792e-01, test_nll: 9.071e-01)
[2023-02-05 08:42:31] [Epoch     8/  500] trn/posterior_energy  1.058e+06, trn/neg_log_likelihood  2.969e+04, trn/neg_log_prior  1.028e+06, trn/lr  9.994e-07, val/acc 7.324e-01, val/nll 7.712e-01 (best_acc: 6.886e-01 -> 7.324e-01, test_acc: 7.372e-01, test_nll: 7.633e-01)
[2023-02-05 08:42:43] [Epoch     9/  500] trn/posterior_energy  1.052e+06, trn/neg_log_likelihood  2.589e+04, trn/neg_log_prior  1.027e+06, trn/lr  9.993e-07, val/acc 7.321e-01, val/nll 7.982e-01
[2023-02-05 08:42:58] [Epoch    10/  500] trn/posterior_energy  1.048e+06, trn/neg_log_likelihood  2.304e+04, trn/neg_log_prior  1.025e+06, trn/lr  9.991e-07, val/acc 7.673e-01, val/nll 6.742e-01 (best_acc: 7.324e-01 -> 7.673e-01, test_acc: 7.649e-01, test_nll: 6.737e-01)
[2023-02-05 08:43:10] [Epoch    11/  500] trn/posterior_energy  1.044e+06, trn/neg_log_likelihood  1.993e+04, trn/neg_log_prior  1.024e+06, trn/lr  9.989e-07, val/acc 7.668e-01, val/nll 6.847e-01
