[2023-02-05 08:24:24] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 08:24:24] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 100
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0100_lr-0.0000003_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 08:25:03] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  2.710e+05, trn/neg_log_likelihood  8.535e+04, trn/neg_log_prior  1.856e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.735e-01, val/nll 1.954e+00
[2023-02-05 08:25:08] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  2.617e+05, trn/neg_log_likelihood  6.917e+04, trn/neg_log_prior  1.926e+05, trn/lr  2.998e-07, trn/temperature  1.000e+00, val/acc 4.139e-01, val/nll 1.638e+00
[2023-02-05 08:25:13] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  2.627e+05, trn/neg_log_likelihood  6.360e+04, trn/neg_log_prior  1.991e+05, trn/lr  2.995e-07, trn/temperature  1.000e+00, val/acc 4.405e-01, val/nll 1.482e+00
[2023-02-05 08:25:17] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  2.656e+05, trn/neg_log_likelihood  6.029e+04, trn/neg_log_prior  2.053e+05, trn/lr  2.991e-07, trn/temperature  1.000e+00, val/acc 4.815e-01, val/nll 1.402e+00
[2023-02-05 08:25:22] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  2.684e+05, trn/neg_log_likelihood  5.727e+04, trn/neg_log_prior  2.111e+05, trn/lr  2.985e-07, trn/temperature  1.000e+00, val/acc 4.804e-01, val/nll 1.427e+00
[2023-02-05 08:25:27] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  2.716e+05, trn/neg_log_likelihood  5.506e+04, trn/neg_log_prior  2.165e+05, trn/lr  2.978e-07, trn/temperature  1.000e+00, val/acc 5.289e-01, val/nll 1.280e+00
[2023-02-05 08:25:31] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  2.742e+05, trn/neg_log_likelihood  5.247e+04, trn/neg_log_prior  2.218e+05, trn/lr  2.969e-07, trn/temperature  1.000e+00, val/acc 5.312e-01, val/nll 1.287e+00
[2023-02-05 08:25:36] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  2.772e+05, trn/neg_log_likelihood  5.070e+04, trn/neg_log_prior  2.265e+05, trn/lr  2.959e-07, trn/temperature  1.000e+00, val/acc 5.595e-01, val/nll 1.211e+00
[2023-02-05 08:25:40] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  2.794e+05, trn/neg_log_likelihood  4.860e+04, trn/neg_log_prior  2.308e+05, trn/lr  2.947e-07, trn/temperature  1.000e+00, val/acc 5.854e-01, val/nll 1.137e+00
[2023-02-05 08:25:45] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  2.823e+05, trn/neg_log_likelihood  4.743e+04, trn/neg_log_prior  2.349e+05, trn/lr  2.934e-07, trn/temperature  1.000e+00, val/acc 5.763e-01, val/nll 1.151e+00
[2023-02-05 08:25:50] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  2.846e+05, trn/neg_log_likelihood  4.572e+04, trn/neg_log_prior  2.389e+05, trn/lr  2.919e-07, trn/temperature  1.000e+00, val/acc 6.150e-01, val/nll 1.060e+00
