[2023-02-05 06:47:31] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 06:47:31] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 06:47:37] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 06:48:19] [Epoch     1/  500] trn/posterior_energy -3.910e+05, trn/neg_log_likelihood  7.721e+04, trn/neg_log_prior -4.683e+05, trn/lr  3.000e-07, val/acc 4.260e-01, val/nll 1.580e+00 (best_acc: 0.000e+00 -> 4.260e-01, test_acc: 4.298e-01, test_nll: 1.583e+00)
[2023-02-05 06:48:33] [Epoch     2/  500] trn/posterior_energy -4.085e+05, trn/neg_log_likelihood  5.995e+04, trn/neg_log_prior -4.685e+05, trn/lr  3.000e-07, val/acc 5.044e-01, val/nll 1.363e+00 (best_acc: 4.260e-01 -> 5.044e-01, test_acc: 5.006e-01, test_nll: 1.363e+00)
[2023-02-05 06:48:47] [Epoch     3/  500] trn/posterior_energy -4.163e+05, trn/neg_log_likelihood  5.246e+04, trn/neg_log_prior -4.687e+05, trn/lr  3.000e-07, val/acc 5.701e-01, val/nll 1.193e+00 (best_acc: 5.044e-01 -> 5.701e-01, test_acc: 5.656e-01, test_nll: 1.191e+00)
[2023-02-05 06:49:00] [Epoch     4/  500] trn/posterior_energy -4.236e+05, trn/neg_log_likelihood  4.533e+04, trn/neg_log_prior -4.689e+05, trn/lr  3.000e-07, val/acc 6.001e-01, val/nll 1.080e+00 (best_acc: 5.701e-01 -> 6.001e-01, test_acc: 5.959e-01, test_nll: 1.092e+00)
[2023-02-05 06:49:13] [Epoch     5/  500] trn/posterior_energy -4.288e+05, trn/neg_log_likelihood  4.036e+04, trn/neg_log_prior -4.691e+05, trn/lr  2.999e-07, val/acc 6.378e-01, val/nll 9.998e-01 (best_acc: 6.001e-01 -> 6.378e-01, test_acc: 6.386e-01, test_nll: 1.012e+00)
[2023-02-05 06:49:25] [Epoch     6/  500] trn/posterior_energy -4.337e+05, trn/neg_log_likelihood  3.562e+04, trn/neg_log_prior -4.693e+05, trn/lr  2.999e-07, val/acc 6.885e-01, val/nll 8.759e-01 (best_acc: 6.378e-01 -> 6.885e-01, test_acc: 6.796e-01, test_nll: 8.960e-01)
[2023-02-05 06:49:38] [Epoch     7/  500] trn/posterior_energy -4.375e+05, trn/neg_log_likelihood  3.201e+04, trn/neg_log_prior -4.695e+05, trn/lr  2.999e-07, val/acc 7.023e-01, val/nll 8.525e-01 (best_acc: 6.885e-01 -> 7.023e-01, test_acc: 7.003e-01, test_nll: 8.679e-01)
[2023-02-05 06:49:51] [Epoch     8/  500] trn/posterior_energy -4.415e+05, trn/neg_log_likelihood  2.823e+04, trn/neg_log_prior -4.697e+05, trn/lr  2.998e-07, val/acc 7.304e-01, val/nll 7.592e-01 (best_acc: 7.023e-01 -> 7.304e-01, test_acc: 7.336e-01, test_nll: 7.630e-01)
[2023-02-05 06:50:04] [Epoch     9/  500] trn/posterior_energy -4.447e+05, trn/neg_log_likelihood  2.515e+04, trn/neg_log_prior -4.698e+05, trn/lr  2.998e-07, val/acc 7.313e-01, val/nll 7.608e-01 (best_acc: 7.304e-01 -> 7.313e-01, test_acc: 7.359e-01, test_nll: 7.708e-01)
[2023-02-05 06:50:16] [Epoch    10/  500] trn/posterior_energy -4.472e+05, trn/neg_log_likelihood  2.281e+04, trn/neg_log_prior -4.700e+05, trn/lr  2.997e-07, val/acc 7.582e-01, val/nll 6.810e-01 (best_acc: 7.313e-01 -> 7.582e-01, test_acc: 7.631e-01, test_nll: 6.942e-01)
[2023-02-05 06:50:29] [Epoch    11/  500] trn/posterior_energy -4.504e+05, trn/neg_log_likelihood  1.974e+04, trn/neg_log_prior -4.702e+05, trn/lr  2.997e-07, val/acc 7.711e-01, val/nll 6.636e-01 (best_acc: 7.582e-01 -> 7.711e-01, test_acc: 7.683e-01, test_nll: 6.778e-01)
[2023-02-05 06:50:40] [Epoch    12/  500] trn/posterior_energy -4.526e+05, trn/neg_log_likelihood  1.772e+04, trn/neg_log_prior -4.703e+05, trn/lr  2.996e-07, val/acc 7.711e-01, val/nll 6.942e-01
[2023-02-05 06:50:53] [Epoch    13/  500] trn/posterior_energy -4.548e+05, trn/neg_log_likelihood  1.568e+04, trn/neg_log_prior -4.704e+05, trn/lr  2.995e-07, val/acc 7.851e-01, val/nll 6.557e-01 (best_acc: 7.711e-01 -> 7.851e-01, test_acc: 7.803e-01, test_nll: 6.617e-01)
[2023-02-05 06:51:06] [Epoch    14/  500] trn/posterior_energy -4.569e+05, trn/neg_log_likelihood  1.367e+04, trn/neg_log_prior -4.706e+05, trn/lr  2.995e-07, val/acc 7.883e-01, val/nll 6.751e-01 (best_acc: 7.851e-01 -> 7.883e-01, test_acc: 7.788e-01, test_nll: 7.040e-01)
[2023-02-05 06:51:18] [Epoch    15/  500] trn/posterior_energy -4.588e+05, trn/neg_log_likelihood  1.194e+04, trn/neg_log_prior -4.707e+05, trn/lr  2.994e-07, val/acc 7.919e-01, val/nll 6.398e-01 (best_acc: 7.883e-01 -> 7.919e-01, test_acc: 7.858e-01, test_nll: 6.628e-01)
[2023-02-05 06:51:30] [Epoch    16/  500] trn/posterior_energy -4.605e+05, trn/neg_log_likelihood  1.035e+04, trn/neg_log_prior -4.708e+05, trn/lr  2.993e-07, val/acc 7.858e-01, val/nll 6.640e-01
[2023-02-05 06:51:42] [Epoch    17/  500] trn/posterior_energy -4.622e+05, trn/neg_log_likelihood  8.754e+03, trn/neg_log_prior -4.709e+05, trn/lr  2.992e-07, val/acc 7.979e-01, val/nll 6.627e-01 (best_acc: 7.919e-01 -> 7.979e-01, test_acc: 7.984e-01, test_nll: 6.760e-01)
[2023-02-05 06:51:53] [Epoch    18/  500] trn/posterior_energy -4.641e+05, trn/neg_log_likelihood  6.966e+03, trn/neg_log_prior -4.710e+05, trn/lr  2.991e-07, val/acc 7.841e-01, val/nll 7.561e-01
[2023-02-05 06:52:04] [Epoch    19/  500] trn/posterior_energy -4.648e+05, trn/neg_log_likelihood  6.400e+03, trn/neg_log_prior -4.712e+05, trn/lr  2.990e-07, val/acc 7.850e-01, val/nll 7.804e-01
[2023-02-05 06:52:15] [Epoch    20/  500] trn/posterior_energy -4.660e+05, trn/neg_log_likelihood  5.273e+03, trn/neg_log_prior -4.713e+05, trn/lr  2.989e-07, val/acc 7.770e-01, val/nll 8.250e-01
[2023-02-05 06:52:26] [Epoch    21/  500] trn/posterior_energy -4.671e+05, trn/neg_log_likelihood  4.278e+03, trn/neg_log_prior -4.714e+05, trn/lr  2.988e-07, val/acc 7.935e-01, val/nll 7.470e-01
[2023-02-05 06:52:37] [Epoch    22/  500] trn/posterior_energy -4.673e+05, trn/neg_log_likelihood  4.226e+03, trn/neg_log_prior -4.716e+05, trn/lr  2.986e-07, val/acc 7.919e-01, val/nll 7.809e-01
[2023-02-05 06:52:48] [Epoch    23/  500] trn/posterior_energy -4.686e+05, trn/neg_log_likelihood  3.151e+03, trn/neg_log_prior -4.717e+05, trn/lr  2.985e-07, val/acc 7.742e-01, val/nll 8.643e-01
[2023-02-05 06:53:00] [Epoch    24/  500] trn/posterior_energy -4.689e+05, trn/neg_log_likelihood  2.963e+03, trn/neg_log_prior -4.719e+05, trn/lr  2.984e-07, val/acc 7.864e-01, val/nll 8.622e-01
[2023-02-05 06:53:12] [Epoch    25/  500] trn/posterior_energy -4.696e+05, trn/neg_log_likelihood  2.414e+03, trn/neg_log_prior -4.720e+05, trn/lr  2.982e-07, val/acc 8.084e-01, val/nll 7.514e-01 (best_acc: 7.979e-01 -> 8.084e-01, test_acc: 8.096e-01, test_nll: 7.697e-01)
[2023-02-05 06:53:23] [Epoch    26/  500] trn/posterior_energy -4.695e+05, trn/neg_log_likelihood  2.662e+03, trn/neg_log_prior -4.722e+05, trn/lr  2.981e-07, val/acc 8.035e-01, val/nll 8.111e-01
[2023-02-05 06:53:35] [Epoch    27/  500] trn/posterior_energy -4.702e+05, trn/neg_log_likelihood  2.178e+03, trn/neg_log_prior -4.723e+05, trn/lr  2.979e-07, val/acc 8.003e-01, val/nll 8.297e-01
[2023-02-05 06:53:46] [Epoch    28/  500] trn/posterior_energy -4.703e+05, trn/neg_log_likelihood  2.205e+03, trn/neg_log_prior -4.725e+05, trn/lr  2.978e-07, val/acc 7.904e-01, val/nll 8.474e-01
[2023-02-05 06:53:57] [Epoch    29/  500] trn/posterior_energy -4.707e+05, trn/neg_log_likelihood  2.009e+03, trn/neg_log_prior -4.727e+05, trn/lr  2.976e-07, val/acc 7.855e-01, val/nll 9.365e-01
