[2023-02-06 05:08:18] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 05:08:18] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.99_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 05:08:24] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 05:09:07] [Epoch     1/  500] trn/posterior_energy  1.274e+06, trn/neg_log_likelihood  1.188e+05, trn/neg_log_prior  1.155e+06, trn/lr  3.000e-06, val/acc 1.396e-01, val/nll 2.395e+00 (best_acc: 0.000e+00 -> 1.396e-01, test_acc: 1.440e-01, test_nll: 2.384e+00)
[2023-02-06 05:09:22] [Epoch     2/  500] trn/posterior_energy  1.114e+06, trn/neg_log_likelihood  9.162e+04, trn/neg_log_prior  1.023e+06, trn/lr  3.000e-06, val/acc 2.133e-01, val/nll 2.115e+00 (best_acc: 1.396e-01 -> 2.133e-01, test_acc: 2.253e-01, test_nll: 2.102e+00)
[2023-02-06 05:09:36] [Epoch     3/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  8.403e+04, trn/neg_log_prior  1.014e+06, trn/lr  3.000e-06, val/acc 2.341e-01, val/nll 2.133e+00 (best_acc: 2.133e-01 -> 2.341e-01, test_acc: 2.305e-01, test_nll: 2.136e+00)
[2023-02-06 05:09:48] [Epoch     4/  500] trn/posterior_energy  1.097e+06, trn/neg_log_likelihood  8.567e+04, trn/neg_log_prior  1.012e+06, trn/lr  3.000e-06, val/acc 1.966e-01, val/nll 2.280e+00
[2023-02-06 05:10:02] [Epoch     5/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  8.519e+04, trn/neg_log_prior  1.013e+06, trn/lr  2.999e-06, val/acc 2.712e-01, val/nll 1.979e+00 (best_acc: 2.341e-01 -> 2.712e-01, test_acc: 2.809e-01, test_nll: 1.970e+00)
[2023-02-06 05:10:14] [Epoch     6/  500] trn/posterior_energy  1.096e+06, trn/neg_log_likelihood  8.470e+04, trn/neg_log_prior  1.011e+06, trn/lr  2.999e-06, val/acc 2.492e-01, val/nll 2.041e+00
[2023-02-06 05:10:26] [Epoch     7/  500] trn/posterior_energy  1.094e+06, trn/neg_log_likelihood  8.340e+04, trn/neg_log_prior  1.011e+06, trn/lr  2.999e-06, val/acc 2.194e-01, val/nll 2.139e+00
[2023-02-06 05:10:40] [Epoch     8/  500] trn/posterior_energy  1.092e+06, trn/neg_log_likelihood  8.211e+04, trn/neg_log_prior  1.010e+06, trn/lr  2.998e-06, val/acc 2.841e-01, val/nll 1.951e+00 (best_acc: 2.712e-01 -> 2.841e-01, test_acc: 3.014e-01, test_nll: 1.946e+00)
[2023-02-06 05:10:52] [Epoch     9/  500] trn/posterior_energy  1.095e+06, trn/neg_log_likelihood  8.414e+04, trn/neg_log_prior  1.011e+06, trn/lr  2.998e-06, val/acc 2.455e-01, val/nll 1.959e+00
[2023-02-06 05:11:04] [Epoch    10/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  8.489e+04, trn/neg_log_prior  1.013e+06, trn/lr  2.997e-06, val/acc 2.263e-01, val/nll 1.979e+00
[2023-02-06 05:11:16] [Epoch    11/  500] trn/posterior_energy  1.095e+06, trn/neg_log_likelihood  8.351e+04, trn/neg_log_prior  1.012e+06, trn/lr  2.997e-06, val/acc 2.473e-01, val/nll 1.979e+00
[2023-02-06 05:11:28] [Epoch    12/  500] trn/posterior_energy  1.096e+06, trn/neg_log_likelihood  8.433e+04, trn/neg_log_prior  1.011e+06, trn/lr  2.996e-06, val/acc 2.283e-01, val/nll 2.103e+00
[2023-02-06 05:11:40] [Epoch    13/  500] trn/posterior_energy  1.105e+06, trn/neg_log_likelihood  8.526e+04, trn/neg_log_prior  1.020e+06, trn/lr  2.995e-06, val/acc 2.601e-01, val/nll 1.994e+00
[2023-02-06 05:11:52] [Epoch    14/  500] trn/posterior_energy  1.139e+06, trn/neg_log_likelihood  8.513e+04, trn/neg_log_prior  1.054e+06, trn/lr  2.995e-06, val/acc 2.077e-01, val/nll 2.219e+00
[2023-02-06 05:12:04] [Epoch    15/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  8.326e+04, trn/neg_log_prior  1.015e+06, trn/lr  2.994e-06, val/acc 2.675e-01, val/nll 2.070e+00
[2023-02-06 05:12:16] [Epoch    16/  500] trn/posterior_energy  1.107e+06, trn/neg_log_likelihood  8.398e+04, trn/neg_log_prior  1.023e+06, trn/lr  2.993e-06, val/acc 2.483e-01, val/nll 1.998e+00
[2023-02-06 05:12:28] [Epoch    17/  500] trn/posterior_energy  1.109e+06, trn/neg_log_likelihood  8.370e+04, trn/neg_log_prior  1.025e+06, trn/lr  2.992e-06, val/acc 2.425e-01, val/nll 2.028e+00
[2023-02-06 05:12:40] [Epoch    18/  500] trn/posterior_energy  1.099e+06, trn/neg_log_likelihood  8.563e+04, trn/neg_log_prior  1.013e+06, trn/lr  2.991e-06, val/acc 2.361e-01, val/nll 2.158e+00
[2023-02-06 05:12:52] [Epoch    19/  500] trn/posterior_energy  1.100e+06, trn/neg_log_likelihood  8.495e+04, trn/neg_log_prior  1.015e+06, trn/lr  2.990e-06, val/acc 2.053e-01, val/nll 2.354e+00
[2023-02-06 05:13:04] [Epoch    20/  500] trn/posterior_energy  1.100e+06, trn/neg_log_likelihood  8.542e+04, trn/neg_log_prior  1.014e+06, trn/lr  2.989e-06, val/acc 2.471e-01, val/nll 2.155e+00
[2023-02-06 05:13:16] [Epoch    21/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  8.428e+04, trn/neg_log_prior  1.014e+06, trn/lr  2.988e-06, val/acc 2.340e-01, val/nll 1.998e+00
