[2023-02-06 01:02:21] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-06 01:02:21] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 100
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0100_lr-0.0000010_mo-0.97_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 01:03:01] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  5.603e+05, trn/neg_log_likelihood  9.042e+04, trn/neg_log_prior  4.699e+05, trn/lr  9.999e-07, trn/temperature  1.000e+00, val/acc 2.465e-01, val/nll 1.883e+00
[2023-02-06 01:03:07] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  5.692e+05, trn/neg_log_likelihood  7.760e+04, trn/neg_log_prior  4.916e+05, trn/lr  9.994e-07, trn/temperature  1.000e+00, val/acc 3.033e-01, val/nll 1.838e+00
[2023-02-06 01:03:12] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  5.701e+05, trn/neg_log_likelihood  7.584e+04, trn/neg_log_prior  4.943e+05, trn/lr  9.984e-07, trn/temperature  1.000e+00, val/acc 3.585e-01, val/nll 1.744e+00
[2023-02-06 01:03:18] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  5.682e+05, trn/neg_log_likelihood  7.375e+04, trn/neg_log_prior  4.944e+05, trn/lr  9.970e-07, trn/temperature  1.000e+00, val/acc 3.548e-01, val/nll 1.744e+00
[2023-02-06 01:03:23] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  5.672e+05, trn/neg_log_likelihood  7.281e+04, trn/neg_log_prior  4.944e+05, trn/lr  9.950e-07, trn/temperature  1.000e+00, val/acc 3.897e-01, val/nll 1.698e+00
[2023-02-06 01:03:29] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  5.669e+05, trn/neg_log_likelihood  7.185e+04, trn/neg_log_prior  4.950e+05, trn/lr  9.925e-07, trn/temperature  1.000e+00, val/acc 3.348e-01, val/nll 1.815e+00
[2023-02-06 01:03:34] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  5.671e+05, trn/neg_log_likelihood  7.208e+04, trn/neg_log_prior  4.950e+05, trn/lr  9.896e-07, trn/temperature  1.000e+00, val/acc 3.596e-01, val/nll 1.718e+00
[2023-02-06 01:03:39] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  5.667e+05, trn/neg_log_likelihood  7.160e+04, trn/neg_log_prior  4.951e+05, trn/lr  9.862e-07, trn/temperature  1.000e+00, val/acc 3.663e-01, val/nll 1.701e+00
[2023-02-06 01:03:45] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  5.650e+05, trn/neg_log_likelihood  7.066e+04, trn/neg_log_prior  4.943e+05, trn/lr  9.823e-07, trn/temperature  1.000e+00, val/acc 3.498e-01, val/nll 1.742e+00
[2023-02-06 01:03:50] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  5.667e+05, trn/neg_log_likelihood  7.133e+04, trn/neg_log_prior  4.954e+05, trn/lr  9.779e-07, trn/temperature  1.000e+00, val/acc 3.688e-01, val/nll 1.704e+00
[2023-02-06 01:03:56] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  5.662e+05, trn/neg_log_likelihood  7.104e+04, trn/neg_log_prior  4.951e+05, trn/lr  9.730e-07, trn/temperature  1.000e+00, val/acc 3.619e-01, val/nll 1.717e+00
