[2023-02-05 20:16:58] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 20:16:58] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.97_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 20:17:04] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 20:17:47] [Epoch     1/  500] trn/posterior_energy  2.660e+06, trn/neg_log_likelihood  8.016e+04, trn/neg_log_prior  2.580e+06, trn/lr  3.000e-07, val/acc 4.140e-01, val/nll 1.589e+00 (best_acc: 0.000e+00 -> 4.140e-01, test_acc: 4.171e-01, test_nll: 1.585e+00)
[2023-02-05 20:37:48] [Epoch    96/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.581e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.738e-07, val/acc 8.173e-01, val/nll 6.693e-01
[2023-02-05 20:38:00] [Epoch    97/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.127e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.733e-07, val/acc 8.250e-01, val/nll 6.137e-01
[2023-02-05 20:38:13] [Epoch    98/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.194e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.727e-07, val/acc 8.158e-01, val/nll 6.534e-01
[2023-02-05 20:38:25] [Epoch    99/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.839e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.722e-07, val/acc 8.364e-01, val/nll 5.740e-01
[2023-02-05 20:38:38] [Epoch   100/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  3.872e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.716e-07, val/acc 8.223e-01, val/nll 6.455e-01
[2023-02-05 20:38:50] [Epoch   101/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.734e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.711e-07, val/acc 8.291e-01, val/nll 6.006e-01
[2023-02-05 20:39:03] [Epoch   102/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.503e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.705e-07, val/acc 8.209e-01, val/nll 6.587e-01
[2023-02-05 20:39:15] [Epoch   103/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.188e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.700e-07, val/acc 8.229e-01, val/nll 6.546e-01
[2023-02-05 20:39:28] [Epoch   104/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.436e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.694e-07, val/acc 8.258e-01, val/nll 6.101e-01
[2023-02-05 20:39:40] [Epoch   105/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.151e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.688e-07, val/acc 8.118e-01, val/nll 6.695e-01
[2023-02-05 20:39:52] [Epoch   106/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.187e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.682e-07, val/acc 8.012e-01, val/nll 7.275e-01
[2023-02-05 20:40:05] [Epoch   107/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.560e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.677e-07, val/acc 8.233e-01, val/nll 6.646e-01
[2023-02-05 20:40:17] [Epoch   108/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.181e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.671e-07, val/acc 8.196e-01, val/nll 6.657e-01
[2023-02-05 20:40:30] [Epoch   109/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.145e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.665e-07, val/acc 8.315e-01, val/nll 5.887e-01
[2023-02-05 20:40:42] [Epoch   110/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.768e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.659e-07, val/acc 8.219e-01, val/nll 6.495e-01
[2023-02-05 20:40:54] [Epoch   111/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.212e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.653e-07, val/acc 8.197e-01, val/nll 6.558e-01
[2023-02-05 20:41:07] [Epoch   112/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.311e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.647e-07, val/acc 8.179e-01, val/nll 6.476e-01
[2023-02-05 20:41:19] [Epoch   113/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.331e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.641e-07, val/acc 8.225e-01, val/nll 6.366e-01
[2023-02-05 20:41:31] [Epoch   114/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  3.480e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.634e-07, val/acc 8.323e-01, val/nll 6.169e-01
[2023-02-05 20:41:44] [Epoch   115/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.584e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.628e-07, val/acc 8.305e-01, val/nll 6.051e-01
[2023-02-05 20:41:56] [Epoch   116/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.172e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.622e-07, val/acc 8.194e-01, val/nll 6.314e-01
[2023-02-05 20:42:09] [Epoch   117/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.302e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.616e-07, val/acc 8.190e-01, val/nll 6.468e-01
[2023-02-05 20:42:21] [Epoch   118/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.186e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.609e-07, val/acc 8.344e-01, val/nll 6.129e-01
[2023-02-05 20:42:33] [Epoch   119/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.353e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.603e-07, val/acc 8.194e-01, val/nll 6.393e-01
[2023-02-05 20:42:46] [Epoch   120/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.070e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.597e-07, val/acc 8.122e-01, val/nll 7.069e-01
[2023-02-05 20:42:58] [Epoch   121/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  3.405e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.590e-07, val/acc 8.393e-01, val/nll 5.812e-01
[2023-02-05 20:43:10] [Epoch   122/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.765e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.584e-07, val/acc 8.143e-01, val/nll 6.847e-01
[2023-02-05 20:43:22] [Epoch   123/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.206e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.577e-07, val/acc 8.365e-01, val/nll 5.880e-01
[2023-02-05 20:43:35] [Epoch   124/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.607e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.571e-07, val/acc 8.239e-01, val/nll 6.280e-01
[2023-02-05 20:43:47] [Epoch   125/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  3.925e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.564e-07, val/acc 8.269e-01, val/nll 6.177e-01
[2023-02-05 20:43:59] [Epoch   126/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.087e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.557e-07, val/acc 8.197e-01, val/nll 6.649e-01
[2023-02-05 20:44:14] [Epoch   127/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.182e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.551e-07, val/acc 8.421e-01, val/nll 5.694e-01 (best_acc: 8.395e-01 -> 8.421e-01, test_acc: 8.389e-01, test_nll: 5.713e-01)
[2023-02-05 20:44:26] [Epoch   128/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  3.905e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.544e-07, val/acc 8.295e-01, val/nll 6.082e-01
[2023-02-05 20:44:38] [Epoch   129/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.791e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.537e-07, val/acc 8.382e-01, val/nll 5.947e-01
[2023-02-05 20:44:51] [Epoch   130/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.375e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.530e-07, val/acc 8.357e-01, val/nll 5.901e-01
[2023-02-05 20:45:03] [Epoch   131/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.004e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.523e-07, val/acc 8.257e-01, val/nll 6.421e-01
[2023-02-05 20:45:15] [Epoch   132/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  4.031e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.516e-07, val/acc 8.284e-01, val/nll 6.335e-01
[2023-02-05 20:45:28] [Epoch   133/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.917e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.510e-07, val/acc 8.405e-01, val/nll 5.713e-01
[2023-02-05 20:45:40] [Epoch   134/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.870e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.503e-07, val/acc 8.020e-01, val/nll 7.419e-01
[2023-02-05 20:45:52] [Epoch   135/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.910e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.496e-07, val/acc 8.240e-01, val/nll 6.485e-01
[2023-02-05 20:46:05] [Epoch   136/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.281e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.488e-07, val/acc 8.147e-01, val/nll 6.726e-01
[2023-02-05 20:46:17] [Epoch   137/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.888e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.481e-07, val/acc 8.250e-01, val/nll 6.447e-01
[2023-02-05 20:46:29] [Epoch   138/  500] trn/posterior_energy  2.519e+06, trn/neg_log_likelihood  4.062e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.474e-07, val/acc 8.338e-01, val/nll 6.041e-01
[2023-02-05 20:46:41] [Epoch   139/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.479e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.467e-07, val/acc 8.275e-01, val/nll 6.335e-01
[2023-02-05 20:46:54] [Epoch   140/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.943e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.460e-07, val/acc 8.279e-01, val/nll 6.406e-01
[2023-02-05 20:47:06] [Epoch   141/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.606e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.453e-07, val/acc 8.118e-01, val/nll 7.120e-01
[2023-02-05 20:47:18] [Epoch   142/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.706e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.445e-07, val/acc 8.247e-01, val/nll 6.452e-01
[2023-02-05 20:47:31] [Epoch   143/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.615e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.438e-07, val/acc 8.386e-01, val/nll 5.715e-01
[2023-02-05 20:47:43] [Epoch   144/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.518e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.430e-07, val/acc 8.220e-01, val/nll 6.566e-01
[2023-02-05 20:47:55] [Epoch   145/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  4.066e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.423e-07, val/acc 8.291e-01, val/nll 6.268e-01
[2023-02-05 20:48:08] [Epoch   146/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.886e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.416e-07, val/acc 8.243e-01, val/nll 6.457e-01
[2023-02-05 20:48:20] [Epoch   147/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.574e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.408e-07, val/acc 8.358e-01, val/nll 5.974e-01
[2023-02-05 20:48:32] [Epoch   148/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.782e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.401e-07, val/acc 8.382e-01, val/nll 5.880e-01
[2023-02-05 20:48:45] [Epoch   149/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.537e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.393e-07, val/acc 8.262e-01, val/nll 6.304e-01
[2023-02-05 20:48:57] [Epoch   150/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.704e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.385e-07, val/acc 8.288e-01, val/nll 5.804e-01
[2023-02-05 20:49:09] [Epoch   151/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.370e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.378e-07, val/acc 8.146e-01, val/nll 6.689e-01
[2023-02-05 20:49:22] [Epoch   152/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.859e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.370e-07, val/acc 8.378e-01, val/nll 5.894e-01
[2023-02-05 20:49:34] [Epoch   153/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  2.973e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.363e-07, val/acc 8.217e-01, val/nll 6.716e-01
[2023-02-05 20:49:47] [Epoch   154/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.893e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.355e-07, val/acc 8.262e-01, val/nll 6.569e-01
[2023-02-05 20:49:59] [Epoch   155/  500] trn/posterior_energy  2.518e+06, trn/neg_log_likelihood  3.874e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.347e-07, val/acc 8.136e-01, val/nll 7.109e-01
[2023-02-05 20:50:12] [Epoch   156/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.557e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.339e-07, val/acc 8.338e-01, val/nll 5.952e-01
[2023-02-05 20:50:24] [Epoch   157/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.519e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.331e-07, val/acc 8.164e-01, val/nll 6.536e-01
[2023-02-05 20:50:36] [Epoch   158/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.123e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.324e-07, val/acc 8.250e-01, val/nll 6.957e-01
[2023-02-05 20:50:49] [Epoch   159/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.287e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.316e-07, val/acc 8.325e-01, val/nll 5.961e-01
[2023-02-05 20:51:01] [Epoch   160/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.651e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.308e-07, val/acc 8.092e-01, val/nll 7.305e-01
[2023-02-05 20:51:13] [Epoch   161/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  4.013e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.300e-07, val/acc 8.299e-01, val/nll 6.226e-01
[2023-02-05 20:51:26] [Epoch   162/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.494e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.292e-07, val/acc 8.220e-01, val/nll 6.412e-01
[2023-02-05 20:51:38] [Epoch   163/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.642e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.284e-07, val/acc 8.296e-01, val/nll 6.037e-01
[2023-02-05 20:51:50] [Epoch   164/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.335e+03, trn/neg_log_prior  2.514e+06, trn/lr  2.276e-07, val/acc 8.303e-01, val/nll 6.278e-01
[2023-02-05 20:52:03] [Epoch   165/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.224e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.268e-07, val/acc 8.083e-01, val/nll 7.186e-01
[2023-02-05 20:52:15] [Epoch   166/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.555e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.260e-07, val/acc 8.102e-01, val/nll 7.160e-01
[2023-02-05 20:52:28] [Epoch   167/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.240e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.251e-07, val/acc 8.346e-01, val/nll 6.324e-01
[2023-02-05 20:52:40] [Epoch   168/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.011e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.243e-07, val/acc 8.320e-01, val/nll 6.215e-01
[2023-02-05 20:52:52] [Epoch   169/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.219e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.235e-07, val/acc 8.397e-01, val/nll 5.901e-01
[2023-02-05 20:53:05] [Epoch   170/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  2.988e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.227e-07, val/acc 8.227e-01, val/nll 6.801e-01
[2023-02-05 20:53:17] [Epoch   171/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.703e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.219e-07, val/acc 8.368e-01, val/nll 6.044e-01
[2023-02-05 20:53:29] [Epoch   172/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.609e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.210e-07, val/acc 8.317e-01, val/nll 6.580e-01
[2023-02-05 20:53:42] [Epoch   173/  500] trn/posterior_energy  2.517e+06, trn/neg_log_likelihood  3.552e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.202e-07, val/acc 8.353e-01, val/nll 6.260e-01
[2023-02-05 20:53:54] [Epoch   174/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.012e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.194e-07, val/acc 8.212e-01, val/nll 6.778e-01
[2023-02-05 20:54:06] [Epoch   175/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.428e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.185e-07, val/acc 8.358e-01, val/nll 6.042e-01
[2023-02-05 20:54:19] [Epoch   176/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  2.950e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.177e-07, val/acc 8.323e-01, val/nll 6.167e-01
[2023-02-05 20:54:31] [Epoch   177/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.172e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.168e-07, val/acc 8.229e-01, val/nll 6.512e-01
[2023-02-05 20:54:44] [Epoch   178/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.682e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.160e-07, val/acc 8.305e-01, val/nll 6.372e-01
[2023-02-05 20:54:56] [Epoch   179/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  2.975e+03, trn/neg_log_prior  2.513e+06, trn/lr  2.151e-07, val/acc 8.309e-01, val/nll 6.333e-01
[2023-02-05 20:55:08] [Epoch   180/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.936e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.143e-07, val/acc 8.246e-01, val/nll 6.736e-01
[2023-02-05 20:55:20] [Epoch   181/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.158e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.134e-07, val/acc 8.368e-01, val/nll 6.070e-01
[2023-02-05 20:55:32] [Epoch   182/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.079e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.126e-07, val/acc 8.264e-01, val/nll 6.547e-01
[2023-02-05 20:55:44] [Epoch   183/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.081e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.117e-07, val/acc 8.289e-01, val/nll 6.265e-01
[2023-02-05 20:55:56] [Epoch   184/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.921e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.109e-07, val/acc 8.179e-01, val/nll 6.747e-01
[2023-02-05 20:56:09] [Epoch   185/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.324e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.100e-07, val/acc 8.178e-01, val/nll 6.670e-01
[2023-02-05 20:56:21] [Epoch   186/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.245e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.091e-07, val/acc 8.294e-01, val/nll 6.292e-01
[2023-02-05 20:56:33] [Epoch   187/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.779e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.083e-07, val/acc 8.157e-01, val/nll 7.269e-01
[2023-02-05 20:56:46] [Epoch   188/  500] trn/posterior_energy  2.516e+06, trn/neg_log_likelihood  3.548e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.074e-07, val/acc 8.252e-01, val/nll 6.313e-01
[2023-02-05 20:56:58] [Epoch   189/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.884e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.065e-07, val/acc 8.308e-01, val/nll 6.282e-01
[2023-02-05 20:57:10] [Epoch   190/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.872e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.057e-07, val/acc 8.319e-01, val/nll 6.075e-01
[2023-02-05 20:57:23] [Epoch   191/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.007e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.048e-07, val/acc 8.237e-01, val/nll 6.566e-01
[2023-02-05 20:57:35] [Epoch   192/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  2.827e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.039e-07, val/acc 8.371e-01, val/nll 6.265e-01
[2023-02-05 20:57:48] [Epoch   193/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.114e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.030e-07, val/acc 8.371e-01, val/nll 6.138e-01
[2023-02-05 20:58:00] [Epoch   194/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.110e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.021e-07, val/acc 8.072e-01, val/nll 7.106e-01
[2023-02-05 20:58:13] [Epoch   195/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.393e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.013e-07, val/acc 8.284e-01, val/nll 6.261e-01
[2023-02-05 20:58:25] [Epoch   196/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.804e+03, trn/neg_log_prior  2.512e+06, trn/lr  2.004e-07, val/acc 8.341e-01, val/nll 6.276e-01
[2023-02-05 20:58:37] [Epoch   197/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  2.883e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.995e-07, val/acc 8.336e-01, val/nll 5.961e-01
[2023-02-05 20:58:49] [Epoch   198/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  3.055e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.986e-07, val/acc 8.342e-01, val/nll 6.226e-01
[2023-02-05 20:59:02] [Epoch   199/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.945e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.977e-07, val/acc 8.174e-01, val/nll 6.551e-01
[2023-02-05 20:59:14] [Epoch   200/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.949e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.968e-07, val/acc 8.144e-01, val/nll 7.192e-01
[2023-02-05 20:59:27] [Epoch   201/  500] trn/posterior_energy  2.515e+06, trn/neg_log_likelihood  2.905e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.959e-07, val/acc 8.186e-01, val/nll 6.496e-01
[2023-02-05 20:59:39] [Epoch   202/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  2.762e+03, trn/neg_log_prior  2.512e+06, trn/lr  1.950e-07, val/acc 8.257e-01, val/nll 6.880e-01
[2023-02-05 20:59:51] [Epoch   203/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  2.691e+03, trn/neg_log_prior  2.511e+06, trn/lr  1.941e-07, val/acc 8.322e-01, val/nll 6.327e-01
[2023-02-05 21:00:04] [Epoch   204/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  3.065e+03, trn/neg_log_prior  2.511e+06, trn/lr  1.932e-07, val/acc 8.226e-01, val/nll 6.617e-01
[2023-02-05 21:00:16] [Epoch   205/  500] trn/posterior_energy  2.514e+06, trn/neg_log_likelihood  3.007e+03, trn/neg_log_prior  2.511e+06, trn/lr  1.923e-07, val/acc 8.385e-01, val/nll 6.038e-01
