[2023-02-04 23:08:30] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 23:08:30] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 10.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000001_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 23:09:04] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  1.648e+05, trn/neg_log_likelihood  8.863e+04, trn/neg_log_prior  7.612e+04, trn/lr  9.997e-08, trn/temperature  1.000e+00, val/acc 2.826e-01, val/nll 1.937e+00
[2023-02-04 23:09:09] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  1.517e+05, trn/neg_log_likelihood  7.421e+04, trn/neg_log_prior  7.745e+04, trn/lr  9.977e-08, trn/temperature  1.000e+00, val/acc 3.957e-01, val/nll 1.683e+00
[2023-02-04 23:09:13] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  1.460e+05, trn/neg_log_likelihood  6.726e+04, trn/neg_log_prior  7.878e+04, trn/lr  9.938e-08, trn/temperature  1.000e+00, val/acc 4.164e-01, val/nll 1.566e+00
[2023-02-04 23:09:17] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  1.426e+05, trn/neg_log_likelihood  6.251e+04, trn/neg_log_prior  8.009e+04, trn/lr  9.879e-08, trn/temperature  1.000e+00, val/acc 4.257e-01, val/nll 1.516e+00
[2023-02-04 23:09:21] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  1.409e+05, trn/neg_log_likelihood  5.950e+04, trn/neg_log_prior  8.139e+04, trn/lr  9.801e-08, trn/temperature  1.000e+00, val/acc 4.371e-01, val/nll 1.563e+00
[2023-02-04 23:09:26] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  1.399e+05, trn/neg_log_likelihood  5.728e+04, trn/neg_log_prior  8.263e+04, trn/lr  9.704e-08, trn/temperature  1.000e+00, val/acc 5.046e-01, val/nll 1.336e+00
[2023-02-04 23:09:30] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  1.389e+05, trn/neg_log_likelihood  5.501e+04, trn/neg_log_prior  8.387e+04, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 5.094e-01, val/nll 1.349e+00
[2023-02-04 23:09:34] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  1.381e+05, trn/neg_log_likelihood  5.309e+04, trn/neg_log_prior  8.505e+04, trn/lr  9.454e-08, trn/temperature  1.000e+00, val/acc 5.301e-01, val/nll 1.270e+00
[2023-02-04 23:09:38] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  1.378e+05, trn/neg_log_likelihood  5.156e+04, trn/neg_log_prior  8.619e+04, trn/lr  9.303e-08, trn/temperature  1.000e+00, val/acc 5.137e-01, val/nll 1.320e+00
[2023-02-04 23:09:42] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  1.380e+05, trn/neg_log_likelihood  5.072e+04, trn/neg_log_prior  8.728e+04, trn/lr  9.135e-08, trn/temperature  1.000e+00, val/acc 5.509e-01, val/nll 1.218e+00
[2023-02-04 23:09:46] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  1.376e+05, trn/neg_log_likelihood  4.920e+04, trn/neg_log_prior  8.839e+04, trn/lr  8.950e-08, trn/temperature  1.000e+00, val/acc 5.660e-01, val/nll 1.185e+00
[2023-02-04 23:09:50] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  1.375e+05, trn/neg_log_likelihood  4.807e+04, trn/neg_log_prior  8.947e+04, trn/lr  8.750e-08, trn/temperature  1.000e+00, val/acc 5.334e-01, val/nll 1.295e+00
[2023-02-04 23:09:54] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  1.375e+05, trn/neg_log_likelihood  4.696e+04, trn/neg_log_prior  9.052e+04, trn/lr  8.535e-08, trn/temperature  1.000e+00, val/acc 5.775e-01, val/nll 1.149e+00
[2023-02-04 23:09:59] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  1.377e+05, trn/neg_log_likelihood  4.615e+04, trn/neg_log_prior  9.153e+04, trn/lr  8.306e-08, trn/temperature  1.000e+00, val/acc 5.622e-01, val/nll 1.205e+00
[2023-02-04 23:10:03] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  1.375e+05, trn/neg_log_likelihood  4.503e+04, trn/neg_log_prior  9.250e+04, trn/lr  8.064e-08, trn/temperature  1.000e+00, val/acc 6.073e-01, val/nll 1.086e+00
[2023-02-04 23:10:07] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  1.373e+05, trn/neg_log_likelihood  4.392e+04, trn/neg_log_prior  9.343e+04, trn/lr  7.810e-08, trn/temperature  1.000e+00, val/acc 6.046e-01, val/nll 1.096e+00
[2023-02-04 23:10:11] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  1.376e+05, trn/neg_log_likelihood  4.332e+04, trn/neg_log_prior  9.432e+04, trn/lr  7.545e-08, trn/temperature  1.000e+00, val/acc 6.035e-01, val/nll 1.070e+00
[2023-02-04 23:10:15] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  1.381e+05, trn/neg_log_likelihood  4.294e+04, trn/neg_log_prior  9.518e+04, trn/lr  7.270e-08, trn/temperature  1.000e+00, val/acc 6.037e-01, val/nll 1.100e+00
[2023-02-04 23:10:19] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  1.374e+05, trn/neg_log_likelihood  4.143e+04, trn/neg_log_prior  9.600e+04, trn/lr  6.986e-08, trn/temperature  1.000e+00, val/acc 6.295e-01, val/nll 1.020e+00
[2023-02-04 23:10:23] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  1.380e+05, trn/neg_log_likelihood  4.120e+04, trn/neg_log_prior  9.678e+04, trn/lr  6.694e-08, trn/temperature  1.000e+00, val/acc 6.135e-01, val/nll 1.071e+00
[2023-02-04 23:10:28] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  1.381e+05, trn/neg_log_likelihood  4.063e+04, trn/neg_log_prior  9.751e+04, trn/lr  6.395e-08, trn/temperature  1.000e+00, val/acc 6.261e-01, val/nll 1.040e+00
[2023-02-04 23:10:32] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  1.382e+05, trn/neg_log_likelihood  3.999e+04, trn/neg_log_prior  9.822e+04, trn/lr  6.091e-08, trn/temperature  1.000e+00, val/acc 6.177e-01, val/nll 1.053e+00
[2023-02-04 23:10:36] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  1.382e+05, trn/neg_log_likelihood  3.936e+04, trn/neg_log_prior  9.886e+04, trn/lr  5.782e-08, trn/temperature  1.000e+00, val/acc 6.327e-01, val/nll 1.020e+00
[2023-02-04 23:10:40] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  1.383e+05, trn/neg_log_likelihood  3.877e+04, trn/neg_log_prior  9.951e+04, trn/lr  5.471e-08, trn/temperature  1.000e+00, val/acc 6.218e-01, val/nll 1.036e+00
[2023-02-04 23:10:44] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  1.387e+05, trn/neg_log_likelihood  3.857e+04, trn/neg_log_prior  1.001e+05, trn/lr  5.157e-08, trn/temperature  1.000e+00, val/acc 6.499e-01, val/nll 9.690e-01
[2023-02-04 23:10:48] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  1.386e+05, trn/neg_log_likelihood  3.792e+04, trn/neg_log_prior  1.006e+05, trn/lr  4.843e-08, trn/temperature  1.000e+00, val/acc 6.405e-01, val/nll 9.920e-01
[2023-02-04 23:10:53] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  1.386e+05, trn/neg_log_likelihood  3.749e+04, trn/neg_log_prior  1.011e+05, trn/lr  4.530e-08, trn/temperature  1.000e+00, val/acc 6.479e-01, val/nll 9.740e-01
[2023-02-04 23:10:57] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  1.385e+05, trn/neg_log_likelihood  3.690e+04, trn/neg_log_prior  1.016e+05, trn/lr  4.218e-08, trn/temperature  1.000e+00, val/acc 6.445e-01, val/nll 9.957e-01
[2023-02-04 23:11:01] [Cycle   1/ 30][Epoch  29/ 50] trn/posterior_energy  1.387e+05, trn/neg_log_likelihood  3.673e+04, trn/neg_log_prior  1.020e+05, trn/lr  3.910e-08, trn/temperature  1.000e+00, val/acc 6.555e-01, val/nll 9.551e-01
[2023-02-04 23:11:05] [Cycle   1/ 30][Epoch  30/ 50] trn/posterior_energy  1.385e+05, trn/neg_log_likelihood  3.608e+04, trn/neg_log_prior  1.024e+05, trn/lr  3.606e-08, trn/temperature  1.000e+00, val/acc 6.582e-01, val/nll 9.521e-01
[2023-02-04 23:11:09] [Cycle   1/ 30][Epoch  31/ 50] trn/posterior_energy  1.385e+05, trn/neg_log_likelihood  3.572e+04, trn/neg_log_prior  1.027e+05, trn/lr  3.307e-08, trn/temperature  1.000e+00, val/acc 6.591e-01, val/nll 9.423e-01
[2023-02-04 23:11:13] [Cycle   1/ 30][Epoch  32/ 50] trn/posterior_energy  1.384e+05, trn/neg_log_likelihood  3.533e+04, trn/neg_log_prior  1.031e+05, trn/lr  3.015e-08, trn/temperature  1.000e+00, val/acc 6.639e-01, val/nll 9.352e-01
[2023-02-04 23:11:17] [Cycle   1/ 30][Epoch  33/ 50] trn/posterior_energy  1.383e+05, trn/neg_log_likelihood  3.494e+04, trn/neg_log_prior  1.034e+05, trn/lr  2.731e-08, trn/temperature  1.000e+00, val/acc 6.695e-01, val/nll 9.257e-01
[2023-02-04 23:11:22] [Cycle   1/ 30][Epoch  34/ 50] trn/posterior_energy  1.382e+05, trn/neg_log_likelihood  3.452e+04, trn/neg_log_prior  1.036e+05, trn/lr  2.455e-08, trn/temperature  1.000e+00, val/acc 6.750e-01, val/nll 9.032e-01
[2023-02-04 23:11:26] [Cycle   1/ 30][Epoch  35/ 50] trn/posterior_energy  1.380e+05, trn/neg_log_likelihood  3.406e+04, trn/neg_log_prior  1.039e+05, trn/lr  2.190e-08, trn/temperature  1.000e+00, val/acc 6.778e-01, val/nll 9.061e-01
[2023-02-04 23:11:30] [Cycle   1/ 30][Epoch  36/ 50] trn/posterior_energy  1.381e+05, trn/neg_log_likelihood  3.401e+04, trn/neg_log_prior  1.041e+05, trn/lr  1.936e-08, trn/temperature  1.000e+00, val/acc 6.737e-01, val/nll 9.032e-01
[2023-02-04 23:11:34] [Cycle   1/ 30][Epoch  37/ 50] trn/posterior_energy  1.381e+05, trn/neg_log_likelihood  3.374e+04, trn/neg_log_prior  1.043e+05, trn/lr  1.694e-08, trn/temperature  1.000e+00, val/acc 6.742e-01, val/nll 9.049e-01
[2023-02-04 23:11:38] [Cycle   1/ 30][Epoch  38/ 50] trn/posterior_energy  1.380e+05, trn/neg_log_likelihood  3.346e+04, trn/neg_log_prior  1.045e+05, trn/lr  1.465e-08, trn/temperature  1.000e+00, val/acc 6.759e-01, val/nll 9.009e-01
[2023-02-04 23:11:43] [Cycle   1/ 30][Epoch  39/ 50] trn/posterior_energy  1.378e+05, trn/neg_log_likelihood  3.314e+04, trn/neg_log_prior  1.046e+05, trn/lr  1.250e-08, trn/temperature  1.000e+00, val/acc 6.801e-01, val/nll 8.899e-01
[2023-02-04 23:11:47] [Cycle   1/ 30][Epoch  40/ 50] trn/posterior_energy  1.376e+05, trn/neg_log_likelihood  3.286e+04, trn/neg_log_prior  1.048e+05, trn/lr  1.050e-08, trn/temperature  1.000e+00, val/acc 6.778e-01, val/nll 8.967e-01
[2023-02-04 23:11:51] [Cycle   1/ 30][Epoch  41/ 50] trn/posterior_energy  1.375e+05, trn/neg_log_likelihood  3.268e+04, trn/neg_log_prior  1.048e+05, trn/lr  8.654e-09, trn/temperature  1.000e+00, val/acc 6.820e-01, val/nll 8.862e-01
[2023-02-04 23:11:55] [Cycle   1/ 30][Epoch  42/ 50] trn/posterior_energy  1.374e+05, trn/neg_log_likelihood  3.250e+04, trn/neg_log_prior  1.049e+05, trn/lr  6.972e-09, trn/temperature  1.000e+00, val/acc 6.821e-01, val/nll 8.830e-01
[2023-02-04 23:12:00] [Cycle   1/ 30][Epoch  43/ 50] trn/posterior_energy  1.373e+05, trn/neg_log_likelihood  3.232e+04, trn/neg_log_prior  1.050e+05, trn/lr  5.458e-09, trn/temperature  1.000e+00, val/acc 6.862e-01, val/nll 8.774e-01
[2023-02-04 23:12:04] [Cycle   1/ 30][Epoch  44/ 50] trn/posterior_energy  1.372e+05, trn/neg_log_likelihood  3.215e+04, trn/neg_log_prior  1.050e+05, trn/lr  4.121e-09, trn/temperature  1.000e+00, val/acc 6.837e-01, val/nll 8.764e-01
[2023-02-04 23:12:08] [Cycle   1/ 30][Epoch  45/ 50] trn/posterior_energy  1.371e+05, trn/neg_log_likelihood  3.204e+04, trn/neg_log_prior  1.051e+05, trn/lr  2.965e-09, trn/temperature  1.000e+00, val/acc 6.860e-01, val/nll 8.774e-01
[2023-02-04 23:12:12] [Cycle   1/ 30][Epoch  46/ 50] trn/posterior_energy  1.370e+05, trn/neg_log_likelihood  3.192e+04, trn/neg_log_prior  1.051e+05, trn/lr  1.994e-09, trn/temperature  1.000e+00, val/acc 6.878e-01, val/nll 8.751e-01
[2023-02-04 23:12:16] [Cycle   1/ 30][Epoch  47/ 50] trn/posterior_energy  1.369e+05, trn/neg_log_likelihood  3.181e+04, trn/neg_log_prior  1.051e+05, trn/lr  1.213e-09, trn/temperature  1.000e+00, val/acc 6.886e-01, val/nll 8.734e-01
[2023-02-04 23:12:21] [Cycle   1/ 30][Epoch  48/ 50] trn/posterior_energy  1.369e+05, trn/neg_log_likelihood  3.177e+04, trn/neg_log_prior  1.051e+05, trn/lr  6.242e-10, trn/temperature  1.000e+00, val/acc 6.879e-01, val/nll 8.737e-01
