[2023-02-15 08:31:31] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 08:31:31] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.3
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0030_eps-1e-1_rho-0.3000_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 08:31:37] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 08:32:48] [Epoch     1/  200] trn/loss 4.754e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 4.148e-02, val/nll 4.271e+00 (best_acc: 0.000e+00 -> 4.148e-02, test_acc: 4.370e-02, test_nll: 4.262e+00)
[2023-02-15 08:32:57] [Epoch     2/  200] trn/loss 4.034e+00, trn/lr 3.000e+00, trn/scale 8.097e-01, val/acc 7.710e-02, val/nll 4.002e+00 (best_acc: 4.148e-02 -> 7.710e-02, test_acc: 7.810e-02, test_nll: 3.991e+00)
[2023-02-15 08:33:07] [Epoch     3/  200] trn/loss 3.844e+00, trn/lr 2.999e+00, trn/scale 7.052e-01, val/acc 9.027e-02, val/nll 3.908e+00 (best_acc: 7.710e-02 -> 9.027e-02, test_acc: 9.410e-02, test_nll: 3.889e+00)
[2023-02-15 08:33:16] [Epoch     4/  200] trn/loss 3.790e+00, trn/lr 2.998e+00, trn/scale 6.161e-01, val/acc 9.867e-02, val/nll 3.836e+00 (best_acc: 9.027e-02 -> 9.867e-02, test_acc: 1.039e-01, test_nll: 3.816e+00)
[2023-02-15 08:33:24] [Epoch     5/  200] trn/loss 3.730e+00, trn/lr 2.996e+00, trn/scale 5.403e-01, val/acc 9.535e-02, val/nll 3.976e+00
[2023-02-15 08:33:32] [Epoch     6/  200] trn/loss 3.695e+00, trn/lr 2.994e+00, trn/scale 4.756e-01, val/acc 8.451e-02, val/nll 4.116e+00
[2023-02-15 08:33:42] [Epoch     7/  200] trn/loss 3.613e+00, trn/lr 2.992e+00, trn/scale 4.205e-01, val/acc 1.037e-01, val/nll 3.872e+00 (best_acc: 9.867e-02 -> 1.037e-01, test_acc: 1.065e-01, test_nll: 3.832e+00)
[2023-02-15 08:33:50] [Epoch     8/  200] trn/loss 3.602e+00, trn/lr 2.990e+00, trn/scale 3.736e-01, val/acc 9.701e-02, val/nll 3.938e+00
[2023-02-15 08:33:58] [Epoch     9/  200] trn/loss 3.670e+00, trn/lr 2.987e+00, trn/scale 3.336e-01, val/acc 5.299e-02, val/nll 4.915e+00
[2023-02-15 08:34:06] [Epoch    10/  200] trn/loss 3.755e+00, trn/lr 2.983e+00, trn/scale 2.995e-01, val/acc 7.046e-02, val/nll 4.106e+00
[2023-02-15 08:34:15] [Epoch    11/  200] trn/loss 3.823e+00, trn/lr 2.980e+00, trn/scale 2.704e-01, val/acc 5.830e-02, val/nll 4.570e+00
[2023-02-15 08:34:23] [Epoch    12/  200] trn/loss 3.918e+00, trn/lr 2.976e+00, trn/scale 2.457e-01, val/acc 4.170e-02, val/nll 4.436e+00
[2023-02-15 08:34:31] [Epoch    13/  200] trn/loss 3.967e+00, trn/lr 2.971e+00, trn/scale 2.246e-01, val/acc 2.533e-02, val/nll 4.702e+00
[2023-02-15 08:34:39] [Epoch    14/  200] trn/loss 4.048e+00, trn/lr 2.966e+00, trn/scale 2.066e-01, val/acc 5.653e-02, val/nll 4.209e+00
[2023-02-15 08:34:47] [Epoch    15/  200] trn/loss 4.163e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 3.108e-02, val/nll 4.453e+00
[2023-02-15 08:34:56] [Epoch    16/  200] trn/loss 4.341e+00, trn/lr 2.956e+00, trn/scale 1.782e-01, val/acc 2.799e-02, val/nll 4.467e+00
[2023-02-15 08:35:04] [Epoch    17/  200] trn/loss 4.372e+00, trn/lr 2.950e+00, trn/scale 1.671e-01, val/acc 1.294e-02, val/nll 4.656e+00
[2023-02-15 08:35:12] [Epoch    18/  200] trn/loss 4.596e+00, trn/lr 2.944e+00, trn/scale 1.576e-01, val/acc 1.007e-02, val/nll 4.623e+00
[2023-02-15 08:35:20] [Epoch    19/  200] trn/loss 4.574e+00, trn/lr 2.937e+00, trn/scale 1.495e-01, val/acc 1.958e-02, val/nll 4.570e+00
[2023-02-15 08:35:29] [Epoch    20/  200] trn/loss 4.456e+00, trn/lr 2.930e+00, trn/scale 1.427e-01, val/acc 1.582e-02, val/nll 4.549e+00
[2023-02-15 08:35:37] [Epoch    21/  200] trn/loss 4.495e+00, trn/lr 2.923e+00, trn/scale 1.368e-01, val/acc 8.407e-03, val/nll 4.625e+00
[2023-02-15 08:35:45] [Epoch    22/  200] trn/loss 4.478e+00, trn/lr 2.915e+00, trn/scale 1.318e-01, val/acc 1.040e-02, val/nll 4.623e+00
