[2023-02-15 01:16:16] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 01:16:16] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.9
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.1
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.900_b2-0.999_wd-0.0030_eps-1e-1_rho-0.1000_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 01:16:22] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 01:17:32] [Epoch     1/  200] trn/loss 4.223e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 1.041e-01, val/nll 3.858e+00 (best_acc: 0.000e+00 -> 1.041e-01, test_acc: 1.102e-01, test_nll: 3.844e+00)
[2023-02-15 01:17:42] [Epoch     2/  200] trn/loss 3.607e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 1.345e-01, val/nll 3.604e+00 (best_acc: 1.041e-01 -> 1.345e-01, test_acc: 1.428e-01, test_nll: 3.582e+00)
[2023-02-15 01:17:51] [Epoch     3/  200] trn/loss 3.273e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 1.573e-01, val/nll 3.505e+00 (best_acc: 1.345e-01 -> 1.573e-01, test_acc: 1.628e-01, test_nll: 3.473e+00)
[2023-02-15 01:17:59] [Epoch     4/  200] trn/loss 3.120e+00, trn/lr 2.998e+00, trn/scale 6.162e-01, val/acc 1.529e-01, val/nll 3.610e+00
[2023-02-15 01:18:09] [Epoch     5/  200] trn/loss 3.064e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 1.621e-01, val/nll 3.538e+00 (best_acc: 1.573e-01 -> 1.621e-01, test_acc: 1.605e-01, test_nll: 3.525e+00)
[2023-02-15 01:18:17] [Epoch     6/  200] trn/loss 3.065e+00, trn/lr 2.994e+00, trn/scale 4.757e-01, val/acc 1.125e-01, val/nll 4.810e+00
[2023-02-15 01:18:25] [Epoch     7/  200] trn/loss 3.143e+00, trn/lr 2.992e+00, trn/scale 4.206e-01, val/acc 1.129e-01, val/nll 3.918e+00
[2023-02-15 01:18:33] [Epoch     8/  200] trn/loss 3.269e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 8.739e-02, val/nll 4.496e+00
[2023-02-15 01:18:42] [Epoch     9/  200] trn/loss 3.403e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 5.354e-02, val/nll 4.934e+00
[2023-02-15 01:18:50] [Epoch    10/  200] trn/loss 3.642e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 3.695e-02, val/nll 4.819e+00
[2023-02-15 01:18:58] [Epoch    11/  200] trn/loss 3.941e+00, trn/lr 2.980e+00, trn/scale 2.705e-01, val/acc 1.405e-02, val/nll 1.798e+01
[2023-02-15 01:19:06] [Epoch    12/  200] trn/loss 4.084e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 9.624e-03, val/nll 2.478e+01
[2023-02-15 01:19:15] [Epoch    13/  200] trn/loss 4.306e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 1.748e-02, val/nll 4.529e+00
[2023-02-15 01:19:23] [Epoch    14/  200] trn/loss 4.442e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 2.743e-02, val/nll 4.478e+00
[2023-02-15 01:19:31] [Epoch    15/  200] trn/loss 4.436e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 1.327e-02, val/nll 4.829e+00
[2023-02-15 01:19:39] [Epoch    16/  200] trn/loss 4.468e+00, trn/lr 2.956e+00, trn/scale 1.783e-01, val/acc 1.350e-02, val/nll 4.697e+00
[2023-02-15 01:19:48] [Epoch    17/  200] trn/loss 4.493e+00, trn/lr 2.950e+00, trn/scale 1.671e-01, val/acc 9.513e-03, val/nll 4.630e+00
[2023-02-15 01:19:56] [Epoch    18/  200] trn/loss 4.550e+00, trn/lr 2.944e+00, trn/scale 1.576e-01, val/acc 1.095e-02, val/nll 4.630e+00
[2023-02-15 01:20:04] [Epoch    19/  200] trn/loss 4.545e+00, trn/lr 2.937e+00, trn/scale 1.496e-01, val/acc 1.383e-02, val/nll 4.625e+00
[2023-02-15 01:20:12] [Epoch    20/  200] trn/loss 4.571e+00, trn/lr 2.930e+00, trn/scale 1.427e-01, val/acc 1.128e-02, val/nll 2.668e+01
