[2023-02-05 06:57:11] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 06:57:11] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.90_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 06:57:18] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 06:58:01] [Epoch     1/  500] trn/posterior_energy -3.833e+05, trn/neg_log_likelihood  8.532e+04, trn/neg_log_prior -4.686e+05, trn/lr  1.000e-06, val/acc 3.357e-01, val/nll 1.795e+00 (best_acc: 0.000e+00 -> 3.357e-01, test_acc: 3.400e-01, test_nll: 1.784e+00)
[2023-02-05 06:58:15] [Epoch     2/  500] trn/posterior_energy -4.031e+05, trn/neg_log_likelihood  6.631e+04, trn/neg_log_prior -4.695e+05, trn/lr  1.000e-06, val/acc 4.675e-01, val/nll 1.423e+00 (best_acc: 3.357e-01 -> 4.675e-01, test_acc: 4.708e-01, test_nll: 1.423e+00)
[2023-02-05 06:58:29] [Epoch     3/  500] trn/posterior_energy -4.134e+05, trn/neg_log_likelihood  5.675e+04, trn/neg_log_prior -4.702e+05, trn/lr  9.999e-07, val/acc 5.287e-01, val/nll 1.285e+00 (best_acc: 4.675e-01 -> 5.287e-01, test_acc: 5.337e-01, test_nll: 1.286e+00)
[2023-02-05 06:58:43] [Epoch     4/  500] trn/posterior_energy -4.219e+05, trn/neg_log_likelihood  4.885e+04, trn/neg_log_prior -4.708e+05, trn/lr  9.999e-07, val/acc 5.998e-01, val/nll 1.078e+00 (best_acc: 5.287e-01 -> 5.998e-01, test_acc: 5.945e-01, test_nll: 1.099e+00)
[2023-02-05 06:58:58] [Epoch     5/  500] trn/posterior_energy -4.284e+05, trn/neg_log_likelihood  4.293e+04, trn/neg_log_prior -4.713e+05, trn/lr  9.998e-07, val/acc 6.441e-01, val/nll 9.791e-01 (best_acc: 5.998e-01 -> 6.441e-01, test_acc: 6.350e-01, test_nll: 1.003e+00)
[2023-02-05 06:59:12] [Epoch     6/  500] trn/posterior_energy -4.346e+05, trn/neg_log_likelihood  3.726e+04, trn/neg_log_prior -4.718e+05, trn/lr  9.997e-07, val/acc 6.748e-01, val/nll 9.264e-01 (best_acc: 6.441e-01 -> 6.748e-01, test_acc: 6.676e-01, test_nll: 9.539e-01)
[2023-02-05 06:59:26] [Epoch     7/  500] trn/posterior_energy -4.392e+05, trn/neg_log_likelihood  3.312e+04, trn/neg_log_prior -4.723e+05, trn/lr  9.996e-07, val/acc 7.148e-01, val/nll 8.078e-01 (best_acc: 6.748e-01 -> 7.148e-01, test_acc: 7.055e-01, test_nll: 8.351e-01)
[2023-02-05 06:59:39] [Epoch     8/  500] trn/posterior_energy -4.442e+05, trn/neg_log_likelihood  2.852e+04, trn/neg_log_prior -4.727e+05, trn/lr  9.994e-07, val/acc 7.121e-01, val/nll 8.134e-01
[2023-02-05 06:59:53] [Epoch     9/  500] trn/posterior_energy -4.478e+05, trn/neg_log_likelihood  2.522e+04, trn/neg_log_prior -4.731e+05, trn/lr  9.993e-07, val/acc 7.434e-01, val/nll 7.395e-01 (best_acc: 7.148e-01 -> 7.434e-01, test_acc: 7.398e-01, test_nll: 7.598e-01)
[2023-02-05 07:00:07] [Epoch    10/  500] trn/posterior_energy -4.515e+05, trn/neg_log_likelihood  2.187e+04, trn/neg_log_prior -4.734e+05, trn/lr  9.991e-07, val/acc 7.855e-01, val/nll 6.250e-01 (best_acc: 7.434e-01 -> 7.855e-01, test_acc: 7.828e-01, test_nll: 6.421e-01)
[2023-02-05 07:00:19] [Epoch    11/  500] trn/posterior_energy -4.545e+05, trn/neg_log_likelihood  1.910e+04, trn/neg_log_prior -4.736e+05, trn/lr  9.989e-07, val/acc 7.808e-01, val/nll 6.555e-01
