[2023-02-14 18:00:27] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-14 18:00:27] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.7
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.03
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.700_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0300_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-14 18:00:33] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-14 18:01:43] [Epoch     1/  200] trn/loss 4.142e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 1.228e-01, val/nll 3.826e+00 (best_acc: 0.000e+00 -> 1.228e-01, test_acc: 1.243e-01, test_nll: 3.785e+00)
[2023-02-14 18:01:52] [Epoch     2/  200] trn/loss 3.478e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 1.436e-01, val/nll 3.784e+00 (best_acc: 1.228e-01 -> 1.436e-01, test_acc: 1.503e-01, test_nll: 3.763e+00)
[2023-02-14 18:02:02] [Epoch     3/  200] trn/loss 3.145e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 1.863e-01, val/nll 3.368e+00 (best_acc: 1.436e-01 -> 1.863e-01, test_acc: 1.855e-01, test_nll: 3.323e+00)
[2023-02-14 18:02:10] [Epoch     4/  200] trn/loss 3.012e+00, trn/lr 2.998e+00, trn/scale 6.163e-01, val/acc 9.867e-02, val/nll 4.706e+00
[2023-02-14 18:02:18] [Epoch     5/  200] trn/loss 3.018e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 7.002e-02, val/nll 6.248e+00
[2023-02-14 18:02:26] [Epoch     6/  200] trn/loss 3.117e+00, trn/lr 2.994e+00, trn/scale 4.758e-01, val/acc 1.088e-01, val/nll 4.059e+00
[2023-02-14 18:02:34] [Epoch     7/  200] trn/loss 3.335e+00, trn/lr 2.992e+00, trn/scale 4.207e-01, val/acc 2.035e-02, val/nll 6.824e+00
[2023-02-14 18:02:43] [Epoch     8/  200] trn/loss 3.446e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 5.708e-02, val/nll 4.716e+00
[2023-02-14 18:02:51] [Epoch     9/  200] trn/loss 3.873e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 3.119e-02, val/nll 4.637e+00
[2023-02-14 18:02:59] [Epoch    10/  200] trn/loss 4.150e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 1.626e-02, val/nll 4.932e+00
[2023-02-14 18:03:07] [Epoch    11/  200] trn/loss 4.330e+00, trn/lr 2.980e+00, trn/scale 2.705e-01, val/acc 2.201e-02, val/nll 4.524e+00
[2023-02-14 18:03:15] [Epoch    12/  200] trn/loss 4.385e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 9.735e-03, val/nll 4.669e+00
[2023-02-14 18:03:24] [Epoch    13/  200] trn/loss 4.483e+00, trn/lr 2.971e+00, trn/scale 2.246e-01, val/acc 1.759e-02, val/nll 4.544e+00
[2023-02-14 18:03:32] [Epoch    14/  200] trn/loss 4.548e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 9.624e-03, val/nll 4.994e+00
[2023-02-14 18:03:40] [Epoch    15/  200] trn/loss 4.544e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 1.018e-02, val/nll 4.619e+00
[2023-02-14 18:03:48] [Epoch    16/  200] trn/loss 4.556e+00, trn/lr 2.956e+00, trn/scale 1.783e-01, val/acc 9.624e-03, val/nll 4.620e+00
[2023-02-14 18:03:56] [Epoch    17/  200] trn/loss 4.563e+00, trn/lr 2.950e+00, trn/scale 1.671e-01, val/acc 6.527e-03, val/nll 5.071e+00
[2023-02-14 18:04:05] [Epoch    18/  200] trn/loss 4.532e+00, trn/lr 2.944e+00, trn/scale 1.576e-01, val/acc 1.128e-02, val/nll 5.911e+00
[2023-02-14 18:04:13] [Epoch    19/  200] trn/loss 4.585e+00, trn/lr 2.937e+00, trn/scale 1.496e-01, val/acc 8.407e-03, val/nll 3.917e+01
[2023-02-14 18:04:21] [Epoch    20/  200] trn/loss 4.589e+00, trn/lr 2.930e+00, trn/scale 1.427e-01, val/acc 1.018e-02, val/nll 4.622e+00
