[2023-02-05 05:17:20] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 05:17:20] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.90_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 05:17:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 05:18:10] [Epoch     1/  500] trn/posterior_energy -1.881e+06, trn/neg_log_likelihood  9.143e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-06, val/acc 2.938e-01, val/nll 1.842e+00 (best_acc: 0.000e+00 -> 2.938e-01, test_acc: 2.923e-01, test_nll: 1.853e+00)
[2023-02-05 05:18:24] [Epoch     2/  500] trn/posterior_energy -1.905e+06, trn/neg_log_likelihood  6.752e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-06, val/acc 4.477e-01, val/nll 1.499e+00 (best_acc: 2.938e-01 -> 4.477e-01, test_acc: 4.536e-01, test_nll: 1.505e+00)
[2023-02-05 05:18:38] [Epoch     3/  500] trn/posterior_energy -1.916e+06, trn/neg_log_likelihood  5.715e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-06, val/acc 5.426e-01, val/nll 1.236e+00 (best_acc: 4.477e-01 -> 5.426e-01, test_acc: 5.452e-01, test_nll: 1.245e+00)
[2023-02-05 05:18:52] [Epoch     4/  500] trn/posterior_energy -1.926e+06, trn/neg_log_likelihood  4.676e+04, trn/neg_log_prior -1.973e+06, trn/lr  3.000e-06, val/acc 6.059e-01, val/nll 1.074e+00 (best_acc: 5.426e-01 -> 6.059e-01, test_acc: 6.023e-01, test_nll: 1.092e+00)
[2023-02-05 05:19:06] [Epoch     5/  500] trn/posterior_energy -1.935e+06, trn/neg_log_likelihood  3.757e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-06, val/acc 6.727e-01, val/nll 9.123e-01 (best_acc: 6.059e-01 -> 6.727e-01, test_acc: 6.690e-01, test_nll: 9.297e-01)
[2023-02-05 05:19:20] [Epoch     6/  500] trn/posterior_energy -1.942e+06, trn/neg_log_likelihood  3.093e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-06, val/acc 7.407e-01, val/nll 7.494e-01 (best_acc: 6.727e-01 -> 7.407e-01, test_acc: 7.340e-01, test_nll: 7.628e-01)
[2023-02-05 05:19:34] [Epoch     7/  500] trn/posterior_energy -1.946e+06, trn/neg_log_likelihood  2.644e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-06, val/acc 7.580e-01, val/nll 7.092e-01 (best_acc: 7.407e-01 -> 7.580e-01, test_acc: 7.510e-01, test_nll: 7.358e-01)
[2023-02-05 05:19:48] [Epoch     8/  500] trn/posterior_energy -1.951e+06, trn/neg_log_likelihood  2.219e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-06, val/acc 7.665e-01, val/nll 6.688e-01 (best_acc: 7.580e-01 -> 7.665e-01, test_acc: 7.635e-01, test_nll: 6.769e-01)
[2023-02-05 05:20:00] [Epoch     9/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.935e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-06, val/acc 7.592e-01, val/nll 7.101e-01
[2023-02-05 05:20:14] [Epoch    10/  500] trn/posterior_energy -1.956e+06, trn/neg_log_likelihood  1.661e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-06, val/acc 7.775e-01, val/nll 6.488e-01 (best_acc: 7.665e-01 -> 7.775e-01, test_acc: 7.706e-01, test_nll: 6.669e-01)
[2023-02-05 05:20:26] [Epoch    11/  500] trn/posterior_energy -1.959e+06, trn/neg_log_likelihood  1.325e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-06, val/acc 7.684e-01, val/nll 7.126e-01
