[2023-02-05 05:11:37] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 05:11:37] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 05:11:52] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 05:12:33] [Epoch     1/  500] trn/posterior_energy -1.895e+06, trn/neg_log_likelihood  7.721e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 4.015e-01, val/nll 1.644e+00 (best_acc: 0.000e+00 -> 4.015e-01, test_acc: 3.987e-01, test_nll: 1.641e+00)
[2023-02-05 05:12:46] [Epoch     2/  500] trn/posterior_energy -1.912e+06, trn/neg_log_likelihood  6.000e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 4.983e-01, val/nll 1.385e+00 (best_acc: 4.015e-01 -> 4.983e-01, test_acc: 4.939e-01, test_nll: 1.385e+00)
[2023-02-05 05:12:59] [Epoch     3/  500] trn/posterior_energy -1.920e+06, trn/neg_log_likelihood  5.222e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 5.673e-01, val/nll 1.185e+00 (best_acc: 4.983e-01 -> 5.673e-01, test_acc: 5.650e-01, test_nll: 1.187e+00)
[2023-02-05 05:13:12] [Epoch     4/  500] trn/posterior_energy -1.927e+06, trn/neg_log_likelihood  4.505e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 5.990e-01, val/nll 1.088e+00 (best_acc: 5.673e-01 -> 5.990e-01, test_acc: 5.961e-01, test_nll: 1.103e+00)
[2023-02-05 05:13:24] [Epoch     5/  500] trn/posterior_energy -1.933e+06, trn/neg_log_likelihood  3.998e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 6.369e-01, val/nll 1.007e+00 (best_acc: 5.990e-01 -> 6.369e-01, test_acc: 6.311e-01, test_nll: 1.023e+00)
[2023-02-05 05:13:37] [Epoch     6/  500] trn/posterior_energy -1.937e+06, trn/neg_log_likelihood  3.565e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 6.846e-01, val/nll 8.828e-01 (best_acc: 6.369e-01 -> 6.846e-01, test_acc: 6.735e-01, test_nll: 9.038e-01)
[2023-02-05 05:13:48] [Epoch     7/  500] trn/posterior_energy -1.941e+06, trn/neg_log_likelihood  3.198e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-07, val/acc 6.725e-01, val/nll 9.573e-01
[2023-02-05 05:14:01] [Epoch     8/  500] trn/posterior_energy -1.945e+06, trn/neg_log_likelihood  2.779e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-07, val/acc 7.157e-01, val/nll 8.232e-01 (best_acc: 6.846e-01 -> 7.157e-01, test_acc: 7.132e-01, test_nll: 8.239e-01)
[2023-02-05 05:14:13] [Epoch     9/  500] trn/posterior_energy -1.948e+06, trn/neg_log_likelihood  2.460e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-07, val/acc 7.428e-01, val/nll 7.487e-01 (best_acc: 7.157e-01 -> 7.428e-01, test_acc: 7.434e-01, test_nll: 7.545e-01)
[2023-02-05 05:14:26] [Epoch    10/  500] trn/posterior_energy -1.950e+06, trn/neg_log_likelihood  2.212e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.997e-07, val/acc 7.434e-01, val/nll 7.424e-01 (best_acc: 7.428e-01 -> 7.434e-01, test_acc: 7.378e-01, test_nll: 7.496e-01)
[2023-02-05 05:14:38] [Epoch    11/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.924e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.997e-07, val/acc 7.582e-01, val/nll 7.076e-01 (best_acc: 7.434e-01 -> 7.582e-01, test_acc: 7.585e-01, test_nll: 7.149e-01)
