[2023-02-15 09:28:58] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 09:28:58] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.03
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0300_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 09:29:03] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 09:30:13] [Epoch     1/  200] trn/loss 4.268e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 1.146e-01, val/nll 3.824e+00 (best_acc: 0.000e+00 -> 1.146e-01, test_acc: 1.160e-01, test_nll: 3.799e+00)
[2023-02-15 09:30:22] [Epoch     2/  200] trn/loss 3.609e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 1.083e-01, val/nll 4.109e+00
[2023-02-15 09:30:31] [Epoch     3/  200] trn/loss 3.317e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 1.325e-01, val/nll 3.671e+00 (best_acc: 1.146e-01 -> 1.325e-01, test_acc: 1.356e-01, test_nll: 3.641e+00)
[2023-02-15 09:30:39] [Epoch     4/  200] trn/loss 3.132e+00, trn/lr 2.998e+00, trn/scale 6.162e-01, val/acc 1.311e-01, val/nll 4.223e+00
[2023-02-15 09:30:47] [Epoch     5/  200] trn/loss 3.123e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 1.270e-01, val/nll 3.843e+00
[2023-02-15 09:30:56] [Epoch     6/  200] trn/loss 3.100e+00, trn/lr 2.994e+00, trn/scale 4.757e-01, val/acc 1.279e-01, val/nll 3.966e+00
[2023-02-15 09:31:04] [Epoch     7/  200] trn/loss 3.126e+00, trn/lr 2.992e+00, trn/scale 4.207e-01, val/acc 1.115e-01, val/nll 4.011e+00
[2023-02-15 09:31:12] [Epoch     8/  200] trn/loss 3.214e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 4.690e-02, val/nll 5.863e+00
[2023-02-15 09:31:20] [Epoch     9/  200] trn/loss 3.345e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 3.750e-02, val/nll 5.630e+00
[2023-02-15 09:31:29] [Epoch    10/  200] trn/loss 3.467e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 7.765e-02, val/nll 4.353e+00
[2023-02-15 09:31:37] [Epoch    11/  200] trn/loss 3.594e+00, trn/lr 2.980e+00, trn/scale 2.706e-01, val/acc 2.113e-02, val/nll 9.751e+00
[2023-02-15 09:31:45] [Epoch    12/  200] trn/loss 3.768e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 4.425e-02, val/nll 4.705e+00
[2023-02-15 09:31:53] [Epoch    13/  200] trn/loss 3.893e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 2.577e-02, val/nll 6.008e+00
[2023-02-15 09:32:02] [Epoch    14/  200] trn/loss 4.007e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 3.042e-02, val/nll 4.646e+00
