[2023-02-04 22:35:24] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 22:35:24] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.70_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 22:35:30] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 22:36:13] [Epoch     1/  500] trn/posterior_energy  1.134e+06, trn/neg_log_likelihood  8.793e+04, trn/neg_log_prior  1.046e+06, trn/lr  3.000e-06, val/acc 3.070e-01, val/nll 1.819e+00 (best_acc: 0.000e+00 -> 3.070e-01, test_acc: 3.152e-01, test_nll: 1.812e+00)
[2023-02-04 22:36:27] [Epoch     2/  500] trn/posterior_energy  1.110e+06, trn/neg_log_likelihood  6.826e+04, trn/neg_log_prior  1.042e+06, trn/lr  3.000e-06, val/acc 4.202e-01, val/nll 1.577e+00 (best_acc: 3.070e-01 -> 4.202e-01, test_acc: 4.223e-01, test_nll: 1.568e+00)
[2023-02-04 22:36:41] [Epoch     3/  500] trn/posterior_energy  1.097e+06, trn/neg_log_likelihood  5.766e+04, trn/neg_log_prior  1.039e+06, trn/lr  3.000e-06, val/acc 4.787e-01, val/nll 1.418e+00 (best_acc: 4.202e-01 -> 4.787e-01, test_acc: 4.715e-01, test_nll: 1.414e+00)
[2023-02-04 22:36:55] [Epoch     4/  500] trn/posterior_energy  1.087e+06, trn/neg_log_likelihood  5.088e+04, trn/neg_log_prior  1.036e+06, trn/lr  3.000e-06, val/acc 5.567e-01, val/nll 1.216e+00 (best_acc: 4.787e-01 -> 5.567e-01, test_acc: 5.513e-01, test_nll: 1.232e+00)
[2023-02-04 22:37:09] [Epoch     5/  500] trn/posterior_energy  1.078e+06, trn/neg_log_likelihood  4.451e+04, trn/neg_log_prior  1.034e+06, trn/lr  2.999e-06, val/acc 6.033e-01, val/nll 1.129e+00 (best_acc: 5.567e-01 -> 6.033e-01, test_acc: 6.002e-01, test_nll: 1.140e+00)
[2023-02-04 22:37:23] [Epoch     6/  500] trn/posterior_energy  1.071e+06, trn/neg_log_likelihood  3.934e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.999e-06, val/acc 6.863e-01, val/nll 8.850e-01 (best_acc: 6.033e-01 -> 6.863e-01, test_acc: 6.829e-01, test_nll: 8.996e-01)
[2023-02-04 22:37:35] [Epoch     7/  500] trn/posterior_energy  1.063e+06, trn/neg_log_likelihood  3.361e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.999e-06, val/acc 6.622e-01, val/nll 9.625e-01
[2023-02-04 22:37:49] [Epoch     8/  500] trn/posterior_energy  1.057e+06, trn/neg_log_likelihood  2.906e+04, trn/neg_log_prior  1.028e+06, trn/lr  2.998e-06, val/acc 7.365e-01, val/nll 7.653e-01 (best_acc: 6.863e-01 -> 7.365e-01, test_acc: 7.365e-01, test_nll: 7.668e-01)
[2023-02-04 22:38:01] [Epoch     9/  500] trn/posterior_energy  1.052e+06, trn/neg_log_likelihood  2.508e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.998e-06, val/acc 7.181e-01, val/nll 8.305e-01
[2023-02-04 22:38:15] [Epoch    10/  500] trn/posterior_energy  1.047e+06, trn/neg_log_likelihood  2.164e+04, trn/neg_log_prior  1.026e+06, trn/lr  2.997e-06, val/acc 7.646e-01, val/nll 7.090e-01 (best_acc: 7.365e-01 -> 7.646e-01, test_acc: 7.673e-01, test_nll: 7.138e-01)
[2023-02-04 22:38:29] [Epoch    11/  500] trn/posterior_energy  1.043e+06, trn/neg_log_likelihood  1.879e+04, trn/neg_log_prior  1.025e+06, trn/lr  2.997e-06, val/acc 7.792e-01, val/nll 6.485e-01 (best_acc: 7.646e-01 -> 7.792e-01, test_acc: 7.815e-01, test_nll: 6.518e-01)
