[2023-02-05 00:53:22] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 00:53:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000001_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 00:53:56] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  3.959e+05, trn/neg_log_likelihood  9.015e+04, trn/neg_log_prior  3.058e+05, trn/lr  9.997e-08, trn/temperature  1.000e+00, val/acc 3.168e-01, val/nll 1.897e+00
[2023-02-05 00:54:00] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.887e+05, trn/neg_log_likelihood  7.137e+04, trn/neg_log_prior  3.173e+05, trn/lr  9.977e-08, trn/temperature  1.000e+00, val/acc 3.790e-01, val/nll 1.656e+00
[2023-02-05 00:54:05] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.927e+05, trn/neg_log_likelihood  6.509e+04, trn/neg_log_prior  3.276e+05, trn/lr  9.938e-08, trn/temperature  1.000e+00, val/acc 4.041e-01, val/nll 1.659e+00
[2023-02-05 00:54:09] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.984e+05, trn/neg_log_likelihood  6.172e+04, trn/neg_log_prior  3.367e+05, trn/lr  9.879e-08, trn/temperature  1.000e+00, val/acc 4.344e-01, val/nll 1.575e+00
[2023-02-05 00:54:13] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  4.033e+05, trn/neg_log_likelihood  5.868e+04, trn/neg_log_prior  3.446e+05, trn/lr  9.801e-08, trn/temperature  1.000e+00, val/acc 4.838e-01, val/nll 1.380e+00
[2023-02-05 00:54:17] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  4.085e+05, trn/neg_log_likelihood  5.727e+04, trn/neg_log_prior  3.513e+05, trn/lr  9.704e-08, trn/temperature  1.000e+00, val/acc 4.987e-01, val/nll 1.356e+00
[2023-02-05 00:54:21] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  4.120e+05, trn/neg_log_likelihood  5.463e+04, trn/neg_log_prior  3.573e+05, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 5.260e-01, val/nll 1.286e+00
[2023-02-05 00:54:26] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  4.151e+05, trn/neg_log_likelihood  5.280e+04, trn/neg_log_prior  3.623e+05, trn/lr  9.454e-08, trn/temperature  1.000e+00, val/acc 5.180e-01, val/nll 1.312e+00
[2023-02-05 00:54:30] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  4.170e+05, trn/neg_log_likelihood  5.057e+04, trn/neg_log_prior  3.665e+05, trn/lr  9.303e-08, trn/temperature  1.000e+00, val/acc 5.704e-01, val/nll 1.195e+00
[2023-02-05 00:54:34] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  4.194e+05, trn/neg_log_likelihood  4.935e+04, trn/neg_log_prior  3.701e+05, trn/lr  9.135e-08, trn/temperature  1.000e+00, val/acc 5.239e-01, val/nll 1.291e+00
[2023-02-05 00:54:38] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  4.211e+05, trn/neg_log_likelihood  4.766e+04, trn/neg_log_prior  3.734e+05, trn/lr  8.950e-08, trn/temperature  1.000e+00, val/acc 5.695e-01, val/nll 1.185e+00
