[2023-02-05 09:38:34] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 09:38:34] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 10.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000010_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 09:39:11] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  1.658e+05, trn/neg_log_likelihood  8.425e+04, trn/neg_log_prior  8.155e+04, trn/lr  9.997e-07, trn/temperature  1.000e+00, val/acc 3.030e-01, val/nll 1.832e+00
[2023-02-05 09:39:15] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  1.620e+05, trn/neg_log_likelihood  6.830e+04, trn/neg_log_prior  9.372e+04, trn/lr  9.977e-07, trn/temperature  1.000e+00, val/acc 4.296e-01, val/nll 1.537e+00
[2023-02-05 09:39:19] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  1.671e+05, trn/neg_log_likelihood  6.233e+04, trn/neg_log_prior  1.048e+05, trn/lr  9.938e-07, trn/temperature  1.000e+00, val/acc 4.435e-01, val/nll 1.476e+00
[2023-02-05 09:39:24] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  1.732e+05, trn/neg_log_likelihood  5.839e+04, trn/neg_log_prior  1.148e+05, trn/lr  9.879e-07, trn/temperature  1.000e+00, val/acc 4.863e-01, val/nll 1.407e+00
[2023-02-05 09:39:28] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  1.797e+05, trn/neg_log_likelihood  5.599e+04, trn/neg_log_prior  1.237e+05, trn/lr  9.801e-07, trn/temperature  1.000e+00, val/acc 5.017e-01, val/nll 1.353e+00
[2023-02-05 09:39:32] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  1.859e+05, trn/neg_log_likelihood  5.422e+04, trn/neg_log_prior  1.317e+05, trn/lr  9.704e-07, trn/temperature  1.000e+00, val/acc 5.288e-01, val/nll 1.287e+00
[2023-02-05 09:39:36] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  1.908e+05, trn/neg_log_likelihood  5.171e+04, trn/neg_log_prior  1.390e+05, trn/lr  9.588e-07, trn/temperature  1.000e+00, val/acc 5.190e-01, val/nll 1.328e+00
[2023-02-05 09:39:41] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  1.948e+05, trn/neg_log_likelihood  4.954e+04, trn/neg_log_prior  1.453e+05, trn/lr  9.454e-07, trn/temperature  1.000e+00, val/acc 5.624e-01, val/nll 1.171e+00
[2023-02-05 09:39:45] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  1.987e+05, trn/neg_log_likelihood  4.781e+04, trn/neg_log_prior  1.508e+05, trn/lr  9.303e-07, trn/temperature  1.000e+00, val/acc 5.777e-01, val/nll 1.151e+00
[2023-02-05 09:39:49] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  2.017e+05, trn/neg_log_likelihood  4.593e+04, trn/neg_log_prior  1.558e+05, trn/lr  9.135e-07, trn/temperature  1.000e+00, val/acc 6.064e-01, val/nll 1.075e+00
[2023-02-05 09:39:53] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  2.043e+05, trn/neg_log_likelihood  4.397e+04, trn/neg_log_prior  1.604e+05, trn/lr  8.950e-07, trn/temperature  1.000e+00, val/acc 6.167e-01, val/nll 1.045e+00
