[2023-02-05 10:23:08] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 10:23:08] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 10:23:14] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 10:23:57] [Epoch     1/  500] trn/posterior_energy  2.665e+06, trn/neg_log_likelihood  8.541e+04, trn/neg_log_prior  2.579e+06, trn/lr  1.000e-06, val/acc 3.240e-01, val/nll 1.786e+00 (best_acc: 0.000e+00 -> 3.240e-01, test_acc: 3.195e-01, test_nll: 1.781e+00)
[2023-02-05 10:24:11] [Epoch     2/  500] trn/posterior_energy  2.632e+06, trn/neg_log_likelihood  6.786e+04, trn/neg_log_prior  2.565e+06, trn/lr  1.000e-06, val/acc 4.460e-01, val/nll 1.503e+00 (best_acc: 3.240e-01 -> 4.460e-01, test_acc: 4.504e-01, test_nll: 1.497e+00)
[2023-02-05 10:24:26] [Epoch     3/  500] trn/posterior_energy  2.612e+06, trn/neg_log_likelihood  5.926e+04, trn/neg_log_prior  2.553e+06, trn/lr  9.999e-07, val/acc 5.088e-01, val/nll 1.319e+00 (best_acc: 4.460e-01 -> 5.088e-01, test_acc: 5.057e-01, test_nll: 1.321e+00)
[2023-02-05 10:24:40] [Epoch     4/  500] trn/posterior_energy  2.595e+06, trn/neg_log_likelihood  5.147e+04, trn/neg_log_prior  2.544e+06, trn/lr  9.999e-07, val/acc 5.608e-01, val/nll 1.196e+00 (best_acc: 5.088e-01 -> 5.608e-01, test_acc: 5.596e-01, test_nll: 1.205e+00)
[2023-02-05 10:24:53] [Epoch     5/  500] trn/posterior_energy  2.582e+06, trn/neg_log_likelihood  4.534e+04, trn/neg_log_prior  2.536e+06, trn/lr  9.998e-07, val/acc 6.163e-01, val/nll 1.046e+00 (best_acc: 5.608e-01 -> 6.163e-01, test_acc: 6.093e-01, test_nll: 1.064e+00)
[2023-02-05 10:25:07] [Epoch     6/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  3.980e+04, trn/neg_log_prior  2.531e+06, trn/lr  9.997e-07, val/acc 6.488e-01, val/nll 9.792e-01 (best_acc: 6.163e-01 -> 6.488e-01, test_acc: 6.523e-01, test_nll: 9.845e-01)
[2023-02-05 10:25:21] [Epoch     7/  500] trn/posterior_energy  2.561e+06, trn/neg_log_likelihood  3.508e+04, trn/neg_log_prior  2.526e+06, trn/lr  9.996e-07, val/acc 7.094e-01, val/nll 8.447e-01 (best_acc: 6.488e-01 -> 7.094e-01, test_acc: 6.995e-01, test_nll: 8.558e-01)
[2023-02-05 10:25:33] [Epoch     8/  500] trn/posterior_energy  2.553e+06, trn/neg_log_likelihood  3.021e+04, trn/neg_log_prior  2.523e+06, trn/lr  9.994e-07, val/acc 6.804e-01, val/nll 9.206e-01
[2023-02-05 10:25:47] [Epoch     9/  500] trn/posterior_energy  2.547e+06, trn/neg_log_likelihood  2.709e+04, trn/neg_log_prior  2.520e+06, trn/lr  9.993e-07, val/acc 7.402e-01, val/nll 7.621e-01 (best_acc: 7.094e-01 -> 7.402e-01, test_acc: 7.444e-01, test_nll: 7.575e-01)
[2023-02-05 10:26:01] [Epoch    10/  500] trn/posterior_energy  2.542e+06, trn/neg_log_likelihood  2.415e+04, trn/neg_log_prior  2.518e+06, trn/lr  9.991e-07, val/acc 7.739e-01, val/nll 6.543e-01 (best_acc: 7.402e-01 -> 7.739e-01, test_acc: 7.731e-01, test_nll: 6.586e-01)
[2023-02-05 10:26:15] [Epoch    11/  500] trn/posterior_energy  2.538e+06, trn/neg_log_likelihood  2.171e+04, trn/neg_log_prior  2.516e+06, trn/lr  9.989e-07, val/acc 7.774e-01, val/nll 6.367e-01 (best_acc: 7.739e-01 -> 7.774e-01, test_acc: 7.845e-01, test_nll: 6.331e-01)
