[2023-02-06 10:07:20] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 10:07:20] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 10:07:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 10:08:10] [Epoch     1/  500] trn/posterior_energy  5.853e+06, trn/neg_log_likelihood  8.394e+04, trn/neg_log_prior  5.770e+06, trn/lr  1.000e-07, val/acc 3.229e-01, val/nll 1.832e+00 (best_acc: 0.000e+00 -> 3.229e-01, test_acc: 3.305e-01, test_nll: 1.830e+00)
[2023-02-06 10:27:40] [Epoch    96/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.355e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.127e-08, val/acc 7.639e-01, val/nll 6.981e-01
[2023-02-06 10:27:52] [Epoch    97/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.371e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.109e-08, val/acc 7.832e-01, val/nll 6.578e-01
[2023-02-06 10:28:04] [Epoch    98/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.298e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.091e-08, val/acc 7.823e-01, val/nll 6.441e-01
[2023-02-06 10:28:16] [Epoch    99/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.291e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.073e-08, val/acc 7.689e-01, val/nll 6.956e-01
[2023-02-06 10:28:28] [Epoch   100/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.382e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.054e-08, val/acc 7.759e-01, val/nll 6.802e-01
[2023-02-06 10:28:40] [Epoch   101/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.352e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.036e-08, val/acc 7.773e-01, val/nll 6.645e-01
[2023-02-06 10:28:52] [Epoch   102/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.251e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.017e-08, val/acc 7.169e-01, val/nll 8.424e-01
[2023-02-06 10:29:04] [Epoch   103/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.367e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.998e-08, val/acc 7.712e-01, val/nll 6.858e-01
[2023-02-06 10:29:16] [Epoch   104/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.369e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.979e-08, val/acc 7.747e-01, val/nll 6.923e-01
[2023-02-06 10:29:28] [Epoch   105/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.283e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.960e-08, val/acc 7.867e-01, val/nll 6.424e-01
[2023-02-06 10:29:41] [Epoch   106/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.476e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.941e-08, val/acc 7.852e-01, val/nll 6.583e-01
[2023-02-06 10:29:53] [Epoch   107/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.380e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.922e-08, val/acc 7.582e-01, val/nll 7.331e-01
[2023-02-06 10:30:05] [Epoch   108/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.351e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.902e-08, val/acc 7.744e-01, val/nll 6.775e-01
[2023-02-06 10:30:17] [Epoch   109/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.223e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.882e-08, val/acc 7.707e-01, val/nll 6.897e-01
[2023-02-06 10:30:29] [Epoch   110/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.318e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.863e-08, val/acc 7.712e-01, val/nll 6.809e-01
[2023-02-06 10:30:41] [Epoch   111/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.260e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.843e-08, val/acc 7.735e-01, val/nll 6.898e-01
[2023-02-06 10:30:55] [Epoch   112/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.341e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.822e-08, val/acc 7.886e-01, val/nll 6.439e-01 (best_acc: 7.885e-01 -> 7.886e-01, test_acc: 7.909e-01, test_nll: 6.420e-01)
[2023-02-06 10:31:09] [Epoch   113/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.290e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.802e-08, val/acc 7.999e-01, val/nll 6.096e-01 (best_acc: 7.886e-01 -> 7.999e-01, test_acc: 8.023e-01, test_nll: 6.094e-01)
[2023-02-06 10:31:21] [Epoch   114/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.277e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.782e-08, val/acc 7.653e-01, val/nll 7.121e-01
[2023-02-06 10:31:33] [Epoch   115/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.378e+04, trn/neg_log_prior  5.512e+06, trn/lr  8.761e-08, val/acc 7.668e-01, val/nll 7.224e-01
[2023-02-06 10:31:45] [Epoch   116/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.273e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.740e-08, val/acc 7.863e-01, val/nll 6.437e-01
[2023-02-06 10:31:57] [Epoch   117/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.239e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.719e-08, val/acc 7.910e-01, val/nll 6.313e-01
[2023-02-06 10:32:09] [Epoch   118/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.217e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.698e-08, val/acc 7.925e-01, val/nll 6.260e-01
[2023-02-06 10:32:21] [Epoch   119/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.348e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.677e-08, val/acc 7.514e-01, val/nll 7.811e-01
[2023-02-06 10:32:33] [Epoch   120/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.310e+04, trn/neg_log_prior  5.512e+06, trn/lr  8.656e-08, val/acc 7.780e-01, val/nll 6.801e-01
[2023-02-06 10:32:45] [Epoch   121/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.186e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.634e-08, val/acc 7.800e-01, val/nll 6.795e-01
[2023-02-06 10:32:57] [Epoch   122/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.376e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.612e-08, val/acc 7.704e-01, val/nll 6.973e-01
[2023-02-06 10:33:09] [Epoch   123/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.305e+04, trn/neg_log_prior  5.512e+06, trn/lr  8.591e-08, val/acc 7.772e-01, val/nll 6.902e-01
[2023-02-06 10:33:22] [Epoch   124/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.211e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.569e-08, val/acc 7.939e-01, val/nll 6.102e-01
[2023-02-06 10:33:34] [Epoch   125/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.199e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.547e-08, val/acc 7.847e-01, val/nll 6.667e-01
[2023-02-06 10:33:46] [Epoch   126/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.250e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.524e-08, val/acc 7.900e-01, val/nll 6.342e-01
[2023-02-06 10:33:58] [Epoch   127/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.341e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.502e-08, val/acc 7.804e-01, val/nll 6.617e-01
[2023-02-06 10:34:10] [Epoch   128/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.328e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.480e-08, val/acc 7.737e-01, val/nll 6.953e-01
[2023-02-06 10:34:22] [Epoch   129/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.150e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.457e-08, val/acc 7.754e-01, val/nll 6.752e-01
[2023-02-06 10:34:34] [Epoch   130/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.185e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.434e-08, val/acc 7.595e-01, val/nll 7.171e-01
[2023-02-06 10:34:46] [Epoch   131/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.240e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.411e-08, val/acc 7.698e-01, val/nll 6.929e-01
[2023-02-06 10:34:58] [Epoch   132/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.251e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.388e-08, val/acc 7.767e-01, val/nll 6.550e-01
[2023-02-06 10:35:10] [Epoch   133/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.144e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.365e-08, val/acc 7.698e-01, val/nll 7.122e-01
[2023-02-06 10:35:22] [Epoch   134/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.244e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.342e-08, val/acc 7.566e-01, val/nll 7.453e-01
[2023-02-06 10:35:34] [Epoch   135/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.226e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.318e-08, val/acc 7.761e-01, val/nll 6.889e-01
[2023-02-06 10:35:46] [Epoch   136/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.130e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.295e-08, val/acc 7.850e-01, val/nll 6.509e-01
[2023-02-06 10:35:58] [Epoch   137/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.187e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.271e-08, val/acc 7.677e-01, val/nll 7.138e-01
[2023-02-06 10:36:10] [Epoch   138/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.202e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.247e-08, val/acc 7.862e-01, val/nll 6.566e-01
[2023-02-06 10:36:22] [Epoch   139/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.205e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.223e-08, val/acc 7.842e-01, val/nll 6.440e-01
[2023-02-06 10:36:34] [Epoch   140/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.202e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.199e-08, val/acc 7.929e-01, val/nll 6.271e-01
[2023-02-06 10:36:46] [Epoch   141/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.099e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.175e-08, val/acc 7.481e-01, val/nll 7.666e-01
[2023-02-06 10:36:58] [Epoch   142/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.171e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.151e-08, val/acc 7.862e-01, val/nll 6.488e-01
[2023-02-06 10:37:10] [Epoch   143/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.190e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.126e-08, val/acc 7.749e-01, val/nll 6.871e-01
[2023-02-06 10:37:22] [Epoch   144/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.158e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.102e-08, val/acc 7.991e-01, val/nll 6.140e-01
[2023-02-06 10:37:34] [Epoch   145/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.162e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.077e-08, val/acc 7.893e-01, val/nll 6.485e-01
[2023-02-06 10:37:48] [Epoch   146/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.156e+04, trn/neg_log_prior  5.510e+06, trn/lr  8.052e-08, val/acc 8.031e-01, val/nll 6.082e-01 (best_acc: 7.999e-01 -> 8.031e-01, test_acc: 7.981e-01, test_nll: 6.178e-01)
[2023-02-06 10:38:00] [Epoch   147/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.135e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.027e-08, val/acc 7.659e-01, val/nll 7.018e-01
[2023-02-06 10:38:12] [Epoch   148/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.161e+04, trn/neg_log_prior  5.511e+06, trn/lr  8.002e-08, val/acc 7.750e-01, val/nll 6.733e-01
[2023-02-06 10:38:24] [Epoch   149/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.078e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.977e-08, val/acc 7.595e-01, val/nll 7.362e-01
[2023-02-06 10:38:38] [Epoch   150/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.140e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.952e-08, val/acc 8.058e-01, val/nll 5.959e-01 (best_acc: 8.031e-01 -> 8.058e-01, test_acc: 8.026e-01, test_nll: 6.055e-01)
[2023-02-06 10:38:50] [Epoch   151/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.066e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.926e-08, val/acc 7.533e-01, val/nll 7.565e-01
[2023-02-06 10:39:02] [Epoch   152/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.028e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.901e-08, val/acc 7.812e-01, val/nll 6.611e-01
[2023-02-06 10:39:14] [Epoch   153/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.069e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.875e-08, val/acc 7.805e-01, val/nll 6.611e-01
[2023-02-06 10:39:26] [Epoch   154/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.159e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.849e-08, val/acc 7.789e-01, val/nll 6.841e-01
[2023-02-06 10:39:38] [Epoch   155/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.071e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.823e-08, val/acc 7.929e-01, val/nll 6.271e-01
[2023-02-06 10:39:51] [Epoch   156/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.073e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.797e-08, val/acc 7.512e-01, val/nll 7.687e-01
[2023-02-06 10:40:03] [Epoch   157/  500] trn/posterior_energy  5.532e+06, trn/neg_log_likelihood  2.177e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.771e-08, val/acc 7.765e-01, val/nll 6.956e-01
[2023-02-06 10:40:15] [Epoch   158/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.037e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.745e-08, val/acc 7.979e-01, val/nll 6.193e-01
[2023-02-06 10:40:27] [Epoch   159/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.058e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.719e-08, val/acc 8.018e-01, val/nll 6.054e-01
[2023-02-06 10:40:40] [Epoch   160/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.096e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.692e-08, val/acc 7.881e-01, val/nll 6.492e-01
[2023-02-06 10:40:52] [Epoch   161/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.184e+04, trn/neg_log_prior  5.511e+06, trn/lr  7.666e-08, val/acc 8.039e-01, val/nll 5.893e-01
[2023-02-06 10:41:04] [Epoch   162/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.005e+04, trn/neg_log_prior  5.511e+06, trn/lr  7.639e-08, val/acc 8.006e-01, val/nll 6.080e-01
[2023-02-06 10:41:16] [Epoch   163/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.968e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.613e-08, val/acc 7.695e-01, val/nll 7.054e-01
[2023-02-06 10:41:28] [Epoch   164/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.123e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.586e-08, val/acc 7.840e-01, val/nll 6.650e-01
[2023-02-06 10:41:40] [Epoch   165/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.014e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.559e-08, val/acc 7.919e-01, val/nll 6.136e-01
[2023-02-06 10:41:52] [Epoch   166/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.034e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.532e-08, val/acc 7.923e-01, val/nll 6.319e-01
[2023-02-06 10:42:04] [Epoch   167/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.992e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.505e-08, val/acc 7.780e-01, val/nll 6.708e-01
[2023-02-06 10:42:16] [Epoch   168/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.029e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.477e-08, val/acc 7.894e-01, val/nll 6.641e-01
[2023-02-06 10:42:28] [Epoch   169/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.979e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.450e-08, val/acc 7.975e-01, val/nll 6.084e-01
[2023-02-06 10:42:40] [Epoch   170/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  2.108e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.423e-08, val/acc 7.910e-01, val/nll 6.214e-01
[2023-02-06 10:42:52] [Epoch   171/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.001e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.395e-08, val/acc 7.654e-01, val/nll 6.976e-01
[2023-02-06 10:43:04] [Epoch   172/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.990e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.367e-08, val/acc 7.330e-01, val/nll 8.202e-01
[2023-02-06 10:43:16] [Epoch   173/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.004e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.340e-08, val/acc 8.050e-01, val/nll 5.977e-01
[2023-02-06 10:43:28] [Epoch   174/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.911e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.312e-08, val/acc 7.788e-01, val/nll 6.630e-01
[2023-02-06 10:43:40] [Epoch   175/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  2.039e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.284e-08, val/acc 7.712e-01, val/nll 7.044e-01
[2023-02-06 10:43:52] [Epoch   176/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.951e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.256e-08, val/acc 7.885e-01, val/nll 6.465e-01
[2023-02-06 10:44:04] [Epoch   177/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.892e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.228e-08, val/acc 8.028e-01, val/nll 6.019e-01
[2023-02-06 10:44:17] [Epoch   178/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.947e+04, trn/neg_log_prior  5.509e+06, trn/lr  7.200e-08, val/acc 7.950e-01, val/nll 6.295e-01
[2023-02-06 10:44:29] [Epoch   179/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.992e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.171e-08, val/acc 7.919e-01, val/nll 6.462e-01
[2023-02-06 10:44:41] [Epoch   180/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.949e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.143e-08, val/acc 7.792e-01, val/nll 6.789e-01
[2023-02-06 10:44:53] [Epoch   181/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.964e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.115e-08, val/acc 7.607e-01, val/nll 7.423e-01
[2023-02-06 10:45:05] [Epoch   182/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.903e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.086e-08, val/acc 7.914e-01, val/nll 6.404e-01
[2023-02-06 10:45:17] [Epoch   183/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.898e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.058e-08, val/acc 7.968e-01, val/nll 6.290e-01
[2023-02-06 10:45:29] [Epoch   184/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.929e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.029e-08, val/acc 7.951e-01, val/nll 6.509e-01
[2023-02-06 10:45:41] [Epoch   185/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.902e+04, trn/neg_log_prior  5.510e+06, trn/lr  7.000e-08, val/acc 7.809e-01, val/nll 6.759e-01
[2023-02-06 10:45:53] [Epoch   186/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.906e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.971e-08, val/acc 7.894e-01, val/nll 6.563e-01
[2023-02-06 10:46:05] [Epoch   187/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.883e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.942e-08, val/acc 8.024e-01, val/nll 5.988e-01
[2023-02-06 10:46:18] [Epoch   188/  500] trn/posterior_energy  5.528e+06, trn/neg_log_likelihood  1.795e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.913e-08, val/acc 8.006e-01, val/nll 6.216e-01
[2023-02-06 10:46:30] [Epoch   189/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.945e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.884e-08, val/acc 7.737e-01, val/nll 6.747e-01
[2023-02-06 10:46:41] [Epoch   190/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.881e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.855e-08, val/acc 7.821e-01, val/nll 6.762e-01
[2023-02-06 10:46:53] [Epoch   191/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.879e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.826e-08, val/acc 7.565e-01, val/nll 7.454e-01
[2023-02-06 10:47:05] [Epoch   192/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.939e+04, trn/neg_log_prior  5.511e+06, trn/lr  6.797e-08, val/acc 7.960e-01, val/nll 6.087e-01
[2023-02-06 10:47:17] [Epoch   193/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.823e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.767e-08, val/acc 8.011e-01, val/nll 6.038e-01
[2023-02-06 10:47:29] [Epoch   194/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.859e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.738e-08, val/acc 7.587e-01, val/nll 7.307e-01
[2023-02-06 10:47:41] [Epoch   195/  500] trn/posterior_energy  5.528e+06, trn/neg_log_likelihood  1.793e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.708e-08, val/acc 7.933e-01, val/nll 6.249e-01
[2023-02-06 10:47:53] [Epoch   196/  500] trn/posterior_energy  5.528e+06, trn/neg_log_likelihood  1.823e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.679e-08, val/acc 7.778e-01, val/nll 6.794e-01
[2023-02-06 10:48:04] [Epoch   197/  500] trn/posterior_energy  5.530e+06, trn/neg_log_likelihood  1.950e+04, trn/neg_log_prior  5.511e+06, trn/lr  6.649e-08, val/acc 7.763e-01, val/nll 6.975e-01
[2023-02-06 10:48:17] [Epoch   198/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.817e+04, trn/neg_log_prior  5.511e+06, trn/lr  6.620e-08, val/acc 8.003e-01, val/nll 6.113e-01
[2023-02-06 10:48:28] [Epoch   199/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  1.854e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.590e-08, val/acc 7.765e-01, val/nll 6.980e-01
[2023-02-06 10:48:40] [Epoch   200/  500] trn/posterior_energy  5.528e+06, trn/neg_log_likelihood  1.769e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.560e-08, val/acc 7.788e-01, val/nll 6.671e-01
[2023-02-06 10:48:52] [Epoch   201/  500] trn/posterior_energy  5.528e+06, trn/neg_log_likelihood  1.795e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.530e-08, val/acc 7.914e-01, val/nll 6.305e-01
[2023-02-06 10:49:04] [Epoch   202/  500] trn/posterior_energy  5.526e+06, trn/neg_log_likelihood  1.700e+04, trn/neg_log_prior  5.509e+06, trn/lr  6.500e-08, val/acc 7.736e-01, val/nll 6.990e-01
[2023-02-06 10:49:16] [Epoch   203/  500] trn/posterior_energy  5.527e+06, trn/neg_log_likelihood  1.774e+04, trn/neg_log_prior  5.510e+06, trn/lr  6.470e-08, val/acc 7.850e-01, val/nll 6.695e-01
