[2023-02-03 09:33:06] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 09:33:06] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000030_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 09:33:33] [Epoch     1/  500] trn/posterior_energy  3.690e+05, trn/neg_log_likelihood  8.967e+04, trn/neg_log_prior  2.793e+05, trn/lr  3.000e-06, val/acc 2.499e-01, val/nll 1.984e+00 (best_acc: 0.000e+00 -> 2.499e-01, test_acc: 2.543e-01, test_nll: 1.983e+00)
[2023-02-03 09:33:38] [Epoch     2/  500] trn/posterior_energy  3.413e+05, trn/neg_log_likelihood  8.273e+04, trn/neg_log_prior  2.586e+05, trn/lr  3.000e-06, val/acc 2.619e-01, val/nll 1.938e+00 (best_acc: 2.499e-01 -> 2.619e-01, test_acc: 2.742e-01, test_nll: 1.932e+00)
[2023-02-03 09:33:42] [Epoch     3/  500] trn/posterior_energy  3.444e+05, trn/neg_log_likelihood  8.149e+04, trn/neg_log_prior  2.629e+05, trn/lr  3.000e-06, val/acc 2.471e-01, val/nll 1.983e+00
[2023-02-03 09:33:46] [Epoch     4/  500] trn/posterior_energy  3.402e+05, trn/neg_log_likelihood  8.021e+04, trn/neg_log_prior  2.600e+05, trn/lr  3.000e-06, val/acc 2.791e-01, val/nll 1.949e+00 (best_acc: 2.619e-01 -> 2.791e-01, test_acc: 2.837e-01, test_nll: 1.947e+00)
[2023-02-03 09:33:50] [Epoch     5/  500] trn/posterior_energy  3.396e+05, trn/neg_log_likelihood  7.992e+04, trn/neg_log_prior  2.596e+05, trn/lr  2.999e-06, val/acc 2.813e-01, val/nll 1.902e+00 (best_acc: 2.791e-01 -> 2.813e-01, test_acc: 2.859e-01, test_nll: 1.888e+00)
[2023-02-03 09:33:54] [Epoch     6/  500] trn/posterior_energy  3.398e+05, trn/neg_log_likelihood  8.058e+04, trn/neg_log_prior  2.592e+05, trn/lr  2.999e-06, val/acc 2.320e-01, val/nll 1.980e+00
[2023-02-03 09:33:58] [Epoch     7/  500] trn/posterior_energy  3.392e+05, trn/neg_log_likelihood  8.019e+04, trn/neg_log_prior  2.590e+05, trn/lr  2.999e-06, val/acc 2.845e-01, val/nll 1.926e+00 (best_acc: 2.813e-01 -> 2.845e-01, test_acc: 2.877e-01, test_nll: 1.921e+00)
[2023-02-03 09:34:02] [Epoch     8/  500] trn/posterior_energy  3.416e+05, trn/neg_log_likelihood  8.030e+04, trn/neg_log_prior  2.613e+05, trn/lr  2.998e-06, val/acc 2.542e-01, val/nll 1.969e+00
[2023-02-03 09:34:06] [Epoch     9/  500] trn/posterior_energy  3.383e+05, trn/neg_log_likelihood  7.908e+04, trn/neg_log_prior  2.592e+05, trn/lr  2.998e-06, val/acc 2.655e-01, val/nll 1.986e+00
[2023-02-03 09:34:10] [Epoch    10/  500] trn/posterior_energy  3.399e+05, trn/neg_log_likelihood  8.027e+04, trn/neg_log_prior  2.597e+05, trn/lr  2.997e-06, val/acc 3.079e-01, val/nll 1.873e+00 (best_acc: 2.845e-01 -> 3.079e-01, test_acc: 3.143e-01, test_nll: 1.861e+00)
[2023-02-03 09:34:14] [Epoch    11/  500] trn/posterior_energy  3.420e+05, trn/neg_log_likelihood  8.042e+04, trn/neg_log_prior  2.616e+05, trn/lr  2.997e-06, val/acc 2.864e-01, val/nll 1.897e+00
[2023-02-03 09:34:18] [Epoch    12/  500] trn/posterior_energy  3.395e+05, trn/neg_log_likelihood  7.986e+04, trn/neg_log_prior  2.597e+05, trn/lr  2.996e-06, val/acc 2.402e-01, val/nll 2.003e+00
[2023-02-03 09:34:22] [Epoch    13/  500] trn/posterior_energy  3.397e+05, trn/neg_log_likelihood  8.018e+04, trn/neg_log_prior  2.595e+05, trn/lr  2.995e-06, val/acc 2.882e-01, val/nll 1.889e+00
[2023-02-03 09:34:27] [Epoch    14/  500] trn/posterior_energy  3.388e+05, trn/neg_log_likelihood  7.919e+04, trn/neg_log_prior  2.596e+05, trn/lr  2.995e-06, val/acc 2.377e-01, val/nll 2.019e+00
[2023-02-03 09:34:30] [Epoch    15/  500] trn/posterior_energy  3.401e+05, trn/neg_log_likelihood  8.041e+04, trn/neg_log_prior  2.597e+05, trn/lr  2.994e-06, val/acc 2.720e-01, val/nll 1.943e+00
[2023-02-03 09:34:34] [Epoch    16/  500] trn/posterior_energy  3.401e+05, trn/neg_log_likelihood  7.939e+04, trn/neg_log_prior  2.607e+05, trn/lr  2.993e-06, val/acc 2.700e-01, val/nll 1.929e+00
[2023-02-03 09:34:38] [Epoch    17/  500] trn/posterior_energy  3.392e+05, trn/neg_log_likelihood  7.970e+04, trn/neg_log_prior  2.595e+05, trn/lr  2.992e-06, val/acc 2.820e-01, val/nll 1.909e+00
[2023-02-03 09:34:42] [Epoch    18/  500] trn/posterior_energy  3.397e+05, trn/neg_log_likelihood  7.978e+04, trn/neg_log_prior  2.599e+05, trn/lr  2.991e-06, val/acc 2.509e-01, val/nll 1.992e+00
[2023-02-03 09:34:45] [Epoch    19/  500] trn/posterior_energy  3.393e+05, trn/neg_log_likelihood  7.949e+04, trn/neg_log_prior  2.598e+05, trn/lr  2.990e-06, val/acc 2.497e-01, val/nll 1.987e+00
[2023-02-03 09:34:50] [Epoch    20/  500] trn/posterior_energy  3.555e+05, trn/neg_log_likelihood  7.952e+04, trn/neg_log_prior  2.760e+05, trn/lr  2.989e-06, val/acc 2.546e-01, val/nll 1.960e+00
[2023-02-03 09:34:53] [Epoch    21/  500] trn/posterior_energy  3.702e+05, trn/neg_log_likelihood  7.939e+04, trn/neg_log_prior  2.908e+05, trn/lr  2.988e-06, val/acc 2.821e-01, val/nll 1.892e+00
[2023-02-03 09:34:57] [Epoch    22/  500] trn/posterior_energy  3.407e+05, trn/neg_log_likelihood  8.079e+04, trn/neg_log_prior  2.599e+05, trn/lr  2.986e-06, val/acc 2.983e-01, val/nll 1.881e+00
[2023-02-03 09:35:01] [Epoch    23/  500] trn/posterior_energy  3.403e+05, trn/neg_log_likelihood  8.063e+04, trn/neg_log_prior  2.597e+05, trn/lr  2.985e-06, val/acc 2.883e-01, val/nll 1.899e+00
[2023-02-03 09:35:05] [Epoch    24/  500] trn/posterior_energy  3.389e+05, trn/neg_log_likelihood  7.994e+04, trn/neg_log_prior  2.589e+05, trn/lr  2.984e-06, val/acc 2.863e-01, val/nll 1.930e+00
[2023-02-03 09:35:10] [Epoch    25/  500] trn/posterior_energy  3.428e+05, trn/neg_log_likelihood  8.012e+04, trn/neg_log_prior  2.627e+05, trn/lr  2.982e-06, val/acc 2.696e-01, val/nll 1.980e+00
[2023-02-03 09:35:14] [Epoch    26/  500] trn/posterior_energy  3.405e+05, trn/neg_log_likelihood  7.920e+04, trn/neg_log_prior  2.613e+05, trn/lr  2.981e-06, val/acc 2.708e-01, val/nll 1.994e+00
[2023-02-03 09:35:18] [Epoch    27/  500] trn/posterior_energy  3.393e+05, trn/neg_log_likelihood  7.991e+04, trn/neg_log_prior  2.594e+05, trn/lr  2.979e-06, val/acc 2.481e-01, val/nll 1.940e+00
[2023-02-03 09:35:22] [Epoch    28/  500] trn/posterior_energy  3.509e+05, trn/neg_log_likelihood  7.982e+04, trn/neg_log_prior  2.710e+05, trn/lr  2.978e-06, val/acc 2.585e-01, val/nll 1.940e+00
[2023-02-03 09:35:25] [Epoch    29/  500] trn/posterior_energy  3.390e+05, trn/neg_log_likelihood  8.017e+04, trn/neg_log_prior  2.588e+05, trn/lr  2.976e-06, val/acc 2.890e-01, val/nll 1.905e+00
[2023-02-03 09:35:29] [Epoch    30/  500] trn/posterior_energy  3.389e+05, trn/neg_log_likelihood  8.018e+04, trn/neg_log_prior  2.587e+05, trn/lr  2.974e-06, val/acc 2.430e-01, val/nll 1.988e+00
[2023-02-03 09:35:33] [Epoch    31/  500] trn/posterior_energy  3.388e+05, trn/neg_log_likelihood  8.021e+04, trn/neg_log_prior  2.586e+05, trn/lr  2.973e-06, val/acc 2.292e-01, val/nll 1.985e+00
[2023-02-03 09:35:37] [Epoch    32/  500] trn/posterior_energy  3.385e+05, trn/neg_log_likelihood  7.954e+04, trn/neg_log_prior  2.590e+05, trn/lr  2.971e-06, val/acc 2.487e-01, val/nll 1.948e+00
[2023-02-03 09:35:41] [Epoch    33/  500] trn/posterior_energy  3.390e+05, trn/neg_log_likelihood  7.999e+04, trn/neg_log_prior  2.590e+05, trn/lr  2.969e-06, val/acc 2.763e-01, val/nll 1.910e+00
[2023-02-03 09:35:45] [Epoch    34/  500] trn/posterior_energy  3.392e+05, trn/neg_log_likelihood  8.020e+04, trn/neg_log_prior  2.591e+05, trn/lr  2.967e-06, val/acc 2.664e-01, val/nll 1.957e+00
[2023-02-03 09:35:49] [Epoch    35/  500] trn/posterior_energy  3.392e+05, trn/neg_log_likelihood  8.021e+04, trn/neg_log_prior  2.590e+05, trn/lr  2.965e-06, val/acc 2.623e-01, val/nll 1.989e+00
[2023-02-03 09:35:53] [Epoch    36/  500] trn/posterior_energy  3.385e+05, trn/neg_log_likelihood  7.955e+04, trn/neg_log_prior  2.590e+05, trn/lr  2.963e-06, val/acc 2.759e-01, val/nll 1.923e+00
