[2023-02-06 00:00:29] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 00:00:29] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 00:00:43] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 00:01:26] [Epoch     1/  500] trn/posterior_energy  5.723e+06, trn/neg_log_likelihood  9.184e+04, trn/neg_log_prior  5.631e+06, trn/lr  1.000e-06, val/acc 2.364e-01, val/nll 2.027e+00 (best_acc: 0.000e+00 -> 2.364e-01, test_acc: 2.449e-01, test_nll: 2.027e+00)
[2023-02-06 00:21:12] [Epoch    96/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.050e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.127e-07, val/acc 4.737e-01, val/nll 1.449e+00
[2023-02-06 00:21:24] [Epoch    97/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.950e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.109e-07, val/acc 4.593e-01, val/nll 1.476e+00
[2023-02-06 00:21:36] [Epoch    98/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.923e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.091e-07, val/acc 4.546e-01, val/nll 1.433e+00
[2023-02-06 00:21:48] [Epoch    99/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.895e+04, trn/neg_log_prior  5.497e+06, trn/lr  9.073e-07, val/acc 4.566e-01, val/nll 1.499e+00
[2023-02-06 00:22:02] [Epoch   100/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.890e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.054e-07, val/acc 5.371e-01, val/nll 1.280e+00 (best_acc: 5.019e-01 -> 5.371e-01, test_acc: 5.293e-01, test_nll: 1.288e+00)
[2023-02-06 00:22:14] [Epoch   101/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.868e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.036e-07, val/acc 4.461e-01, val/nll 1.516e+00
[2023-02-06 00:22:27] [Epoch   102/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.840e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.017e-07, val/acc 4.676e-01, val/nll 1.450e+00
[2023-02-06 00:22:39] [Epoch   103/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.951e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.998e-07, val/acc 4.607e-01, val/nll 1.501e+00
[2023-02-06 00:22:51] [Epoch   104/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.008e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.979e-07, val/acc 4.563e-01, val/nll 1.536e+00
[2023-02-06 00:23:04] [Epoch   105/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.941e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.960e-07, val/acc 4.933e-01, val/nll 1.410e+00
[2023-02-06 00:23:15] [Epoch   106/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.948e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.941e-07, val/acc 5.076e-01, val/nll 1.372e+00
[2023-02-06 00:23:28] [Epoch   107/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.821e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.922e-07, val/acc 4.889e-01, val/nll 1.402e+00
[2023-02-06 00:23:40] [Epoch   108/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.782e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.902e-07, val/acc 5.243e-01, val/nll 1.304e+00
[2023-02-06 00:23:52] [Epoch   109/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.899e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.882e-07, val/acc 4.605e-01, val/nll 1.457e+00
[2023-02-06 00:24:04] [Epoch   110/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.901e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.863e-07, val/acc 4.920e-01, val/nll 1.379e+00
[2023-02-06 00:24:16] [Epoch   111/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.985e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.843e-07, val/acc 4.713e-01, val/nll 1.447e+00
[2023-02-06 00:24:29] [Epoch   112/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.852e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.822e-07, val/acc 4.800e-01, val/nll 1.449e+00
[2023-02-06 00:24:41] [Epoch   113/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.789e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.802e-07, val/acc 4.494e-01, val/nll 1.508e+00
[2023-02-06 00:24:53] [Epoch   114/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.819e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.782e-07, val/acc 4.831e-01, val/nll 1.402e+00
[2023-02-06 00:25:05] [Epoch   115/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.877e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.761e-07, val/acc 5.077e-01, val/nll 1.342e+00
[2023-02-06 00:25:17] [Epoch   116/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  5.959e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.740e-07, val/acc 4.947e-01, val/nll 1.385e+00
[2023-02-06 00:25:29] [Epoch   117/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.865e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.719e-07, val/acc 4.934e-01, val/nll 1.409e+00
[2023-02-06 00:25:42] [Epoch   118/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.773e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.698e-07, val/acc 4.939e-01, val/nll 1.408e+00
[2023-02-06 00:25:54] [Epoch   119/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.820e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.677e-07, val/acc 4.940e-01, val/nll 1.384e+00
[2023-02-06 00:26:06] [Epoch   120/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.772e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.656e-07, val/acc 4.925e-01, val/nll 1.453e+00
[2023-02-06 00:26:18] [Epoch   121/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.818e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.634e-07, val/acc 4.968e-01, val/nll 1.354e+00
[2023-02-06 00:26:30] [Epoch   122/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.773e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.612e-07, val/acc 5.168e-01, val/nll 1.328e+00
[2023-02-06 00:26:42] [Epoch   123/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.817e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.591e-07, val/acc 4.749e-01, val/nll 1.473e+00
[2023-02-06 00:26:55] [Epoch   124/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.812e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.569e-07, val/acc 4.461e-01, val/nll 1.528e+00
[2023-02-06 00:27:07] [Epoch   125/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.795e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.547e-07, val/acc 5.110e-01, val/nll 1.332e+00
[2023-02-06 00:27:19] [Epoch   126/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.746e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.524e-07, val/acc 4.765e-01, val/nll 1.450e+00
[2023-02-06 00:27:31] [Epoch   127/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.802e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.502e-07, val/acc 4.652e-01, val/nll 1.506e+00
[2023-02-06 00:27:43] [Epoch   128/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.765e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.480e-07, val/acc 4.838e-01, val/nll 1.416e+00
[2023-02-06 00:27:55] [Epoch   129/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.789e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.457e-07, val/acc 4.324e-01, val/nll 1.518e+00
[2023-02-06 00:28:07] [Epoch   130/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.690e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.434e-07, val/acc 5.045e-01, val/nll 1.368e+00
[2023-02-06 00:28:19] [Epoch   131/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.721e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.411e-07, val/acc 5.105e-01, val/nll 1.355e+00
[2023-02-06 00:28:31] [Epoch   132/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.730e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.388e-07, val/acc 4.779e-01, val/nll 1.436e+00
[2023-02-06 00:28:44] [Epoch   133/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.814e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.365e-07, val/acc 4.929e-01, val/nll 1.360e+00
[2023-02-06 00:28:56] [Epoch   134/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.725e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.342e-07, val/acc 5.147e-01, val/nll 1.359e+00
[2023-02-06 00:29:08] [Epoch   135/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.871e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.318e-07, val/acc 5.296e-01, val/nll 1.307e+00
[2023-02-06 00:29:20] [Epoch   136/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.764e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.295e-07, val/acc 5.035e-01, val/nll 1.383e+00
[2023-02-06 00:29:32] [Epoch   137/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.746e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.271e-07, val/acc 4.642e-01, val/nll 1.485e+00
[2023-02-06 00:29:44] [Epoch   138/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  5.807e+04, trn/neg_log_prior  5.500e+06, trn/lr  8.247e-07, val/acc 4.866e-01, val/nll 1.395e+00
[2023-02-06 00:29:56] [Epoch   139/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.700e+04, trn/neg_log_prior  5.498e+06, trn/lr  8.223e-07, val/acc 4.957e-01, val/nll 1.390e+00
[2023-02-06 00:30:09] [Epoch   140/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.764e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.199e-07, val/acc 4.888e-01, val/nll 1.389e+00
[2023-02-06 00:30:21] [Epoch   141/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.677e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.175e-07, val/acc 5.020e-01, val/nll 1.356e+00
[2023-02-06 00:30:33] [Epoch   142/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.633e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.151e-07, val/acc 5.033e-01, val/nll 1.417e+00
[2023-02-06 00:30:45] [Epoch   143/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.638e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.126e-07, val/acc 4.979e-01, val/nll 1.364e+00
[2023-02-06 00:30:57] [Epoch   144/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.693e+04, trn/neg_log_prior  5.496e+06, trn/lr  8.102e-07, val/acc 4.626e-01, val/nll 1.450e+00
[2023-02-06 00:31:10] [Epoch   145/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.681e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.077e-07, val/acc 4.691e-01, val/nll 1.456e+00
[2023-02-06 00:31:22] [Epoch   146/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.704e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.052e-07, val/acc 5.329e-01, val/nll 1.295e+00
[2023-02-06 00:31:34] [Epoch   147/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.768e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.027e-07, val/acc 4.533e-01, val/nll 1.524e+00
[2023-02-06 00:31:46] [Epoch   148/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.724e+04, trn/neg_log_prior  5.497e+06, trn/lr  8.002e-07, val/acc 5.264e-01, val/nll 1.330e+00
[2023-02-06 00:31:58] [Epoch   149/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.691e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.977e-07, val/acc 5.188e-01, val/nll 1.336e+00
[2023-02-06 00:32:10] [Epoch   150/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.676e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.952e-07, val/acc 4.926e-01, val/nll 1.391e+00
[2023-02-06 00:32:22] [Epoch   151/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.590e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.926e-07, val/acc 5.208e-01, val/nll 1.342e+00
[2023-02-06 00:32:34] [Epoch   152/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.606e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.901e-07, val/acc 4.860e-01, val/nll 1.413e+00
[2023-02-06 00:32:47] [Epoch   153/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.642e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.875e-07, val/acc 5.209e-01, val/nll 1.301e+00
[2023-02-06 00:32:59] [Epoch   154/  500] trn/posterior_energy  5.554e+06, trn/neg_log_likelihood  5.674e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.849e-07, val/acc 5.254e-01, val/nll 1.295e+00
[2023-02-06 00:33:11] [Epoch   155/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.531e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.823e-07, val/acc 5.090e-01, val/nll 1.335e+00
[2023-02-06 00:33:23] [Epoch   156/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.591e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.797e-07, val/acc 4.874e-01, val/nll 1.416e+00
[2023-02-06 00:33:35] [Epoch   157/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.497e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.771e-07, val/acc 4.768e-01, val/nll 1.461e+00
[2023-02-06 00:33:48] [Epoch   158/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.578e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.745e-07, val/acc 4.793e-01, val/nll 1.411e+00
[2023-02-06 00:34:00] [Epoch   159/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.585e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.719e-07, val/acc 5.037e-01, val/nll 1.349e+00
[2023-02-06 00:34:12] [Epoch   160/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.592e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.692e-07, val/acc 4.851e-01, val/nll 1.429e+00
[2023-02-06 00:34:24] [Epoch   161/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.539e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.666e-07, val/acc 4.931e-01, val/nll 1.422e+00
[2023-02-06 00:34:36] [Epoch   162/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.640e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.639e-07, val/acc 5.159e-01, val/nll 1.355e+00
[2023-02-06 00:34:49] [Epoch   163/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.605e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.613e-07, val/acc 4.053e-01, val/nll 1.616e+00
[2023-02-06 00:35:01] [Epoch   164/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.644e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.586e-07, val/acc 5.105e-01, val/nll 1.342e+00
[2023-02-06 00:35:15] [Epoch   165/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.529e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.559e-07, val/acc 5.378e-01, val/nll 1.304e+00 (best_acc: 5.371e-01 -> 5.378e-01, test_acc: 5.369e-01, test_nll: 1.302e+00)
[2023-02-06 00:35:27] [Epoch   166/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.530e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.532e-07, val/acc 5.319e-01, val/nll 1.327e+00
[2023-02-06 00:35:39] [Epoch   167/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.517e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.505e-07, val/acc 5.160e-01, val/nll 1.369e+00
[2023-02-06 00:35:51] [Epoch   168/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.549e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.477e-07, val/acc 5.300e-01, val/nll 1.346e+00
[2023-02-06 00:36:05] [Epoch   169/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.403e+04, trn/neg_log_prior  5.496e+06, trn/lr  7.450e-07, val/acc 5.558e-01, val/nll 1.225e+00 (best_acc: 5.378e-01 -> 5.558e-01, test_acc: 5.573e-01, test_nll: 1.229e+00)
[2023-02-06 00:36:17] [Epoch   170/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.506e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.423e-07, val/acc 5.065e-01, val/nll 1.362e+00
[2023-02-06 00:36:29] [Epoch   171/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.606e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.395e-07, val/acc 5.440e-01, val/nll 1.285e+00
[2023-02-06 00:36:41] [Epoch   172/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.464e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.367e-07, val/acc 4.998e-01, val/nll 1.383e+00
[2023-02-06 00:36:53] [Epoch   173/  500] trn/posterior_energy  5.553e+06, trn/neg_log_likelihood  5.549e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.340e-07, val/acc 5.165e-01, val/nll 1.341e+00
[2023-02-06 00:37:05] [Epoch   174/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.484e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.312e-07, val/acc 4.588e-01, val/nll 1.521e+00
[2023-02-06 00:37:17] [Epoch   175/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.502e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.284e-07, val/acc 4.781e-01, val/nll 1.492e+00
[2023-02-06 00:37:29] [Epoch   176/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.463e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.256e-07, val/acc 5.333e-01, val/nll 1.279e+00
[2023-02-06 00:37:41] [Epoch   177/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.441e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.228e-07, val/acc 5.447e-01, val/nll 1.269e+00
[2023-02-06 00:37:55] [Epoch   178/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.406e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.200e-07, val/acc 5.596e-01, val/nll 1.250e+00 (best_acc: 5.558e-01 -> 5.596e-01, test_acc: 5.461e-01, test_nll: 1.267e+00)
[2023-02-06 00:38:08] [Epoch   179/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.423e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.171e-07, val/acc 5.054e-01, val/nll 1.350e+00
[2023-02-06 00:38:20] [Epoch   180/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.297e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.143e-07, val/acc 5.291e-01, val/nll 1.289e+00
[2023-02-06 00:38:32] [Epoch   181/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.350e+04, trn/neg_log_prior  5.498e+06, trn/lr  7.115e-07, val/acc 5.055e-01, val/nll 1.367e+00
[2023-02-06 00:38:44] [Epoch   182/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.372e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.086e-07, val/acc 5.498e-01, val/nll 1.278e+00
[2023-02-06 00:38:56] [Epoch   183/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.446e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.058e-07, val/acc 5.387e-01, val/nll 1.335e+00
[2023-02-06 00:39:08] [Epoch   184/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.353e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.029e-07, val/acc 5.590e-01, val/nll 1.236e+00
[2023-02-06 00:39:21] [Epoch   185/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.365e+04, trn/neg_log_prior  5.497e+06, trn/lr  7.000e-07, val/acc 5.215e-01, val/nll 1.355e+00
[2023-02-06 00:39:35] [Epoch   186/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.419e+04, trn/neg_log_prior  5.498e+06, trn/lr  6.971e-07, val/acc 5.699e-01, val/nll 1.200e+00 (best_acc: 5.596e-01 -> 5.699e-01, test_acc: 5.712e-01, test_nll: 1.201e+00)
[2023-02-06 00:39:47] [Epoch   187/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  5.455e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.942e-07, val/acc 5.652e-01, val/nll 1.217e+00
[2023-02-06 00:39:59] [Epoch   188/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.310e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.913e-07, val/acc 5.524e-01, val/nll 1.221e+00
[2023-02-06 00:40:11] [Epoch   189/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.391e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.884e-07, val/acc 5.181e-01, val/nll 1.355e+00
[2023-02-06 00:40:23] [Epoch   190/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.334e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.855e-07, val/acc 5.279e-01, val/nll 1.298e+00
[2023-02-06 00:40:36] [Epoch   191/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.326e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.826e-07, val/acc 5.271e-01, val/nll 1.303e+00
[2023-02-06 00:40:48] [Epoch   192/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.327e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.797e-07, val/acc 5.430e-01, val/nll 1.275e+00
[2023-02-06 00:40:59] [Epoch   193/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.391e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.767e-07, val/acc 5.344e-01, val/nll 1.304e+00
[2023-02-06 00:41:11] [Epoch   194/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.275e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.738e-07, val/acc 5.063e-01, val/nll 1.363e+00
[2023-02-06 00:41:23] [Epoch   195/  500] trn/posterior_energy  5.549e+06, trn/neg_log_likelihood  5.258e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.708e-07, val/acc 4.982e-01, val/nll 1.415e+00
[2023-02-06 00:41:34] [Epoch   196/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.296e+04, trn/neg_log_prior  5.498e+06, trn/lr  6.679e-07, val/acc 5.442e-01, val/nll 1.267e+00
[2023-02-06 00:41:46] [Epoch   197/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.275e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.649e-07, val/acc 5.662e-01, val/nll 1.223e+00
[2023-02-06 00:41:58] [Epoch   198/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.235e+04, trn/neg_log_prior  5.498e+06, trn/lr  6.620e-07, val/acc 5.421e-01, val/nll 1.288e+00
[2023-02-06 00:42:10] [Epoch   199/  500] trn/posterior_energy  5.549e+06, trn/neg_log_likelihood  5.154e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.590e-07, val/acc 5.522e-01, val/nll 1.267e+00
[2023-02-06 00:42:21] [Epoch   200/  500] trn/posterior_energy  5.550e+06, trn/neg_log_likelihood  5.217e+04, trn/neg_log_prior  5.498e+06, trn/lr  6.560e-07, val/acc 5.664e-01, val/nll 1.222e+00
[2023-02-06 00:42:34] [Epoch   201/  500] trn/posterior_energy  5.548e+06, trn/neg_log_likelihood  5.089e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.530e-07, val/acc 5.674e-01, val/nll 1.225e+00
[2023-02-06 00:42:46] [Epoch   202/  500] trn/posterior_energy  5.548e+06, trn/neg_log_likelihood  5.066e+04, trn/neg_log_prior  5.497e+06, trn/lr  6.500e-07, val/acc 5.543e-01, val/nll 1.251e+00
[2023-02-06 00:42:58] [Epoch   203/  500] trn/posterior_energy  5.551e+06, trn/neg_log_likelihood  5.260e+04, trn/neg_log_prior  5.498e+06, trn/lr  6.470e-07, val/acc 5.652e-01, val/nll 1.230e+00
