[2023-02-17 03:19:42] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-17 03:19:42] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.01
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0100_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-17 03:19:47] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-17 03:20:57] [Epoch     1/  200] trn/loss 1.848e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 4.634e-01, val/nll 1.464e+00 (best_acc: 0.000e+00 -> 4.634e-01, test_acc: 4.577e-01, test_nll: 1.464e+00)
[2023-02-17 03:21:06] [Epoch     2/  200] trn/loss 1.342e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 4.262e-01, val/nll 1.655e+00
[2023-02-17 03:21:14] [Epoch     3/  200] trn/loss 1.096e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 4.605e-01, val/nll 1.618e+00
[2023-02-17 03:21:22] [Epoch     4/  200] trn/loss 1.038e+00, trn/lr 2.998e+00, trn/scale 6.163e-01, val/acc 3.710e-01, val/nll 2.165e+00
[2023-02-17 03:21:31] [Epoch     5/  200] trn/loss 1.013e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 4.847e-01, val/nll 1.638e+00 (best_acc: 4.634e-01 -> 4.847e-01, test_acc: 4.860e-01, test_nll: 1.641e+00)
[2023-02-17 03:21:40] [Epoch     6/  200] trn/loss 1.046e+00, trn/lr 2.994e+00, trn/scale 4.757e-01, val/acc 3.677e-01, val/nll 2.668e+00
[2023-02-17 03:21:48] [Epoch     7/  200] trn/loss 1.087e+00, trn/lr 2.992e+00, trn/scale 4.207e-01, val/acc 2.150e-01, val/nll 4.196e+00
[2023-02-17 03:21:56] [Epoch     8/  200] trn/loss 1.157e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 3.518e-01, val/nll 2.939e+00
[2023-02-17 03:22:04] [Epoch     9/  200] trn/loss 1.234e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 3.215e-01, val/nll 1.978e+00
[2023-02-17 03:22:13] [Epoch    10/  200] trn/loss 1.319e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 2.350e-01, val/nll 3.230e+00
[2023-02-17 03:22:21] [Epoch    11/  200] trn/loss 1.396e+00, trn/lr 2.980e+00, trn/scale 2.705e-01, val/acc 9.535e-02, val/nll 6.944e+00
[2023-02-17 03:22:29] [Epoch    12/  200] trn/loss 1.511e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 1.794e-01, val/nll 2.529e+00
[2023-02-17 03:22:37] [Epoch    13/  200] trn/loss 1.587e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 1.097e-01, val/nll 8.437e+00
[2023-02-17 03:22:46] [Epoch    14/  200] trn/loss 1.647e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 1.240e-01, val/nll 8.173e+00
