[2023-02-08 21:41:27] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-08 21:41:27] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 100
- args.num_epochs_noisy  : 0
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0100-0000_lr-0.0000010_mo-0.90_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-08 21:42:01] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  4.993e+05, trn/neg_log_likelihood  8.381e+04, trn/neg_log_prior  4.155e+05, trn/lr  9.999e-07, trn/temperature  0.000e+00, val/acc 3.020e-01, val/nll 1.736e+00
[2023-02-08 21:42:06] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  4.517e+05, trn/neg_log_likelihood  6.912e+04, trn/neg_log_prior  3.825e+05, trn/lr  9.994e-07, trn/temperature  0.000e+00, val/acc 4.205e-01, val/nll 1.566e+00
[2023-02-08 21:42:11] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  4.324e+05, trn/neg_log_likelihood  6.299e+04, trn/neg_log_prior  3.694e+05, trn/lr  9.984e-07, trn/temperature  0.000e+00, val/acc 4.429e-01, val/nll 1.504e+00
[2023-02-08 21:42:15] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  4.236e+05, trn/neg_log_likelihood  5.882e+04, trn/neg_log_prior  3.648e+05, trn/lr  9.970e-07, trn/temperature  0.000e+00, val/acc 4.936e-01, val/nll 1.394e+00
[2023-02-08 21:42:19] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  4.176e+05, trn/neg_log_likelihood  5.347e+04, trn/neg_log_prior  3.641e+05, trn/lr  9.950e-07, trn/temperature  0.000e+00, val/acc 5.565e-01, val/nll 1.251e+00
[2023-02-08 21:42:24] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  4.146e+05, trn/neg_log_likelihood  4.988e+04, trn/neg_log_prior  3.647e+05, trn/lr  9.925e-07, trn/temperature  0.000e+00, val/acc 6.232e-01, val/nll 1.062e+00
[2023-02-08 21:42:28] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  4.118e+05, trn/neg_log_likelihood  4.609e+04, trn/neg_log_prior  3.657e+05, trn/lr  9.896e-07, trn/temperature  0.000e+00, val/acc 6.217e-01, val/nll 1.071e+00
[2023-02-08 21:42:32] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  4.104e+05, trn/neg_log_likelihood  4.355e+04, trn/neg_log_prior  3.668e+05, trn/lr  9.862e-07, trn/temperature  0.000e+00, val/acc 6.564e-01, val/nll 9.622e-01
[2023-02-08 21:42:37] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  4.086e+05, trn/neg_log_likelihood  4.102e+04, trn/neg_log_prior  3.676e+05, trn/lr  9.823e-07, trn/temperature  0.000e+00, val/acc 6.177e-01, val/nll 1.185e+00
[2023-02-08 21:42:41] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  4.070e+05, trn/neg_log_likelihood  3.881e+04, trn/neg_log_prior  3.682e+05, trn/lr  9.779e-07, trn/temperature  0.000e+00, val/acc 6.795e-01, val/nll 9.407e-01
[2023-02-08 21:42:45] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  4.064e+05, trn/neg_log_likelihood  3.756e+04, trn/neg_log_prior  3.689e+05, trn/lr  9.730e-07, trn/temperature  0.000e+00, val/acc 7.152e-01, val/nll 8.419e-01
