[2023-02-05 15:28:26] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 15:28:26] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 15:28:32] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 15:29:15] [Epoch     1/  500] trn/posterior_energy -1.866e+06, trn/neg_log_likelihood  9.893e+04, trn/neg_log_prior -1.965e+06, trn/lr  3.000e-06, val/acc 2.462e-01, val/nll 1.990e+00 (best_acc: 0.000e+00 -> 2.462e-01, test_acc: 2.401e-01, test_nll: 1.998e+00)
[2023-02-05 15:29:29] [Epoch     2/  500] trn/posterior_energy -1.891e+06, trn/neg_log_likelihood  7.748e+04, trn/neg_log_prior -1.968e+06, trn/lr  3.000e-06, val/acc 3.479e-01, val/nll 1.767e+00 (best_acc: 2.462e-01 -> 3.479e-01, test_acc: 3.565e-01, test_nll: 1.753e+00)
[2023-02-05 15:29:44] [Epoch     3/  500] trn/posterior_energy -1.899e+06, trn/neg_log_likelihood  7.117e+04, trn/neg_log_prior -1.971e+06, trn/lr  3.000e-06, val/acc 3.679e-01, val/nll 1.666e+00 (best_acc: 3.479e-01 -> 3.679e-01, test_acc: 3.754e-01, test_nll: 1.646e+00)
[2023-02-05 15:29:58] [Epoch     4/  500] trn/posterior_energy -1.908e+06, trn/neg_log_likelihood  6.415e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-06, val/acc 4.280e-01, val/nll 1.530e+00 (best_acc: 3.679e-01 -> 4.280e-01, test_acc: 4.428e-01, test_nll: 1.502e+00)
[2023-02-05 15:30:12] [Epoch     5/  500] trn/posterior_energy -1.915e+06, trn/neg_log_likelihood  5.839e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.999e-06, val/acc 5.018e-01, val/nll 1.363e+00 (best_acc: 4.280e-01 -> 5.018e-01, test_acc: 5.118e-01, test_nll: 1.341e+00)
[2023-02-05 15:30:26] [Epoch     6/  500] trn/posterior_energy -1.922e+06, trn/neg_log_likelihood  5.226e+04, trn/neg_log_prior -1.974e+06, trn/lr  2.999e-06, val/acc 5.520e-01, val/nll 1.251e+00 (best_acc: 5.018e-01 -> 5.520e-01, test_acc: 5.622e-01, test_nll: 1.238e+00)
[2023-02-05 15:30:40] [Epoch     7/  500] trn/posterior_energy -1.927e+06, trn/neg_log_likelihood  4.682e+04, trn/neg_log_prior -1.974e+06, trn/lr  2.999e-06, val/acc 6.351e-01, val/nll 1.016e+00 (best_acc: 5.520e-01 -> 6.351e-01, test_acc: 6.362e-01, test_nll: 1.018e+00)
[2023-02-05 15:30:54] [Epoch     8/  500] trn/posterior_energy -1.932e+06, trn/neg_log_likelihood  4.148e+04, trn/neg_log_prior -1.974e+06, trn/lr  2.998e-06, val/acc 6.540e-01, val/nll 9.776e-01 (best_acc: 6.351e-01 -> 6.540e-01, test_acc: 6.539e-01, test_nll: 9.742e-01)
[2023-02-05 15:31:08] [Epoch     9/  500] trn/posterior_energy -1.937e+06, trn/neg_log_likelihood  3.626e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.998e-06, val/acc 6.799e-01, val/nll 8.954e-01 (best_acc: 6.540e-01 -> 6.799e-01, test_acc: 6.855e-01, test_nll: 9.010e-01)
[2023-02-05 15:31:22] [Epoch    10/  500] trn/posterior_energy -1.940e+06, trn/neg_log_likelihood  3.225e+04, trn/neg_log_prior -1.973e+06, trn/lr  2.997e-06, val/acc 7.264e-01, val/nll 7.786e-01 (best_acc: 6.799e-01 -> 7.264e-01, test_acc: 7.220e-01, test_nll: 7.922e-01)
[2023-02-05 15:31:34] [Epoch    11/  500] trn/posterior_energy -1.943e+06, trn/neg_log_likelihood  2.900e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-06, val/acc 7.252e-01, val/nll 7.920e-01
[2023-02-05 15:31:47] [Epoch    12/  500] trn/posterior_energy -1.946e+06, trn/neg_log_likelihood  2.588e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.996e-06, val/acc 7.436e-01, val/nll 7.474e-01 (best_acc: 7.264e-01 -> 7.436e-01, test_acc: 7.381e-01, test_nll: 7.636e-01)
[2023-02-05 15:32:01] [Epoch    13/  500] trn/posterior_energy -1.947e+06, trn/neg_log_likelihood  2.422e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.995e-06, val/acc 7.491e-01, val/nll 7.297e-01 (best_acc: 7.436e-01 -> 7.491e-01, test_acc: 7.548e-01, test_nll: 7.331e-01)
[2023-02-05 15:32:15] [Epoch    14/  500] trn/posterior_energy -1.948e+06, trn/neg_log_likelihood  2.201e+04, trn/neg_log_prior -1.970e+06, trn/lr  2.995e-06, val/acc 7.743e-01, val/nll 6.730e-01 (best_acc: 7.491e-01 -> 7.743e-01, test_acc: 7.692e-01, test_nll: 6.801e-01)
[2023-02-05 15:32:27] [Epoch    15/  500] trn/posterior_energy -1.949e+06, trn/neg_log_likelihood  2.004e+04, trn/neg_log_prior -1.969e+06, trn/lr  2.994e-06, val/acc 7.689e-01, val/nll 6.740e-01
[2023-02-05 15:32:40] [Epoch    16/  500] trn/posterior_energy -1.950e+06, trn/neg_log_likelihood  1.817e+04, trn/neg_log_prior -1.968e+06, trn/lr  2.993e-06, val/acc 7.590e-01, val/nll 7.014e-01
[2023-02-05 15:32:52] [Epoch    17/  500] trn/posterior_energy -1.951e+06, trn/neg_log_likelihood  1.688e+04, trn/neg_log_prior -1.968e+06, trn/lr  2.992e-06, val/acc 7.711e-01, val/nll 7.068e-01
[2023-02-05 15:33:06] [Epoch    18/  500] trn/posterior_energy -1.951e+06, trn/neg_log_likelihood  1.610e+04, trn/neg_log_prior -1.967e+06, trn/lr  2.991e-06, val/acc 7.804e-01, val/nll 6.447e-01 (best_acc: 7.743e-01 -> 7.804e-01, test_acc: 7.831e-01, test_nll: 6.461e-01)
[2023-02-05 15:33:20] [Epoch    19/  500] trn/posterior_energy -1.952e+06, trn/neg_log_likelihood  1.399e+04, trn/neg_log_prior -1.966e+06, trn/lr  2.990e-06, val/acc 7.970e-01, val/nll 6.123e-01 (best_acc: 7.804e-01 -> 7.970e-01, test_acc: 7.917e-01, test_nll: 6.305e-01)
[2023-02-05 15:33:32] [Epoch    20/  500] trn/posterior_energy -1.952e+06, trn/neg_log_likelihood  1.391e+04, trn/neg_log_prior -1.966e+06, trn/lr  2.989e-06, val/acc 7.848e-01, val/nll 6.488e-01
[2023-02-05 15:33:44] [Epoch    21/  500] trn/posterior_energy -1.952e+06, trn/neg_log_likelihood  1.282e+04, trn/neg_log_prior -1.965e+06, trn/lr  2.988e-06, val/acc 7.873e-01, val/nll 6.671e-01
[2023-02-05 15:33:56] [Epoch    22/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.144e+04, trn/neg_log_prior -1.965e+06, trn/lr  2.986e-06, val/acc 7.816e-01, val/nll 7.113e-01
[2023-02-05 15:34:08] [Epoch    23/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.134e+04, trn/neg_log_prior -1.964e+06, trn/lr  2.985e-06, val/acc 7.802e-01, val/nll 6.889e-01
[2023-02-05 15:34:21] [Epoch    24/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  9.994e+03, trn/neg_log_prior -1.964e+06, trn/lr  2.984e-06, val/acc 7.832e-01, val/nll 7.063e-01
[2023-02-05 15:34:33] [Epoch    25/  500] trn/posterior_energy -1.953e+06, trn/neg_log_likelihood  1.011e+04, trn/neg_log_prior -1.963e+06, trn/lr  2.982e-06, val/acc 7.869e-01, val/nll 6.550e-01
[2023-02-05 15:34:45] [Epoch    26/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.963e+03, trn/neg_log_prior -1.963e+06, trn/lr  2.981e-06, val/acc 7.887e-01, val/nll 6.742e-01
[2023-02-05 15:34:57] [Epoch    27/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.768e+03, trn/neg_log_prior -1.963e+06, trn/lr  2.979e-06, val/acc 7.966e-01, val/nll 6.686e-01
[2023-02-05 15:35:09] [Epoch    28/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.538e+03, trn/neg_log_prior -1.963e+06, trn/lr  2.978e-06, val/acc 7.939e-01, val/nll 6.721e-01
[2023-02-05 15:35:21] [Epoch    29/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.450e+03, trn/neg_log_prior -1.963e+06, trn/lr  2.976e-06, val/acc 7.942e-01, val/nll 6.929e-01
[2023-02-05 15:35:33] [Epoch    30/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.532e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.974e-06, val/acc 7.924e-01, val/nll 6.807e-01
[2023-02-05 15:35:45] [Epoch    31/  500] trn/posterior_energy -1.954e+06, trn/neg_log_likelihood  8.315e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.973e-06, val/acc 7.950e-01, val/nll 6.976e-01
[2023-02-05 15:35:57] [Epoch    32/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.107e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.971e-06, val/acc 7.946e-01, val/nll 6.928e-01
[2023-02-05 15:36:11] [Epoch    33/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.414e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.969e-06, val/acc 7.981e-01, val/nll 6.731e-01 (best_acc: 7.970e-01 -> 7.981e-01, test_acc: 7.899e-01, test_nll: 6.932e-01)
[2023-02-05 15:36:23] [Epoch    34/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.621e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.967e-06, val/acc 7.877e-01, val/nll 7.167e-01
[2023-02-05 15:36:35] [Epoch    35/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  6.943e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.965e-06, val/acc 7.936e-01, val/nll 6.879e-01
[2023-02-05 15:36:50] [Epoch    36/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.425e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.963e-06, val/acc 8.038e-01, val/nll 6.626e-01 (best_acc: 7.981e-01 -> 8.038e-01, test_acc: 7.996e-01, test_nll: 6.823e-01)
[2023-02-05 15:37:02] [Epoch    37/  500] trn/posterior_energy -1.956e+06, trn/neg_log_likelihood  6.316e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.961e-06, val/acc 7.957e-01, val/nll 6.835e-01
[2023-02-05 15:37:14] [Epoch    38/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.466e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.959e-06, val/acc 7.829e-01, val/nll 7.119e-01
[2023-02-05 15:37:28] [Epoch    39/  500] trn/posterior_energy -1.955e+06, trn/neg_log_likelihood  7.031e+03, trn/neg_log_prior -1.962e+06, trn/lr  2.956e-06, val/acc 8.093e-01, val/nll 6.669e-01 (best_acc: 8.038e-01 -> 8.093e-01, test_acc: 8.027e-01, test_nll: 6.730e-01)
