[2023-02-04 20:48:54] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 20:48:54] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 20:48:59] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 20:49:42] [Epoch     1/  500] trn/posterior_energy -3.875e+05, trn/neg_log_likelihood  8.067e+04, trn/neg_log_prior -4.682e+05, trn/lr  3.000e-07, val/acc 4.101e-01, val/nll 1.636e+00 (best_acc: 0.000e+00 -> 4.101e-01, test_acc: 4.095e-01, test_nll: 1.640e+00)
[2023-02-04 20:49:56] [Epoch     2/  500] trn/posterior_energy -4.032e+05, trn/neg_log_likelihood  6.500e+04, trn/neg_log_prior -4.682e+05, trn/lr  3.000e-07, val/acc 4.465e-01, val/nll 1.530e+00 (best_acc: 4.101e-01 -> 4.465e-01, test_acc: 4.487e-01, test_nll: 1.541e+00)
[2023-02-04 20:50:09] [Epoch     3/  500] trn/posterior_energy -4.105e+05, trn/neg_log_likelihood  5.786e+04, trn/neg_log_prior -4.683e+05, trn/lr  3.000e-07, val/acc 4.893e-01, val/nll 1.384e+00 (best_acc: 4.465e-01 -> 4.893e-01, test_acc: 4.880e-01, test_nll: 1.383e+00)
[2023-02-04 20:50:24] [Epoch     4/  500] trn/posterior_energy -4.154e+05, trn/neg_log_likelihood  5.305e+04, trn/neg_log_prior -4.684e+05, trn/lr  3.000e-07, val/acc 5.319e-01, val/nll 1.315e+00 (best_acc: 4.893e-01 -> 5.319e-01, test_acc: 5.192e-01, test_nll: 1.322e+00)
[2023-02-04 20:50:37] [Epoch     5/  500] trn/posterior_energy -4.198e+05, trn/neg_log_likelihood  4.867e+04, trn/neg_log_prior -4.685e+05, trn/lr  2.999e-07, val/acc 5.537e-01, val/nll 1.265e+00 (best_acc: 5.319e-01 -> 5.537e-01, test_acc: 5.494e-01, test_nll: 1.270e+00)
[2023-02-04 20:50:51] [Epoch     6/  500] trn/posterior_energy -4.231e+05, trn/neg_log_likelihood  4.544e+04, trn/neg_log_prior -4.686e+05, trn/lr  2.999e-07, val/acc 6.022e-01, val/nll 1.130e+00 (best_acc: 5.537e-01 -> 6.022e-01, test_acc: 5.989e-01, test_nll: 1.139e+00)
[2023-02-04 20:51:05] [Epoch     7/  500] trn/posterior_energy -4.270e+05, trn/neg_log_likelihood  4.166e+04, trn/neg_log_prior -4.686e+05, trn/lr  2.999e-07, val/acc 6.190e-01, val/nll 1.030e+00 (best_acc: 6.022e-01 -> 6.190e-01, test_acc: 6.120e-01, test_nll: 1.050e+00)
[2023-02-04 20:51:19] [Epoch     8/  500] trn/posterior_energy -4.297e+05, trn/neg_log_likelihood  3.897e+04, trn/neg_log_prior -4.687e+05, trn/lr  2.998e-07, val/acc 6.657e-01, val/nll 9.432e-01 (best_acc: 6.190e-01 -> 6.657e-01, test_acc: 6.625e-01, test_nll: 9.497e-01)
[2023-02-04 20:51:32] [Epoch     9/  500] trn/posterior_energy -4.331e+05, trn/neg_log_likelihood  3.565e+04, trn/neg_log_prior -4.688e+05, trn/lr  2.998e-07, val/acc 6.729e-01, val/nll 9.363e-01 (best_acc: 6.657e-01 -> 6.729e-01, test_acc: 6.698e-01, test_nll: 9.464e-01)
[2023-02-04 20:51:45] [Epoch    10/  500] trn/posterior_energy -4.355e+05, trn/neg_log_likelihood  3.339e+04, trn/neg_log_prior -4.688e+05, trn/lr  2.997e-07, val/acc 6.777e-01, val/nll 9.046e-01 (best_acc: 6.729e-01 -> 6.777e-01, test_acc: 6.764e-01, test_nll: 9.222e-01)
[2023-02-04 20:51:59] [Epoch    11/  500] trn/posterior_energy -4.380e+05, trn/neg_log_likelihood  3.089e+04, trn/neg_log_prior -4.689e+05, trn/lr  2.997e-07, val/acc 6.978e-01, val/nll 8.542e-01 (best_acc: 6.777e-01 -> 6.978e-01, test_acc: 6.923e-01, test_nll: 8.728e-01)
