[2023-02-14 23:55:15] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-14 23:55:15] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 1.0
- args.optim_b1           : 0.9
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.03
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-1.00_b1-0.900_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0300_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-14 23:55:21] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-14 23:56:31] [Epoch     1/  200] trn/loss 4.305e+00, trn/lr 1.000e+00, trn/scale 9.322e-01, val/acc 1.075e-01, val/nll 3.868e+00 (best_acc: 0.000e+00 -> 1.075e-01, test_acc: 1.082e-01, test_nll: 3.848e+00)
[2023-02-14 23:56:40] [Epoch     2/  200] trn/loss 3.598e+00, trn/lr 9.999e-01, trn/scale 8.094e-01, val/acc 1.669e-01, val/nll 3.511e+00 (best_acc: 1.075e-01 -> 1.669e-01, test_acc: 1.686e-01, test_nll: 3.495e+00)
[2023-02-14 23:56:50] [Epoch     3/  200] trn/loss 3.160e+00, trn/lr 9.996e-01, trn/scale 7.047e-01, val/acc 2.398e-01, val/nll 3.087e+00 (best_acc: 1.669e-01 -> 2.398e-01, test_acc: 2.444e-01, test_nll: 3.061e+00)
[2023-02-14 23:56:59] [Epoch     4/  200] trn/loss 2.793e+00, trn/lr 9.992e-01, trn/scale 6.155e-01, val/acc 2.912e-01, val/nll 2.813e+00 (best_acc: 2.398e-01 -> 2.912e-01, test_acc: 2.993e-01, test_nll: 2.769e+00)
[2023-02-14 23:57:08] [Epoch     5/  200] trn/loss 2.507e+00, trn/lr 9.987e-01, trn/scale 5.395e-01, val/acc 3.272e-01, val/nll 2.608e+00 (best_acc: 2.912e-01 -> 3.272e-01, test_acc: 3.264e-01, test_nll: 2.576e+00)
[2023-02-14 23:57:18] [Epoch     6/  200] trn/loss 2.285e+00, trn/lr 9.981e-01, trn/scale 4.747e-01, val/acc 3.684e-01, val/nll 2.421e+00 (best_acc: 3.272e-01 -> 3.684e-01, test_acc: 3.777e-01, test_nll: 2.393e+00)
[2023-02-14 23:57:26] [Epoch     7/  200] trn/loss 2.128e+00, trn/lr 9.974e-01, trn/scale 4.195e-01, val/acc 3.406e-01, val/nll 2.601e+00
[2023-02-14 23:57:34] [Epoch     8/  200] trn/loss 2.062e+00, trn/lr 9.965e-01, trn/scale 3.725e-01, val/acc 3.551e-01, val/nll 2.505e+00
[2023-02-14 23:57:42] [Epoch     9/  200] trn/loss 2.030e+00, trn/lr 9.955e-01, trn/scale 3.325e-01, val/acc 2.903e-01, val/nll 3.002e+00
[2023-02-14 23:57:50] [Epoch    10/  200] trn/loss 2.034e+00, trn/lr 9.944e-01, trn/scale 2.983e-01, val/acc 3.513e-01, val/nll 2.563e+00
[2023-02-14 23:57:58] [Epoch    11/  200] trn/loss 2.042e+00, trn/lr 9.932e-01, trn/scale 2.692e-01, val/acc 3.111e-01, val/nll 2.901e+00
[2023-02-14 23:58:07] [Epoch    12/  200] trn/loss 2.052e+00, trn/lr 9.919e-01, trn/scale 2.444e-01, val/acc 3.549e-01, val/nll 2.548e+00
[2023-02-14 23:58:15] [Epoch    13/  200] trn/loss 2.095e+00, trn/lr 9.904e-01, trn/scale 2.233e-01, val/acc 2.619e-01, val/nll 3.368e+00
[2023-02-14 23:58:23] [Epoch    14/  200] trn/loss 2.112e+00, trn/lr 9.888e-01, trn/scale 2.053e-01, val/acc 3.277e-01, val/nll 2.628e+00
[2023-02-14 23:58:31] [Epoch    15/  200] trn/loss 2.159e+00, trn/lr 9.871e-01, trn/scale 1.900e-01, val/acc 3.374e-01, val/nll 2.697e+00
[2023-02-14 23:58:39] [Epoch    16/  200] trn/loss 2.212e+00, trn/lr 9.853e-01, trn/scale 1.769e-01, val/acc 1.360e-01, val/nll 5.493e+00
[2023-02-14 23:58:48] [Epoch    17/  200] trn/loss 2.224e+00, trn/lr 9.833e-01, trn/scale 1.658e-01, val/acc 3.186e-01, val/nll 2.688e+00
[2023-02-14 23:58:56] [Epoch    18/  200] trn/loss 2.264e+00, trn/lr 9.812e-01, trn/scale 1.563e-01, val/acc 2.801e-01, val/nll 2.953e+00
[2023-02-14 23:59:04] [Epoch    19/  200] trn/loss 2.322e+00, trn/lr 9.790e-01, trn/scale 1.482e-01, val/acc 2.612e-01, val/nll 3.156e+00
[2023-02-14 23:59:12] [Epoch    20/  200] trn/loss 2.340e+00, trn/lr 9.767e-01, trn/scale 1.413e-01, val/acc 2.279e-01, val/nll 3.572e+00
[2023-02-14 23:59:20] [Epoch    21/  200] trn/loss 2.374e+00, trn/lr 9.743e-01, trn/scale 1.354e-01, val/acc 2.832e-01, val/nll 3.020e+00
[2023-02-14 23:59:29] [Epoch    22/  200] trn/loss 2.395e+00, trn/lr 9.718e-01, trn/scale 1.304e-01, val/acc 2.522e-01, val/nll 3.080e+00
[2023-02-14 23:59:37] [Epoch    23/  200] trn/loss 2.407e+00, trn/lr 9.691e-01, trn/scale 1.261e-01, val/acc 2.822e-01, val/nll 3.029e+00
[2023-02-14 23:59:45] [Epoch    24/  200] trn/loss 2.451e+00, trn/lr 9.663e-01, trn/scale 1.225e-01, val/acc 2.442e-01, val/nll 3.255e+00
[2023-02-14 23:59:53] [Epoch    25/  200] trn/loss 2.440e+00, trn/lr 9.634e-01, trn/scale 1.194e-01, val/acc 1.933e-01, val/nll 3.847e+00
[2023-02-15 00:00:01] [Epoch    26/  200] trn/loss 2.459e+00, trn/lr 9.604e-01, trn/scale 1.167e-01, val/acc 1.977e-01, val/nll 3.601e+00
[2023-02-15 00:00:09] [Epoch    27/  200] trn/loss 2.463e+00, trn/lr 9.573e-01, trn/scale 1.145e-01, val/acc 2.372e-01, val/nll 3.417e+00
[2023-02-15 00:00:18] [Epoch    28/  200] trn/loss 2.470e+00, trn/lr 9.541e-01, trn/scale 1.126e-01, val/acc 2.080e-01, val/nll 3.697e+00
