[2023-02-05 20:36:02] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 20:36:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 20:36:16] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 20:36:59] [Epoch     1/  500] trn/posterior_energy  2.660e+06, trn/neg_log_likelihood  9.135e+04, trn/neg_log_prior  2.569e+06, trn/lr  1.000e-06, val/acc 2.406e-01, val/nll 2.039e+00 (best_acc: 0.000e+00 -> 2.406e-01, test_acc: 2.450e-01, test_nll: 2.035e+00)
[2023-02-05 20:37:13] [Epoch     2/  500] trn/posterior_energy  2.613e+06, trn/neg_log_likelihood  7.947e+04, trn/neg_log_prior  2.534e+06, trn/lr  1.000e-06, val/acc 3.153e-01, val/nll 1.809e+00 (best_acc: 2.406e-01 -> 3.153e-01, test_acc: 3.173e-01, test_nll: 1.803e+00)
[2023-02-05 20:37:27] [Epoch     3/  500] trn/posterior_energy  2.588e+06, trn/neg_log_likelihood  7.114e+04, trn/neg_log_prior  2.516e+06, trn/lr  9.999e-07, val/acc 3.486e-01, val/nll 1.721e+00 (best_acc: 3.153e-01 -> 3.486e-01, test_acc: 3.537e-01, test_nll: 1.710e+00)
[2023-02-05 20:37:42] [Epoch     4/  500] trn/posterior_energy  2.573e+06, trn/neg_log_likelihood  6.372e+04, trn/neg_log_prior  2.509e+06, trn/lr  9.999e-07, val/acc 4.213e-01, val/nll 1.533e+00 (best_acc: 3.486e-01 -> 4.213e-01, test_acc: 4.289e-01, test_nll: 1.533e+00)
[2023-02-05 20:37:56] [Epoch     5/  500] trn/posterior_energy  2.564e+06, trn/neg_log_likelihood  5.774e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.998e-07, val/acc 5.240e-01, val/nll 1.297e+00 (best_acc: 4.213e-01 -> 5.240e-01, test_acc: 5.309e-01, test_nll: 1.297e+00)
[2023-02-05 20:38:10] [Epoch     6/  500] trn/posterior_energy  2.558e+06, trn/neg_log_likelihood  5.199e+04, trn/neg_log_prior  2.506e+06, trn/lr  9.997e-07, val/acc 5.659e-01, val/nll 1.214e+00 (best_acc: 5.240e-01 -> 5.659e-01, test_acc: 5.642e-01, test_nll: 1.215e+00)
[2023-02-05 20:38:24] [Epoch     7/  500] trn/posterior_energy  2.554e+06, trn/neg_log_likelihood  4.661e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.996e-07, val/acc 6.324e-01, val/nll 1.034e+00 (best_acc: 5.659e-01 -> 6.324e-01, test_acc: 6.268e-01, test_nll: 1.044e+00)
[2023-02-05 20:38:39] [Epoch     8/  500] trn/posterior_energy  2.549e+06, trn/neg_log_likelihood  4.034e+04, trn/neg_log_prior  2.509e+06, trn/lr  9.994e-07, val/acc 6.781e-01, val/nll 9.062e-01 (best_acc: 6.324e-01 -> 6.781e-01, test_acc: 6.786e-01, test_nll: 9.192e-01)
[2023-02-05 20:38:53] [Epoch     9/  500] trn/posterior_energy  2.547e+06, trn/neg_log_likelihood  3.659e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.993e-07, val/acc 6.969e-01, val/nll 8.699e-01 (best_acc: 6.781e-01 -> 6.969e-01, test_acc: 6.965e-01, test_nll: 8.774e-01)
[2023-02-05 20:39:05] [Epoch    10/  500] trn/posterior_energy  2.545e+06, trn/neg_log_likelihood  3.375e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.991e-07, val/acc 6.941e-01, val/nll 8.973e-01
[2023-02-05 20:39:19] [Epoch    11/  500] trn/posterior_energy  2.543e+06, trn/neg_log_likelihood  3.116e+04, trn/neg_log_prior  2.512e+06, trn/lr  9.989e-07, val/acc 7.242e-01, val/nll 7.952e-01 (best_acc: 6.969e-01 -> 7.242e-01, test_acc: 7.244e-01, test_nll: 7.997e-01)
