[2023-02-06 08:31:20] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 08:31:20] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.99_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 08:31:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 08:32:09] [Epoch     1/  500] trn/posterior_energy  4.181e+06, trn/neg_log_likelihood  9.634e+04, trn/neg_log_prior  4.085e+06, trn/lr  1.000e-06, val/acc 1.699e-01, val/nll 2.148e+00 (best_acc: 0.000e+00 -> 1.699e-01, test_acc: 1.740e-01, test_nll: 2.154e+00)
[2023-02-06 08:32:24] [Epoch     2/  500] trn/posterior_energy  4.081e+06, trn/neg_log_likelihood  8.705e+04, trn/neg_log_prior  3.994e+06, trn/lr  1.000e-06, val/acc 2.185e-01, val/nll 2.066e+00 (best_acc: 1.699e-01 -> 2.185e-01, test_acc: 2.255e-01, test_nll: 2.060e+00)
[2023-02-06 08:32:38] [Epoch     3/  500] trn/posterior_energy  4.079e+06, trn/neg_log_likelihood  8.476e+04, trn/neg_log_prior  3.994e+06, trn/lr  9.999e-07, val/acc 2.562e-01, val/nll 2.007e+00 (best_acc: 2.185e-01 -> 2.562e-01, test_acc: 2.623e-01, test_nll: 2.007e+00)
[2023-02-06 08:32:50] [Epoch     4/  500] trn/posterior_energy  4.074e+06, trn/neg_log_likelihood  8.179e+04, trn/neg_log_prior  3.992e+06, trn/lr  9.999e-07, val/acc 2.271e-01, val/nll 1.991e+00
[2023-02-06 08:33:02] [Epoch     5/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  8.100e+04, trn/neg_log_prior  3.992e+06, trn/lr  9.998e-07, val/acc 2.382e-01, val/nll 1.978e+00
[2023-02-06 08:33:16] [Epoch     6/  500] trn/posterior_energy  4.106e+06, trn/neg_log_likelihood  8.069e+04, trn/neg_log_prior  4.025e+06, trn/lr  9.997e-07, val/acc 2.649e-01, val/nll 1.917e+00 (best_acc: 2.562e-01 -> 2.649e-01, test_acc: 2.668e-01, test_nll: 1.918e+00)
[2023-02-06 08:33:28] [Epoch     7/  500] trn/posterior_energy  4.082e+06, trn/neg_log_likelihood  7.981e+04, trn/neg_log_prior  4.002e+06, trn/lr  9.996e-07, val/acc 2.640e-01, val/nll 1.961e+00
[2023-02-06 08:33:40] [Epoch     8/  500] trn/posterior_energy  4.072e+06, trn/neg_log_likelihood  7.978e+04, trn/neg_log_prior  3.992e+06, trn/lr  9.994e-07, val/acc 2.544e-01, val/nll 1.956e+00
[2023-02-06 08:33:52] [Epoch     9/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  8.036e+04, trn/neg_log_prior  3.993e+06, trn/lr  9.993e-07, val/acc 2.515e-01, val/nll 1.983e+00
[2023-02-06 08:34:04] [Epoch    10/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  8.048e+04, trn/neg_log_prior  3.993e+06, trn/lr  9.991e-07, val/acc 2.645e-01, val/nll 1.930e+00
[2023-02-06 08:34:19] [Epoch    11/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  7.848e+04, trn/neg_log_prior  3.994e+06, trn/lr  9.989e-07, val/acc 2.969e-01, val/nll 1.840e+00 (best_acc: 2.649e-01 -> 2.969e-01, test_acc: 3.041e-01, test_nll: 1.831e+00)
[2023-02-06 08:34:30] [Epoch    12/  500] trn/posterior_energy  4.080e+06, trn/neg_log_likelihood  7.913e+04, trn/neg_log_prior  4.001e+06, trn/lr  9.987e-07, val/acc 2.820e-01, val/nll 1.908e+00
[2023-02-06 08:34:42] [Epoch    13/  500] trn/posterior_energy  4.118e+06, trn/neg_log_likelihood  8.011e+04, trn/neg_log_prior  4.038e+06, trn/lr  9.985e-07, val/acc 2.640e-01, val/nll 1.960e+00
[2023-02-06 08:34:54] [Epoch    14/  500] trn/posterior_energy  4.074e+06, trn/neg_log_likelihood  8.072e+04, trn/neg_log_prior  3.993e+06, trn/lr  9.982e-07, val/acc 2.233e-01, val/nll 2.081e+00
[2023-02-06 08:35:06] [Epoch    15/  500] trn/posterior_energy  4.074e+06, trn/neg_log_likelihood  8.213e+04, trn/neg_log_prior  3.991e+06, trn/lr  9.979e-07, val/acc 2.374e-01, val/nll 1.961e+00
[2023-02-06 08:35:18] [Epoch    16/  500] trn/posterior_energy  4.074e+06, trn/neg_log_likelihood  8.173e+04, trn/neg_log_prior  3.992e+06, trn/lr  9.976e-07, val/acc 2.648e-01, val/nll 1.947e+00
[2023-02-06 08:35:31] [Epoch    17/  500] trn/posterior_energy  4.086e+06, trn/neg_log_likelihood  8.094e+04, trn/neg_log_prior  4.005e+06, trn/lr  9.973e-07, val/acc 2.250e-01, val/nll 2.003e+00
[2023-02-06 08:35:42] [Epoch    18/  500] trn/posterior_energy  4.128e+06, trn/neg_log_likelihood  8.106e+04, trn/neg_log_prior  4.047e+06, trn/lr  9.970e-07, val/acc 2.469e-01, val/nll 1.983e+00
[2023-02-06 08:35:54] [Epoch    19/  500] trn/posterior_energy  4.431e+06, trn/neg_log_likelihood  8.061e+04, trn/neg_log_prior  4.350e+06, trn/lr  9.966e-07, val/acc 2.199e-01, val/nll 2.029e+00
[2023-02-06 08:36:06] [Epoch    20/  500] trn/posterior_energy  4.124e+06, trn/neg_log_likelihood  8.278e+04, trn/neg_log_prior  4.041e+06, trn/lr  9.963e-07, val/acc 2.482e-01, val/nll 1.967e+00
[2023-02-06 08:36:19] [Epoch    21/  500] trn/posterior_energy  4.083e+06, trn/neg_log_likelihood  8.214e+04, trn/neg_log_prior  4.001e+06, trn/lr  9.959e-07, val/acc 2.363e-01, val/nll 2.045e+00
[2023-02-06 08:36:31] [Epoch    22/  500] trn/posterior_energy  4.156e+06, trn/neg_log_likelihood  8.216e+04, trn/neg_log_prior  4.074e+06, trn/lr  9.954e-07, val/acc 2.282e-01, val/nll 1.959e+00
[2023-02-06 08:36:43] [Epoch    23/  500] trn/posterior_energy  4.096e+06, trn/neg_log_likelihood  8.152e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.950e-07, val/acc 2.304e-01, val/nll 1.990e+00
[2023-02-06 08:36:55] [Epoch    24/  500] trn/posterior_energy  4.208e+06, trn/neg_log_likelihood  8.265e+04, trn/neg_log_prior  4.125e+06, trn/lr  9.946e-07, val/acc 2.167e-01, val/nll 2.039e+00
[2023-02-06 08:37:07] [Epoch    25/  500] trn/posterior_energy  4.076e+06, trn/neg_log_likelihood  8.228e+04, trn/neg_log_prior  3.994e+06, trn/lr  9.941e-07, val/acc 2.525e-01, val/nll 1.951e+00
[2023-02-06 08:37:19] [Epoch    26/  500] trn/posterior_energy  4.071e+06, trn/neg_log_likelihood  8.131e+04, trn/neg_log_prior  3.990e+06, trn/lr  9.936e-07, val/acc 2.110e-01, val/nll 2.131e+00
[2023-02-06 08:37:31] [Epoch    27/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  8.233e+04, trn/neg_log_prior  3.991e+06, trn/lr  9.931e-07, val/acc 2.478e-01, val/nll 1.999e+00
[2023-02-06 08:37:43] [Epoch    28/  500] trn/posterior_energy  4.072e+06, trn/neg_log_likelihood  8.183e+04, trn/neg_log_prior  3.991e+06, trn/lr  9.926e-07, val/acc 2.482e-01, val/nll 1.974e+00
[2023-02-06 08:37:55] [Epoch    29/  500] trn/posterior_energy  4.095e+06, trn/neg_log_likelihood  8.255e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.920e-07, val/acc 2.465e-01, val/nll 2.007e+00
[2023-02-06 08:38:08] [Epoch    30/  500] trn/posterior_energy  4.242e+06, trn/neg_log_likelihood  8.132e+04, trn/neg_log_prior  4.161e+06, trn/lr  9.914e-07, val/acc 2.394e-01, val/nll 1.994e+00
