[2023-02-04 22:36:30] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 22:36:30] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.70_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 22:36:44] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 22:37:27] [Epoch     1/  500] trn/posterior_energy  1.130e+06, trn/neg_log_likelihood  8.297e+04, trn/neg_log_prior  1.047e+06, trn/lr  1.000e-06, val/acc 3.742e-01, val/nll 1.674e+00 (best_acc: 0.000e+00 -> 3.742e-01, test_acc: 3.815e-01, test_nll: 1.668e+00)
[2023-02-04 22:37:41] [Epoch     2/  500] trn/posterior_energy  1.110e+06, trn/neg_log_likelihood  6.395e+04, trn/neg_log_prior  1.046e+06, trn/lr  1.000e-06, val/acc 4.433e-01, val/nll 1.577e+00 (best_acc: 3.742e-01 -> 4.433e-01, test_acc: 4.367e-01, test_nll: 1.583e+00)
[2023-02-04 22:37:55] [Epoch     3/  500] trn/posterior_energy  1.100e+06, trn/neg_log_likelihood  5.544e+04, trn/neg_log_prior  1.045e+06, trn/lr  9.999e-07, val/acc 4.514e-01, val/nll 1.529e+00 (best_acc: 4.433e-01 -> 4.514e-01, test_acc: 4.513e-01, test_nll: 1.515e+00)
[2023-02-04 22:38:09] [Epoch     4/  500] trn/posterior_energy  1.093e+06, trn/neg_log_likelihood  4.950e+04, trn/neg_log_prior  1.043e+06, trn/lr  9.999e-07, val/acc 5.845e-01, val/nll 1.154e+00 (best_acc: 4.514e-01 -> 5.845e-01, test_acc: 5.761e-01, test_nll: 1.161e+00)
[2023-02-04 22:38:22] [Epoch     5/  500] trn/posterior_energy  1.086e+06, trn/neg_log_likelihood  4.409e+04, trn/neg_log_prior  1.042e+06, trn/lr  9.998e-07, val/acc 6.262e-01, val/nll 1.047e+00 (best_acc: 5.845e-01 -> 6.262e-01, test_acc: 6.251e-01, test_nll: 1.052e+00)
[2023-02-04 22:38:36] [Epoch     6/  500] trn/posterior_energy  1.081e+06, trn/neg_log_likelihood  3.945e+04, trn/neg_log_prior  1.041e+06, trn/lr  9.997e-07, val/acc 6.441e-01, val/nll 9.929e-01 (best_acc: 6.262e-01 -> 6.441e-01, test_acc: 6.468e-01, test_nll: 9.861e-01)
[2023-02-04 22:38:50] [Epoch     7/  500] trn/posterior_energy  1.076e+06, trn/neg_log_likelihood  3.538e+04, trn/neg_log_prior  1.040e+06, trn/lr  9.996e-07, val/acc 6.713e-01, val/nll 8.940e-01 (best_acc: 6.441e-01 -> 6.713e-01, test_acc: 6.643e-01, test_nll: 9.042e-01)
[2023-02-04 22:39:03] [Epoch     8/  500] trn/posterior_energy  1.071e+06, trn/neg_log_likelihood  3.144e+04, trn/neg_log_prior  1.039e+06, trn/lr  9.994e-07, val/acc 7.272e-01, val/nll 7.861e-01 (best_acc: 6.713e-01 -> 7.272e-01, test_acc: 7.270e-01, test_nll: 7.728e-01)
[2023-02-04 22:39:16] [Epoch     9/  500] trn/posterior_energy  1.067e+06, trn/neg_log_likelihood  2.820e+04, trn/neg_log_prior  1.038e+06, trn/lr  9.993e-07, val/acc 7.219e-01, val/nll 7.936e-01
[2023-02-04 22:39:30] [Epoch    10/  500] trn/posterior_energy  1.063e+06, trn/neg_log_likelihood  2.510e+04, trn/neg_log_prior  1.038e+06, trn/lr  9.991e-07, val/acc 7.622e-01, val/nll 6.877e-01 (best_acc: 7.272e-01 -> 7.622e-01, test_acc: 7.655e-01, test_nll: 6.864e-01)
[2023-02-04 22:39:41] [Epoch    11/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  2.240e+04, trn/neg_log_prior  1.037e+06, trn/lr  9.989e-07, val/acc 7.517e-01, val/nll 7.338e-01
