[2023-02-12 06:13:49] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-12 06:13:49] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 200
- args.num_epochs_noisy  : 0
- args.prior_precision   : 10.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0200-0000_lr-0.0000003_mo-0.99_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-12 06:14:15] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy  1.689e+05, trn/neg_log_likelihood  9.319e+04, trn/neg_log_prior  7.573e+04, trn/lr  3.000e-07, trn/temperature  0.000e+00, val/acc 2.030e-01, val/nll 2.103e+00
[2023-02-12 06:14:19] [Cycle   1/ 30][Epoch   2/200] trn/posterior_energy  1.495e+05, trn/neg_log_likelihood  7.490e+04, trn/neg_log_prior  7.457e+04, trn/lr  3.000e-07, trn/temperature  0.000e+00, val/acc 3.497e-01, val/nll 1.708e+00
[2023-02-12 06:14:22] [Cycle   1/ 30][Epoch   3/200] trn/posterior_energy  1.413e+05, trn/neg_log_likelihood  6.793e+04, trn/neg_log_prior  7.340e+04, trn/lr  2.999e-07, trn/temperature  0.000e+00, val/acc 4.241e-01, val/nll 1.560e+00
[2023-02-12 06:14:25] [Cycle   1/ 30][Epoch   4/200] trn/posterior_energy  1.336e+05, trn/neg_log_likelihood  6.097e+04, trn/neg_log_prior  7.266e+04, trn/lr  2.998e-07, trn/temperature  0.000e+00, val/acc 4.731e-01, val/nll 1.430e+00
[2023-02-12 06:14:28] [Cycle   1/ 30][Epoch   5/200] trn/posterior_energy  1.282e+05, trn/neg_log_likelihood  5.564e+04, trn/neg_log_prior  7.256e+04, trn/lr  2.996e-07, trn/temperature  0.000e+00, val/acc 5.424e-01, val/nll 1.272e+00
[2023-02-12 06:14:32] [Cycle   1/ 30][Epoch   6/200] trn/posterior_energy  1.262e+05, trn/neg_log_likelihood  5.314e+04, trn/neg_log_prior  7.308e+04, trn/lr  2.994e-07, trn/temperature  0.000e+00, val/acc 5.299e-01, val/nll 1.288e+00
[2023-02-12 06:14:35] [Cycle   1/ 30][Epoch   7/200] trn/posterior_energy  1.203e+05, trn/neg_log_likelihood  4.660e+04, trn/neg_log_prior  7.365e+04, trn/lr  2.992e-07, trn/temperature  0.000e+00, val/acc 6.289e-01, val/nll 1.037e+00
[2023-02-12 06:14:38] [Cycle   1/ 30][Epoch   8/200] trn/posterior_energy  1.169e+05, trn/neg_log_likelihood  4.297e+04, trn/neg_log_prior  7.393e+04, trn/lr  2.990e-07, trn/temperature  0.000e+00, val/acc 6.073e-01, val/nll 1.086e+00
[2023-02-12 06:14:42] [Cycle   1/ 30][Epoch   9/200] trn/posterior_energy  1.152e+05, trn/neg_log_likelihood  4.074e+04, trn/neg_log_prior  7.449e+04, trn/lr  2.987e-07, trn/temperature  0.000e+00, val/acc 6.524e-01, val/nll 9.630e-01
[2023-02-12 06:14:45] [Cycle   1/ 30][Epoch  10/200] trn/posterior_energy  1.122e+05, trn/neg_log_likelihood  3.719e+04, trn/neg_log_prior  7.496e+04, trn/lr  2.983e-07, trn/temperature  0.000e+00, val/acc 6.699e-01, val/nll 9.353e-01
[2023-02-12 06:14:48] [Cycle   1/ 30][Epoch  11/200] trn/posterior_energy  1.099e+05, trn/neg_log_likelihood  3.465e+04, trn/neg_log_prior  7.526e+04, trn/lr  2.980e-07, trn/temperature  0.000e+00, val/acc 6.989e-01, val/nll 8.685e-01
[2023-02-12 06:14:51] [Cycle   1/ 30][Epoch  12/200] trn/posterior_energy  1.084e+05, trn/neg_log_likelihood  3.268e+04, trn/neg_log_prior  7.568e+04, trn/lr  2.976e-07, trn/temperature  0.000e+00, val/acc 6.748e-01, val/nll 9.150e-01
[2023-02-12 06:14:54] [Cycle   1/ 30][Epoch  13/200] trn/posterior_energy  1.067e+05, trn/neg_log_likelihood  3.073e+04, trn/neg_log_prior  7.592e+04, trn/lr  2.971e-07, trn/temperature  0.000e+00, val/acc 7.369e-01, val/nll 7.448e-01
[2023-02-12 06:14:58] [Cycle   1/ 30][Epoch  14/200] trn/posterior_energy  1.063e+05, trn/neg_log_likelihood  3.012e+04, trn/neg_log_prior  7.623e+04, trn/lr  2.966e-07, trn/temperature  0.000e+00, val/acc 7.066e-01, val/nll 8.584e-01
[2023-02-12 06:15:01] [Cycle   1/ 30][Epoch  15/200] trn/posterior_energy  1.063e+05, trn/neg_log_likelihood  2.949e+04, trn/neg_log_prior  7.683e+04, trn/lr  2.961e-07, trn/temperature  0.000e+00, val/acc 7.084e-01, val/nll 8.573e-01
[2023-02-12 06:15:04] [Cycle   1/ 30][Epoch  16/200] trn/posterior_energy  1.046e+05, trn/neg_log_likelihood  2.745e+04, trn/neg_log_prior  7.714e+04, trn/lr  2.956e-07, trn/temperature  0.000e+00, val/acc 7.090e-01, val/nll 8.411e-01
[2023-02-12 06:15:07] [Cycle   1/ 30][Epoch  17/200] trn/posterior_energy  1.058e+05, trn/neg_log_likelihood  2.838e+04, trn/neg_log_prior  7.746e+04, trn/lr  2.950e-07, trn/temperature  0.000e+00, val/acc 7.334e-01, val/nll 7.742e-01
[2023-02-12 06:15:10] [Cycle   1/ 30][Epoch  18/200] trn/posterior_energy  1.037e+05, trn/neg_log_likelihood  2.589e+04, trn/neg_log_prior  7.784e+04, trn/lr  2.944e-07, trn/temperature  0.000e+00, val/acc 7.573e-01, val/nll 7.049e-01
[2023-02-12 06:15:14] [Cycle   1/ 30][Epoch  19/200] trn/posterior_energy  1.027e+05, trn/neg_log_likelihood  2.489e+04, trn/neg_log_prior  7.784e+04, trn/lr  2.937e-07, trn/temperature  0.000e+00, val/acc 7.647e-01, val/nll 6.700e-01
[2023-02-12 06:15:17] [Cycle   1/ 30][Epoch  20/200] trn/posterior_energy  1.022e+05, trn/neg_log_likelihood  2.422e+04, trn/neg_log_prior  7.800e+04, trn/lr  2.930e-07, trn/temperature  0.000e+00, val/acc 7.624e-01, val/nll 7.062e-01
[2023-02-12 06:15:20] [Cycle   1/ 30][Epoch  21/200] trn/posterior_energy  1.017e+05, trn/neg_log_likelihood  2.366e+04, trn/neg_log_prior  7.809e+04, trn/lr  2.923e-07, trn/temperature  0.000e+00, val/acc 7.384e-01, val/nll 7.642e-01
[2023-02-12 06:15:23] [Cycle   1/ 30][Epoch  22/200] trn/posterior_energy  1.029e+05, trn/neg_log_likelihood  2.447e+04, trn/neg_log_prior  7.841e+04, trn/lr  2.915e-07, trn/temperature  0.000e+00, val/acc 7.362e-01, val/nll 7.564e-01
[2023-02-12 06:15:26] [Cycle   1/ 30][Epoch  23/200] trn/posterior_energy  1.023e+05, trn/neg_log_likelihood  2.352e+04, trn/neg_log_prior  7.880e+04, trn/lr  2.907e-07, trn/temperature  0.000e+00, val/acc 7.669e-01, val/nll 6.909e-01
[2023-02-12 06:15:29] [Cycle   1/ 30][Epoch  24/200] trn/posterior_energy  1.014e+05, trn/neg_log_likelihood  2.250e+04, trn/neg_log_prior  7.891e+04, trn/lr  2.899e-07, trn/temperature  0.000e+00, val/acc 7.700e-01, val/nll 6.636e-01
[2023-02-12 06:15:32] [Cycle   1/ 30][Epoch  25/200] trn/posterior_energy  1.009e+05, trn/neg_log_likelihood  2.196e+04, trn/neg_log_prior  7.895e+04, trn/lr  2.890e-07, trn/temperature  0.000e+00, val/acc 7.639e-01, val/nll 6.859e-01
[2023-02-12 06:15:36] [Cycle   1/ 30][Epoch  26/200] trn/posterior_energy  1.009e+05, trn/neg_log_likelihood  2.175e+04, trn/neg_log_prior  7.919e+04, trn/lr  2.881e-07, trn/temperature  0.000e+00, val/acc 7.687e-01, val/nll 6.652e-01
[2023-02-12 06:15:39] [Cycle   1/ 30][Epoch  27/200] trn/posterior_energy  1.009e+05, trn/neg_log_likelihood  2.149e+04, trn/neg_log_prior  7.939e+04, trn/lr  2.872e-07, trn/temperature  0.000e+00, val/acc 7.834e-01, val/nll 6.435e-01
[2023-02-12 06:15:42] [Cycle   1/ 30][Epoch  28/200] trn/posterior_energy  9.963e+04, trn/neg_log_likelihood  2.016e+04, trn/neg_log_prior  7.947e+04, trn/lr  2.862e-07, trn/temperature  0.000e+00, val/acc 7.649e-01, val/nll 6.881e-01
[2023-02-12 06:15:45] [Cycle   1/ 30][Epoch  29/200] trn/posterior_energy  9.971e+04, trn/neg_log_likelihood  2.025e+04, trn/neg_log_prior  7.946e+04, trn/lr  2.852e-07, trn/temperature  0.000e+00, val/acc 7.551e-01, val/nll 7.240e-01
[2023-02-12 06:15:48] [Cycle   1/ 30][Epoch  30/200] trn/posterior_energy  9.944e+04, trn/neg_log_likelihood  1.982e+04, trn/neg_log_prior  7.962e+04, trn/lr  2.842e-07, trn/temperature  0.000e+00, val/acc 7.800e-01, val/nll 6.441e-01
[2023-02-12 06:15:51] [Cycle   1/ 30][Epoch  31/200] trn/posterior_energy  9.969e+04, trn/neg_log_likelihood  1.992e+04, trn/neg_log_prior  7.977e+04, trn/lr  2.831e-07, trn/temperature  0.000e+00, val/acc 7.601e-01, val/nll 7.002e-01
[2023-02-12 06:15:54] [Cycle   1/ 30][Epoch  32/200] trn/posterior_energy  9.970e+04, trn/neg_log_likelihood  1.965e+04, trn/neg_log_prior  8.006e+04, trn/lr  2.820e-07, trn/temperature  0.000e+00, val/acc 7.674e-01, val/nll 7.254e-01
[2023-02-12 06:15:58] [Cycle   1/ 30][Epoch  33/200] trn/posterior_energy  1.007e+05, trn/neg_log_likelihood  2.035e+04, trn/neg_log_prior  8.031e+04, trn/lr  2.809e-07, trn/temperature  0.000e+00, val/acc 7.846e-01, val/nll 6.218e-01
[2023-02-12 06:16:01] [Cycle   1/ 30][Epoch  34/200] trn/posterior_energy  9.966e+04, trn/neg_log_likelihood  1.913e+04, trn/neg_log_prior  8.053e+04, trn/lr  2.797e-07, trn/temperature  0.000e+00, val/acc 7.827e-01, val/nll 6.517e-01
[2023-02-12 06:16:04] [Cycle   1/ 30][Epoch  35/200] trn/posterior_energy  9.790e+04, trn/neg_log_likelihood  1.746e+04, trn/neg_log_prior  8.044e+04, trn/lr  2.785e-07, trn/temperature  0.000e+00, val/acc 7.826e-01, val/nll 6.549e-01
[2023-02-12 06:16:07] [Cycle   1/ 30][Epoch  36/200] trn/posterior_energy  9.878e+04, trn/neg_log_likelihood  1.849e+04, trn/neg_log_prior  8.029e+04, trn/lr  2.773e-07, trn/temperature  0.000e+00, val/acc 7.698e-01, val/nll 7.120e-01
[2023-02-12 06:16:10] [Cycle   1/ 30][Epoch  37/200] trn/posterior_energy  9.926e+04, trn/neg_log_likelihood  1.857e+04, trn/neg_log_prior  8.069e+04, trn/lr  2.760e-07, trn/temperature  0.000e+00, val/acc 7.669e-01, val/nll 6.914e-01
[2023-02-12 06:16:13] [Cycle   1/ 30][Epoch  38/200] trn/posterior_energy  9.865e+04, trn/neg_log_likelihood  1.789e+04, trn/neg_log_prior  8.076e+04, trn/lr  2.747e-07, trn/temperature  0.000e+00, val/acc 7.892e-01, val/nll 6.426e-01
[2023-02-12 06:16:16] [Cycle   1/ 30][Epoch  39/200] trn/posterior_energy  9.814e+04, trn/neg_log_likelihood  1.736e+04, trn/neg_log_prior  8.079e+04, trn/lr  2.734e-07, trn/temperature  0.000e+00, val/acc 7.782e-01, val/nll 6.646e-01
[2023-02-12 06:16:20] [Cycle   1/ 30][Epoch  40/200] trn/posterior_energy  9.859e+04, trn/neg_log_likelihood  1.765e+04, trn/neg_log_prior  8.094e+04, trn/lr  2.720e-07, trn/temperature  0.000e+00, val/acc 7.764e-01, val/nll 6.907e-01
[2023-02-12 06:16:23] [Cycle   1/ 30][Epoch  41/200] trn/posterior_energy  9.923e+04, trn/neg_log_likelihood  1.813e+04, trn/neg_log_prior  8.109e+04, trn/lr  2.707e-07, trn/temperature  0.000e+00, val/acc 7.957e-01, val/nll 5.970e-01
[2023-02-12 06:16:26] [Cycle   1/ 30][Epoch  42/200] trn/posterior_energy  9.767e+04, trn/neg_log_likelihood  1.651e+04, trn/neg_log_prior  8.116e+04, trn/lr  2.692e-07, trn/temperature  0.000e+00, val/acc 7.822e-01, val/nll 6.744e-01
[2023-02-12 06:16:29] [Cycle   1/ 30][Epoch  43/200] trn/posterior_energy  9.662e+04, trn/neg_log_likelihood  1.563e+04, trn/neg_log_prior  8.099e+04, trn/lr  2.678e-07, trn/temperature  0.000e+00, val/acc 7.985e-01, val/nll 6.124e-01
[2023-02-12 06:16:32] [Cycle   1/ 30][Epoch  44/200] trn/posterior_energy  9.806e+04, trn/neg_log_likelihood  1.705e+04, trn/neg_log_prior  8.101e+04, trn/lr  2.663e-07, trn/temperature  0.000e+00, val/acc 7.896e-01, val/nll 6.259e-01
[2023-02-12 06:16:35] [Cycle   1/ 30][Epoch  45/200] trn/posterior_energy  9.896e+04, trn/neg_log_likelihood  1.774e+04, trn/neg_log_prior  8.122e+04, trn/lr  2.648e-07, trn/temperature  0.000e+00, val/acc 7.865e-01, val/nll 6.570e-01
[2023-02-12 06:16:38] [Cycle   1/ 30][Epoch  46/200] trn/posterior_energy  9.888e+04, trn/neg_log_likelihood  1.736e+04, trn/neg_log_prior  8.152e+04, trn/lr  2.633e-07, trn/temperature  0.000e+00, val/acc 7.668e-01, val/nll 6.815e-01
[2023-02-12 06:16:42] [Cycle   1/ 30][Epoch  47/200] trn/posterior_energy  9.700e+04, trn/neg_log_likelihood  1.541e+04, trn/neg_log_prior  8.159e+04, trn/lr  2.617e-07, trn/temperature  0.000e+00, val/acc 7.689e-01, val/nll 7.180e-01
[2023-02-12 06:16:45] [Cycle   1/ 30][Epoch  48/200] trn/posterior_energy  9.729e+04, trn/neg_log_likelihood  1.586e+04, trn/neg_log_prior  8.142e+04, trn/lr  2.601e-07, trn/temperature  0.000e+00, val/acc 7.903e-01, val/nll 6.403e-01
[2023-02-12 06:16:48] [Cycle   1/ 30][Epoch  49/200] trn/posterior_energy  9.738e+04, trn/neg_log_likelihood  1.588e+04, trn/neg_log_prior  8.149e+04, trn/lr  2.585e-07, trn/temperature  0.000e+00, val/acc 7.954e-01, val/nll 6.111e-01
[2023-02-12 06:16:51] [Cycle   1/ 30][Epoch  50/200] trn/posterior_energy  9.597e+04, trn/neg_log_likelihood  1.455e+04, trn/neg_log_prior  8.142e+04, trn/lr  2.569e-07, trn/temperature  0.000e+00, val/acc 7.929e-01, val/nll 6.081e-01
[2023-02-12 06:16:54] [Cycle   1/ 30][Epoch  51/200] trn/posterior_energy  9.609e+04, trn/neg_log_likelihood  1.475e+04, trn/neg_log_prior  8.135e+04, trn/lr  2.552e-07, trn/temperature  0.000e+00, val/acc 7.887e-01, val/nll 6.226e-01
[2023-02-12 06:16:57] [Cycle   1/ 30][Epoch  52/200] trn/posterior_energy  9.611e+04, trn/neg_log_likelihood  1.475e+04, trn/neg_log_prior  8.137e+04, trn/lr  2.535e-07, trn/temperature  0.000e+00, val/acc 7.957e-01, val/nll 6.280e-01
[2023-02-12 06:17:00] [Cycle   1/ 30][Epoch  53/200] trn/posterior_energy  9.662e+04, trn/neg_log_likelihood  1.516e+04, trn/neg_log_prior  8.146e+04, trn/lr  2.518e-07, trn/temperature  0.000e+00, val/acc 7.881e-01, val/nll 6.429e-01
[2023-02-12 06:17:03] [Cycle   1/ 30][Epoch  54/200] trn/posterior_energy  9.680e+04, trn/neg_log_likelihood  1.518e+04, trn/neg_log_prior  8.162e+04, trn/lr  2.501e-07, trn/temperature  0.000e+00, val/acc 7.815e-01, val/nll 6.423e-01
[2023-02-12 06:17:07] [Cycle   1/ 30][Epoch  55/200] trn/posterior_energy  9.567e+04, trn/neg_log_likelihood  1.395e+04, trn/neg_log_prior  8.172e+04, trn/lr  2.483e-07, trn/temperature  0.000e+00, val/acc 8.058e-01, val/nll 5.817e-01
[2023-02-12 06:17:10] [Cycle   1/ 30][Epoch  56/200] trn/posterior_energy  9.565e+04, trn/neg_log_likelihood  1.407e+04, trn/neg_log_prior  8.157e+04, trn/lr  2.465e-07, trn/temperature  0.000e+00, val/acc 7.987e-01, val/nll 6.150e-01
[2023-02-12 06:17:13] [Cycle   1/ 30][Epoch  57/200] trn/posterior_energy  9.552e+04, trn/neg_log_likelihood  1.387e+04, trn/neg_log_prior  8.165e+04, trn/lr  2.447e-07, trn/temperature  0.000e+00, val/acc 7.838e-01, val/nll 6.657e-01
[2023-02-12 06:17:16] [Cycle   1/ 30][Epoch  58/200] trn/posterior_energy  9.455e+04, trn/neg_log_likelihood  1.288e+04, trn/neg_log_prior  8.168e+04, trn/lr  2.429e-07, trn/temperature  0.000e+00, val/acc 7.924e-01, val/nll 6.156e-01
[2023-02-12 06:17:19] [Cycle   1/ 30][Epoch  59/200] trn/posterior_energy  9.451e+04, trn/neg_log_likelihood  1.286e+04, trn/neg_log_prior  8.165e+04, trn/lr  2.410e-07, trn/temperature  0.000e+00, val/acc 8.012e-01, val/nll 6.207e-01
[2023-02-12 06:17:23] [Cycle   1/ 30][Epoch  60/200] trn/posterior_energy  9.551e+04, trn/neg_log_likelihood  1.386e+04, trn/neg_log_prior  8.164e+04, trn/lr  2.391e-07, trn/temperature  0.000e+00, val/acc 7.718e-01, val/nll 7.074e-01
[2023-02-12 06:17:26] [Cycle   1/ 30][Epoch  61/200] trn/posterior_energy  9.519e+04, trn/neg_log_likelihood  1.337e+04, trn/neg_log_prior  8.182e+04, trn/lr  2.372e-07, trn/temperature  0.000e+00, val/acc 7.988e-01, val/nll 6.173e-01
[2023-02-12 06:17:29] [Cycle   1/ 30][Epoch  62/200] trn/posterior_energy  9.490e+04, trn/neg_log_likelihood  1.312e+04, trn/neg_log_prior  8.178e+04, trn/lr  2.353e-07, trn/temperature  0.000e+00, val/acc 7.965e-01, val/nll 6.214e-01
[2023-02-12 06:17:32] [Cycle   1/ 30][Epoch  63/200] trn/posterior_energy  9.399e+04, trn/neg_log_likelihood  1.223e+04, trn/neg_log_prior  8.175e+04, trn/lr  2.333e-07, trn/temperature  0.000e+00, val/acc 7.852e-01, val/nll 6.481e-01
[2023-02-12 06:17:35] [Cycle   1/ 30][Epoch  64/200] trn/posterior_energy  9.379e+04, trn/neg_log_likelihood  1.209e+04, trn/neg_log_prior  8.170e+04, trn/lr  2.314e-07, trn/temperature  0.000e+00, val/acc 7.895e-01, val/nll 6.790e-01
[2023-02-12 06:17:38] [Cycle   1/ 30][Epoch  65/200] trn/posterior_energy  9.481e+04, trn/neg_log_likelihood  1.310e+04, trn/neg_log_prior  8.171e+04, trn/lr  2.294e-07, trn/temperature  0.000e+00, val/acc 7.919e-01, val/nll 6.058e-01
[2023-02-12 06:17:42] [Cycle   1/ 30][Epoch  66/200] trn/posterior_energy  9.559e+04, trn/neg_log_likelihood  1.365e+04, trn/neg_log_prior  8.193e+04, trn/lr  2.274e-07, trn/temperature  0.000e+00, val/acc 8.046e-01, val/nll 6.238e-01
[2023-02-12 06:17:45] [Cycle   1/ 30][Epoch  67/200] trn/posterior_energy  9.451e+04, trn/neg_log_likelihood  1.248e+04, trn/neg_log_prior  8.202e+04, trn/lr  2.253e-07, trn/temperature  0.000e+00, val/acc 7.858e-01, val/nll 6.400e-01
[2023-02-12 06:17:48] [Cycle   1/ 30][Epoch  68/200] trn/posterior_energy  9.415e+04, trn/neg_log_likelihood  1.216e+04, trn/neg_log_prior  8.198e+04, trn/lr  2.233e-07, trn/temperature  0.000e+00, val/acc 7.591e-01, val/nll 7.457e-01
[2023-02-12 06:17:51] [Cycle   1/ 30][Epoch  69/200] trn/posterior_energy  9.385e+04, trn/neg_log_likelihood  1.191e+04, trn/neg_log_prior  8.194e+04, trn/lr  2.212e-07, trn/temperature  0.000e+00, val/acc 8.069e-01, val/nll 5.969e-01
[2023-02-12 06:17:54] [Cycle   1/ 30][Epoch  70/200] trn/posterior_energy  9.437e+04, trn/neg_log_likelihood  1.243e+04, trn/neg_log_prior  8.194e+04, trn/lr  2.191e-07, trn/temperature  0.000e+00, val/acc 7.764e-01, val/nll 7.270e-01
[2023-02-12 06:17:57] [Cycle   1/ 30][Epoch  71/200] trn/posterior_energy  9.345e+04, trn/neg_log_likelihood  1.140e+04, trn/neg_log_prior  8.206e+04, trn/lr  2.170e-07, trn/temperature  0.000e+00, val/acc 7.993e-01, val/nll 6.171e-01
[2023-02-12 06:18:01] [Cycle   1/ 30][Epoch  72/200] trn/posterior_energy  9.260e+04, trn/neg_log_likelihood  1.065e+04, trn/neg_log_prior  8.195e+04, trn/lr  2.149e-07, trn/temperature  0.000e+00, val/acc 7.972e-01, val/nll 6.463e-01
[2023-02-12 06:18:04] [Cycle   1/ 30][Epoch  73/200] trn/posterior_energy  9.218e+04, trn/neg_log_likelihood  1.044e+04, trn/neg_log_prior  8.174e+04, trn/lr  2.128e-07, trn/temperature  0.000e+00, val/acc 7.838e-01, val/nll 6.868e-01
[2023-02-12 06:18:07] [Cycle   1/ 30][Epoch  74/200] trn/posterior_energy  9.293e+04, trn/neg_log_likelihood  1.120e+04, trn/neg_log_prior  8.173e+04, trn/lr  2.107e-07, trn/temperature  0.000e+00, val/acc 7.989e-01, val/nll 6.253e-01
[2023-02-12 06:18:10] [Cycle   1/ 30][Epoch  75/200] trn/posterior_energy  9.328e+04, trn/neg_log_likelihood  1.146e+04, trn/neg_log_prior  8.182e+04, trn/lr  2.085e-07, trn/temperature  0.000e+00, val/acc 8.038e-01, val/nll 6.217e-01
[2023-02-12 06:18:13] [Cycle   1/ 30][Epoch  76/200] trn/posterior_energy  9.182e+04, trn/neg_log_likelihood  9.985e+03, trn/neg_log_prior  8.184e+04, trn/lr  2.063e-07, trn/temperature  0.000e+00, val/acc 8.087e-01, val/nll 5.966e-01
[2023-02-12 06:18:17] [Cycle   1/ 30][Epoch  77/200] trn/posterior_energy  9.055e+04, trn/neg_log_likelihood  8.947e+03, trn/neg_log_prior  8.160e+04, trn/lr  2.041e-07, trn/temperature  0.000e+00, val/acc 7.993e-01, val/nll 6.260e-01
[2023-02-12 06:18:20] [Cycle   1/ 30][Epoch  78/200] trn/posterior_energy  9.213e+04, trn/neg_log_likelihood  1.060e+04, trn/neg_log_prior  8.152e+04, trn/lr  2.019e-07, trn/temperature  0.000e+00, val/acc 7.994e-01, val/nll 6.654e-01
[2023-02-12 06:18:23] [Cycle   1/ 30][Epoch  79/200] trn/posterior_energy  9.143e+04, trn/neg_log_likelihood  9.828e+03, trn/neg_log_prior  8.160e+04, trn/lr  1.997e-07, trn/temperature  0.000e+00, val/acc 7.961e-01, val/nll 6.427e-01
