[2023-02-15 09:58:51] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 09:58:51] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.01
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0100_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 09:58:57] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 10:00:07] [Epoch     1/  200] trn/loss 4.258e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 1.055e-01, val/nll 3.884e+00 (best_acc: 0.000e+00 -> 1.055e-01, test_acc: 1.110e-01, test_nll: 3.862e+00)
[2023-02-15 10:00:17] [Epoch     2/  200] trn/loss 3.587e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 1.199e-01, val/nll 3.875e+00 (best_acc: 1.055e-01 -> 1.199e-01, test_acc: 1.208e-01, test_nll: 3.844e+00)
[2023-02-15 10:00:26] [Epoch     3/  200] trn/loss 3.278e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 1.628e-01, val/nll 3.525e+00 (best_acc: 1.199e-01 -> 1.628e-01, test_acc: 1.637e-01, test_nll: 3.498e+00)
[2023-02-15 10:00:34] [Epoch     4/  200] trn/loss 3.109e+00, trn/lr 2.998e+00, trn/scale 6.163e-01, val/acc 1.123e-01, val/nll 4.924e+00
[2023-02-15 10:00:42] [Epoch     5/  200] trn/loss 3.085e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 9.967e-02, val/nll 5.215e+00
[2023-02-15 10:00:51] [Epoch     6/  200] trn/loss 3.082e+00, trn/lr 2.994e+00, trn/scale 4.758e-01, val/acc 8.407e-02, val/nll 5.334e+00
[2023-02-15 10:00:59] [Epoch     7/  200] trn/loss 3.128e+00, trn/lr 2.992e+00, trn/scale 4.207e-01, val/acc 6.814e-02, val/nll 4.844e+00
[2023-02-15 10:01:07] [Epoch     8/  200] trn/loss 3.255e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 4.336e-02, val/nll 6.211e+00
[2023-02-15 10:01:16] [Epoch     9/  200] trn/loss 3.365e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 1.659e-02, val/nll 7.401e+00
[2023-02-15 10:01:24] [Epoch    10/  200] trn/loss 3.527e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 2.035e-02, val/nll 8.589e+00
[2023-02-15 10:01:32] [Epoch    11/  200] trn/loss 3.664e+00, trn/lr 2.980e+00, trn/scale 2.706e-01, val/acc 1.084e-02, val/nll 2.055e+01
[2023-02-15 10:01:40] [Epoch    12/  200] trn/loss 3.775e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 1.847e-02, val/nll 6.016e+00
[2023-02-15 10:01:49] [Epoch    13/  200] trn/loss 3.895e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 2.710e-02, val/nll 4.967e+00
[2023-02-15 10:01:57] [Epoch    14/  200] trn/loss 3.983e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 1.869e-02, val/nll 6.331e+00
[2023-02-15 10:02:05] [Epoch    15/  200] trn/loss 4.062e+00, trn/lr 2.961e+00, trn/scale 1.914e-01, val/acc 2.113e-02, val/nll 4.930e+00
[2023-02-15 10:02:14] [Epoch    16/  200] trn/loss 4.132e+00, trn/lr 2.956e+00, trn/scale 1.783e-01, val/acc 1.084e-02, val/nll 1.251e+01
[2023-02-15 10:02:22] [Epoch    17/  200] trn/loss 4.176e+00, trn/lr 2.950e+00, trn/scale 1.672e-01, val/acc 9.845e-03, val/nll 5.046e+00
[2023-02-15 10:02:30] [Epoch    18/  200] trn/loss 4.256e+00, trn/lr 2.944e+00, trn/scale 1.577e-01, val/acc 2.500e-02, val/nll 4.472e+00
[2023-02-15 10:02:38] [Epoch    19/  200] trn/loss 4.287e+00, trn/lr 2.937e+00, trn/scale 1.496e-01, val/acc 3.164e-02, val/nll 4.384e+00
[2023-02-15 10:02:47] [Epoch    20/  200] trn/loss 4.308e+00, trn/lr 2.930e+00, trn/scale 1.427e-01, val/acc 1.217e-02, val/nll 6.822e+00
