[2023-02-06 01:41:52] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 01:41:52] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.99_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 01:41:58] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 01:42:41] [Epoch     1/  500] trn/posterior_energy -1.792e+06, trn/neg_log_likelihood  1.191e+05, trn/neg_log_prior -1.911e+06, trn/lr  3.000e-06, val/acc 1.845e-01, val/nll 2.326e+00 (best_acc: 0.000e+00 -> 1.845e-01, test_acc: 1.938e-01, test_nll: 2.331e+00)
[2023-02-06 01:42:55] [Epoch     2/  500] trn/posterior_energy -1.837e+06, trn/neg_log_likelihood  8.799e+04, trn/neg_log_prior -1.925e+06, trn/lr  3.000e-06, val/acc 2.587e-01, val/nll 2.129e+00 (best_acc: 1.845e-01 -> 2.587e-01, test_acc: 2.567e-01, test_nll: 2.131e+00)
[2023-02-06 01:43:09] [Epoch     3/  500] trn/posterior_energy -1.872e+06, trn/neg_log_likelihood  8.189e+04, trn/neg_log_prior -1.954e+06, trn/lr  3.000e-06, val/acc 3.508e-01, val/nll 1.778e+00 (best_acc: 2.587e-01 -> 3.508e-01, test_acc: 3.549e-01, test_nll: 1.775e+00)
[2023-02-06 01:43:22] [Epoch     4/  500] trn/posterior_energy -1.892e+06, trn/neg_log_likelihood  7.465e+04, trn/neg_log_prior -1.966e+06, trn/lr  3.000e-06, val/acc 2.756e-01, val/nll 1.956e+00
[2023-02-06 01:43:36] [Epoch     5/  500] trn/posterior_energy -1.897e+06, trn/neg_log_likelihood  7.250e+04, trn/neg_log_prior -1.970e+06, trn/lr  2.999e-06, val/acc 4.090e-01, val/nll 1.630e+00 (best_acc: 3.508e-01 -> 4.090e-01, test_acc: 4.197e-01, test_nll: 1.628e+00)
[2023-02-06 01:43:50] [Epoch     6/  500] trn/posterior_energy -1.902e+06, trn/neg_log_likelihood  6.922e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.999e-06, val/acc 4.406e-01, val/nll 1.540e+00 (best_acc: 4.090e-01 -> 4.406e-01, test_acc: 4.403e-01, test_nll: 1.533e+00)
[2023-02-06 01:44:05] [Epoch     7/  500] trn/posterior_energy -1.904e+06, trn/neg_log_likelihood  6.657e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.999e-06, val/acc 4.456e-01, val/nll 1.528e+00 (best_acc: 4.406e-01 -> 4.456e-01, test_acc: 4.422e-01, test_nll: 1.522e+00)
[2023-02-06 01:44:17] [Epoch     8/  500] trn/posterior_energy -1.907e+06, trn/neg_log_likelihood  6.371e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.998e-06, val/acc 4.091e-01, val/nll 1.599e+00
[2023-02-06 01:44:31] [Epoch     9/  500] trn/posterior_energy -1.909e+06, trn/neg_log_likelihood  6.137e+04, trn/neg_log_prior -1.971e+06, trn/lr  2.998e-06, val/acc 4.513e-01, val/nll 1.515e+00 (best_acc: 4.456e-01 -> 4.513e-01, test_acc: 4.433e-01, test_nll: 1.522e+00)
[2023-02-06 01:44:44] [Epoch    10/  500] trn/posterior_energy -1.910e+06, trn/neg_log_likelihood  6.035e+04, trn/neg_log_prior -1.970e+06, trn/lr  2.997e-06, val/acc 4.493e-01, val/nll 1.483e+00
[2023-02-06 01:44:58] [Epoch    11/  500] trn/posterior_energy -1.910e+06, trn/neg_log_likelihood  5.884e+04, trn/neg_log_prior -1.969e+06, trn/lr  2.997e-06, val/acc 4.886e-01, val/nll 1.374e+00 (best_acc: 4.513e-01 -> 4.886e-01, test_acc: 4.907e-01, test_nll: 1.367e+00)
