[2023-02-04 20:54:25] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 20:54:25] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.70_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 20:54:30] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 20:55:13] [Epoch     1/  500] trn/posterior_energy -3.855e+05, trn/neg_log_likelihood  8.282e+04, trn/neg_log_prior -4.683e+05, trn/lr  1.000e-06, val/acc 3.834e-01, val/nll 1.656e+00 (best_acc: 0.000e+00 -> 3.834e-01, test_acc: 3.910e-01, test_nll: 1.648e+00)
[2023-02-04 20:55:26] [Epoch     2/  500] trn/posterior_energy -4.045e+05, trn/neg_log_likelihood  6.412e+04, trn/neg_log_prior -4.686e+05, trn/lr  1.000e-06, val/acc 4.483e-01, val/nll 1.568e+00 (best_acc: 3.834e-01 -> 4.483e-01, test_acc: 4.456e-01, test_nll: 1.575e+00)
[2023-02-04 20:55:40] [Epoch     3/  500] trn/posterior_energy -4.133e+05, trn/neg_log_likelihood  5.557e+04, trn/neg_log_prior -4.688e+05, trn/lr  9.999e-07, val/acc 4.592e-01, val/nll 1.506e+00 (best_acc: 4.483e-01 -> 4.592e-01, test_acc: 4.596e-01, test_nll: 1.490e+00)
[2023-02-04 20:55:54] [Epoch     4/  500] trn/posterior_energy -4.193e+05, trn/neg_log_likelihood  4.975e+04, trn/neg_log_prior -4.691e+05, trn/lr  9.999e-07, val/acc 5.809e-01, val/nll 1.160e+00 (best_acc: 4.592e-01 -> 5.809e-01, test_acc: 5.769e-01, test_nll: 1.162e+00)
[2023-02-04 20:56:08] [Epoch     5/  500] trn/posterior_energy -4.251e+05, trn/neg_log_likelihood  4.423e+04, trn/neg_log_prior -4.693e+05, trn/lr  9.998e-07, val/acc 6.063e-01, val/nll 1.094e+00 (best_acc: 5.809e-01 -> 6.063e-01, test_acc: 6.041e-01, test_nll: 1.092e+00)
[2023-02-04 20:56:22] [Epoch     6/  500] trn/posterior_energy -4.299e+05, trn/neg_log_likelihood  3.964e+04, trn/neg_log_prior -4.695e+05, trn/lr  9.997e-07, val/acc 6.204e-01, val/nll 1.067e+00 (best_acc: 6.063e-01 -> 6.204e-01, test_acc: 6.231e-01, test_nll: 1.065e+00)
[2023-02-04 20:56:36] [Epoch     7/  500] trn/posterior_energy -4.344e+05, trn/neg_log_likelihood  3.530e+04, trn/neg_log_prior -4.697e+05, trn/lr  9.996e-07, val/acc 6.681e-01, val/nll 9.290e-01 (best_acc: 6.204e-01 -> 6.681e-01, test_acc: 6.532e-01, test_nll: 9.523e-01)
[2023-02-04 20:56:49] [Epoch     8/  500] trn/posterior_energy -4.382e+05, trn/neg_log_likelihood  3.175e+04, trn/neg_log_prior -4.699e+05, trn/lr  9.994e-07, val/acc 7.079e-01, val/nll 8.373e-01 (best_acc: 6.681e-01 -> 7.079e-01, test_acc: 7.055e-01, test_nll: 8.333e-01)
[2023-02-04 20:57:03] [Epoch     9/  500] trn/posterior_energy -4.417e+05, trn/neg_log_likelihood  2.837e+04, trn/neg_log_prior -4.701e+05, trn/lr  9.993e-07, val/acc 7.254e-01, val/nll 7.914e-01 (best_acc: 7.079e-01 -> 7.254e-01, test_acc: 7.211e-01, test_nll: 8.019e-01)
[2023-02-04 20:57:17] [Epoch    10/  500] trn/posterior_energy -4.449e+05, trn/neg_log_likelihood  2.536e+04, trn/neg_log_prior -4.703e+05, trn/lr  9.991e-07, val/acc 7.571e-01, val/nll 7.109e-01 (best_acc: 7.254e-01 -> 7.571e-01, test_acc: 7.570e-01, test_nll: 7.150e-01)
[2023-02-04 20:57:29] [Epoch    11/  500] trn/posterior_energy -4.479e+05, trn/neg_log_likelihood  2.252e+04, trn/neg_log_prior -4.705e+05, trn/lr  9.989e-07, val/acc 7.441e-01, val/nll 7.425e-01
[2023-02-04 20:57:43] [Epoch    12/  500] trn/posterior_energy -4.505e+05, trn/neg_log_likelihood  2.013e+04, trn/neg_log_prior -4.706e+05, trn/lr  9.987e-07, val/acc 7.646e-01, val/nll 7.029e-01 (best_acc: 7.571e-01 -> 7.646e-01, test_acc: 7.547e-01, test_nll: 7.307e-01)
[2023-02-04 20:57:57] [Epoch    13/  500] trn/posterior_energy -4.530e+05, trn/neg_log_likelihood  1.772e+04, trn/neg_log_prior -4.708e+05, trn/lr  9.985e-07, val/acc 7.752e-01, val/nll 6.541e-01 (best_acc: 7.646e-01 -> 7.752e-01, test_acc: 7.811e-01, test_nll: 6.538e-01)
[2023-02-04 20:58:09] [Epoch    14/  500] trn/posterior_energy -4.555e+05, trn/neg_log_likelihood  1.540e+04, trn/neg_log_prior -4.709e+05, trn/lr  9.982e-07, val/acc 7.721e-01, val/nll 7.001e-01
[2023-02-04 20:58:23] [Epoch    15/  500] trn/posterior_energy -4.575e+05, trn/neg_log_likelihood  1.354e+04, trn/neg_log_prior -4.710e+05, trn/lr  9.979e-07, val/acc 7.819e-01, val/nll 6.605e-01 (best_acc: 7.752e-01 -> 7.819e-01, test_acc: 7.773e-01, test_nll: 6.796e-01)
[2023-02-04 20:58:37] [Epoch    16/  500] trn/posterior_energy -4.597e+05, trn/neg_log_likelihood  1.146e+04, trn/neg_log_prior -4.711e+05, trn/lr  9.976e-07, val/acc 7.884e-01, val/nll 6.652e-01 (best_acc: 7.819e-01 -> 7.884e-01, test_acc: 7.896e-01, test_nll: 6.679e-01)
