[2023-02-05 17:11:57] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 17:11:57] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 17:12:03] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 17:12:46] [Epoch     1/  500] trn/posterior_energy -3.781e+05, trn/neg_log_likelihood  9.041e+04, trn/neg_log_prior -4.685e+05, trn/lr  1.000e-06, val/acc 2.827e-01, val/nll 1.940e+00 (best_acc: 0.000e+00 -> 2.827e-01, test_acc: 2.934e-01, test_nll: 1.933e+00)
[2023-02-05 17:13:01] [Epoch     2/  500] trn/posterior_energy -3.958e+05, trn/neg_log_likelihood  7.558e+04, trn/neg_log_prior -4.714e+05, trn/lr  1.000e-06, val/acc 3.784e-01, val/nll 1.711e+00 (best_acc: 2.827e-01 -> 3.784e-01, test_acc: 3.779e-01, test_nll: 1.696e+00)
[2023-02-05 17:13:15] [Epoch     3/  500] trn/posterior_energy -4.065e+05, trn/neg_log_likelihood  6.724e+04, trn/neg_log_prior -4.737e+05, trn/lr  9.999e-07, val/acc 4.155e-01, val/nll 1.594e+00 (best_acc: 3.784e-01 -> 4.155e-01, test_acc: 4.194e-01, test_nll: 1.578e+00)
[2023-02-05 17:13:29] [Epoch     4/  500] trn/posterior_energy -4.148e+05, trn/neg_log_likelihood  6.072e+04, trn/neg_log_prior -4.755e+05, trn/lr  9.999e-07, val/acc 4.857e-01, val/nll 1.382e+00 (best_acc: 4.155e-01 -> 4.857e-01, test_acc: 4.934e-01, test_nll: 1.378e+00)
[2023-02-05 17:13:43] [Epoch     5/  500] trn/posterior_energy -4.215e+05, trn/neg_log_likelihood  5.542e+04, trn/neg_log_prior -4.769e+05, trn/lr  9.998e-07, val/acc 5.084e-01, val/nll 1.334e+00 (best_acc: 4.857e-01 -> 5.084e-01, test_acc: 5.102e-01, test_nll: 1.337e+00)
[2023-02-05 17:13:57] [Epoch     6/  500] trn/posterior_energy -4.272e+05, trn/neg_log_likelihood  5.061e+04, trn/neg_log_prior -4.778e+05, trn/lr  9.997e-07, val/acc 5.580e-01, val/nll 1.180e+00 (best_acc: 5.084e-01 -> 5.580e-01, test_acc: 5.480e-01, test_nll: 1.196e+00)
[2023-02-05 17:14:11] [Epoch     7/  500] trn/posterior_energy -4.328e+05, trn/neg_log_likelihood  4.549e+04, trn/neg_log_prior -4.783e+05, trn/lr  9.996e-07, val/acc 6.169e-01, val/nll 1.057e+00 (best_acc: 5.580e-01 -> 6.169e-01, test_acc: 5.974e-01, test_nll: 1.093e+00)
[2023-02-05 17:14:24] [Epoch     8/  500] trn/posterior_energy -4.384e+05, trn/neg_log_likelihood  4.021e+04, trn/neg_log_prior -4.786e+05, trn/lr  9.994e-07, val/acc 6.487e-01, val/nll 9.887e-01 (best_acc: 6.169e-01 -> 6.487e-01, test_acc: 6.464e-01, test_nll: 9.880e-01)
[2023-02-05 17:14:39] [Epoch     9/  500] trn/posterior_energy -4.441e+05, trn/neg_log_likelihood  3.443e+04, trn/neg_log_prior -4.786e+05, trn/lr  9.993e-07, val/acc 6.903e-01, val/nll 8.682e-01 (best_acc: 6.487e-01 -> 6.903e-01, test_acc: 6.978e-01, test_nll: 8.692e-01)
[2023-02-05 17:14:52] [Epoch    10/  500] trn/posterior_energy -4.489e+05, trn/neg_log_likelihood  2.955e+04, trn/neg_log_prior -4.784e+05, trn/lr  9.991e-07, val/acc 7.320e-01, val/nll 7.721e-01 (best_acc: 6.903e-01 -> 7.320e-01, test_acc: 7.267e-01, test_nll: 7.854e-01)
[2023-02-05 17:15:06] [Epoch    11/  500] trn/posterior_energy -4.527e+05, trn/neg_log_likelihood  2.555e+04, trn/neg_log_prior -4.783e+05, trn/lr  9.989e-07, val/acc 7.478e-01, val/nll 7.484e-01 (best_acc: 7.320e-01 -> 7.478e-01, test_acc: 7.387e-01, test_nll: 7.585e-01)
[2023-02-05 17:15:18] [Epoch    12/  500] trn/posterior_energy -4.557e+05, trn/neg_log_likelihood  2.224e+04, trn/neg_log_prior -4.780e+05, trn/lr  9.987e-07, val/acc 7.336e-01, val/nll 7.470e-01
[2023-02-05 17:15:32] [Epoch    13/  500] trn/posterior_energy -4.570e+05, trn/neg_log_likelihood  2.055e+04, trn/neg_log_prior -4.776e+05, trn/lr  9.985e-07, val/acc 7.728e-01, val/nll 6.596e-01 (best_acc: 7.478e-01 -> 7.728e-01, test_acc: 7.747e-01, test_nll: 6.567e-01)
[2023-02-05 17:15:46] [Epoch    14/  500] trn/posterior_energy -4.603e+05, trn/neg_log_likelihood  1.686e+04, trn/neg_log_prior -4.772e+05, trn/lr  9.982e-07, val/acc 7.923e-01, val/nll 6.139e-01 (best_acc: 7.728e-01 -> 7.923e-01, test_acc: 7.942e-01, test_nll: 6.225e-01)
[2023-02-05 17:16:00] [Epoch    15/  500] trn/posterior_energy -4.610e+05, trn/neg_log_likelihood  1.573e+04, trn/neg_log_prior -4.767e+05, trn/lr  9.979e-07, val/acc 7.990e-01, val/nll 5.951e-01 (best_acc: 7.923e-01 -> 7.990e-01, test_acc: 7.973e-01, test_nll: 6.188e-01)
[2023-02-05 17:16:12] [Epoch    16/  500] trn/posterior_energy -4.631e+05, trn/neg_log_likelihood  1.303e+04, trn/neg_log_prior -4.762e+05, trn/lr  9.976e-07, val/acc 7.742e-01, val/nll 6.889e-01
[2023-02-05 17:16:25] [Epoch    17/  500] trn/posterior_energy -4.633e+05, trn/neg_log_likelihood  1.233e+04, trn/neg_log_prior -4.757e+05, trn/lr  9.973e-07, val/acc 7.642e-01, val/nll 7.211e-01
[2023-02-05 17:16:39] [Epoch    18/  500] trn/posterior_energy -4.646e+05, trn/neg_log_likelihood  1.048e+04, trn/neg_log_prior -4.751e+05, trn/lr  9.970e-07, val/acc 8.010e-01, val/nll 6.199e-01 (best_acc: 7.990e-01 -> 8.010e-01, test_acc: 8.038e-01, test_nll: 6.337e-01)
[2023-02-05 17:16:52] [Epoch    19/  500] trn/posterior_energy -4.660e+05, trn/neg_log_likelihood  8.849e+03, trn/neg_log_prior -4.748e+05, trn/lr  9.966e-07, val/acc 8.050e-01, val/nll 6.154e-01 (best_acc: 8.010e-01 -> 8.050e-01, test_acc: 8.101e-01, test_nll: 6.256e-01)
[2023-02-05 17:17:07] [Epoch    20/  500] trn/posterior_energy -4.662e+05, trn/neg_log_likelihood  8.277e+03, trn/neg_log_prior -4.745e+05, trn/lr  9.963e-07, val/acc 8.095e-01, val/nll 6.063e-01 (best_acc: 8.050e-01 -> 8.095e-01, test_acc: 8.110e-01, test_nll: 5.913e-01)
[2023-02-05 17:17:21] [Epoch    21/  500] trn/posterior_energy -4.664e+05, trn/neg_log_likelihood  7.716e+03, trn/neg_log_prior -4.741e+05, trn/lr  9.959e-07, val/acc 8.162e-01, val/nll 6.167e-01 (best_acc: 8.095e-01 -> 8.162e-01, test_acc: 8.114e-01, test_nll: 6.275e-01)
[2023-02-05 17:17:33] [Epoch    22/  500] trn/posterior_energy -4.667e+05, trn/neg_log_likelihood  7.139e+03, trn/neg_log_prior -4.738e+05, trn/lr  9.954e-07, val/acc 8.059e-01, val/nll 6.253e-01
[2023-02-05 17:17:45] [Epoch    23/  500] trn/posterior_energy -4.662e+05, trn/neg_log_likelihood  7.358e+03, trn/neg_log_prior -4.736e+05, trn/lr  9.950e-07, val/acc 8.136e-01, val/nll 6.332e-01
[2023-02-05 17:17:57] [Epoch    24/  500] trn/posterior_energy -4.669e+05, trn/neg_log_likelihood  6.431e+03, trn/neg_log_prior -4.733e+05, trn/lr  9.946e-07, val/acc 8.054e-01, val/nll 6.636e-01
[2023-02-05 17:18:09] [Epoch    25/  500] trn/posterior_energy -4.676e+05, trn/neg_log_likelihood  5.631e+03, trn/neg_log_prior -4.733e+05, trn/lr  9.941e-07, val/acc 8.118e-01, val/nll 6.532e-01
[2023-02-05 17:18:21] [Epoch    26/  500] trn/posterior_energy -4.676e+05, trn/neg_log_likelihood  5.586e+03, trn/neg_log_prior -4.732e+05, trn/lr  9.936e-07, val/acc 8.095e-01, val/nll 6.781e-01
