[2023-02-04 23:20:15] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 23:20:15] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000001_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 23:20:51] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  3.915e+05, trn/neg_log_likelihood  8.878e+04, trn/neg_log_prior  3.027e+05, trn/lr  9.997e-08, trn/temperature  1.000e+00, val/acc 3.006e-01, val/nll 1.905e+00
[2023-02-04 23:20:55] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.809e+05, trn/neg_log_likelihood  7.448e+04, trn/neg_log_prior  3.065e+05, trn/lr  9.977e-08, trn/temperature  1.000e+00, val/acc 3.847e-01, val/nll 1.706e+00
[2023-02-04 23:21:00] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.776e+05, trn/neg_log_likelihood  6.744e+04, trn/neg_log_prior  3.101e+05, trn/lr  9.938e-08, trn/temperature  1.000e+00, val/acc 4.035e-01, val/nll 1.581e+00
[2023-02-04 23:21:04] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.768e+05, trn/neg_log_likelihood  6.308e+04, trn/neg_log_prior  3.137e+05, trn/lr  9.879e-08, trn/temperature  1.000e+00, val/acc 4.192e-01, val/nll 1.523e+00
[2023-02-04 23:21:08] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  3.774e+05, trn/neg_log_likelihood  6.033e+04, trn/neg_log_prior  3.171e+05, trn/lr  9.801e-08, trn/temperature  1.000e+00, val/acc 4.283e-01, val/nll 1.557e+00
[2023-02-04 23:21:12] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  3.782e+05, trn/neg_log_likelihood  5.801e+04, trn/neg_log_prior  3.202e+05, trn/lr  9.704e-08, trn/temperature  1.000e+00, val/acc 4.991e-01, val/nll 1.364e+00
[2023-02-04 23:21:16] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  3.791e+05, trn/neg_log_likelihood  5.582e+04, trn/neg_log_prior  3.233e+05, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 5.085e-01, val/nll 1.368e+00
[2023-02-04 23:21:21] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  3.800e+05, trn/neg_log_likelihood  5.389e+04, trn/neg_log_prior  3.261e+05, trn/lr  9.454e-08, trn/temperature  1.000e+00, val/acc 5.295e-01, val/nll 1.281e+00
[2023-02-04 23:21:25] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  3.809e+05, trn/neg_log_likelihood  5.223e+04, trn/neg_log_prior  3.287e+05, trn/lr  9.303e-08, trn/temperature  1.000e+00, val/acc 4.947e-01, val/nll 1.383e+00
[2023-02-04 23:21:29] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  3.823e+05, trn/neg_log_likelihood  5.116e+04, trn/neg_log_prior  3.311e+05, trn/lr  9.135e-08, trn/temperature  1.000e+00, val/acc 5.442e-01, val/nll 1.258e+00
[2023-02-04 23:21:33] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  3.830e+05, trn/neg_log_likelihood  4.939e+04, trn/neg_log_prior  3.336e+05, trn/lr  8.950e-08, trn/temperature  1.000e+00, val/acc 5.679e-01, val/nll 1.181e+00
[2023-02-04 23:21:37] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  3.839e+05, trn/neg_log_likelihood  4.801e+04, trn/neg_log_prior  3.359e+05, trn/lr  8.750e-08, trn/temperature  1.000e+00, val/acc 5.645e-01, val/nll 1.186e+00
[2023-02-04 23:21:41] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  3.853e+05, trn/neg_log_likelihood  4.717e+04, trn/neg_log_prior  3.381e+05, trn/lr  8.535e-08, trn/temperature  1.000e+00, val/acc 5.767e-01, val/nll 1.174e+00
[2023-02-04 23:21:46] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  3.867e+05, trn/neg_log_likelihood  4.650e+04, trn/neg_log_prior  3.402e+05, trn/lr  8.306e-08, trn/temperature  1.000e+00, val/acc 5.770e-01, val/nll 1.183e+00
[2023-02-04 23:21:50] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  3.874e+05, trn/neg_log_likelihood  4.528e+04, trn/neg_log_prior  3.421e+05, trn/lr  8.064e-08, trn/temperature  1.000e+00, val/acc 6.010e-01, val/nll 1.093e+00
[2023-02-04 23:21:54] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  3.878e+05, trn/neg_log_likelihood  4.392e+04, trn/neg_log_prior  3.439e+05, trn/lr  7.810e-08, trn/temperature  1.000e+00, val/acc 5.910e-01, val/nll 1.145e+00
[2023-02-04 23:21:58] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  3.890e+05, trn/neg_log_likelihood  4.347e+04, trn/neg_log_prior  3.455e+05, trn/lr  7.545e-08, trn/temperature  1.000e+00, val/acc 5.975e-01, val/nll 1.095e+00
[2023-02-04 23:22:02] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  3.902e+05, trn/neg_log_likelihood  4.309e+04, trn/neg_log_prior  3.471e+05, trn/lr  7.270e-08, trn/temperature  1.000e+00, val/acc 5.970e-01, val/nll 1.121e+00
[2023-02-04 23:22:06] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  3.901e+05, trn/neg_log_likelihood  4.147e+04, trn/neg_log_prior  3.486e+05, trn/lr  6.986e-08, trn/temperature  1.000e+00, val/acc 6.304e-01, val/nll 1.023e+00
[2023-02-04 23:22:10] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  3.914e+05, trn/neg_log_likelihood  4.133e+04, trn/neg_log_prior  3.500e+05, trn/lr  6.694e-08, trn/temperature  1.000e+00, val/acc 6.009e-01, val/nll 1.127e+00
[2023-02-04 23:22:14] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  3.922e+05, trn/neg_log_likelihood  4.088e+04, trn/neg_log_prior  3.513e+05, trn/lr  6.395e-08, trn/temperature  1.000e+00, val/acc 6.355e-01, val/nll 1.003e+00
[2023-02-04 23:22:18] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  3.924e+05, trn/neg_log_likelihood  3.985e+04, trn/neg_log_prior  3.525e+05, trn/lr  6.091e-08, trn/temperature  1.000e+00, val/acc 6.230e-01, val/nll 1.025e+00
[2023-02-04 23:22:23] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  3.930e+05, trn/neg_log_likelihood  3.941e+04, trn/neg_log_prior  3.536e+05, trn/lr  5.782e-08, trn/temperature  1.000e+00, val/acc 6.397e-01, val/nll 9.974e-01
[2023-02-04 23:22:27] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  3.936e+05, trn/neg_log_likelihood  3.890e+04, trn/neg_log_prior  3.547e+05, trn/lr  5.471e-08, trn/temperature  1.000e+00, val/acc 6.400e-01, val/nll 1.004e+00
[2023-02-04 23:22:31] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  3.939e+05, trn/neg_log_likelihood  3.834e+04, trn/neg_log_prior  3.556e+05, trn/lr  5.157e-08, trn/temperature  1.000e+00, val/acc 6.558e-01, val/nll 9.625e-01
[2023-02-04 23:22:35] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  3.942e+05, trn/neg_log_likelihood  3.779e+04, trn/neg_log_prior  3.564e+05, trn/lr  4.843e-08, trn/temperature  1.000e+00, val/acc 6.457e-01, val/nll 9.832e-01
[2023-02-04 23:22:39] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  3.943e+05, trn/neg_log_likelihood  3.716e+04, trn/neg_log_prior  3.571e+05, trn/lr  4.530e-08, trn/temperature  1.000e+00, val/acc 6.700e-01, val/nll 9.276e-01
[2023-02-04 23:22:43] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  3.944e+05, trn/neg_log_likelihood  3.654e+04, trn/neg_log_prior  3.578e+05, trn/lr  4.218e-08, trn/temperature  1.000e+00, val/acc 6.640e-01, val/nll 9.476e-01
[2023-02-04 23:22:47] [Cycle   1/ 30][Epoch  29/ 50] trn/posterior_energy  3.947e+05, trn/neg_log_likelihood  3.627e+04, trn/neg_log_prior  3.584e+05, trn/lr  3.910e-08, trn/temperature  1.000e+00, val/acc 6.728e-01, val/nll 9.156e-01
[2023-02-04 23:22:51] [Cycle   1/ 30][Epoch  30/ 50] trn/posterior_energy  3.947e+05, trn/neg_log_likelihood  3.573e+04, trn/neg_log_prior  3.590e+05, trn/lr  3.606e-08, trn/temperature  1.000e+00, val/acc 6.696e-01, val/nll 9.264e-01
[2023-02-04 23:22:55] [Cycle   1/ 30][Epoch  31/ 50] trn/posterior_energy  3.946e+05, trn/neg_log_likelihood  3.521e+04, trn/neg_log_prior  3.594e+05, trn/lr  3.307e-08, trn/temperature  1.000e+00, val/acc 6.466e-01, val/nll 9.802e-01
[2023-02-04 23:23:00] [Cycle   1/ 30][Epoch  32/ 50] trn/posterior_energy  3.946e+05, trn/neg_log_likelihood  3.471e+04, trn/neg_log_prior  3.599e+05, trn/lr  3.015e-08, trn/temperature  1.000e+00, val/acc 6.709e-01, val/nll 9.263e-01
