[2023-02-03 18:43:57] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 18:43:57] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR100_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR100_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 18:44:21] [Epoch     1/  500] trn/posterior_energy  5.976e+05, trn/neg_log_likelihood  1.894e+05, trn/neg_log_prior  4.082e+05, trn/lr  3.000e-07, val/acc 1.327e-02, val/nll 4.602e+00 (best_acc: 0.000e+00 -> 1.327e-02, test_acc: 1.260e-02, test_nll: 4.601e+00)
[2023-02-03 18:44:25] [Epoch     2/  500] trn/posterior_energy  5.468e+05, trn/neg_log_likelihood  1.832e+05, trn/neg_log_prior  3.637e+05, trn/lr  3.000e-07, val/acc 1.914e-02, val/nll 4.414e+00 (best_acc: 1.327e-02 -> 1.914e-02, test_acc: 2.060e-02, test_nll: 4.422e+00)
[2023-02-03 18:44:30] [Epoch     3/  500] trn/posterior_energy  5.419e+05, trn/neg_log_likelihood  1.808e+05, trn/neg_log_prior  3.611e+05, trn/lr  3.000e-07, val/acc 2.467e-02, val/nll 4.384e+00 (best_acc: 1.914e-02 -> 2.467e-02, test_acc: 2.380e-02, test_nll: 4.388e+00)
[2023-02-03 18:44:33] [Epoch     4/  500] trn/posterior_energy  5.395e+05, trn/neg_log_likelihood  1.792e+05, trn/neg_log_prior  3.602e+05, trn/lr  3.000e-07, val/acc 2.268e-02, val/nll 4.420e+00
[2023-02-03 18:44:37] [Epoch     5/  500] trn/posterior_energy  5.395e+05, trn/neg_log_likelihood  1.783e+05, trn/neg_log_prior  3.613e+05, trn/lr  2.999e-07, val/acc 2.378e-02, val/nll 4.373e+00
[2023-02-03 18:44:41] [Epoch     6/  500] trn/posterior_energy  5.393e+05, trn/neg_log_likelihood  1.774e+05, trn/neg_log_prior  3.619e+05, trn/lr  2.999e-07, val/acc 2.611e-02, val/nll 4.318e+00 (best_acc: 2.467e-02 -> 2.611e-02, test_acc: 2.760e-02, test_nll: 4.314e+00)
[2023-02-03 18:44:45] [Epoch     7/  500] trn/posterior_energy  5.379e+05, trn/neg_log_likelihood  1.758e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.999e-07, val/acc 3.064e-02, val/nll 4.278e+00 (best_acc: 2.611e-02 -> 3.064e-02, test_acc: 2.960e-02, test_nll: 4.268e+00)
[2023-02-03 18:44:50] [Epoch     8/  500] trn/posterior_energy  5.372e+05, trn/neg_log_likelihood  1.748e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.998e-07, val/acc 3.440e-02, val/nll 4.279e+00 (best_acc: 3.064e-02 -> 3.440e-02, test_acc: 3.210e-02, test_nll: 4.264e+00)
[2023-02-03 18:44:54] [Epoch     9/  500] trn/posterior_energy  5.374e+05, trn/neg_log_likelihood  1.742e+05, trn/neg_log_prior  3.632e+05, trn/lr  2.998e-07, val/acc 4.049e-02, val/nll 4.213e+00 (best_acc: 3.440e-02 -> 4.049e-02, test_acc: 4.050e-02, test_nll: 4.199e+00)
[2023-02-03 18:44:58] [Epoch    10/  500] trn/posterior_energy  5.374e+05, trn/neg_log_likelihood  1.742e+05, trn/neg_log_prior  3.632e+05, trn/lr  2.997e-07, val/acc 2.699e-02, val/nll 4.263e+00
[2023-02-03 18:45:01] [Epoch    11/  500] trn/posterior_energy  5.372e+05, trn/neg_log_likelihood  1.740e+05, trn/neg_log_prior  3.632e+05, trn/lr  2.997e-07, val/acc 3.119e-02, val/nll 4.236e+00
[2023-02-03 18:45:06] [Epoch    12/  500] trn/posterior_energy  5.374e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.638e+05, trn/lr  2.996e-07, val/acc 4.137e-02, val/nll 4.235e+00 (best_acc: 4.049e-02 -> 4.137e-02, test_acc: 3.880e-02, test_nll: 4.233e+00)
[2023-02-03 18:45:09] [Epoch    13/  500] trn/posterior_energy  5.396e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.659e+05, trn/lr  2.995e-07, val/acc 3.219e-02, val/nll 4.261e+00
[2023-02-03 18:45:13] [Epoch    14/  500] trn/posterior_energy  5.380e+05, trn/neg_log_likelihood  1.742e+05, trn/neg_log_prior  3.637e+05, trn/lr  2.995e-07, val/acc 3.783e-02, val/nll 4.205e+00
[2023-02-03 18:45:17] [Epoch    15/  500] trn/posterior_energy  5.361e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.994e-07, val/acc 2.843e-02, val/nll 4.247e+00
[2023-02-03 18:45:21] [Epoch    16/  500] trn/posterior_energy  5.366e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.631e+05, trn/lr  2.993e-07, val/acc 3.352e-02, val/nll 4.204e+00
[2023-02-03 18:45:24] [Epoch    17/  500] trn/posterior_energy  5.374e+05, trn/neg_log_likelihood  1.743e+05, trn/neg_log_prior  3.630e+05, trn/lr  2.992e-07, val/acc 3.440e-02, val/nll 4.235e+00
[2023-02-03 18:45:28] [Epoch    18/  500] trn/posterior_energy  5.360e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.991e-07, val/acc 3.396e-02, val/nll 4.242e+00
[2023-02-03 18:45:32] [Epoch    19/  500] trn/posterior_energy  5.364e+05, trn/neg_log_likelihood  1.735e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.990e-07, val/acc 3.850e-02, val/nll 4.194e+00
[2023-02-03 18:45:35] [Epoch    20/  500] trn/posterior_energy  5.396e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.660e+05, trn/lr  2.989e-07, val/acc 3.418e-02, val/nll 4.248e+00
[2023-02-03 18:45:39] [Epoch    21/  500] trn/posterior_energy  5.373e+05, trn/neg_log_likelihood  1.735e+05, trn/neg_log_prior  3.638e+05, trn/lr  2.988e-07, val/acc 2.821e-02, val/nll 4.251e+00
[2023-02-03 18:45:43] [Epoch    22/  500] trn/posterior_energy  5.356e+05, trn/neg_log_likelihood  1.728e+05, trn/neg_log_prior  3.628e+05, trn/lr  2.986e-07, val/acc 2.367e-02, val/nll 4.344e+00
[2023-02-03 18:45:47] [Epoch    23/  500] trn/posterior_energy  5.358e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.985e-07, val/acc 3.518e-02, val/nll 4.266e+00
[2023-02-03 18:45:50] [Epoch    24/  500] trn/posterior_energy  5.372e+05, trn/neg_log_likelihood  1.745e+05, trn/neg_log_prior  3.627e+05, trn/lr  2.984e-07, val/acc 3.485e-02, val/nll 4.272e+00
[2023-02-03 18:45:54] [Epoch    25/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.982e-07, val/acc 3.861e-02, val/nll 4.267e+00
[2023-02-03 18:45:57] [Epoch    26/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.981e-07, val/acc 2.898e-02, val/nll 4.233e+00
[2023-02-03 18:46:01] [Epoch    27/  500] trn/posterior_energy  5.361e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.979e-07, val/acc 3.540e-02, val/nll 4.198e+00
[2023-02-03 18:46:05] [Epoch    28/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.626e+05, trn/lr  2.978e-07, val/acc 3.396e-02, val/nll 4.282e+00
[2023-02-03 18:46:08] [Epoch    29/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.976e-07, val/acc 3.883e-02, val/nll 4.217e+00
[2023-02-03 18:46:12] [Epoch    30/  500] trn/posterior_energy  5.355e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.974e-07, val/acc 3.529e-02, val/nll 4.239e+00
[2023-02-03 18:46:16] [Epoch    31/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.628e+05, trn/lr  2.973e-07, val/acc 3.274e-02, val/nll 4.256e+00
[2023-02-03 18:46:19] [Epoch    32/  500] trn/posterior_energy  5.374e+05, trn/neg_log_likelihood  1.745e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.971e-07, val/acc 3.009e-02, val/nll 4.275e+00
[2023-02-03 18:46:23] [Epoch    33/  500] trn/posterior_energy  5.377e+05, trn/neg_log_likelihood  1.751e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.969e-07, val/acc 2.965e-02, val/nll 4.292e+00
[2023-02-03 18:46:27] [Epoch    34/  500] trn/posterior_energy  5.364e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.967e-07, val/acc 3.440e-02, val/nll 4.240e+00
[2023-02-03 18:46:31] [Epoch    35/  500] trn/posterior_energy  5.361e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.965e-07, val/acc 4.049e-02, val/nll 4.209e+00
[2023-02-03 18:46:34] [Epoch    36/  500] trn/posterior_energy  5.352e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.963e-07, val/acc 3.905e-02, val/nll 4.240e+00
[2023-02-03 18:46:38] [Epoch    37/  500] trn/posterior_energy  5.358e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.961e-07, val/acc 3.451e-02, val/nll 4.250e+00
[2023-02-03 18:46:41] [Epoch    38/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.628e+05, trn/lr  2.959e-07, val/acc 3.363e-02, val/nll 4.224e+00
[2023-02-03 18:46:45] [Epoch    39/  500] trn/posterior_energy  5.354e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.956e-07, val/acc 3.673e-02, val/nll 4.234e+00
[2023-02-03 18:46:49] [Epoch    40/  500] trn/posterior_energy  5.368e+05, trn/neg_log_likelihood  1.745e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.954e-07, val/acc 3.142e-02, val/nll 4.268e+00
[2023-02-03 18:46:52] [Epoch    41/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.952e-07, val/acc 3.219e-02, val/nll 4.276e+00
[2023-02-03 18:46:56] [Epoch    42/  500] trn/posterior_energy  5.360e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.949e-07, val/acc 3.219e-02, val/nll 4.260e+00
[2023-02-03 18:47:00] [Epoch    43/  500] trn/posterior_energy  5.364e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.947e-07, val/acc 3.562e-02, val/nll 4.283e+00
[2023-02-03 18:47:03] [Epoch    44/  500] trn/posterior_energy  5.382e+05, trn/neg_log_likelihood  1.755e+05, trn/neg_log_prior  3.627e+05, trn/lr  2.944e-07, val/acc 3.728e-02, val/nll 4.273e+00
[2023-02-03 18:47:07] [Epoch    45/  500] trn/posterior_energy  5.376e+05, trn/neg_log_likelihood  1.746e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.942e-07, val/acc 3.949e-02, val/nll 4.228e+00
[2023-02-03 18:47:11] [Epoch    46/  500] trn/posterior_energy  5.356e+05, trn/neg_log_likelihood  1.733e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.939e-07, val/acc 3.296e-02, val/nll 4.216e+00
[2023-02-03 18:47:14] [Epoch    47/  500] trn/posterior_energy  5.357e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.936e-07, val/acc 3.485e-02, val/nll 4.245e+00
[2023-02-03 18:47:18] [Epoch    48/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.620e+05, trn/lr  2.934e-07, val/acc 3.595e-02, val/nll 4.244e+00
[2023-02-03 18:47:21] [Epoch    49/  500] trn/posterior_energy  5.368e+05, trn/neg_log_likelihood  1.743e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.931e-07, val/acc 3.031e-02, val/nll 4.265e+00
[2023-02-03 18:47:25] [Epoch    50/  500] trn/posterior_energy  5.369e+05, trn/neg_log_likelihood  1.744e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.928e-07, val/acc 3.485e-02, val/nll 4.292e+00
[2023-02-03 18:47:29] [Epoch    51/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.731e+05, trn/neg_log_prior  3.628e+05, trn/lr  2.925e-07, val/acc 3.949e-02, val/nll 4.227e+00
[2023-02-03 18:47:32] [Epoch    52/  500] trn/posterior_energy  5.365e+05, trn/neg_log_likelihood  1.741e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.922e-07, val/acc 3.628e-02, val/nll 4.218e+00
[2023-02-03 18:47:36] [Epoch    53/  500] trn/posterior_energy  5.363e+05, trn/neg_log_likelihood  1.738e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.919e-07, val/acc 3.761e-02, val/nll 4.211e+00
[2023-02-03 18:47:40] [Epoch    54/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.626e+05, trn/lr  2.916e-07, val/acc 2.832e-02, val/nll 4.262e+00
[2023-02-03 18:47:43] [Epoch    55/  500] trn/posterior_energy  5.361e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.913e-07, val/acc 3.175e-02, val/nll 4.308e+00
[2023-02-03 18:47:47] [Epoch    56/  500] trn/posterior_energy  5.369e+05, trn/neg_log_likelihood  1.746e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.910e-07, val/acc 3.827e-02, val/nll 4.234e+00
[2023-02-03 18:47:51] [Epoch    57/  500] trn/posterior_energy  5.366e+05, trn/neg_log_likelihood  1.738e+05, trn/neg_log_prior  3.629e+05, trn/lr  2.906e-07, val/acc 3.673e-02, val/nll 4.206e+00
[2023-02-03 18:47:55] [Epoch    58/  500] trn/posterior_energy  5.357e+05, trn/neg_log_likelihood  1.733e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.903e-07, val/acc 3.816e-02, val/nll 4.213e+00
[2023-02-03 18:47:58] [Epoch    59/  500] trn/posterior_energy  5.381e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.642e+05, trn/lr  2.900e-07, val/acc 3.285e-02, val/nll 4.260e+00
[2023-02-03 18:48:02] [Epoch    60/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.735e+05, trn/neg_log_prior  3.627e+05, trn/lr  2.896e-07, val/acc 3.396e-02, val/nll 4.239e+00
[2023-02-03 18:48:06] [Epoch    61/  500] trn/posterior_energy  5.351e+05, trn/neg_log_likelihood  1.728e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.893e-07, val/acc 3.662e-02, val/nll 4.190e+00
[2023-02-03 18:48:09] [Epoch    62/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.625e+05, trn/lr  2.889e-07, val/acc 3.650e-02, val/nll 4.195e+00
[2023-02-03 18:48:13] [Epoch    63/  500] trn/posterior_energy  5.361e+05, trn/neg_log_likelihood  1.735e+05, trn/neg_log_prior  3.627e+05, trn/lr  2.886e-07, val/acc 3.717e-02, val/nll 4.271e+00
[2023-02-03 18:48:17] [Epoch    64/  500] trn/posterior_energy  5.382e+05, trn/neg_log_likelihood  1.730e+05, trn/neg_log_prior  3.652e+05, trn/lr  2.882e-07, val/acc 3.827e-02, val/nll 4.225e+00
[2023-02-03 18:48:21] [Epoch    65/  500] trn/posterior_energy  5.371e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.637e+05, trn/lr  2.878e-07, val/acc 3.164e-02, val/nll 4.260e+00
[2023-02-03 18:48:24] [Epoch    66/  500] trn/posterior_energy  5.369e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.632e+05, trn/lr  2.875e-07, val/acc 2.965e-02, val/nll 4.286e+00
[2023-02-03 18:48:28] [Epoch    67/  500] trn/posterior_energy  5.356e+05, trn/neg_log_likelihood  1.734e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.871e-07, val/acc 3.219e-02, val/nll 4.219e+00
[2023-02-03 18:48:31] [Epoch    68/  500] trn/posterior_energy  5.376e+05, trn/neg_log_likelihood  1.752e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.867e-07, val/acc 3.219e-02, val/nll 4.281e+00
[2023-02-03 18:48:35] [Epoch    69/  500] trn/posterior_energy  5.371e+05, trn/neg_log_likelihood  1.747e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.863e-07, val/acc 3.131e-02, val/nll 4.294e+00
[2023-02-03 18:48:39] [Epoch    70/  500] trn/posterior_energy  5.360e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.859e-07, val/acc 3.274e-02, val/nll 4.254e+00
[2023-02-03 18:48:43] [Epoch    71/  500] trn/posterior_energy  5.355e+05, trn/neg_log_likelihood  1.733e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.855e-07, val/acc 2.754e-02, val/nll 4.263e+00
[2023-02-03 18:48:46] [Epoch    72/  500] trn/posterior_energy  5.366e+05, trn/neg_log_likelihood  1.745e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.851e-07, val/acc 3.164e-02, val/nll 4.293e+00
[2023-02-03 18:48:50] [Epoch    73/  500] trn/posterior_energy  5.368e+05, trn/neg_log_likelihood  1.746e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.847e-07, val/acc 3.175e-02, val/nll 4.228e+00
[2023-02-03 18:48:54] [Epoch    74/  500] trn/posterior_energy  5.358e+05, trn/neg_log_likelihood  1.737e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.843e-07, val/acc 3.584e-02, val/nll 4.261e+00
[2023-02-03 18:48:57] [Epoch    75/  500] trn/posterior_energy  5.359e+05, trn/neg_log_likelihood  1.738e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.839e-07, val/acc 3.131e-02, val/nll 4.261e+00
[2023-02-03 18:49:01] [Epoch    76/  500] trn/posterior_energy  5.356e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.620e+05, trn/lr  2.834e-07, val/acc 2.865e-02, val/nll 4.283e+00
[2023-02-03 18:49:04] [Epoch    77/  500] trn/posterior_energy  5.375e+05, trn/neg_log_likelihood  1.748e+05, trn/neg_log_prior  3.627e+05, trn/lr  2.830e-07, val/acc 3.606e-02, val/nll 4.236e+00
[2023-02-03 18:49:08] [Epoch    78/  500] trn/posterior_energy  5.362e+05, trn/neg_log_likelihood  1.741e+05, trn/neg_log_prior  3.621e+05, trn/lr  2.826e-07, val/acc 3.119e-02, val/nll 4.254e+00
[2023-02-03 18:49:12] [Epoch    79/  500] trn/posterior_energy  5.363e+05, trn/neg_log_likelihood  1.741e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.821e-07, val/acc 3.827e-02, val/nll 4.261e+00
[2023-02-03 18:49:15] [Epoch    80/  500] trn/posterior_energy  5.360e+05, trn/neg_log_likelihood  1.742e+05, trn/neg_log_prior  3.618e+05, trn/lr  2.817e-07, val/acc 2.976e-02, val/nll 4.316e+00
[2023-02-03 18:49:19] [Epoch    81/  500] trn/posterior_energy  5.380e+05, trn/neg_log_likelihood  1.752e+05, trn/neg_log_prior  3.628e+05, trn/lr  2.812e-07, val/acc 3.341e-02, val/nll 4.246e+00
[2023-02-03 18:49:23] [Epoch    82/  500] trn/posterior_energy  5.363e+05, trn/neg_log_likelihood  1.741e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.808e-07, val/acc 3.252e-02, val/nll 4.282e+00
[2023-02-03 18:49:27] [Epoch    83/  500] trn/posterior_energy  5.368e+05, trn/neg_log_likelihood  1.743e+05, trn/neg_log_prior  3.626e+05, trn/lr  2.803e-07, val/acc 2.810e-02, val/nll 4.263e+00
[2023-02-03 18:49:30] [Epoch    84/  500] trn/posterior_energy  5.363e+05, trn/neg_log_likelihood  1.739e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.798e-07, val/acc 3.119e-02, val/nll 4.264e+00
[2023-02-03 18:49:34] [Epoch    85/  500] trn/posterior_energy  5.369e+05, trn/neg_log_likelihood  1.744e+05, trn/neg_log_prior  3.624e+05, trn/lr  2.794e-07, val/acc 2.898e-02, val/nll 4.325e+00
[2023-02-03 18:49:37] [Epoch    86/  500] trn/posterior_energy  5.370e+05, trn/neg_log_likelihood  1.747e+05, trn/neg_log_prior  3.623e+05, trn/lr  2.789e-07, val/acc 4.004e-02, val/nll 4.194e+00
[2023-02-03 18:49:41] [Epoch    87/  500] trn/posterior_energy  5.363e+05, trn/neg_log_likelihood  1.741e+05, trn/neg_log_prior  3.622e+05, trn/lr  2.784e-07, val/acc 3.230e-02, val/nll 4.238e+00
[2023-02-03 18:49:45] [Epoch    88/  500] trn/posterior_energy  5.353e+05, trn/neg_log_likelihood  1.735e+05, trn/neg_log_prior  3.618e+05, trn/lr  2.779e-07, val/acc 3.827e-02, val/nll 4.203e+00
[2023-02-03 18:49:48] [Epoch    89/  500] trn/posterior_energy  5.354e+05, trn/neg_log_likelihood  1.736e+05, trn/neg_log_prior  3.617e+05, trn/lr  2.774e-07, val/acc 2.909e-02, val/nll 4.244e+00
