[2023-02-03 05:28:32] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 05:28:32] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 05:28:54] [Epoch     1/  500] trn/posterior_energy -3.943e+04, trn/neg_log_likelihood  8.389e+04, trn/neg_log_prior -1.233e+05, trn/lr  3.000e-07, val/acc 3.489e-01, val/nll 1.764e+00 (best_acc: 0.000e+00 -> 3.489e-01, test_acc: 3.541e-01, test_nll: 1.748e+00)
[2023-02-03 05:28:59] [Epoch     2/  500] trn/posterior_energy -5.685e+04, trn/neg_log_likelihood  6.643e+04, trn/neg_log_prior -1.233e+05, trn/lr  3.000e-07, val/acc 4.508e-01, val/nll 1.500e+00 (best_acc: 3.489e-01 -> 4.508e-01, test_acc: 4.532e-01, test_nll: 1.497e+00)
[2023-02-03 05:29:03] [Epoch     3/  500] trn/posterior_energy -6.295e+04, trn/neg_log_likelihood  6.031e+04, trn/neg_log_prior -1.233e+05, trn/lr  3.000e-07, val/acc 4.771e-01, val/nll 1.410e+00 (best_acc: 4.508e-01 -> 4.771e-01, test_acc: 4.835e-01, test_nll: 1.408e+00)
[2023-02-03 05:29:07] [Epoch     4/  500] trn/posterior_energy -6.807e+04, trn/neg_log_likelihood  5.516e+04, trn/neg_log_prior -1.232e+05, trn/lr  3.000e-07, val/acc 5.134e-01, val/nll 1.325e+00 (best_acc: 4.771e-01 -> 5.134e-01, test_acc: 5.077e-01, test_nll: 1.335e+00)
[2023-02-03 05:29:11] [Epoch     5/  500] trn/posterior_energy -7.250e+04, trn/neg_log_likelihood  5.069e+04, trn/neg_log_prior -1.232e+05, trn/lr  2.999e-07, val/acc 5.602e-01, val/nll 1.196e+00 (best_acc: 5.134e-01 -> 5.602e-01, test_acc: 5.553e-01, test_nll: 1.210e+00)
[2023-02-03 05:29:15] [Epoch     6/  500] trn/posterior_energy -7.596e+04, trn/neg_log_likelihood  4.719e+04, trn/neg_log_prior -1.232e+05, trn/lr  2.999e-07, val/acc 6.015e-01, val/nll 1.094e+00 (best_acc: 5.602e-01 -> 6.015e-01, test_acc: 5.909e-01, test_nll: 1.116e+00)
[2023-02-03 05:29:19] [Epoch     7/  500] trn/posterior_energy -8.021e+04, trn/neg_log_likelihood  4.291e+04, trn/neg_log_prior -1.231e+05, trn/lr  2.999e-07, val/acc 6.102e-01, val/nll 1.069e+00 (best_acc: 6.015e-01 -> 6.102e-01, test_acc: 6.026e-01, test_nll: 1.089e+00)
[2023-02-03 05:29:23] [Epoch     8/  500] trn/posterior_energy -8.270e+04, trn/neg_log_likelihood  4.037e+04, trn/neg_log_prior -1.231e+05, trn/lr  2.998e-07, val/acc 6.248e-01, val/nll 1.034e+00 (best_acc: 6.102e-01 -> 6.248e-01, test_acc: 6.166e-01, test_nll: 1.048e+00)
[2023-02-03 05:29:27] [Epoch     9/  500] trn/posterior_energy -8.603e+04, trn/neg_log_likelihood  3.700e+04, trn/neg_log_prior -1.230e+05, trn/lr  2.998e-07, val/acc 6.674e-01, val/nll 9.205e-01 (best_acc: 6.248e-01 -> 6.674e-01, test_acc: 6.630e-01, test_nll: 9.443e-01)
[2023-02-03 05:29:31] [Epoch    10/  500] trn/posterior_energy -8.833e+04, trn/neg_log_likelihood  3.466e+04, trn/neg_log_prior -1.230e+05, trn/lr  2.997e-07, val/acc 6.769e-01, val/nll 9.029e-01 (best_acc: 6.674e-01 -> 6.769e-01, test_acc: 6.725e-01, test_nll: 9.221e-01)
[2023-02-03 05:29:35] [Epoch    11/  500] trn/posterior_energy -9.095e+04, trn/neg_log_likelihood  3.200e+04, trn/neg_log_prior -1.229e+05, trn/lr  2.997e-07, val/acc 7.077e-01, val/nll 8.350e-01 (best_acc: 6.769e-01 -> 7.077e-01, test_acc: 6.954e-01, test_nll: 8.685e-01)
[2023-02-03 05:29:40] [Epoch    12/  500] trn/posterior_energy -9.287e+04, trn/neg_log_likelihood  3.004e+04, trn/neg_log_prior -1.229e+05, trn/lr  2.996e-07, val/acc 7.114e-01, val/nll 8.231e-01 (best_acc: 7.077e-01 -> 7.114e-01, test_acc: 7.001e-01, test_nll: 8.534e-01)
