[2023-02-04 14:51:16] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 14:51:16] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000010_mo-0.99_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 14:51:50] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  3.778e+05, trn/neg_log_likelihood  9.527e+04, trn/neg_log_prior  2.825e+05, trn/lr  9.997e-07, trn/temperature  0.000e+00, val/acc 1.425e-01, val/nll 2.243e+00
[2023-02-04 14:51:55] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.457e+05, trn/neg_log_likelihood  8.778e+04, trn/neg_log_prior  2.579e+05, trn/lr  9.977e-07, trn/temperature  0.000e+00, val/acc 2.018e-01, val/nll 2.033e+00
[2023-02-04 14:51:59] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.408e+05, trn/neg_log_likelihood  8.284e+04, trn/neg_log_prior  2.579e+05, trn/lr  9.938e-07, trn/temperature  0.000e+00, val/acc 2.244e-01, val/nll 2.051e+00
[2023-02-04 14:52:03] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.404e+05, trn/neg_log_likelihood  8.175e+04, trn/neg_log_prior  2.587e+05, trn/lr  9.879e-07, trn/temperature  0.000e+00, val/acc 2.233e-01, val/nll 2.071e+00
[2023-02-04 14:52:07] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  3.399e+05, trn/neg_log_likelihood  8.110e+04, trn/neg_log_prior  2.588e+05, trn/lr  9.801e-07, trn/temperature  0.000e+00, val/acc 2.219e-01, val/nll 2.011e+00
[2023-02-04 14:52:11] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  8.021e+05, trn/neg_log_likelihood  8.100e+04, trn/neg_log_prior  7.211e+05, trn/lr  9.704e-07, trn/temperature  0.000e+00, val/acc 2.735e-01, val/nll 1.934e+00
[2023-02-04 14:52:15] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  6.782e+05, trn/neg_log_likelihood  8.034e+04, trn/neg_log_prior  5.979e+05, trn/lr  9.588e-07, trn/temperature  0.000e+00, val/acc 2.715e-01, val/nll 1.896e+00
[2023-02-04 14:52:19] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  3.415e+05, trn/neg_log_likelihood  8.039e+04, trn/neg_log_prior  2.611e+05, trn/lr  9.454e-07, trn/temperature  0.000e+00, val/acc 2.543e-01, val/nll 1.947e+00
[2023-02-04 14:52:23] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  3.416e+05, trn/neg_log_likelihood  8.148e+04, trn/neg_log_prior  2.601e+05, trn/lr  9.303e-07, trn/temperature  0.000e+00, val/acc 2.070e-01, val/nll 2.056e+00
[2023-02-04 14:52:27] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  3.766e+05, trn/neg_log_likelihood  8.051e+04, trn/neg_log_prior  2.961e+05, trn/lr  9.135e-07, trn/temperature  0.000e+00, val/acc 2.648e-01, val/nll 1.961e+00
[2023-02-04 14:52:31] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  4.210e+05, trn/neg_log_likelihood  7.999e+04, trn/neg_log_prior  3.410e+05, trn/lr  8.950e-07, trn/temperature  0.000e+00, val/acc 2.530e-01, val/nll 1.942e+00
