[2023-02-16 11:53:14] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-16 11:53:14] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.7
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.01
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.700_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0100_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-16 11:53:20] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-16 11:54:30] [Epoch     1/  200] trn/loss 1.994e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 3.791e-01, val/nll 1.747e+00 (best_acc: 0.000e+00 -> 3.791e-01, test_acc: 3.823e-01, test_nll: 1.736e+00)
[2023-02-16 11:54:38] [Epoch     2/  200] trn/loss 1.337e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 3.760e-01, val/nll 1.723e+00
[2023-02-16 11:54:47] [Epoch     3/  200] trn/loss 1.104e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 4.439e-01, val/nll 1.646e+00 (best_acc: 3.791e-01 -> 4.439e-01, test_acc: 4.370e-01, test_nll: 1.630e+00)
[2023-02-16 11:54:56] [Epoch     4/  200] trn/loss 1.057e+00, trn/lr 2.998e+00, trn/scale 6.163e-01, val/acc 2.994e-01, val/nll 2.507e+00
[2023-02-16 11:55:04] [Epoch     5/  200] trn/loss 1.117e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 3.157e-01, val/nll 3.004e+00
[2023-02-16 11:55:12] [Epoch     6/  200] trn/loss 1.261e+00, trn/lr 2.994e+00, trn/scale 4.757e-01, val/acc 2.624e-01, val/nll 2.827e+00
[2023-02-16 11:55:20] [Epoch     7/  200] trn/loss 1.485e+00, trn/lr 2.992e+00, trn/scale 4.206e-01, val/acc 1.029e-01, val/nll 2.395e+00
[2023-02-16 11:55:29] [Epoch     8/  200] trn/loss 1.923e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 1.790e-01, val/nll 2.180e+00
[2023-02-16 11:55:37] [Epoch     9/  200] trn/loss 2.123e+00, trn/lr 2.987e+00, trn/scale 3.336e-01, val/acc 1.545e-01, val/nll 3.099e+00
[2023-02-16 11:55:45] [Epoch    10/  200] trn/loss 2.074e+00, trn/lr 2.983e+00, trn/scale 2.995e-01, val/acc 1.405e-01, val/nll 3.520e+00
[2023-02-16 11:55:53] [Epoch    11/  200] trn/loss 2.088e+00, trn/lr 2.980e+00, trn/scale 2.705e-01, val/acc 9.281e-02, val/nll 1.921e+01
[2023-02-16 11:56:02] [Epoch    12/  200] trn/loss 2.237e+00, trn/lr 2.976e+00, trn/scale 2.457e-01, val/acc 1.301e-01, val/nll 2.281e+00
[2023-02-16 11:56:10] [Epoch    13/  200] trn/loss 2.293e+00, trn/lr 2.971e+00, trn/scale 2.246e-01, val/acc 9.281e-02, val/nll 2.313e+00
[2023-02-16 11:56:18] [Epoch    14/  200] trn/loss 2.312e+00, trn/lr 2.966e+00, trn/scale 2.066e-01, val/acc 9.281e-02, val/nll 2.321e+00
[2023-02-16 11:56:26] [Epoch    15/  200] trn/loss 2.314e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 1.007e-01, val/nll 2.312e+00
[2023-02-16 11:56:35] [Epoch    16/  200] trn/loss 2.315e+00, trn/lr 2.956e+00, trn/scale 1.782e-01, val/acc 9.856e-02, val/nll 2.312e+00
