[2023-02-21 11:53:09] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-21 11:53:09] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 0.1
- args.optim_momentum     : 0.97
- args.optim_weight_decay : 0.003
- args.rho                : 3.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/ASAM/bs-0256_ne-0200_lr-0.10_mo-0.97_wd-0.0030_rho-3.0000_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-21 11:53:15] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-21 11:54:18] [Epoch     1/  200] trn/loss 2.524e+00, trn/lr 1.000e-01, val/acc 9.945e-02, val/nll 2.331e+00 (best_acc: 0.000e+00 -> 9.945e-02, test_acc: 1.000e-01, test_nll: 2.329e+00)
[2023-02-21 11:54:26] [Epoch     2/  200] trn/loss 2.326e+00, trn/lr 9.999e-02, val/acc 9.281e-02, val/nll 2.325e+00
[2023-02-21 11:54:33] [Epoch     3/  200] trn/loss 2.320e+00, trn/lr 9.996e-02, val/acc 9.281e-02, val/nll 2.316e+00
[2023-02-21 11:54:41] [Epoch     4/  200] trn/loss 2.324e+00, trn/lr 9.992e-02, val/acc 1.081e-01, val/nll 2.348e+00 (best_acc: 9.945e-02 -> 1.081e-01, test_acc: 1.000e-01, test_nll: 2.346e+00)
[2023-02-21 11:54:48] [Epoch     5/  200] trn/loss 2.326e+00, trn/lr 9.987e-02, val/acc 9.281e-02, val/nll 2.333e+00
[2023-02-21 11:54:56] [Epoch     6/  200] trn/loss 2.323e+00, trn/lr 9.981e-02, val/acc 9.978e-02, val/nll 2.319e+00
[2023-02-21 11:55:03] [Epoch     7/  200] trn/loss 2.322e+00, trn/lr 9.974e-02, val/acc 9.978e-02, val/nll 2.319e+00
[2023-02-21 11:55:10] [Epoch     8/  200] trn/loss 2.321e+00, trn/lr 9.965e-02, val/acc 9.856e-02, val/nll 2.326e+00
[2023-02-21 11:55:17] [Epoch     9/  200] trn/loss 2.318e+00, trn/lr 9.955e-02, val/acc 9.823e-02, val/nll 2.341e+00
[2023-02-21 11:55:25] [Epoch    10/  200] trn/loss 2.327e+00, trn/lr 9.944e-02, val/acc 9.856e-02, val/nll 2.316e+00
[2023-02-21 11:55:32] [Epoch    11/  200] trn/loss 2.317e+00, trn/lr 9.932e-02, val/acc 9.856e-02, val/nll 2.333e+00
[2023-02-21 11:55:39] [Epoch    12/  200] trn/loss 2.323e+00, trn/lr 9.919e-02, val/acc 9.978e-02, val/nll 2.345e+00
[2023-02-21 11:55:46] [Epoch    13/  200] trn/loss 2.319e+00, trn/lr 9.904e-02, val/acc 9.978e-02, val/nll 2.313e+00
[2023-02-21 11:55:54] [Epoch    14/  200] trn/loss 2.321e+00, trn/lr 9.888e-02, val/acc 1.007e-01, val/nll 2.332e+00
[2023-02-21 11:56:01] [Epoch    15/  200] trn/loss 2.327e+00, trn/lr 9.871e-02, val/acc 9.823e-02, val/nll 2.321e+00
