[2023-02-15 07:34:23] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 07:34:23] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.03
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0300_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 07:34:29] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 07:35:39] [Epoch     1/  200] trn/loss 4.286e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 1.082e-01, val/nll 3.832e+00 (best_acc: 0.000e+00 -> 1.082e-01, test_acc: 1.141e-01, test_nll: 3.806e+00)
[2023-02-15 07:35:49] [Epoch     2/  200] trn/loss 3.630e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 1.632e-01, val/nll 3.567e+00 (best_acc: 1.082e-01 -> 1.632e-01, test_acc: 1.698e-01, test_nll: 3.544e+00)
[2023-02-15 07:35:58] [Epoch     3/  200] trn/loss 3.258e+00, trn/lr 2.999e+00, trn/scale 7.046e-01, val/acc 1.754e-01, val/nll 3.523e+00 (best_acc: 1.632e-01 -> 1.754e-01, test_acc: 1.805e-01, test_nll: 3.478e+00)
[2023-02-15 07:36:07] [Epoch     4/  200] trn/loss 2.899e+00, trn/lr 2.998e+00, trn/scale 6.154e-01, val/acc 2.128e-01, val/nll 3.376e+00 (best_acc: 1.754e-01 -> 2.128e-01, test_acc: 2.121e-01, test_nll: 3.370e+00)
[2023-02-15 07:36:16] [Epoch     5/  200] trn/loss 2.712e+00, trn/lr 2.996e+00, trn/scale 5.394e-01, val/acc 2.725e-01, val/nll 2.857e+00 (best_acc: 2.128e-01 -> 2.725e-01, test_acc: 2.708e-01, test_nll: 2.841e+00)
[2023-02-15 07:36:25] [Epoch     6/  200] trn/loss 2.587e+00, trn/lr 2.994e+00, trn/scale 4.746e-01, val/acc 2.261e-01, val/nll 3.372e+00
[2023-02-15 07:36:33] [Epoch     7/  200] trn/loss 2.504e+00, trn/lr 2.992e+00, trn/scale 4.194e-01, val/acc 2.510e-01, val/nll 3.049e+00
[2023-02-15 07:36:41] [Epoch     8/  200] trn/loss 2.523e+00, trn/lr 2.990e+00, trn/scale 3.723e-01, val/acc 2.493e-01, val/nll 3.140e+00
[2023-02-15 07:36:49] [Epoch     9/  200] trn/loss 2.526e+00, trn/lr 2.987e+00, trn/scale 3.323e-01, val/acc 2.064e-01, val/nll 3.623e+00
[2023-02-15 07:36:57] [Epoch    10/  200] trn/loss 2.582e+00, trn/lr 2.983e+00, trn/scale 2.981e-01, val/acc 2.207e-01, val/nll 3.377e+00
[2023-02-15 07:37:05] [Epoch    11/  200] trn/loss 2.674e+00, trn/lr 2.980e+00, trn/scale 2.690e-01, val/acc 1.579e-01, val/nll 3.869e+00
[2023-02-15 07:37:14] [Epoch    12/  200] trn/loss 2.724e+00, trn/lr 2.976e+00, trn/scale 2.442e-01, val/acc 1.524e-01, val/nll 4.096e+00
[2023-02-15 07:37:22] [Epoch    13/  200] trn/loss 2.830e+00, trn/lr 2.971e+00, trn/scale 2.231e-01, val/acc 1.909e-01, val/nll 3.463e+00
[2023-02-15 07:37:30] [Epoch    14/  200] trn/loss 2.909e+00, trn/lr 2.966e+00, trn/scale 2.050e-01, val/acc 5.642e-02, val/nll 7.788e+00
[2023-02-15 07:37:38] [Epoch    15/  200] trn/loss 3.004e+00, trn/lr 2.961e+00, trn/scale 1.897e-01, val/acc 1.655e-01, val/nll 3.979e+00
[2023-02-15 07:37:47] [Epoch    16/  200] trn/loss 3.065e+00, trn/lr 2.956e+00, trn/scale 1.766e-01, val/acc 1.268e-01, val/nll 4.658e+00
[2023-02-15 07:37:55] [Epoch    17/  200] trn/loss 3.121e+00, trn/lr 2.950e+00, trn/scale 1.654e-01, val/acc 1.204e-01, val/nll 4.084e+00
[2023-02-15 07:38:03] [Epoch    18/  200] trn/loss 3.216e+00, trn/lr 2.944e+00, trn/scale 1.559e-01, val/acc 9.569e-02, val/nll 4.433e+00
[2023-02-15 07:38:11] [Epoch    19/  200] trn/loss 3.268e+00, trn/lr 2.937e+00, trn/scale 1.478e-01, val/acc 1.413e-01, val/nll 3.892e+00
[2023-02-15 07:38:19] [Epoch    20/  200] trn/loss 3.383e+00, trn/lr 2.930e+00, trn/scale 1.409e-01, val/acc 3.673e-02, val/nll 9.288e+00
[2023-02-15 07:38:27] [Epoch    21/  200] trn/loss 3.438e+00, trn/lr 2.923e+00, trn/scale 1.350e-01, val/acc 1.133e-01, val/nll 3.952e+00
[2023-02-15 07:38:36] [Epoch    22/  200] trn/loss 3.518e+00, trn/lr 2.915e+00, trn/scale 1.300e-01, val/acc 4.989e-02, val/nll 5.787e+00
[2023-02-15 07:38:44] [Epoch    23/  200] trn/loss 3.611e+00, trn/lr 2.907e+00, trn/scale 1.257e-01, val/acc 2.909e-02, val/nll 4.582e+00
[2023-02-15 07:38:52] [Epoch    24/  200] trn/loss 3.668e+00, trn/lr 2.899e+00, trn/scale 1.221e-01, val/acc 4.602e-02, val/nll 5.003e+00
[2023-02-15 07:39:00] [Epoch    25/  200] trn/loss 3.712e+00, trn/lr 2.890e+00, trn/scale 1.190e-01, val/acc 1.515e-02, val/nll 7.992e+00
