[2023-02-03 10:02:11] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 10:02:11] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000030_mo-0.99_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 10:02:35] [Epoch     1/  500] trn/posterior_energy  3.069e+05, trn/neg_log_likelihood  9.683e+04, trn/neg_log_prior  2.100e+05, trn/lr  3.000e-06, val/acc 1.708e-01, val/nll 2.192e+00 (best_acc: 0.000e+00 -> 1.708e-01, test_acc: 1.691e-01, test_nll: 2.201e+00)
[2023-02-03 10:02:40] [Epoch     2/  500] trn/posterior_energy  2.576e+05, trn/neg_log_likelihood  8.673e+04, trn/neg_log_prior  1.708e+05, trn/lr  3.000e-06, val/acc 2.302e-01, val/nll 2.099e+00 (best_acc: 1.708e-01 -> 2.302e-01, test_acc: 2.343e-01, test_nll: 2.095e+00)
[2023-02-03 10:02:44] [Epoch     3/  500] trn/posterior_energy  2.522e+05, trn/neg_log_likelihood  8.507e+04, trn/neg_log_prior  1.671e+05, trn/lr  3.000e-06, val/acc 2.235e-01, val/nll 1.998e+00
[2023-02-03 10:02:48] [Epoch     4/  500] trn/posterior_energy  2.525e+05, trn/neg_log_likelihood  8.353e+04, trn/neg_log_prior  1.690e+05, trn/lr  3.000e-06, val/acc 2.361e-01, val/nll 1.979e+00 (best_acc: 2.302e-01 -> 2.361e-01, test_acc: 2.466e-01, test_nll: 1.980e+00)
[2023-02-03 10:02:53] [Epoch     5/  500] trn/posterior_energy  2.524e+05, trn/neg_log_likelihood  8.358e+04, trn/neg_log_prior  1.688e+05, trn/lr  2.999e-06, val/acc 2.670e-01, val/nll 1.936e+00 (best_acc: 2.361e-01 -> 2.670e-01, test_acc: 2.731e-01, test_nll: 1.936e+00)
[2023-02-03 10:02:57] [Epoch     6/  500] trn/posterior_energy  2.531e+05, trn/neg_log_likelihood  8.317e+04, trn/neg_log_prior  1.699e+05, trn/lr  2.999e-06, val/acc 2.334e-01, val/nll 2.013e+00
[2023-02-03 10:03:01] [Epoch     7/  500] trn/posterior_energy  2.508e+05, trn/neg_log_likelihood  8.173e+04, trn/neg_log_prior  1.691e+05, trn/lr  2.999e-06, val/acc 3.098e-01, val/nll 1.918e+00 (best_acc: 2.670e-01 -> 3.098e-01, test_acc: 3.069e-01, test_nll: 1.936e+00)
[2023-02-03 10:03:05] [Epoch     8/  500] trn/posterior_energy  2.536e+05, trn/neg_log_likelihood  8.305e+04, trn/neg_log_prior  1.705e+05, trn/lr  2.998e-06, val/acc 2.508e-01, val/nll 2.076e+00
[2023-02-03 10:03:09] [Epoch     9/  500] trn/posterior_energy  2.556e+05, trn/neg_log_likelihood  8.104e+04, trn/neg_log_prior  1.746e+05, trn/lr  2.998e-06, val/acc 2.771e-01, val/nll 1.933e+00
[2023-02-03 10:03:13] [Epoch    10/  500] trn/posterior_energy  2.506e+05, trn/neg_log_likelihood  8.013e+04, trn/neg_log_prior  1.705e+05, trn/lr  2.997e-06, val/acc 2.184e-01, val/nll 2.048e+00
[2023-02-03 10:03:17] [Epoch    11/  500] trn/posterior_energy  2.539e+05, trn/neg_log_likelihood  8.275e+04, trn/neg_log_prior  1.712e+05, trn/lr  2.997e-06, val/acc 2.437e-01, val/nll 1.924e+00
[2023-02-03 10:03:21] [Epoch    12/  500] trn/posterior_energy  2.512e+05, trn/neg_log_likelihood  8.114e+04, trn/neg_log_prior  1.701e+05, trn/lr  2.996e-06, val/acc 2.975e-01, val/nll 1.892e+00
[2023-02-03 10:03:25] [Epoch    13/  500] trn/posterior_energy  2.523e+05, trn/neg_log_likelihood  8.223e+04, trn/neg_log_prior  1.700e+05, trn/lr  2.995e-06, val/acc 2.384e-01, val/nll 2.021e+00
[2023-02-03 10:03:29] [Epoch    14/  500] trn/posterior_energy  2.534e+05, trn/neg_log_likelihood  8.276e+04, trn/neg_log_prior  1.706e+05, trn/lr  2.995e-06, val/acc 2.236e-01, val/nll 2.088e+00
[2023-02-03 10:03:33] [Epoch    15/  500] trn/posterior_energy  1.032e+06, trn/neg_log_likelihood  9.018e+04, trn/neg_log_prior  9.419e+05, trn/lr  2.994e-06, val/acc 2.049e-01, val/nll 2.147e+00
[2023-02-03 10:03:37] [Epoch    16/  500] trn/posterior_energy  7.380e+05, trn/neg_log_likelihood  9.583e+04, trn/neg_log_prior  6.421e+05, trn/lr  2.993e-06, val/acc 9.945e-02, val/nll 2.361e+00
[2023-02-03 10:03:41] [Epoch    17/  500] trn/posterior_energy  6.257e+05, trn/neg_log_likelihood  9.724e+04, trn/neg_log_prior  5.285e+05, trn/lr  2.992e-06, val/acc 1.007e-01, val/nll 2.339e+00
[2023-02-03 10:03:44] [Epoch    18/  500] trn/posterior_energy  4.089e+05, trn/neg_log_likelihood  9.587e+04, trn/neg_log_prior  3.130e+05, trn/lr  2.991e-06, val/acc 9.823e-02, val/nll 2.333e+00
[2023-02-03 10:03:49] [Epoch    19/  500] trn/posterior_energy  2.997e+05, trn/neg_log_likelihood  9.561e+04, trn/neg_log_prior  2.041e+05, trn/lr  2.990e-06, val/acc 1.081e-01, val/nll 2.332e+00
[2023-02-03 10:03:53] [Epoch    20/  500] trn/posterior_energy  2.564e+05, trn/neg_log_likelihood  9.533e+04, trn/neg_log_prior  1.611e+05, trn/lr  2.989e-06, val/acc 1.081e-01, val/nll 2.326e+00
[2023-02-03 10:03:57] [Epoch    21/  500] trn/posterior_energy  2.559e+05, trn/neg_log_likelihood  9.542e+04, trn/neg_log_prior  1.605e+05, trn/lr  2.988e-06, val/acc 1.007e-01, val/nll 2.310e+00
[2023-02-03 10:04:00] [Epoch    22/  500] trn/posterior_energy  2.593e+05, trn/neg_log_likelihood  9.584e+04, trn/neg_log_prior  1.635e+05, trn/lr  2.986e-06, val/acc 9.281e-02, val/nll 2.314e+00
[2023-02-03 10:04:05] [Epoch    23/  500] trn/posterior_energy  2.615e+05, trn/neg_log_likelihood  9.627e+04, trn/neg_log_prior  1.653e+05, trn/lr  2.985e-06, val/acc 9.978e-02, val/nll 2.353e+00
[2023-02-03 10:04:09] [Epoch    24/  500] trn/posterior_energy  2.886e+05, trn/neg_log_likelihood  9.590e+04, trn/neg_log_prior  1.926e+05, trn/lr  2.984e-06, val/acc 1.044e-01, val/nll 2.346e+00
[2023-02-03 10:04:12] [Epoch    25/  500] trn/posterior_energy  2.670e+05, trn/neg_log_likelihood  9.555e+04, trn/neg_log_prior  1.715e+05, trn/lr  2.982e-06, val/acc 9.978e-02, val/nll 2.323e+00
[2023-02-03 10:04:16] [Epoch    26/  500] trn/posterior_energy  2.587e+05, trn/neg_log_likelihood  9.550e+04, trn/neg_log_prior  1.632e+05, trn/lr  2.981e-06, val/acc 9.978e-02, val/nll 2.368e+00
[2023-02-03 10:04:20] [Epoch    27/  500] trn/posterior_energy  2.694e+05, trn/neg_log_likelihood  9.571e+04, trn/neg_log_prior  1.736e+05, trn/lr  2.979e-06, val/acc 1.007e-01, val/nll 2.330e+00
[2023-02-03 10:04:25] [Epoch    28/  500] trn/posterior_energy  2.685e+05, trn/neg_log_likelihood  9.558e+04, trn/neg_log_prior  1.729e+05, trn/lr  2.978e-06, val/acc 9.978e-02, val/nll 2.362e+00
[2023-02-03 10:04:29] [Epoch    29/  500] trn/posterior_energy  2.572e+05, trn/neg_log_likelihood  9.567e+04, trn/neg_log_prior  1.615e+05, trn/lr  2.976e-06, val/acc 9.823e-02, val/nll 2.329e+00
[2023-02-03 10:04:33] [Epoch    30/  500] trn/posterior_energy  2.560e+05, trn/neg_log_likelihood  9.539e+04, trn/neg_log_prior  1.607e+05, trn/lr  2.974e-06, val/acc 9.281e-02, val/nll 2.323e+00
[2023-02-03 10:04:37] [Epoch    31/  500] trn/posterior_energy  2.592e+05, trn/neg_log_likelihood  9.569e+04, trn/neg_log_prior  1.635e+05, trn/lr  2.973e-06, val/acc 9.823e-02, val/nll 2.345e+00
