[2023-02-04 22:28:35] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 22:28:35] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 22:28:41] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 22:29:24] [Epoch     1/  500] trn/posterior_energy  1.129e+06, trn/neg_log_likelihood  8.080e+04, trn/neg_log_prior  1.048e+06, trn/lr  3.000e-07, val/acc 4.034e-01, val/nll 1.645e+00 (best_acc: 0.000e+00 -> 4.034e-01, test_acc: 4.035e-01, test_nll: 1.646e+00)
[2023-02-04 22:29:38] [Epoch     2/  500] trn/posterior_energy  1.112e+06, trn/neg_log_likelihood  6.506e+04, trn/neg_log_prior  1.047e+06, trn/lr  3.000e-07, val/acc 4.394e-01, val/nll 1.559e+00 (best_acc: 4.034e-01 -> 4.394e-01, test_acc: 4.366e-01, test_nll: 1.569e+00)
[2023-02-04 22:29:52] [Epoch     3/  500] trn/posterior_energy  1.105e+06, trn/neg_log_likelihood  5.818e+04, trn/neg_log_prior  1.047e+06, trn/lr  3.000e-07, val/acc 4.799e-01, val/nll 1.412e+00 (best_acc: 4.394e-01 -> 4.799e-01, test_acc: 4.798e-01, test_nll: 1.411e+00)
[2023-02-04 22:30:06] [Epoch     4/  500] trn/posterior_energy  1.100e+06, trn/neg_log_likelihood  5.345e+04, trn/neg_log_prior  1.047e+06, trn/lr  3.000e-07, val/acc 5.290e-01, val/nll 1.316e+00 (best_acc: 4.799e-01 -> 5.290e-01, test_acc: 5.172e-01, test_nll: 1.326e+00)
[2023-02-04 22:30:19] [Epoch     5/  500] trn/posterior_energy  1.095e+06, trn/neg_log_likelihood  4.920e+04, trn/neg_log_prior  1.046e+06, trn/lr  2.999e-07, val/acc 5.572e-01, val/nll 1.256e+00 (best_acc: 5.290e-01 -> 5.572e-01, test_acc: 5.553e-01, test_nll: 1.259e+00)
[2023-02-04 22:30:33] [Epoch     6/  500] trn/posterior_energy  1.092e+06, trn/neg_log_likelihood  4.592e+04, trn/neg_log_prior  1.046e+06, trn/lr  2.999e-07, val/acc 6.055e-01, val/nll 1.123e+00 (best_acc: 5.572e-01 -> 6.055e-01, test_acc: 5.942e-01, test_nll: 1.134e+00)
[2023-02-04 22:30:47] [Epoch     7/  500] trn/posterior_energy  1.088e+06, trn/neg_log_likelihood  4.217e+04, trn/neg_log_prior  1.045e+06, trn/lr  2.999e-07, val/acc 6.072e-01, val/nll 1.062e+00 (best_acc: 6.055e-01 -> 6.072e-01, test_acc: 6.002e-01, test_nll: 1.082e+00)
[2023-02-04 22:31:00] [Epoch     8/  500] trn/posterior_energy  1.084e+06, trn/neg_log_likelihood  3.933e+04, trn/neg_log_prior  1.045e+06, trn/lr  2.998e-07, val/acc 6.662e-01, val/nll 9.447e-01 (best_acc: 6.072e-01 -> 6.662e-01, test_acc: 6.644e-01, test_nll: 9.513e-01)
[2023-02-04 22:31:14] [Epoch     9/  500] trn/posterior_energy  1.081e+06, trn/neg_log_likelihood  3.613e+04, trn/neg_log_prior  1.045e+06, trn/lr  2.998e-07, val/acc 6.761e-01, val/nll 9.301e-01 (best_acc: 6.662e-01 -> 6.761e-01, test_acc: 6.694e-01, test_nll: 9.448e-01)
[2023-02-04 22:31:27] [Epoch    10/  500] trn/posterior_energy  1.078e+06, trn/neg_log_likelihood  3.384e+04, trn/neg_log_prior  1.044e+06, trn/lr  2.997e-07, val/acc 6.788e-01, val/nll 9.064e-01 (best_acc: 6.761e-01 -> 6.788e-01, test_acc: 6.809e-01, test_nll: 9.144e-01)
[2023-02-04 22:31:41] [Epoch    11/  500] trn/posterior_energy  1.075e+06, trn/neg_log_likelihood  3.127e+04, trn/neg_log_prior  1.044e+06, trn/lr  2.997e-07, val/acc 6.838e-01, val/nll 8.890e-01 (best_acc: 6.788e-01 -> 6.838e-01, test_acc: 6.868e-01, test_nll: 8.942e-01)
