[2023-02-04 21:34:47] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 21:34:47] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000001_mo-0.70_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 21:35:27] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  2.752e+05, trn/neg_log_likelihood  9.251e+04, trn/neg_log_prior  1.827e+05, trn/lr  9.997e-08, trn/temperature  1.000e+00, val/acc 2.126e-01, val/nll 2.143e+00
[2023-02-04 21:35:33] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  2.657e+05, trn/neg_log_likelihood  8.216e+04, trn/neg_log_prior  1.835e+05, trn/lr  9.977e-08, trn/temperature  1.000e+00, val/acc 2.927e-01, val/nll 1.876e+00
[2023-02-04 21:35:38] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  2.599e+05, trn/neg_log_likelihood  7.557e+04, trn/neg_log_prior  1.843e+05, trn/lr  9.938e-08, trn/temperature  1.000e+00, val/acc 3.542e-01, val/nll 1.768e+00
[2023-02-04 21:35:42] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  2.565e+05, trn/neg_log_likelihood  7.140e+04, trn/neg_log_prior  1.851e+05, trn/lr  9.879e-08, trn/temperature  1.000e+00, val/acc 3.896e-01, val/nll 1.675e+00
[2023-02-04 21:35:46] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  2.536e+05, trn/neg_log_likelihood  6.762e+04, trn/neg_log_prior  1.859e+05, trn/lr  9.801e-08, trn/temperature  1.000e+00, val/acc 4.015e-01, val/nll 1.605e+00
[2023-02-04 21:35:51] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  2.516e+05, trn/neg_log_likelihood  6.492e+04, trn/neg_log_prior  1.867e+05, trn/lr  9.704e-08, trn/temperature  1.000e+00, val/acc 4.316e-01, val/nll 1.551e+00
[2023-02-04 21:35:55] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  2.502e+05, trn/neg_log_likelihood  6.268e+04, trn/neg_log_prior  1.875e+05, trn/lr  9.588e-08, trn/temperature  1.000e+00, val/acc 4.552e-01, val/nll 1.498e+00
[2023-02-04 21:35:59] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  2.494e+05, trn/neg_log_likelihood  6.116e+04, trn/neg_log_prior  1.882e+05, trn/lr  9.454e-08, trn/temperature  1.000e+00, val/acc 4.633e-01, val/nll 1.465e+00
[2023-02-04 21:36:03] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  2.485e+05, trn/neg_log_likelihood  5.958e+04, trn/neg_log_prior  1.889e+05, trn/lr  9.303e-08, trn/temperature  1.000e+00, val/acc 4.674e-01, val/nll 1.446e+00
[2023-02-04 21:36:07] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  2.481e+05, trn/neg_log_likelihood  5.849e+04, trn/neg_log_prior  1.896e+05, trn/lr  9.135e-08, trn/temperature  1.000e+00, val/acc 4.886e-01, val/nll 1.392e+00
[2023-02-04 21:36:11] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  2.477e+05, trn/neg_log_likelihood  5.743e+04, trn/neg_log_prior  1.903e+05, trn/lr  8.950e-08, trn/temperature  1.000e+00, val/acc 4.950e-01, val/nll 1.383e+00
[2023-02-04 21:36:15] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  2.476e+05, trn/neg_log_likelihood  5.661e+04, trn/neg_log_prior  1.910e+05, trn/lr  8.750e-08, trn/temperature  1.000e+00, val/acc 4.975e-01, val/nll 1.368e+00
[2023-02-04 21:36:20] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  2.469e+05, trn/neg_log_likelihood  5.528e+04, trn/neg_log_prior  1.917e+05, trn/lr  8.535e-08, trn/temperature  1.000e+00, val/acc 4.998e-01, val/nll 1.366e+00
[2023-02-04 21:36:24] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  2.469e+05, trn/neg_log_likelihood  5.459e+04, trn/neg_log_prior  1.923e+05, trn/lr  8.306e-08, trn/temperature  1.000e+00, val/acc 5.100e-01, val/nll 1.343e+00
[2023-02-04 21:36:28] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  2.465e+05, trn/neg_log_likelihood  5.353e+04, trn/neg_log_prior  1.929e+05, trn/lr  8.064e-08, trn/temperature  1.000e+00, val/acc 5.096e-01, val/nll 1.320e+00
[2023-02-04 21:36:32] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  2.459e+05, trn/neg_log_likelihood  5.233e+04, trn/neg_log_prior  1.935e+05, trn/lr  7.810e-08, trn/temperature  1.000e+00, val/acc 5.294e-01, val/nll 1.281e+00
[2023-02-04 21:36:37] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  2.457e+05, trn/neg_log_likelihood  5.159e+04, trn/neg_log_prior  1.941e+05, trn/lr  7.545e-08, trn/temperature  1.000e+00, val/acc 5.314e-01, val/nll 1.272e+00
[2023-02-04 21:36:41] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  2.458e+05, trn/neg_log_likelihood  5.111e+04, trn/neg_log_prior  1.947e+05, trn/lr  7.270e-08, trn/temperature  1.000e+00, val/acc 5.022e-01, val/nll 1.344e+00
[2023-02-04 21:36:45] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  2.456e+05, trn/neg_log_likelihood  5.044e+04, trn/neg_log_prior  1.952e+05, trn/lr  6.986e-08, trn/temperature  1.000e+00, val/acc 5.385e-01, val/nll 1.241e+00
[2023-02-04 21:36:50] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  2.453e+05, trn/neg_log_likelihood  4.959e+04, trn/neg_log_prior  1.957e+05, trn/lr  6.694e-08, trn/temperature  1.000e+00, val/acc 5.558e-01, val/nll 1.213e+00
[2023-02-04 21:36:54] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  2.453e+05, trn/neg_log_likelihood  4.910e+04, trn/neg_log_prior  1.962e+05, trn/lr  6.395e-08, trn/temperature  1.000e+00, val/acc 5.456e-01, val/nll 1.232e+00
[2023-02-04 21:36:58] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  2.453e+05, trn/neg_log_likelihood  4.864e+04, trn/neg_log_prior  1.966e+05, trn/lr  6.091e-08, trn/temperature  1.000e+00, val/acc 5.600e-01, val/nll 1.207e+00
[2023-02-04 21:37:03] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  2.451e+05, trn/neg_log_likelihood  4.809e+04, trn/neg_log_prior  1.970e+05, trn/lr  5.782e-08, trn/temperature  1.000e+00, val/acc 5.632e-01, val/nll 1.189e+00
[2023-02-04 21:37:07] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  2.450e+05, trn/neg_log_likelihood  4.755e+04, trn/neg_log_prior  1.975e+05, trn/lr  5.471e-08, trn/temperature  1.000e+00, val/acc 5.555e-01, val/nll 1.213e+00
[2023-02-04 21:37:12] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  2.448e+05, trn/neg_log_likelihood  4.692e+04, trn/neg_log_prior  1.979e+05, trn/lr  5.157e-08, trn/temperature  1.000e+00, val/acc 5.758e-01, val/nll 1.169e+00
[2023-02-04 21:37:18] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  2.447e+05, trn/neg_log_likelihood  4.651e+04, trn/neg_log_prior  1.982e+05, trn/lr  4.843e-08, trn/temperature  1.000e+00, val/acc 5.717e-01, val/nll 1.169e+00
[2023-02-04 21:37:23] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  2.446e+05, trn/neg_log_likelihood  4.605e+04, trn/neg_log_prior  1.985e+05, trn/lr  4.530e-08, trn/temperature  1.000e+00, val/acc 5.770e-01, val/nll 1.144e+00
[2023-02-04 21:37:27] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  2.444e+05, trn/neg_log_likelihood  4.552e+04, trn/neg_log_prior  1.988e+05, trn/lr  4.218e-08, trn/temperature  1.000e+00, val/acc 5.803e-01, val/nll 1.145e+00
[2023-02-04 21:37:31] [Cycle   1/ 30][Epoch  29/ 50] trn/posterior_energy  2.442e+05, trn/neg_log_likelihood  4.509e+04, trn/neg_log_prior  1.991e+05, trn/lr  3.910e-08, trn/temperature  1.000e+00, val/acc 5.781e-01, val/nll 1.152e+00
[2023-02-04 21:37:36] [Cycle   1/ 30][Epoch  30/ 50] trn/posterior_energy  2.441e+05, trn/neg_log_likelihood  4.475e+04, trn/neg_log_prior  1.994e+05, trn/lr  3.606e-08, trn/temperature  1.000e+00, val/acc 5.836e-01, val/nll 1.121e+00
